id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,assist,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2512908183,6,1,1,0,19,4tic29sox7m39fy1ztgv0jsiq,1,9.8,32.4,2023-02-26T15:48:10.635Z,2023-02-28T14:01:09Z,4059580869,213,0.5,4059580861,56,Back,4059580867,212,10.1,4063484509,178,,4059580865,141,39.0,4059580863,140,18.4,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512908205,7,1,1,0,20,4tic29sox7m39fy1ztgv0jsiq,1,18.8,39,2023-02-26T15:48:11.343Z,2023-02-28T14:01:13Z,4059581021,213,4.6,4059581015,140,16.5,4059581013,56,Back,4063484543,178,,4059581017,141,5.2,4059581019,212,23.1,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512908251,8,1,1,0,22,4tic29sox7m39fy1ztgv0jsiq,0,19.4,10.4,2023-02-26T15:48:13.205Z,2023-02-28T14:01:15Z,4063484593,178,,4059581269,213,0.7,4059581261,56,Back,4059581267,212,28.5,4059581259,155,,4059581265,141,35.9,4059581263,140,40.9,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512922601,177,44,1,0,24,24fvcruwqrqvqa3aonf8c3zuy,1,60.7,67.7,2023-02-26T15:48:15.086Z,2023-03-01T01:34:01Z,4059658659,56,Center,4059659169,233,210,4059658661,286,,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512922663,210,44,1,0,24,4tic29sox7m39fy1ztgv0jsiq,0,39.3,32.3,2023-02-26T15:48:15.087Z,2023-02-28T14:01:30Z,4059659173,233,177,4059659013,56,Back,4059659015,285,,,,,,,,,,,,,,,,,ad9kukqx4xulbvelacgwgqvah,M. Vlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512922659,178,61,1,0,24,24fvcruwqrqvqa3aonf8c3zuy,1,58.6,66.9,2023-02-26T15:48:15.121Z,2023-03-01T01:34:02Z,4059658999,56,Center,4063484879,388,,4063484877,15,,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512908399,9,1,1,0,28,4tic29sox7m39fy1ztgv0jsiq,1,41.4,29.8,2023-02-26T15:48:19.063Z,2023-02-28T14:01:41Z,4059582069,213,5.6,4059582061,56,Right,4059582067,212,27.7,4063485219,178,,4059582065,141,3.1,4059582063,140,61.3,,,,,,,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512908405,10,50,1,0,34,4tic29sox7m39fy1ztgv0jsiq,1,88.3,8,2023-02-26T15:48:25.310Z,2023-02-28T14:01:50Z,4059582085,286,,4059582081,56,Right,4059582273,233,6,,,,,,,,,,,,,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512908421,6,7,1,0,35,24fvcruwqrqvqa3aonf8c3zuy,1,11.7,92,2023-02-26T15:48:25.816Z,2023-02-28T14:01:54Z,4059582155,285,,4063485537,178,,4059582153,56,Back,4059582211,233,10,4060687959,385,,4059582151,167,,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512908429,7,5,1,0,35,24fvcruwqrqvqa3aonf8c3zuy,0,9.2,101.4,2023-02-26T15:48:26.460Z,2023-02-28T14:01:57Z,4059582207,347,,4059582205,56,Back,4059583205,233,11,,,,,,,,,,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512908613,11,5,1,0,35,4tic29sox7m39fy1ztgv0jsiq,1,90.8,-1.4,2023-02-26T15:48:26.460Z,2023-02-28T14:01:57Z,4059583191,233,7,4059583181,56,Right,4059583183,347,,,,,,,,,,,,,,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512908667,12,1,1,0,48,4tic29sox7m39fy1ztgv0jsiq,1,87.4,0,2023-02-26T15:48:38.860Z,2023-02-28T14:02:00Z,4059583449,212,7.6,4059583435,56,Right,4059583447,141,9.5,4059583429,107,,4059583451,213,1.4,4059583439,140,88.4,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512908703,13,1,1,0,49,4tic29sox7m39fy1ztgv0jsiq,1,85.8,9.4,2023-02-26T15:48:39.772Z,2023-02-28T14:02:07Z,4059583639,56,Right,4063485891,178,,4059583643,141,4.6,4059583645,212,5.5,4059583647,213,3.8,4059583641,140,81.6,,,,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512908749,14,1,1,0,52,4tic29sox7m39fy1ztgv0jsiq,1,69.9,7.9,2023-02-26T15:48:43.394Z,2023-02-28T14:02:25Z,4059583859,141,18.8,4059583861,212,29.6,4063485973,178,,4059583857,140,42.6,4059583863,213,2.9,4059583855,56,Back,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512908875,15,1,1,0,55,4tic29sox7m39fy1ztgv0jsiq,1,41.3,21.9,2023-02-26T15:48:46.236Z,2023-02-28T14:02:29Z,4059584521,140,39.5,4063486603,178,,4059584533,213,1.6,4059584529,212,27.4,4059584525,141,62.1,4059584517,56,Back,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512908971,16,1,1,1,2,4tic29sox7m39fy1ztgv0jsiq,1,36.1,59.6,2023-02-26T15:48:52.819Z,2023-02-28T14:02:34Z,4059585053,140,29.9,4059585055,141,31.9,4059585057,212,19.9,4059585051,56,Back,4063486795,178,,4059585059,213,4.4,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909009,17,1,1,1,7,4tic29sox7m39fy1ztgv0jsiq,1,28.9,29.2,2023-02-26T15:48:58.440Z,2023-02-28T14:02:38Z,4059585291,213,0.6,4059585289,212,6.6,4059585287,141,34.6,4063486947,178,,4059585283,56,Back,4059585285,140,34.1,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909051,18,1,1,1,8,4tic29sox7m39fy1ztgv0jsiq,1,34,34.9,2023-02-26T15:48:59.166Z,2023-02-28T14:02:41Z,4059585509,213,3.8,4059585495,56,Back,4059585507,212,8.6,4063487009,178,,4059585499,140,27.6,4059585503,141,27.1,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909165,19,1,1,1,12,4tic29sox7m39fy1ztgv0jsiq,1,29.8,25.6,2023-02-26T15:49:03.138Z,2023-02-28T14:02:48Z,4059586225,140,42.2,4059586223,56,Back,4059586231,213,5.6,4059586227,141,8.5,4059586229,212,17.5,4063487255,178,,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909249,20,1,1,1,18,4tic29sox7m39fy1ztgv0jsiq,1,67.9,22.7,2023-02-26T15:49:08.699Z,2023-02-28T14:02:59Z,4059586685,56,Left,4063487427,178,,4059586695,1,,4059586693,213,1.2,4059586681,155,,4059586687,140,82.7,4059586689,141,79.6,4059587187,210,15,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,1,4059586691,212,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909251,21,15,1,1,21,4tic29sox7m39fy1ztgv0jsiq,1,87.3,75.8,2023-02-26T15:49:12.617Z,2023-02-28T14:02:59Z,4059586701,22,,4059587227,55,20,4059587235,215,,4059587239,147,54.0,4059586703,64,,4059587225,29,,4063487661,178,,4059586825,233,9,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,4059587237,146,98.2,4059587233,103,1.9,4059586705,56,Center,4059587223,76,4059586801,20,4059587231,102,52.1,,,,,,,,,,,,,,,,,
2512909259,9,10,1,1,23,24fvcruwqrqvqa3aonf8c3zuy,1,1.4,46.6,2023-02-26T15:49:13.717Z,2023-02-28T14:03:03Z,4059586833,233,21,4059586745,182,,4059586743,180,,4060695719,376,,4059586747,56,Back,4059586741,177,,,,,,,,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909257,8,52,1,1,23,24fvcruwqrqvqa3aonf8c3zuy,1,1.4,46.2,2023-02-26T15:49:13.997Z,2023-02-28T14:03:07Z,4060696025,376,,4063487853,178,,,,,,,,,,,,,,,,,,,,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909565,10,1,1,1,42,24fvcruwqrqvqa3aonf8c3zuy,1,11.4,48.7,2023-02-26T15:49:33.341Z,2023-02-28T14:03:10Z,4059588477,56,Center,4059588487,1,,4059588481,141,57.7,4059588479,140,56.4,4059588475,199,,4059588483,212,47.6,4059588485,213,0.1,,,,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909569,11,61,1,1,45,24fvcruwqrqvqa3aonf8c3zuy,0,56.3,55,2023-02-26T15:49:36.341Z,2023-02-28T14:03:21Z,4063488311,178,,4059588497,56,Center,4063488309,21,,,,,,,,,,,,,,,,,4drquvq035kmr2smvzph82bx1,L. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909577,22,49,1,1,46,4tic29sox7m39fy1ztgv0jsiq,1,44.3,33.7,2023-02-26T15:49:37.364Z,2023-02-28T14:03:38Z,,,,,,,,,,,,,,,,,,,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909739,23,1,1,1,48,4tic29sox7m39fy1ztgv0jsiq,1,48.1,27.4,2023-02-26T15:49:39.075Z,2023-02-28T14:03:44Z,4059589381,213,0.8,4059589377,141,34.2,4059589379,212,6.2,4063489129,178,,4059589373,56,Center,4059589375,140,52.0,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909793,24,1,1,1,51,4tic29sox7m39fy1ztgv0jsiq,1,66.2,28,2023-02-26T15:49:42.098Z,2023-02-28T14:03:54Z,4063489387,178,,4059589649,213,5.9,4059589641,56,Right,4059589645,141,12.9,4059589643,140,89.3,4059589647,212,26.3,,,,,,,ad9kukqx4xulbvelacgwgqvah,M. Vlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909841,25,1,1,1,54,4tic29sox7m39fy1ztgv0jsiq,1,90.9,12,2023-02-26T15:49:45.547Z,2023-02-28T14:03:59Z,4059589903,140,81.8,4059589905,141,6.5,4063489603,178,,4059589901,56,Right,4059589907,212,10.3,4059589909,213,3.5,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909893,26,2,1,1,59,4tic29sox7m39fy1ztgv0jsiq,1,79.5,8.7,2023-02-26T15:49:49.934Z,2023-02-28T14:04:03Z,4060698057,72,,4059592989,7,3c4l2e3gzgpqrc2ygkbmp0jpx,4059590191,141,63.1,4059590187,140,95.7,4060698055,223,,4059590175,2,,4059590183,56,Center,4063489801,178,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,4059600379,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909993,13,55,1,1,59,24fvcruwqrqvqa3aonf8c3zuy,1,10,51.8,2023-02-26T15:49:49.935Z,2023-02-28T14:04:04Z,,,,,,,,,,,,,,,,,,,,,,,,,62n3xzxpwe2j317q24rh5wjpx,André Ramalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909913,12,43,1,2,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-02-26T15:49:51.404Z,2023-02-26T15:52:41Z,4059590247,56,Back,4059590253,141,36.4,4059590277,15,0,4059603657,144,12,4059590261,213,4.6,4059590257,212,9.1,4059590251,140,8.4,,,,62n3xzxpwe2j317q24rh5wjpx,André Ramalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512909941,27,43,1,2,2,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-02-26T15:49:53.195Z,2023-02-26T15:50:21Z,4059590397,22,0,4059590407,250,0,4059590401,56,Center,4059590399,17,0,4059592769,144,39,,,,,,,,,,dxmulnxbs11kpi1goq5hl9cve,A. Salah-Eddine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512910187,14,43,1,2,19,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-02-26T15:50:10.411Z,2023-02-26T15:51:00Z,4059591831,152,0,4059591835,285,0,4059591825,10,0,4059596037,144,4,4059591827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512910423,15,1,1,2,29,24fvcruwqrqvqa3aonf8c3zuy,1,16.2,51.3,2023-02-26T15:50:20.239Z,2023-02-28T14:04:14Z,4059593013,5,,4059593027,213,5.7,4063490181,178,,4059593029,1,,4059593025,212,57.5,4059593015,157,,4059670793,189,,4059593021,140,61.8,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,4059593017,152,,4059593023,141,4.4,4059593019,56,Right,,,,,,,,,,,,,,,,,,,,,,,,
2512910437,16,1,1,2,30,24fvcruwqrqvqa3aonf8c3zuy,1,58.7,1.7,2023-02-26T15:50:21.639Z,2023-02-28T14:04:20Z,4059593087,56,Right,4059593089,140,58.7,4059593091,141,12.8,4059593093,212,7.5,4063490391,178,,4059593095,213,1.6,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512910449,17,1,1,2,31,24fvcruwqrqvqa3aonf8c3zuy,0,61,7.4,2023-02-26T15:50:22.340Z,2023-02-28T14:04:25Z,4059593171,213,5.7,4059593163,56,Right,4059593165,140,70.5,4059593169,212,11.8,4063490513,178,,4059593167,141,0.0,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512910451,18,5,1,2,32,24fvcruwqrqvqa3aonf8c3zuy,0,70.7,-2,2023-02-26T15:50:23.414Z,2023-02-28T14:04:31Z,4059593179,347,,4059593719,233,28,4059593177,56,Right,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512910537,28,5,1,2,32,4tic29sox7m39fy1ztgv0jsiq,1,29.3,102,2023-02-26T15:50:23.414Z,2023-02-28T14:04:31Z,4059593663,233,18,4059593587,347,,4059593583,56,Back,,,,,,,,,,,,,,,,dxmulnxbs11kpi1goq5hl9cve,A. Salah-Eddine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512910705,29,1,1,2,43,4tic29sox7m39fy1ztgv0jsiq,1,27,100,2023-02-26T15:50:34.463Z,2023-02-28T14:04:36Z,4059594315,107,,4059594321,141,90.2,4059594317,56,Back,4059594323,212,9.6,4059594325,213,5.3,4059594319,140,32.1,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512932553,309,1,1,2,44,4tic29sox7m39fy1ztgv0jsiq,0,28.6,90.5,2023-02-26T15:50:35.338Z,2023-02-28T14:04:54Z,4063491359,178,,4059711885,212,4.1,4059711875,56,Back,4059714761,156,,4059711881,141,94.2,4059711879,140,25.5,4059711889,213,2.5,,,,dxmulnxbs11kpi1goq5hl9cve,A. Salah-Eddine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512910723,19,1,1,2,45,24fvcruwqrqvqa3aonf8c3zuy,1,74.4,12.6,2023-02-26T15:50:36.523Z,2023-02-28T14:05:02Z,4059594415,141,18.2,4059594413,140,82.4,4063491565,178,,4059594419,213,0.4,4059594417,212,9.2,4059594411,56,Right,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512910725,20,49,1,2,47,24fvcruwqrqvqa3aonf8c3zuy,1,85,16.5,2023-02-26T15:50:37.925Z,2023-02-28T14:05:07Z,,,,,,,,,,,,,,,,,,,,,,,,,4drquvq035kmr2smvzph82bx1,L. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512910737,21,1,1,2,50,24fvcruwqrqvqa3aonf8c3zuy,0,80.3,26,2023-02-26T15:50:41.079Z,2023-02-28T14:05:15Z,4059594513,141,39.8,4059594515,212,9.7,4059594509,56,Center,4063492025,178,,4059594517,213,1.8,4059594511,140,77.8,,,,,,,4drquvq035kmr2smvzph82bx1,L. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512910743,30,8,1,2,50,4tic29sox7m39fy1ztgv0jsiq,1,21.2,61.6,2023-02-26T15:50:41.518Z,2023-02-28T14:05:20Z,4063492301,178,,4060701019,384,,4059594767,56,Back,,,,,,,,,,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
