id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/12/value,qualifier/9/value,qualifier/15/value,assist,qualifier/20/id,qualifier/20/qualifierId
2506883201,1,34,16,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2023-02-12T10:16:15.435Z,2023-02-13T00:22:35Z,4027800861,30,"4odeml6s5vm38m9u7tnh6n8id, ciguyr553yqapqfudim9af46h, cm78w42nflwgvshpnok680mlm, 7nfr8xuo637qma7ovxx4r9fmy, 2ekx0fvuf0dsat062oj430d05, 90vny1388bdhx8103lp9njac4, 4qoddvxuknli8073d54hii2cq, 7lpwkpwfw656re3pymntslv55, hxqybxg5578sgx0gx5qb834l, 94b7i139jyk6hs6ioqlztg1jp, dtglxu78mwbkvog0jnusmdc5x, 32pfghvfogjnpbgsj5mk2jhpm, 7sa0cx70w7dc0ahu5sm0ziz11, 9d4lofwg9ooaoldw2vpt4h36y, 8jldtmgqls9vc5ks6zxw30iui, 40nypdfe5lbtqi0y1t3rmfqj8, 4cyftx5l62gw3ijl29y7t51pl, 5geiqjzesu0y6bu8hyff4y6dx, bx2xcfe18epftsy5lrdf1fevo, a3qbyj57485msu70fggsk4kr8, 7uiun3ak4fveljpb3lsdypxx, 2f5hdor2uv8hfxnieyvivsesp",4027800863,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4027866259,197,18063,4027800867,130,3,4027800873,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4027800869,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4027800871,194,ciguyr553yqapqfudim9af46h,4027800865,59,"1, 2, 26, 6, 3, 25, 20, 11, 9, 27, 10, 4, 7, 8, 14, 17, 19, 22, 24, 28, 33, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506884161,1,34,16,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-02-12T10:21:45.596Z,2023-02-12T11:19:32Z,4027804943,30,"eamuyjut271ytghb2q4ljqbpx, f57vs3qmmob743hdk2dxf56cq, 5el82g04yvl9ai8ws8pxbvaad, 6w59kdfilru1152bjutstu2fp, cixzy9hl7ks4maugc5zc9ievp, e8zpc22dwlmgkkwoqpgwxsn2t, dficbkp6sp4kw7xihaxneozpx, 8n9t52eeli3s39r8ujjhjt7je, 6q77vt9bp8dsq48pa97mfzsa1, 723av2redj2ej6livx0g81wwl, 2nwthqvbk70e2qo35dgp35979, eqt598wenyzrxdl5y39ejab8q, 2i8yhe6uqy0jqixkd6ir727dh, aklhi0hr28nidjlkw1sokp785, ubuh5wgnl0o5bn3wirdmectm, 4cbhx91p3l265b2cejzd07gbu, 49pcpdulrofklvwsde6ohkkq, tgu7kztdu9azmvirwu8rrip6, 673xny9ozqe978emdytscm5pm, 6ovzd9akutufagsd8kmxmsei2, c6i4usq34m3389rtbqptahrai, 7io59zk29vhvyueadmkotzeqy, 2dh7daj5fs09snik6jrcyz7fu",4027866395,197,2359,4027804953,194,e8zpc22dwlmgkkwoqpgwxsn2t,4027804951,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4027804955,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4027804947,59,"1, 2, 5, 6, 3, 4, 7, 8, 9, 10, 11, 12, 30, 15, 14, 22, 20, 19, 21, 16, 13, 17, 18",4027804945,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4027804949,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506896973,2,32,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2023-02-12T11:18:50.207Z,2023-02-12T11:18:50Z,4027873845,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506896979,2,32,1,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-02-12T11:18:50.207Z,2023-02-14T13:23:16Z,4027873867,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506897005,3,1,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,49.8,49.4,2023-02-12T11:18:50.228Z,2023-02-14T14:32:10Z,4027873975,213,3.8,4027873977,279,S,4027873967,56,Back,4032209749,178,,4027873969,140,35.5,4027873973,212,19.0,4027873971,141,32.3,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506897015,4,1,1,0,3,b79uipsy57y1jqpy07h4i5ovk,0,35.5,32.3,2023-02-12T11:18:53.402Z,2023-02-14T14:32:59Z,4027874021,56,Right,4027874023,140,77.4,4027874031,1,,4032210047,178,,4027874027,212,45.5,4027874029,213,6.0,4030186243,157,,4027874025,141,15.2,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506897023,3,1,1,0,5,89w5c6pw7vn0dxypi61tt0g4k,0,25.9,76.4,2023-02-12T11:18:55.891Z,2023-02-14T14:33:07Z,4027874083,212,21.9,4027874081,141,100.0,4032210103,388,,4027874075,3,,4027874087,213,0.9,4027874079,140,38.6,4027874077,56,Back,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506897027,4,5,1,0,9,89w5c6pw7vn0dxypi61tt0g4k,0,38.7,101.9,2023-02-12T11:18:59.461Z,2023-02-14T14:33:12Z,4027874633,233,5,4027874093,347,,4027874091,56,Back,,,,,,,,,,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506897133,5,5,1,0,9,b79uipsy57y1jqpy07h4i5ovk,1,61.3,-1.9,2023-02-12T11:18:59.461Z,2023-02-14T14:33:11Z,4027874625,233,4,4027874611,347,,4027874609,56,Right,,,,,,,,,,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506897155,6,1,1,0,23,b79uipsy57y1jqpy07h4i5ovk,1,65.2,0,2023-02-12T11:19:13.836Z,2023-02-14T14:33:15Z,4027874705,107,,4027874709,140,78.8,4027874721,213,0.5,4027874713,141,10.6,4027874707,56,Right,4027874717,212,16.4,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
