id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2500789681,187,49,1,11,41,d0zdg647gvgc95xdtk1vpbkys,1,80.6,75.3,2023-01-26T20:12:19.116Z,2023-01-27T21:03:45Z,,,,,,,,,,,,,,,,,,,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789695,188,1,1,11,42,d0zdg647gvgc95xdtk1vpbkys,1,80.6,75.3,2023-01-26T20:12:20.639Z,2023-01-27T21:03:49Z,3995861447,56,Left,3995861451,141,82.8,3995861449,140,88.4,3995861455,213,0.6,3997371653,178,,3995861453,212,9.6,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789703,189,1,1,11,44,d0zdg647gvgc95xdtk1vpbkys,1,88.6,83.4,2023-01-26T20:12:22.190Z,2023-01-27T21:03:53Z,3995861503,140,79.7,3995861505,141,73.7,3995861507,212,11.4,3995861501,56,Center,3997371785,178,,3995861509,213,3.8,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789711,190,1,1,11,46,d0zdg647gvgc95xdtk1vpbkys,1,79.7,73.7,2023-01-26T20:12:24.052Z,2023-01-27T21:04:01Z,3995861549,212,8.5,3995861543,56,Center,3995861551,213,6.0,3997372037,178,,3995861545,140,87.5,3995861547,141,70.5,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789715,191,1,1,11,46,d0zdg647gvgc95xdtk1vpbkys,0,87.5,70.5,2023-01-26T20:12:24.761Z,2023-01-27T21:04:07Z,3995861577,156,,3995861575,213,3.3,3995861569,140,75.9,3995861573,212,12.3,3997372123,178,,3995861567,56,Center,3995861571,141,67.7,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789721,67,49,1,11,47,6g9qrm72224jrk6tkxxxi8a9n,1,19.9,31.4,2023-01-26T20:12:25.628Z,2023-01-27T21:04:20Z,,,,,,,,,,,,,,,,,,,,,,,,,f15kg1dhysflr9u8igyvhxkdm,F. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789729,68,1,1,11,48,6g9qrm72224jrk6tkxxxi8a9n,0,20.3,28.9,2023-01-26T20:12:26.834Z,2023-01-27T21:04:24Z,3995861657,1,,3995861655,213,5.9,3995861649,140,53.3,3995861653,212,37.1,3997372563,178,,3995861647,56,Right,3995861645,155,,3995861651,141,9.5,f15kg1dhysflr9u8igyvhxkdm,F. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789731,192,49,1,11,52,d0zdg647gvgc95xdtk1vpbkys,1,41.6,93.5,2023-01-26T20:12:30.713Z,2023-01-27T21:04:31Z,,,,,,,,,,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789765,193,1,1,11,58,d0zdg647gvgc95xdtk1vpbkys,1,46.1,59,2023-01-26T20:12:36.733Z,2023-01-27T21:04:39Z,3995861887,140,58.7,3995861885,56,Left,3995861893,213,0.9,3997373169,178,,3995861891,212,21.3,3995861889,141,83.6,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789771,194,1,1,12,2,d0zdg647gvgc95xdtk1vpbkys,0,65,84.6,2023-01-26T20:12:40.519Z,2023-01-27T21:04:45Z,3997373335,178,,3995861919,212,13.4,3995861913,56,Left,3995861915,140,77.8,3995861917,141,84.2,3995861921,213,6.3,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789779,69,49,1,12,3,6g9qrm72224jrk6tkxxxi8a9n,1,28.3,19,2023-01-26T20:12:41.244Z,2023-01-27T21:04:51Z,,,,,,,,,,,,,,,,,,,,,,,,,5shfqpd5fj05qrp1jlzd08ftg,C. Twigt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789789,70,1,1,12,6,6g9qrm72224jrk6tkxxxi8a9n,0,28.9,18.8,2023-01-26T20:12:44.714Z,2023-01-27T21:04:57Z,3995861991,56,Back,3995861999,213,5.8,3997373729,178,,3995861993,140,32.0,3995861997,212,3.7,3995861995,141,16.1,,,,,,,5shfqpd5fj05qrp1jlzd08ftg,C. Twigt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789791,195,61,1,12,7,d0zdg647gvgc95xdtk1vpbkys,1,69.4,89.1,2023-01-26T20:12:44.996Z,2023-01-27T21:05:08Z,3995862001,56,Left,3997374077,178,,,,,,,,,,,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789805,196,49,1,12,7,d0zdg647gvgc95xdtk1vpbkys,1,67.3,75,2023-01-26T20:12:45.632Z,2023-01-27T21:05:15Z,,,,,,,,,,,,,,,,,,,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789821,197,4,1,12,9,d0zdg647gvgc95xdtk1vpbkys,1,63.8,75.4,2023-01-26T20:12:47.719Z,2023-01-27T21:05:21Z,3995862111,13,,3995862119,286,,3995862143,233,71,3995862113,56,Center,3995862115,152,,3995862117,265,,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789825,71,4,1,12,9,6g9qrm72224jrk6tkxxxi8a9n,0,36.2,24.6,2023-01-26T20:12:47.720Z,2023-01-27T21:05:21Z,3995862159,233,197,3997374489,178,,3995862139,265,,3995862137,152,,3995862135,56,Back,3995862141,285,,3995862133,13,,,,,f15kg1dhysflr9u8igyvhxkdm,F. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789881,198,1,1,12,27,d0zdg647gvgc95xdtk1vpbkys,1,63,78.6,2023-01-26T20:13:05.321Z,2023-01-27T21:05:26Z,3995862463,140,47.0,3995862457,5,,3995862467,212,22.7,3995862465,141,56.1,3995862461,56,Back,3997374615,178,,3995862469,213,3.9,3995862459,152,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789891,199,1,1,12,32,d0zdg647gvgc95xdtk1vpbkys,1,48.8,55.2,2023-01-26T20:13:10.506Z,2023-01-27T21:05:32Z,3995862529,56,Center,3995862535,212,14.6,3995862537,213,1.1,3995862533,141,74.0,3997374771,178,,3995862531,140,55.6,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789899,200,1,1,12,34,d0zdg647gvgc95xdtk1vpbkys,1,56,74.1,2023-01-26T20:13:12.560Z,2023-01-27T21:05:36Z,3995862575,56,Center,3995862577,140,60.6,3995862583,213,5.5,3997374891,178,,3995862579,141,66.3,3995862581,212,7.2,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789901,201,1,1,12,35,d0zdg647gvgc95xdtk1vpbkys,1,60.7,66.3,2023-01-26T20:13:13.886Z,2023-01-27T21:05:45Z,3997375117,178,,3995862595,56,Left,3995862601,212,12.5,3995862597,140,62.6,3995862599,141,84.5,3995862603,213,1.4,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789905,202,1,1,12,38,d0zdg647gvgc95xdtk1vpbkys,1,62.6,82.8,2023-01-26T20:13:16.624Z,2023-01-27T21:05:48Z,3995862629,213,0.6,3995862621,56,Left,3997375235,178,,3995862625,141,95.4,3995862627,212,15.8,3995862623,140,75.2,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789913,203,1,1,12,41,d0zdg647gvgc95xdtk1vpbkys,1,77.8,96,2023-01-26T20:13:19.748Z,2023-01-27T21:05:53Z,3995862681,140,78.6,3995862679,56,Left,3995862683,141,87.0,3997375319,178,,3995862685,212,6.2,3995862687,213,4.8,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501092851,726,43,1,12,43,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-01-26T20:13:20.984Z,2023-01-28T09:35:29Z,3997907427,144,83,3997459971,399,194252,,,,,,,,,,,,,,,,,,,5shfqpd5fj05qrp1jlzd08ftg,C. Twigt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789915,204,1,1,12,43,d0zdg647gvgc95xdtk1vpbkys,1,80.2,86.9,2023-01-26T20:13:21.650Z,2023-01-27T21:06:15Z,3995862703,141,96.6,3997375879,178,,3995862707,213,1.6,3995862705,212,6.6,3995862699,56,Left,3995862701,140,80.3,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789921,205,1,1,12,45,d0zdg647gvgc95xdtk1vpbkys,1,80.3,96.6,2023-01-26T20:13:23.171Z,2023-01-27T21:06:21Z,3997375977,178,,3995862741,140,72.9,3995862743,141,92.4,3995862747,213,3.5,3995862745,212,8.3,3995862739,56,Left,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789923,206,1,1,12,46,d0zdg647gvgc95xdtk1vpbkys,0,72.9,92.4,2023-01-26T20:13:24.249Z,2023-01-27T21:06:24Z,3995862753,140,92.4,3995862757,212,34.5,3995862755,141,51.5,3995862751,56,Center,3997376047,178,,3995862761,1,,3995862759,213,5.3,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789925,73,52,1,12,48,6g9qrm72224jrk6tkxxxi8a9n,1,8.1,50.1,2023-01-26T20:13:26.889Z,2023-01-27T21:06:33Z,3997376289,389,,3996438859,376,,,,,,,,,,,,,,,,,,,,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789991,74,1,1,13,3,6g9qrm72224jrk6tkxxxi8a9n,0,15.5,50,2023-01-26T20:13:41.114Z,2023-01-27T21:06:39Z,3995863093,141,28.6,3995863087,199,,3995863097,213,6.0,3995863095,212,60.6,3995863089,56,Center,3995863091,140,71.5,3995863099,1,,,,,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789997,207,1,1,13,7,d0zdg647gvgc95xdtk1vpbkys,1,28,70.8,2023-01-26T20:13:45.121Z,2023-01-27T21:06:45Z,3995863121,140,29.6,3995863117,3,,3995863119,56,Back,3995863123,141,28.7,3997376683,388,,3995863125,212,28.7,3995863127,213,4.8,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500789999,208,49,1,13,9,d0zdg647gvgc95xdtk1vpbkys,1,29.8,28.7,2023-01-26T20:13:47.943Z,2023-01-27T21:07:18Z,,,,,,,,,,,,,,,,,,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790003,209,1,1,13,11,d0zdg647gvgc95xdtk1vpbkys,1,30.1,30.1,2023-01-26T20:13:49.170Z,2023-01-27T21:07:22Z,3995863169,212,11.4,3995863163,56,Back,3997378117,178,,3995863167,141,46.4,3995863165,140,32.6,3995863171,213,1.3,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790011,210,1,1,13,11,d0zdg647gvgc95xdtk1vpbkys,1,32.6,46.4,2023-01-26T20:13:49.831Z,2023-01-27T21:07:28Z,3995863225,212,11.8,3995863227,213,3.8,3997378381,178,,3995863223,141,36.2,3995863219,56,Back,3995863221,140,23.5,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790037,211,1,1,13,13,d0zdg647gvgc95xdtk1vpbkys,1,24.8,37.1,2023-01-26T20:13:51.706Z,2023-01-27T21:07:32Z,3997378457,178,,3995863361,213,1.3,3995863359,212,19.4,3995863353,56,Back,3995863357,141,64.7,3995863355,140,29.3,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790047,212,1,1,13,22,d0zdg647gvgc95xdtk1vpbkys,1,55.8,72.5,2023-01-26T20:14:00.810Z,2023-01-27T21:07:36Z,3995863423,141,63.0,3995863419,56,Center,3995863427,213,4.8,3997378535,178,,3995863425,212,6.5,3995863421,140,56.4,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790055,213,1,1,13,24,d0zdg647gvgc95xdtk1vpbkys,1,58,64.7,2023-01-26T20:14:02.060Z,2023-01-27T21:07:40Z,3997378675,178,,3995863467,140,57.9,3995863465,56,Center,3995863471,212,6.0,3995863469,141,73.5,3995863473,213,1.6,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790057,214,1,1,13,25,d0zdg647gvgc95xdtk1vpbkys,1,57.9,73.5,2023-01-26T20:14:03.812Z,2023-01-27T21:07:43Z,3995863479,140,62.4,3995863481,141,68.3,3995863477,56,Center,3995863485,213,5.6,3997378887,178,,3995863483,212,5.9,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790061,215,1,1,13,26,d0zdg647gvgc95xdtk1vpbkys,1,62.4,68.3,2023-01-26T20:14:04.236Z,2023-01-27T21:07:52Z,3995863503,140,57.7,3995863507,212,6.2,3995863505,141,73.7,3997379167,178,,3995863501,56,Center,3995863509,213,2.5,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790071,216,1,1,13,27,d0zdg647gvgc95xdtk1vpbkys,1,57.3,73.5,2023-01-26T20:14:05.190Z,2023-01-27T21:07:56Z,3995863555,140,64.3,3995863557,141,77.0,3995863553,56,Center,3995863559,212,7.7,3997379289,178,,3995863561,213,0.3,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790077,217,1,1,13,28,d0zdg647gvgc95xdtk1vpbkys,1,64.3,77,2023-01-26T20:14:06.150Z,2023-01-27T21:08:01Z,3997379415,178,,3995863587,141,73.7,3995863585,140,55.9,3995863583,56,Center,3995863589,212,9.1,3995863591,213,3.4,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790093,218,1,1,13,30,d0zdg647gvgc95xdtk1vpbkys,1,55.9,73.7,2023-01-26T20:14:08.243Z,2023-01-27T21:08:05Z,3995863661,140,68.9,3995863659,56,Center,3997379553,178,,3995863663,141,77.0,3995863667,213,0.2,3995863665,212,13.8,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790101,219,1,1,13,31,d0zdg647gvgc95xdtk1vpbkys,1,69.4,77.6,2023-01-26T20:14:09.077Z,2023-01-27T21:08:11Z,3997379763,178,,3995863693,56,Center,3995863695,140,66.3,3995863701,213,4.0,3995863697,141,72.3,3995863699,212,4.9,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790115,220,1,1,13,32,d0zdg647gvgc95xdtk1vpbkys,0,66.3,72.3,2023-01-26T20:14:10.097Z,2023-01-27T21:08:16Z,3995863761,141,82.1,3997380027,178,,3995863759,140,100.0,3995863763,212,36.7,3995863765,213,0.2,3995863767,1,,3995863757,56,Left,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790121,75,5,1,13,35,6g9qrm72224jrk6tkxxxi8a9n,1,-0.9,15.6,2023-01-26T20:14:13.351Z,2023-01-27T21:08:20Z,3995863801,233,221,3995863789,346,,3995863787,56,Back,,,,,,,,,,,,,,,,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790117,221,5,1,13,35,d0zdg647gvgc95xdtk1vpbkys,0,100.9,84.4,2023-01-26T20:14:13.351Z,2023-01-27T21:08:20Z,3995863775,346,,3995863773,56,Left,3995863807,233,75,,,,,,,,,,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790221,76,1,1,14,2,6g9qrm72224jrk6tkxxxi8a9n,0,4.8,54.8,2023-01-26T20:14:40.001Z,2023-01-27T21:08:23Z,3995864397,124,,3995864407,212,61.3,3995864405,141,81.3,3995864403,140,60.6,3995864413,74,,3995864399,155,,3995864409,213,0.3,3995864411,1,,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,3995864401,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790227,222,1,1,14,5,d0zdg647gvgc95xdtk1vpbkys,0,37.2,15.4,2023-01-26T20:14:43.719Z,2023-01-27T21:08:28Z,3995864441,3,,3995864449,212,27.8,3997380573,388,,3995864443,56,Right,3995864451,213,6.1,3995864447,141,8.5,3995864445,140,63.3,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790253,77,1,1,14,8,6g9qrm72224jrk6tkxxxi8a9n,1,24.2,94.4,2023-01-26T20:14:46.895Z,2023-01-27T21:08:35Z,3995864615,141,64.5,3995864617,212,29.9,3997380731,178,,3995864613,140,3.3,3995864619,213,3.9,3995864611,56,Back,,,,,,,ca8qw8jztjxwxuc2foa6dfckq,J. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790273,78,1,1,14,12,6g9qrm72224jrk6tkxxxi8a9n,0,3.5,63.9,2023-01-26T20:14:50.872Z,2023-01-27T21:08:40Z,3995864709,140,52.8,3995864711,141,65.7,3995864705,155,,3995864707,56,Center,3997380983,178,,3995864715,213,0.0,3995864717,1,,3995864713,212,51.8,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790269,223,44,1,14,15,d0zdg647gvgc95xdtk1vpbkys,1,46.6,27.2,2023-01-26T20:14:53.813Z,2023-01-28T11:44:26Z,3995864691,285,,3995864751,233,79,3995864689,56,Back,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790275,79,44,1,14,15,6g9qrm72224jrk6tkxxxi8a9n,0,53.4,72.8,2023-01-26T20:14:53.814Z,2023-01-27T21:08:45Z,3995864723,286,,3995864721,56,Center,3995864767,233,223,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790279,224,1,1,14,15,d0zdg647gvgc95xdtk1vpbkys,0,45.9,20.2,2023-01-26T20:14:53.858Z,2023-01-28T11:44:27Z,3995864737,3,,3995864741,140,63.2,3997381225,388,,3995864739,56,Center,3995864745,212,19.3,3995864747,213,0.3,3995864743,141,29.9,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790289,80,1,1,14,17,6g9qrm72224jrk6tkxxxi8a9n,0,32.6,67.7,2023-01-26T20:14:55.687Z,2023-01-27T21:08:52Z,3997381365,178,,3995864789,56,Back,3995864791,140,35.9,3995864793,141,74.9,3995864787,3,,3995864797,213,1.0,3995864795,212,6.0,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790285,225,49,1,14,18,d0zdg647gvgc95xdtk1vpbkys,1,64.1,23,2023-01-26T20:14:56.591Z,2023-01-27T21:08:59Z,,,,,,,,,,,,,,,,,,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790301,226,1,1,14,21,d0zdg647gvgc95xdtk1vpbkys,0,65.2,25.1,2023-01-26T20:14:59.260Z,2023-01-27T21:09:03Z,3995864885,212,21.0,3995864887,213,0.9,3995864877,155,,3995864883,141,49.3,3995864879,56,Center,3997381671,178,,3995864881,140,77.6,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790309,81,49,1,14,26,6g9qrm72224jrk6tkxxxi8a9n,1,23.2,23.9,2023-01-26T20:15:04.313Z,2023-01-27T21:09:10Z,,,,,,,,,,,,,,,,,,,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501182727,2916,83,1,14,32,d0zdg647gvgc95xdtk1vpbkys,1,46.3,87.2,2023-01-26T20:15:10.886Z,2023-01-28T09:39:31Z,3997910567,399,470165,,,,,,,,,,,,,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790343,82,1,1,14,32,6g9qrm72224jrk6tkxxxi8a9n,1,53,8.6,2023-01-26T20:15:10.938Z,2023-01-27T21:09:16Z,3995865095,141,3.5,3995865093,140,58.6,3997382091,178,,3995865099,212,6.8,3995865105,213,5.8,3995865091,56,Right,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790345,83,1,1,14,33,6g9qrm72224jrk6tkxxxi8a9n,0,58.6,3.5,2023-01-26T20:15:11.535Z,2023-01-27T21:09:35Z,3995865129,212,8.3,3997382753,178,,3995865123,56,Right,3995865131,213,2.3,3995865127,141,13.0,3995865125,140,53.6,,,,,,,5shfqpd5fj05qrp1jlzd08ftg,C. Twigt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790349,227,49,1,14,35,d0zdg647gvgc95xdtk1vpbkys,1,46.3,83.9,2023-01-26T20:15:13.402Z,2023-01-27T21:09:43Z,,,,,,,,,,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790359,228,1,1,14,35,d0zdg647gvgc95xdtk1vpbkys,1,46.3,83.9,2023-01-26T20:15:13.509Z,2023-01-27T21:09:47Z,3995865201,213,4.2,3995865199,212,22.0,3995865191,56,Back,3995865197,141,56.4,3997383137,178,,3995865195,140,35.2,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790379,229,1,1,14,38,d0zdg647gvgc95xdtk1vpbkys,1,35.2,52.2,2023-01-26T20:15:16.469Z,2023-01-27T21:09:52Z,3995865285,141,14.8,3995865287,212,33.3,3995865283,140,55.6,3995865291,1,,3997383223,178,,3995865289,213,5.4,3995865281,56,Right,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790409,230,1,1,14,43,d0zdg647gvgc95xdtk1vpbkys,1,60,9.4,2023-01-26T20:15:20.982Z,2023-01-27T21:09:56Z,3995865429,140,81.3,3995865435,213,0.0,3995865433,212,22.4,3995865427,56,Right,3997383267,178,,3995865431,141,10.0,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790415,231,1,1,14,48,d0zdg647gvgc95xdtk1vpbkys,0,87.7,11.9,2023-01-26T20:15:26.398Z,2023-01-27T21:10:00Z,3995865475,141,42.4,3995865469,155,,3995865467,2,,3995865477,212,21.4,3997383369,178,,3996440861,224,,3995865473,140,92.9,3996440863,20,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,3995865479,213,1.3,3995865471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
