id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2526757291,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-04-01T16:56:55.268Z,2023-04-01T17:56:30Z,4153714019,59,"32, 17, 18, 2, 5, 4, 77, 23, 9, 10, 57, 1, 11, 12, 13, 14, 16, 21, 24, 28, 29, 34",4153714027,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4153714015,30,"627nw9ji9qfss33q8ce8042c5, ait187bpr8we72jvfxxt6ttjp, 57wfg8j12hfw3aisrnwtpgmvp, 6ciggfx8p0zkak8qxe1p7yzth, 9fkdgor4mv7f8eqz65ugnnydx, ew4kbwq27lxqocg0920amphw5, 55e0z1vhb48go6y2io7h80aqy, 7myeigeuggkj5ymjw6znedkut, 7wphtxp293kv4o3x1b6zusrmd, 1i3tivo0q0tbzui8egvdlhg45, ix6hcbfujuw3mgefzpsnp2zu, 3kt58x082lj8650en2mt60xqt, e605oixdrqumxkqm0y1bijbvt, 7yv6daktduzqwza1thgqc7h1w, 4l8n194otkmyc3op4u111l5n9, 4iurx3g3hajlatv5gcxsqwm7e, ekltvbrx114dg6b2wj3lpwy96, 7gdaohy19ev2f04kviok7t1p1, eytcfp4cu6qkar65kf0p5rm96, 415edw5nh3byftl1t0e6by2mt, 50g2q36tyn8y5ws17filqpasp, 2gonj4ylypwritcayysoqj3hm",4153993895,197,2846,4153714023,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4153714025,194,ew4kbwq27lxqocg0920amphw5,4153714021,130,8,4153714017,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526759013,1,34,16,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2023-04-01T16:59:26.338Z,2023-04-01T18:18:01Z,4153723227,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4153723225,130,7,4153723221,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4153723231,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4153723223,59,"12, 5, 16, 6, 15, 33, 14, 21, 9, 10, 19, 1, 3, 4, 8, 17, 18, 24, 27, 30, 31, 39",4153723229,194,3u2783a9ukglf8yg3dere8wve,4153723219,30,"ail0unvzd0b9ur7j0l8hk0y51, tv8e6nxc7jl8wbzf6ojd6dw5, 3u2783a9ukglf8yg3dere8wve, 8o13oyr0lqkr5sw7j9ekdan6x, 8ylvnl689iweg2r9d0ioj771m, blzp9qbpturqntnisbkg0ddlg, ae7ij4u0xy9iru6qvdw2i9fu2, 7pz3qz589b7v3pkb9h0hv73l5, lfp411vh3vtjbvd6xra4jpp1, 426st78oi43eortpbfkuxw72t, 4qyx713hq3c6d5lwdfp98jd1x, 7rvlba00jv66w7wtdmk178a95, 4736oz9r0evpmkd3qumivl239, 7r2ifipuieqiar5n00o2j5uj9, 9wgpudcet9m8doz9ezbjxzkrt, aifho67q5citg1vdjyts477bp, dzs8vty5afl2y7ddjh3ausclx, ca5n8516u8m6c41u61bbjjbop, eyx1wga1fue6lb5a0ak5f32i2, e1wk520xrgbtriixo4kj3pnje, 4j7f43re79hlmomwga3isqbu2, c6ufljjgl050g9xn7e9ma7hg4",4153993761,197,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526811217,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-04-01T18:00:43.021Z,2023-04-01T18:00:43Z,4154006329,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526811223,2,32,1,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2023-04-01T18:00:43.021Z,2023-04-01T18:00:45Z,4154006365,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526811281,3,1,1,0,0,ears40cp6opsgvhsy0dgyszpd,1,50,50,2023-04-01T18:00:43.121Z,2023-04-01T18:00:47Z,4154006683,279,S,4154006679,213,2.9,4154006675,212,16.8,4154006667,56,Back,4154006671,140,34.3,4154006673,141,54.9,,,,,,,426st78oi43eortpbfkuxw72t,M. Paulissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526811351,4,1,1,0,4,ears40cp6opsgvhsy0dgyszpd,0,36.6,50.6,2023-04-01T18:00:47.551Z,2023-04-01T18:00:52Z,4154006981,141,25.8,4154006985,213,5.9,4154006979,140,72.9,4154006977,56,Center,4154006983,212,41.7,4154006975,155,,4154006987,1,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526811335,3,44,1,0,7,3t0vjqtxc8wpjzv82i3oi2ova,1,26.1,73.2,2023-04-01T18:00:50.200Z,2023-04-01T18:00:52Z,4154006905,285,,4154006903,56,Back,4154007065,233,5,,,,,,,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526811355,5,44,1,0,7,ears40cp6opsgvhsy0dgyszpd,0,73.9,26.8,2023-04-01T18:00:50.201Z,2023-04-01T18:00:53Z,4154007015,286,,4154007121,233,3,4154007013,56,Center,,,,,,,,,,,,,,,,lfp411vh3vtjbvd6xra4jpp1,B. Johnsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526811357,4,1,1,0,7,3t0vjqtxc8wpjzv82i3oi2ova,1,25.3,72,2023-04-01T18:00:50.601Z,2023-04-01T18:00:51Z,4154007027,56,Back,4154007031,141,73.8,4154007025,3,,4154007035,213,0.1,4154007033,212,11.5,4154007029,140,36.2,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526811363,5,49,1,0,8,3t0vjqtxc8wpjzv82i3oi2ova,1,36.9,73.6,2023-04-01T18:00:51.720Z,2023-04-01T18:00:52Z,,,,,,,,,,,,,,,,,,,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526811435,6,4,1,0,13,3t0vjqtxc8wpjzv82i3oi2ova,1,40.2,79.9,2023-04-01T18:00:56.104Z,2023-04-01T18:01:00Z,4154007359,295,,4154007363,152,,4154007361,56,Back,4154007365,286,,4154007609,233,6,4154007357,13,,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526811461,6,4,1,0,13,ears40cp6opsgvhsy0dgyszpd,0,59.8,20.1,2023-04-01T18:00:56.105Z,2023-04-01T18:01:00Z,4154007549,56,Right,4154007551,152,,4154007553,285,,4154007619,233,6,4154007547,295,,4154007545,13,,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526811663,7,1,1,0,31,3t0vjqtxc8wpjzv82i3oi2ova,0,41.4,80,2023-04-01T18:01:14.168Z,2023-04-01T18:01:19Z,4154008713,196,,4154008711,155,,4154008727,1,,4154008715,152,,4154008725,213,5.7,4154008721,141,16.4,4154008717,56,Right,4154008723,212,75.6,ew4kbwq27lxqocg0920amphw5,J. Veldmate,4154008709,5,4154008719,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526811661,7,5,1,0,36,ears40cp6opsgvhsy0dgyszpd,1,-0.6,82.6,2023-04-01T18:01:19.191Z,2023-04-01T18:01:20Z,4154008783,233,8,4154008703,56,Back,4154008705,346,,,,,,,,,,,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526811667,8,5,1,0,36,3t0vjqtxc8wpjzv82i3oi2ova,0,100.6,17.4,2023-04-01T18:01:19.191Z,2023-04-01T18:01:32Z,4154008797,233,7,4154008743,56,Right,4154008745,346,,,,,,,,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
