id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/15/value,assist,qualifier/17/value
2466370691,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-10-02T11:42:29.044Z,2022-10-02T12:37:43Z,3814026065,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3814026057,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, 6db1q8hud1d8u2q3lxzfixzze, 11iegkg0xuow3r11hx5t1o1xx, 934ldgpefo90za10cq49k0o6i, 8znaym62oghri26gdn8o6fz84, 36q7nfs7t68aeg3z54rnr31pm, f07qmqesi1rpw7eapoz9rb0gk, 7y0acvcg9km8dz51t5ndy23md, a46irqckxabod18j2c0qfixre, 6jhavdnaitqn6ydme8a526aui, 1wf757j0e3v3bdpbc9z2tav3d, 9aj2e1c30c8i3h6iff0k4dmac, 5zwa237gtyf2mlrmo7tlkqnoq, 4w7a5n358oifbqkyftop0rtka, 2r0rasrm8fxczvujua8a8r1m1, 89dofd1p8ftdgy1u8jlyi58lx, 51tih9z7sxlb4vj3j7tm1ewgl, cvw6enlkjfnrtysck783raf6y",3814026069,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814026061,59,"1, 2, 28, 21, 4, 34, 10, 33, 29, 8, 14, 5, 6, 9, 11, 17, 18, 22, 24",3814237793,197,1517,3814026059,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3814026067,194,934ldgpefo90za10cq49k0o6i,3814026063,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466372635,1,34,16,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2022-10-02T11:44:31.544Z,2022-10-02T11:50:04Z,3814036383,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814064171,197,540,3814036381,194,1s7vp9ovsa1jo7tu7nisykn9x,3814036377,130,8,3814036371,30,"9q90ls3k1i2739wd6a20fku6t, 6anvl82jyio52wo87cbxdp4np, 6my743on19jmzmlq0crx3mq51, b33sm106xc7g3h4bcqtawja7e, 1s7vp9ovsa1jo7tu7nisykn9x, 8p47d0e54hgl7d86vur1m5nmx, 4ooliltsht8mvelpds3v4bpat, ely6vpyueden4b6ozfmspwgk5, 395y7yj6o1xwr6uaxs4sjnjdh, 4rp5snknt88bf4lws5t0o9gph, 9uf4fsff2lpic3u0l7zpuqsid, 6gabdz53gxhyp8dv6x5the4t1, 6mjm5cwe46jhi3wwpf1icf65l, eu6pfkiah7otafyryg6ll7y09, 1p0xp2onnys7jlru55vfgf1pm, 6lyedmu2vuf7jig3jmhz9b4ve, c1krps0yssh477m8umrruiqjt, 5wwqe546ohp130rvi8x8pt0tm, 9wo8twcbs1jnqzdy0c6y8adey, 3mp92d5s002hi523kl4zmgrft, 4octqavtgpv5u1rnpss898nah, 790v7fu7f2s40e160mlrb6dt6, aafz6q5ggn9e6m5hprc71lgph",3814036373,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3814036379,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814036375,59,"1, 17, 21, 6, 2, 27, 30, 18, 28, 22, 14, 5, 7, 8, 9, 15, 16, 20, 25, 26, 29, 32, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413385,2,32,1,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2022-10-02T12:31:56.226Z,2022-10-02T12:31:58Z,3814257217,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413377,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-10-02T12:31:56.226Z,2022-10-02T18:46:46Z,3814257187,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413437,3,1,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,50,50,2022-10-02T12:31:56.245Z,2022-10-05T14:21:40Z,3814257461,141,50.9,3814257459,140,28.1,3814257467,279,S,3820586109,178,,3814257463,212,23.0,3814257465,213,3.1,3814257457,56,Back,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413471,4,1,1,0,3,dqk062lu0vm8epvytbm6r4mmf,1,28.5,55.8,2022-10-02T12:31:59.662Z,2022-10-05T14:21:39Z,3820586123,178,,3814257637,140,35.8,3814257643,213,1.0,3814257641,212,14.8,3814257639,141,74.4,3814257635,56,Back,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413519,5,1,1,0,6,dqk062lu0vm8epvytbm6r4mmf,1,35,75.3,2022-10-02T12:32:02.484Z,2022-10-05T14:21:40Z,3820586131,178,,3814257933,213,1.2,3814257927,140,40.2,3814257931,212,14.1,3814257929,141,94.4,3814257925,56,Back,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413561,6,1,1,0,8,dqk062lu0vm8epvytbm6r4mmf,0,40.5,95.4,2022-10-02T12:32:04.434Z,2022-10-05T14:21:40Z,3814258161,155,,3814258167,141,91.4,3820586143,178,,3814258171,213,6.2,3814258173,1,,3814258163,56,Left,3814258165,140,72.1,3814258169,212,33.3,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413575,3,1,1,0,10,ccpscwdcm65czscrun048ecn5,0,28.7,13.2,2022-10-02T12:32:06.828Z,2022-10-05T14:21:41Z,3814258251,56,Back,3814258257,212,13.7,3814258253,140,37.7,3814258255,141,0.0,3814258259,213,5.5,3820586155,388,,3814258249,3,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413581,4,5,1,0,13,ccpscwdcm65czscrun048ecn5,0,33.8,-1.6,2022-10-02T12:32:09.314Z,2022-10-05T14:21:41Z,3814258299,347,,3814259233,233,7,3814258297,56,Back,,,,,,,,,,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
