id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,assist,qualifier/16/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2509383303,9,1,1,0,17,3t0vjqtxc8wpjzv82i3oi2ova,1,25,35.9,2023-02-18T17:46:27.312Z,2023-02-21T02:52:54Z,4040999139,140,64.5,4040999135,155,,4040999141,141,4.3,4040999145,213,5.8,4047103629,178,,4040999143,212,46.7,4040999147,1,,4040999137,56,Right,627nw9ji9qfss33q8ce8042c5,M. van der Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510552999,1064,67,1,0,21,3t0vjqtxc8wpjzv82i3oi2ova,1,65.7,3.8,2023-02-18T17:46:31.098Z,2023-02-21T08:11:47Z,4047193487,233,1884,,,,,,,,,,,,,,,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510552995,1884,67,1,0,21,cos9hxi16eitbcbthof7zrm4m,0,34.3,96.2,2023-02-18T17:46:31.099Z,2023-02-21T06:32:10Z,4047193495,233,1064,,,,,,,,,,,,,,,,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383307,10,61,1,0,21,3t0vjqtxc8wpjzv82i3oi2ova,0,65.2,3.1,2023-02-18T17:46:31.137Z,2023-02-21T08:11:47Z,4047103697,178,,4040999155,56,Right,,,,,,,,,,,,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383313,3,56,1,0,22,cos9hxi16eitbcbthof7zrm4m,1,0,0,2023-02-18T17:46:32.333Z,2023-02-21T02:53:25Z,4040999175,56,Back,,,,,,,,,,,,,,,,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383347,4,5,1,0,23,cos9hxi16eitbcbthof7zrm4m,1,31,101,2023-02-18T17:46:33.108Z,2023-02-21T02:53:31Z,4040999361,233,11,4040999353,56,Back,4040999355,347,,,,,,,,,,,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383309,11,5,1,0,23,3t0vjqtxc8wpjzv82i3oi2ova,0,69,-1,2023-02-18T17:46:33.108Z,2023-02-21T02:53:31Z,4040999393,233,4,4040999165,347,,4040999163,56,Right,,,,,,,,,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383373,5,1,1,0,29,cos9hxi16eitbcbthof7zrm4m,0,28.7,100,2023-02-18T17:46:38.685Z,2023-02-21T02:53:37Z,4040999499,107,,4040999511,1,,4040999507,212,36.3,4040999503,140,63.1,4040999501,56,Left,4040999509,213,6.2,4040999505,141,95.1,4040999591,189,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383385,12,1,1,0,30,3t0vjqtxc8wpjzv82i3oi2ova,0,37.2,2.8,2023-02-18T17:46:39.486Z,2023-02-21T02:53:46Z,4040999577,213,6.2,4047103819,178,,4040999569,56,Right,4040999571,140,55.8,4040999575,212,19.6,4040999573,141,0.0,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383475,6,5,1,0,32,cos9hxi16eitbcbthof7zrm4m,1,45.4,100.6,2023-02-18T17:46:41.492Z,2023-02-21T02:53:55Z,4041000127,56,Back,4041000129,347,,4041000149,233,13,,,,,,,,,,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383391,13,5,1,0,32,3t0vjqtxc8wpjzv82i3oi2ova,0,54.6,-0.6,2023-02-18T17:46:41.492Z,2023-02-21T02:53:55Z,4040999613,56,Right,4040999615,347,,4041000157,233,6,,,,,,,,,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383495,7,1,1,0,40,cos9hxi16eitbcbthof7zrm4m,1,46.6,100,2023-02-18T17:46:50.090Z,2023-02-21T02:56:45Z,4041000209,140,48.6,4041000205,107,,4041000213,212,5.6,4041000207,56,Back,4041000215,213,5.1,4041000211,141,93.3,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383503,8,1,1,0,41,cos9hxi16eitbcbthof7zrm4m,1,48.6,93.3,2023-02-18T17:46:50.961Z,2023-02-21T02:56:53Z,4041000305,156,,4041000237,56,Back,4047104351,178,,4041000239,140,41.7,4041000241,141,96.8,4041000245,213,2.8,4041000243,212,7.6,,,,4t85yj2ijymrz5vf457jcihre,T. Suslov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383541,9,1,1,0,43,cos9hxi16eitbcbthof7zrm4m,0,41.5,96.8,2023-02-18T17:46:52.931Z,2023-02-21T02:57:00Z,4047104371,178,,4041000503,141,63.9,4041000505,212,31.5,4041000501,140,62.6,4041000497,155,,4041000499,56,Center,4041000507,213,5.5,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383545,14,49,1,0,44,3t0vjqtxc8wpjzv82i3oi2ova,1,33.5,29.2,2023-02-18T17:46:54.306Z,2023-02-21T02:57:16Z,,,,,,,,,,,,,,,,,,,,,,,,,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383587,15,1,1,0,44,3t0vjqtxc8wpjzv82i3oi2ova,1,33.5,29.2,2023-02-18T17:46:54.350Z,2023-02-21T02:57:51Z,4041000753,56,Back,4041000755,140,32.4,4041000759,212,8.4,4047104531,178,,4047104533,21,,4041000761,213,4.6,4041000757,141,17.0,,,,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383601,16,1,1,0,47,3t0vjqtxc8wpjzv82i3oi2ova,1,34,14.9,2023-02-18T17:46:56.960Z,2023-02-21T02:58:08Z,4041000825,141,9.4,4041000829,213,4.0,4041000821,140,30.6,4041000827,212,5.2,4041000817,56,Back,4047104673,178,,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383625,17,1,1,0,49,3t0vjqtxc8wpjzv82i3oi2ova,0,31.4,8.5,2023-02-18T17:46:58.718Z,2023-02-21T02:58:15Z,4047104707,178,,4041000967,140,75.7,4041000963,155,,4041000965,56,Right,4041000969,141,20.0,4041000971,212,47.2,4041000975,1,,4041000973,213,0.2,ait187bpr8we72jvfxxt6ttjp,M. te Wierik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383699,10,1,1,0,51,cos9hxi16eitbcbthof7zrm4m,1,19.7,82.1,2023-02-18T17:47:01.352Z,2023-02-21T02:58:24Z,4041001339,3,,4041001343,140,27.6,4047104723,178,,4041001345,141,67.2,4041001349,213,5.4,4041001341,56,Back,4041001347,212,13.1,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383703,11,49,1,0,53,cos9hxi16eitbcbthof7zrm4m,1,25.8,60.6,2023-02-18T17:47:03.197Z,2023-02-21T02:58:35Z,,,,,,,,,,,,,,,,,,,,,,,,,am0ea3bvmnin4gco2ndny2noq,R. Oratmangoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383715,12,1,1,0,55,cos9hxi16eitbcbthof7zrm4m,1,25.8,60.6,2023-02-18T17:47:04.799Z,2023-02-21T02:58:44Z,4041001427,213,4.3,4041001423,141,16.3,4047104781,178,,4041001419,56,Back,4041001429,1,,4041001425,212,32.5,4041001421,140,14.1,,,,am0ea3bvmnin4gco2ndny2noq,R. Oratmangoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383745,13,1,1,0,57,cos9hxi16eitbcbthof7zrm4m,1,14.1,16.3,2023-02-18T17:47:07.369Z,2023-02-21T02:58:50Z,4041001553,56,Back,4041001559,212,16.9,4041001555,140,28.8,4047104847,178,,4041001561,213,5.9,4041001557,141,6.1,,,,,,,6gj1r8dnoy17pemp9xtng6sbt,L. van Gelderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383799,14,1,1,1,0,cos9hxi16eitbcbthof7zrm4m,1,29.1,6.2,2023-02-18T17:47:09.648Z,2023-02-21T02:59:01Z,4047104911,178,,4041001817,212,19.8,4041001813,140,47.9,4041001815,141,7.4,4041001819,213,0.0,4041001811,56,Back,,,,,,,am0ea3bvmnin4gco2ndny2noq,R. Oratmangoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383903,15,1,1,1,5,cos9hxi16eitbcbthof7zrm4m,1,32.6,19.4,2023-02-18T17:47:14.779Z,2023-02-21T02:59:09Z,4041002351,213,1.1,4041002353,1,,4041002347,141,92.6,4041002343,56,Left,4047104953,178,,4041002349,212,55.7,4041002345,140,56.5,4041002341,196,,ci5y030e6r9umgyjbupwske7d,D. Irandust,4041002339,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383923,16,1,1,1,12,cos9hxi16eitbcbthof7zrm4m,0,71.9,81.4,2023-02-18T17:47:21.641Z,2023-02-21T02:59:19Z,4041002467,213,5.3,4041002459,56,Center,4047105009,178,,4041002461,140,74.1,4041002465,212,4.3,4041002463,141,76.1,,,,,,,8zmxsixeoe1gmas31bzss7ljp,E. Manu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383907,18,61,1,1,12,3t0vjqtxc8wpjzv82i3oi2ova,1,23.4,25.1,2023-02-18T17:47:21.690Z,2023-02-21T02:59:25Z,4047105013,178,,4041002373,56,Back,,,,,,,,,,,,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509383989,17,1,1,1,15,cos9hxi16eitbcbthof7zrm4m,1,76.9,71.4,2023-02-18T17:47:24.800Z,2023-02-21T02:59:39Z,4047105053,178,,4041002777,56,Left,4041002779,140,85.9,4041002785,213,0.9,4041002781,141,89.7,4041002783,212,15.6,,,,,,,4t85yj2ijymrz5vf457jcihre,T. Suslov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384019,18,1,1,1,18,cos9hxi16eitbcbthof7zrm4m,1,88.3,88.5,2023-02-18T17:47:27.678Z,2023-02-21T02:59:45Z,4041002951,2,,4041002955,56,Center,4041002953,155,,4041002957,140,87.3,4041002959,141,55.4,4047105081,178,,4041997417,224,,4041997527,72,,ar7ybu7dordgt2yfx5inux62,I. Määttä,4041002963,213,4.7,4041002961,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384031,19,1,1,1,19,cos9hxi16eitbcbthof7zrm4m,1,87.3,55.4,2023-02-18T17:47:28.599Z,2023-02-21T03:00:08Z,4047105107,178,,4041003041,212,4.9,4041004105,210,15,4041003043,213,3.4,4041003039,141,53.3,4041003035,56,Center,4041003037,140,82.8,4041004107,154,,emglxnqrlqskt8krglv7sziwa,R. Pepi,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384039,20,15,1,1,20,cos9hxi16eitbcbthof7zrm4m,1,81.6,54.8,2023-02-18T17:47:30.318Z,2023-02-21T03:00:09Z,4041004155,78,,4041003079,18,,4041004177,231,51.3,4041004173,147,54.0,4041004175,230,98.0,4041004157,29,,4041004167,103,19,4041003927,72,,4t85yj2ijymrz5vf457jcihre,T. Suslov,4041004165,102,50.8,4041003081,56,Center,,4047105193,178,4041004171,146,85.4,4041004169,328,4041003931,82,4041004159,154,4041003945,233,19,4041003077,22,4041004161,55,19,,,,,,,,,,,,
2509384081,19,10,1,1,21,3t0vjqtxc8wpjzv82i3oi2ova,1,15,44.5,2023-02-18T17:47:30.452Z,2023-02-21T03:01:20Z,4041003973,233,20,4041003301,56,Back,4047105551,178,,4041003299,94,,,,,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384127,21,61,1,1,21,cos9hxi16eitbcbthof7zrm4m,1,93,54.3,2023-02-18T17:47:30.957Z,2023-02-21T03:01:42Z,4047105611,21,,4041003561,56,Center,4047105613,178,,,,,,,,,,,,,,,,,8zmxsixeoe1gmas31bzss7ljp,E. Manu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384107,20,52,1,1,23,3t0vjqtxc8wpjzv82i3oi2ova,1,5.4,45.7,2023-02-18T17:47:32.913Z,2023-02-21T03:02:16Z,4047105801,178,,4041998673,376,,,,,,,,,,,,,,,,,,,,627nw9ji9qfss33q8ce8042c5,M. van der Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384227,21,1,1,1,40,3t0vjqtxc8wpjzv82i3oi2ova,0,13.2,49.4,2023-02-18T17:47:49.735Z,2023-02-21T03:02:20Z,4041004257,189,,4041004207,213,0.4,4041004199,56,Left,4041004197,199,,4041004203,141,95.9,4041004201,140,77.4,4041004209,1,,4041004205,212,74.5,627nw9ji9qfss33q8ce8042c5,M. van der Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384249,22,12,1,1,42,cos9hxi16eitbcbthof7zrm4m,1,18.7,6.7,2023-02-18T17:47:52.040Z,2023-02-21T03:02:26Z,4041004327,141,0.0,4041004323,56,Back,4041004325,140,34.3,4041004329,212,17.2,4041004331,213,6.0,4047105851,178,,4041004375,167,,,,,6gj1r8dnoy17pemp9xtng6sbt,L. van Gelderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384263,22,5,1,1,43,3t0vjqtxc8wpjzv82i3oi2ova,1,67.5,101.2,2023-02-18T17:47:53.362Z,2023-02-21T03:02:30Z,4041004427,233,23,4041004421,347,,4041004419,56,Left,,,,,,,,,,,,,,,,627nw9ji9qfss33q8ce8042c5,M. van der Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384255,23,5,1,1,43,cos9hxi16eitbcbthof7zrm4m,0,32.5,-1.2,2023-02-18T17:47:53.362Z,2023-02-21T03:02:30Z,4041004359,56,Back,4041004441,233,22,4041004361,347,,,,,,,,,,,,,,,,,6gj1r8dnoy17pemp9xtng6sbt,L. van Gelderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384407,23,1,1,1,55,3t0vjqtxc8wpjzv82i3oi2ova,1,67.3,100,2023-02-18T17:48:04.565Z,2023-02-21T03:02:34Z,4041005493,189,,4041005205,107,,4041005209,140,84.9,4041005211,141,94.7,4041005215,213,6.1,4041005207,56,Left,4041005213,212,19.0,,,,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384469,26,61,1,1,56,3t0vjqtxc8wpjzv82i3oi2ova,1,81,91.7,2023-02-18T17:48:05.458Z,2023-02-21T03:02:42Z,4041005561,56,Left,4047105873,178,,4041005809,189,,,,,,,,,,,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384413,24,49,1,1,58,cos9hxi16eitbcbthof7zrm4m,1,22.8,8,2023-02-18T17:48:07.615Z,2023-02-21T03:02:51Z,4041276553,189,,,,,,,,,,,,,,,,,,,,,,,am0ea3bvmnin4gco2ndny2noq,R. Oratmangoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384435,25,1,1,1,58,cos9hxi16eitbcbthof7zrm4m,1,22.8,8,2023-02-18T17:48:07.637Z,2023-02-21T03:03:09Z,4041005361,213,4.0,4041005349,140,19.7,4041005357,212,5.2,4047105911,178,,4041005347,56,Back,4041005351,141,2.0,,,,,,,am0ea3bvmnin4gco2ndny2noq,R. Oratmangoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384443,26,3,1,2,0,cos9hxi16eitbcbthof7zrm4m,0,21.2,2.4,2023-02-18T17:48:10.200Z,2023-02-21T03:03:38Z,4041005405,285,,4041005403,56,Back,4042000219,464,,4047106049,178,,4041005485,233,24,,,,,,,,,,6gj1r8dnoy17pemp9xtng6sbt,L. van Gelderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384431,24,7,1,2,0,3t0vjqtxc8wpjzv82i3oi2ova,1,78.8,97.6,2023-02-18T17:48:10.231Z,2023-02-21T03:03:33Z,4041005329,167,,4041005331,56,Left,4047106017,178,,4041005333,286,,4042000701,383,,4041005451,233,26,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384865,30,61,1,2,1,3t0vjqtxc8wpjzv82i3oi2ova,0,61.5,95.1,2023-02-18T17:48:10.954Z,2023-02-21T03:03:49Z,4041007779,56,Left,4047106113,178,,,,,,,,,,,,,,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509384439,25,5,1,2,1,3t0vjqtxc8wpjzv82i3oi2ova,0,75,101.2,2023-02-18T17:48:11.389Z,2023-02-21T03:03:55Z,4041005621,233,27,4041005375,56,Left,4041005377,347,,,,,,,,,,,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
