id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2534823625,5,1,1,0,29,3ebril33e08ddzob4bhq8awsr,1,18.8,18,2023-04-16T18:03:17.479Z,2023-04-16T18:03:20Z,4196589339,213,0.7,4196589337,212,9.7,4196589331,56,Back,4196589333,140,25.6,4196589335,141,27.7,,,,,,,,,,51b7kbz09togoaueykwbm385,Ximo Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823643,6,1,1,0,32,3ebril33e08ddzob4bhq8awsr,1,24.3,28.3,2023-04-16T18:03:20.263Z,2023-04-16T18:03:22Z,4196589419,141,44.5,4196589417,140,4.5,4196589423,213,2.7,4196589421,212,23.5,4196589415,56,Back,,,,,,,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823695,7,1,1,0,33,3ebril33e08ddzob4bhq8awsr,1,4.5,44.5,2023-04-16T18:03:21.958Z,2023-04-16T18:03:25Z,4196589713,212,22.4,4196589715,213,5.2,4196589709,140,14.0,4196589711,141,15.0,4196589707,56,Back,,,,,,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823753,8,1,1,0,36,3ebril33e08ddzob4bhq8awsr,1,14,15,2023-04-16T18:03:25.031Z,2023-04-16T18:03:30Z,4196590061,56,Back,4196590073,213,1.0,4196590069,212,47.5,4196590065,141,72.4,4196590077,1,,4196590063,140,39.8,4196590059,155,,,,,51b7kbz09togoaueykwbm385,Ximo Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823759,9,1,1,0,42,3ebril33e08ddzob4bhq8awsr,0,39.6,72.4,2023-04-16T18:03:30.439Z,2023-04-16T18:50:51Z,4196590103,140,39.6,4196590109,213,1.6,4196590105,141,79.7,4196590107,212,5.0,4196590101,56,Back,,,,,,,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823761,7,43,1,0,43,3kfktv64h7kg7zryax1wktr5r,1,0,0,2023-04-16T18:03:31.070Z,2023-04-16T22:32:22Z,4197320199,144,8,4196590111,56,Center,,,,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823803,9,3,1,0,43,3kfktv64h7kg7zryax1wktr5r,1,65,12.9,2023-04-16T18:03:32.022Z,2023-04-16T22:32:28Z,4196590263,56,Right,4197320333,464,,4196590265,286,,4196742503,233,329,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534851335,329,45,1,0,43,3ebril33e08ddzob4bhq8awsr,0,35,87.1,2023-04-16T18:03:32.022Z,2023-04-16T22:38:30Z,4196742521,233,9,4196742459,56,Back,4196742461,285,,,,,,,,,,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823789,8,49,1,0,44,3kfktv64h7kg7zryax1wktr5r,1,64.7,16.1,2023-04-16T18:03:32.846Z,2023-04-16T18:50:22Z,,,,,,,,,,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823815,10,1,1,0,46,3kfktv64h7kg7zryax1wktr5r,1,64.2,15.9,2023-04-16T18:03:34.190Z,2023-04-16T18:50:32Z,4196590321,212,7.5,4196590315,56,Right,4196590319,141,19.4,4196590323,213,2.8,4196590317,140,57.4,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823853,11,1,1,0,47,3kfktv64h7kg7zryax1wktr5r,1,55.9,20.4,2023-04-16T18:03:35.822Z,2023-04-16T18:50:37Z,4196590531,212,18.5,4196590529,141,28.2,4196590533,213,2.9,4196590527,140,39.0,4196590525,56,Back,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823871,12,1,1,0,50,3kfktv64h7kg7zryax1wktr5r,1,39,28.2,2023-04-16T18:03:38.622Z,2023-04-16T18:03:40Z,4196590657,56,Back,4196590665,213,5.5,4196590659,140,44.0,4196590663,212,7.8,4196590661,141,19.8,,,,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823907,13,1,1,0,52,3kfktv64h7kg7zryax1wktr5r,1,43.1,23.6,2023-04-16T18:03:40.782Z,2023-04-16T18:50:50Z,4196590825,213,2.8,4196590819,140,31.6,4196590817,56,Back,4196590823,212,12.9,4196590821,141,30.1,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823929,14,1,1,0,55,3kfktv64h7kg7zryax1wktr5r,1,30.8,31.9,2023-04-16T18:03:43.343Z,2023-04-16T18:03:44Z,4196590941,213,2.5,4196590935,140,11.1,4196590937,141,53.6,4196590933,56,Back,4196590939,212,25.4,,,,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823981,15,1,1,0,56,3kfktv64h7kg7zryax1wktr5r,1,11.1,55.7,2023-04-16T18:03:44.798Z,2023-04-16T18:03:49Z,4196591269,56,Back,4196591277,213,0.8,4196591275,212,15.9,4196591271,140,21.7,4196591273,141,72.3,,,,,,,,,,7udphhcokm6vralyz5gkovxsl,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824045,16,1,1,1,0,3kfktv64h7kg7zryax1wktr5r,1,23.5,69.7,2023-04-16T18:03:49.055Z,2023-04-16T18:03:55Z,4196591549,141,82.4,4196591551,212,53.7,4196591547,140,74.0,4196591553,213,0.2,4196591543,155,,4196591555,1,,4196591545,56,Left,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824049,17,1,1,1,6,3kfktv64h7kg7zryax1wktr5r,0,87.1,85.1,2023-04-16T18:03:54.927Z,2023-04-16T18:03:55Z,4196591581,213,4.5,4196591575,140,86.6,4196591577,141,81.7,4196591579,212,2.4,4196591573,56,Left,,,,,,,,,,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824053,10,8,1,1,7,3ebril33e08ddzob4bhq8awsr,1,22.8,17.1,2023-04-16T18:03:55.736Z,2023-04-16T22:36:29Z,4196591589,56,Back,4197325969,385,,,,,,,,,,,,,,,,,,,,51b7kbz09togoaueykwbm385,Ximo Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824091,18,1,1,1,10,3kfktv64h7kg7zryax1wktr5r,0,93.8,89,2023-04-16T18:03:58.479Z,2023-04-16T22:36:37Z,4196591755,141,86.2,4196591861,286,,4196591753,140,93.7,4196591751,56,Left,4196591747,2,,4196591757,212,1.9,4196591759,213,4.7,4196591749,155,,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,4196591855,236,4197326265,224,4196591857,233,11,4197326267,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824099,11,12,1,1,10,3ebril33e08ddzob4bhq8awsr,1,5.7,14.6,2023-04-16T18:03:58.579Z,2023-04-16T18:04:01Z,4196591795,185,,4196591797,56,Back,4196591873,233,18,,,,,,,,,,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824135,12,6,1,1,11,3ebril33e08ddzob4bhq8awsr,0,6,14.2,2023-04-16T18:03:59.839Z,2023-04-16T22:36:59Z,4196591943,73,,4196591941,56,Back,4196592053,233,19,,,,,,,,,,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824111,19,6,1,1,11,3kfktv64h7kg7zryax1wktr5r,1,94,85.8,2023-04-16T18:03:59.839Z,2023-04-16T18:04:03Z,4196591849,56,Left,4196592033,233,12,4196591851,73,,,,,,,,,,,,,,,,,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824399,20,1,1,1,38,3kfktv64h7kg7zryax1wktr5r,0,99.7,99.7,2023-04-16T18:04:26.321Z,2023-04-16T22:37:31Z,4196593333,2,,4196593349,141,46.6,4196593341,155,,4196593351,212,36.4,4197327871,1,,4196593347,140,95.3,4196593353,213,4.6,4196593339,6,,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,4196593345,56,4197327005,223,4197327007,20,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824491,13,12,1,1,42,3ebril33e08ddzob4bhq8awsr,1,4.3,54.3,2023-04-16T18:04:30.553Z,2023-04-16T18:04:38Z,4196593843,212,36.4,4196593839,140,24.1,4196593845,213,5.3,4196593841,141,10.4,4196593837,56,Back,,,,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824439,21,1,1,1,45,3kfktv64h7kg7zryax1wktr5r,1,80.3,89.4,2023-04-16T18:04:33.376Z,2023-04-16T18:04:34Z,4196593549,141,91.5,4196593553,213,0.2,4196593551,212,8.7,4196593547,140,88.5,4196593545,56,Left,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824459,22,1,1,1,46,3kfktv64h7kg7zryax1wktr5r,1,88.5,91.5,2023-04-16T18:04:34.448Z,2023-04-16T18:04:36Z,4196593663,141,89.4,4196593659,56,Left,4196593665,212,7.3,4196593657,155,,4196593667,213,3.3,4196593661,140,81.7,,,,,,,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824467,23,1,1,1,47,3kfktv64h7kg7zryax1wktr5r,0,82.2,90.8,2023-04-16T18:04:35.888Z,2023-04-16T18:04:39Z,4196593703,56,Left,4196593917,286,,4196593911,236,,4196593705,140,82.8,4196593709,212,0.7,4196593913,233,14,4196593707,141,91.1,4196593711,213,0.3,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824497,14,74,1,1,47,3ebril33e08ddzob4bhq8awsr,1,21.6,7,2023-04-16T18:04:35.889Z,2023-04-16T18:05:10Z,4196593869,285,,4196593939,233,23,4196593867,56,Back,,,,,,,,,,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534858673,380,49,1,1,49,3ebril33e08ddzob4bhq8awsr,1,21.6,6.1,2023-04-16T18:04:37.066Z,2023-04-16T18:52:51Z,,,,,,,,,,,,,,,,,,,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824573,15,3,1,1,55,3ebril33e08ddzob4bhq8awsr,0,64,9.8,2023-04-16T18:04:44.024Z,2023-04-17T00:47:55Z,4196594291,56,Right,4197334757,464,,4196594335,233,25,4196594293,286,,,,,,,,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824579,25,7,1,1,55,3kfktv64h7kg7zryax1wktr5r,0,36,90.2,2023-04-16T18:04:44.025Z,2023-04-17T00:47:55Z,4196594311,285,,4196594309,56,Back,4197576257,233,15,4197334611,385,,,,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824599,16,1,1,1,57,3ebril33e08ddzob4bhq8awsr,1,70.2,7.4,2023-04-16T18:04:45.176Z,2023-04-16T18:04:47Z,4196594425,141,12.6,4196594427,212,3.7,4196594421,56,Right,4196594423,140,71.2,4196594429,213,1.3,,,,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824601,17,61,1,1,59,3ebril33e08ddzob4bhq8awsr,0,71.2,12.6,2023-04-16T18:04:47.097Z,2023-04-16T18:04:47Z,4196594433,56,Right,,,,,,,,,,,,,,,,,,,,,,71gwdg60saiwwwnnv6is52may,T. Noslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824641,26,1,1,2,0,3kfktv64h7kg7zryax1wktr5r,1,38.4,89.6,2023-04-16T18:04:48.465Z,2023-04-16T18:51:32Z,4196594649,141,86.6,4196594647,140,40.2,4196594651,212,2.8,4196594643,3,,4196594653,213,5.5,4196594645,56,Back,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824657,29,49,1,2,1,3kfktv64h7kg7zryax1wktr5r,1,47,85.9,2023-04-16T18:04:49.336Z,2023-04-16T18:52:57Z,,,,,,,,,,,,,,,,,,,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824651,28,1,1,2,1,3kfktv64h7kg7zryax1wktr5r,0,32.6,81.2,2023-04-16T18:04:49.568Z,2023-04-16T18:51:45Z,4196603167,56,Back,4196603173,212,7.0,4196603171,141,88.6,4196603175,213,0.8,4196603169,140,37.3,,,,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824637,18,8,1,2,2,3ebril33e08ddzob4bhq8awsr,1,67.1,8.5,2023-04-16T18:04:50.097Z,2023-04-16T22:42:15Z,4197336233,385,,4196594637,56,Right,,,,,,,,,,,,,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824643,27,1,1,2,3,3kfktv64h7kg7zryax1wktr5r,1,30.8,75.6,2023-04-16T18:04:51.410Z,2023-04-16T18:51:55Z,4196598621,141,76.5,4196598623,212,8.5,4196598617,56,Back,4196598619,140,38.9,4196598625,213,0.1,,,,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824733,30,1,1,2,6,3kfktv64h7kg7zryax1wktr5r,1,59.4,79.3,2023-04-16T18:04:54.915Z,2023-04-16T18:04:59Z,4196595081,141,93.8,4196595077,56,Left,4196595085,213,1.1,4196595083,212,11.2,4196595079,140,64.4,,,,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824745,31,1,1,2,12,3kfktv64h7kg7zryax1wktr5r,1,64.4,93.3,2023-04-16T18:05:00.833Z,2023-04-16T18:05:02Z,4196595149,141,89.7,4196595153,213,3.3,4196595151,212,12.4,4196595147,140,52.8,4196595145,56,Left,,,,,,,,,,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824753,32,1,1,2,14,3kfktv64h7kg7zryax1wktr5r,1,52.8,89.7,2023-04-16T18:05:02.433Z,2023-04-16T18:05:03Z,4196595199,212,10.4,4196595193,56,Center,4196595201,213,4.7,4196595195,140,53.1,4196595197,141,74.4,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824781,33,1,1,2,15,3kfktv64h7kg7zryax1wktr5r,1,53.1,74.2,2023-04-16T18:05:03.616Z,2023-04-16T18:05:06Z,4196595353,56,Back,4196595359,212,33.5,4196595363,1,,4196595357,141,26.8,4196595361,213,4.4,4196595355,140,44.4,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824803,34,1,1,2,18,3kfktv64h7kg7zryax1wktr5r,1,45.7,27,2023-04-16T18:05:06.641Z,2023-04-16T18:05:09Z,4196595493,56,Right,4196595501,213,5.5,4196595499,212,21.0,4196595495,140,59.5,4196595497,141,4.7,,,,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824809,35,1,1,2,21,3kfktv64h7kg7zryax1wktr5r,0,59.6,6.5,2023-04-16T18:05:09.857Z,2023-04-16T18:05:11Z,4196595541,212,13.5,4196595535,56,Right,4196595537,140,69.5,4196595539,141,19.1,4196595543,213,0.7,,,,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824819,19,8,1,2,23,3ebril33e08ddzob4bhq8awsr,1,38.7,73.2,2023-04-16T18:05:11.978Z,2023-04-16T22:42:45Z,4196595591,56,Back,4197337211,384,,,,,,,,,,,,,,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534824825,20,49,1,2,24,3ebril33e08ddzob4bhq8awsr,1,46.2,74.4,2023-04-16T18:05:13.002Z,2023-04-16T18:05:13Z,,,,,,,,,,,,,,,,,,,,,,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
