id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/10/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2523235265,1830,83,1,0,15,ed5nwjz5za3oyi20nxzgqivmx,1,64.3,34.2,2023-03-18T20:01:04.583Z,2023-03-21T12:28:22Z,4114282669,399,19891,,,,,,,,,,,,,,,,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939411,5,3,1,0,16,8iawijq7s9s6d85mjz8wdslki,0,36.9,70.1,2023-03-18T20:01:04.962Z,2023-03-21T12:26:54Z,4107401993,286,,4107402349,233,7,4112259937,178,,4109548533,464,,4107401991,56,Back,,,,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939477,7,7,1,0,16,ed5nwjz5za3oyi20nxzgqivmx,1,63.1,29.9,2023-03-18T20:01:05.058Z,2023-03-21T12:26:58Z,4112260031,178,,4107402341,233,5,4107402307,56,Center,4109549001,383,,4107402309,285,,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939487,8,49,1,0,17,ed5nwjz5za3oyi20nxzgqivmx,1,67.8,45,2023-03-18T20:01:06.277Z,2023-03-20T05:01:50Z,,,,,,,,,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939499,9,15,1,0,22,ed5nwjz5za3oyi20nxzgqivmx,1,80.6,64.4,2023-03-18T20:01:11.221Z,2023-03-20T05:05:50Z,4107404193,29,,4107404205,146,82.4,4107404195,55,7,4107404203,215,,4112263393,178,,4107404207,147,63.4,4107402381,22,,4107404273,233,6,dbg4ducw8j747foxiexle1iad,P. Clement,,4107404211,231,50.5,4109550895,76,4107403587,82,4107402385,18,4107404209,230,97.3,4107403583,72,4107404201,103,19,4107402387,56,Center,4107404199,102,53.2,,,,,,,,,,,,,
2521939493,6,10,1,0,22,8iawijq7s9s6d85mjz8wdslki,1,17.7,34.9,2023-03-18T20:01:11.241Z,2023-03-20T05:05:55Z,4107402355,94,,4107402357,56,Back,4112263431,178,,4107403649,233,9,,,,,,,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939543,7,49,1,0,26,8iawijq7s9s6d85mjz8wdslki,1,30.8,4.1,2023-03-18T20:01:14.965Z,2023-03-20T05:06:03Z,,,,,,,,,,,,,,,,,,,,,,,,,cudl1cjc8kxshfbhatms7aooa,E. Tavşan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939549,8,1,1,0,26,8iawijq7s9s6d85mjz8wdslki,1,30.8,4.1,2023-03-18T20:01:15.059Z,2023-03-20T05:06:08Z,4107402719,212,8.8,4107402715,140,23.6,4112263555,178,,4107402717,141,10.6,4107402721,213,2.6,4107402713,56,Back,,,,,,,cudl1cjc8kxshfbhatms7aooa,E. Tavşan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939571,9,3,1,0,29,8iawijq7s9s6d85mjz8wdslki,1,20.8,11.4,2023-03-18T20:01:18.845Z,2023-03-20T05:06:24Z,4109552409,464,,4107402865,233,10,4107402835,285,,4107402833,56,Back,4112263709,178,,,,,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939563,10,45,1,0,29,ed5nwjz5za3oyi20nxzgqivmx,0,79.2,88.6,2023-03-18T20:01:18.845Z,2023-03-20T05:06:24Z,4107402797,286,,4107402793,56,Left,4107402891,233,9,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939591,10,1,1,0,33,8iawijq7s9s6d85mjz8wdslki,1,16,19.4,2023-03-18T20:01:22.030Z,2023-03-20T05:06:31Z,4107402973,141,19.4,4107402969,56,Back,4107402977,213,3.1,4112263781,178,,4107402971,140,5.5,4107402975,212,11.0,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939613,11,1,1,0,34,8iawijq7s9s6d85mjz8wdslki,0,5.5,19.4,2023-03-18T20:01:23.478Z,2023-03-20T05:06:36Z,4107403089,157,,4107403101,1,,4112263847,178,,4107403093,140,28.2,4107403091,56,Back,4107403097,212,26.0,4107403099,213,5.9,4107403095,141,4.3,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939629,11,1,1,0,37,ed5nwjz5za3oyi20nxzgqivmx,0,68,95.2,2023-03-18T20:01:26.391Z,2023-03-20T05:06:42Z,4107403215,212,4.2,4107403211,140,72.0,4107403217,213,6.2,4112263899,178,,4107403213,141,94.4,4107403209,56,Left,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939625,12,61,1,0,37,8iawijq7s9s6d85mjz8wdslki,1,24.1,3.8,2023-03-18T20:01:26.574Z,2023-03-20T05:06:54Z,4112264031,15,,4107403203,56,Back,4112264033,178,,,,,,,,,,,,,,,,,cudl1cjc8kxshfbhatms7aooa,E. Tavşan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939655,13,12,1,0,38,8iawijq7s9s6d85mjz8wdslki,1,18.1,8.2,2023-03-18T20:01:27.714Z,2023-03-20T05:06:59Z,4112264069,178,,4107403375,56,Back,4107403379,141,0.0,4107403383,213,5.2,4107403377,140,21.7,4107403407,167,,4107403381,212,7.5,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939703,12,5,1,0,39,ed5nwjz5za3oyi20nxzgqivmx,1,77.7,101.4,2023-03-18T20:01:28.712Z,2023-03-20T05:07:02Z,4107403735,56,Left,4107403751,233,14,4107403737,347,,,,,,,,,,,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939657,14,5,1,0,39,8iawijq7s9s6d85mjz8wdslki,0,22.3,-1.4,2023-03-18T20:01:28.712Z,2023-03-20T05:07:02Z,4107403389,347,,4107403773,233,12,4107403387,56,Back,,,,,,,,,,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939727,13,1,1,0,50,ed5nwjz5za3oyi20nxzgqivmx,1,80.4,100,2023-03-18T20:01:38.976Z,2023-03-20T05:07:14Z,4107403879,56,Left,4107403883,141,91.0,4107403877,107,,4107403881,140,72.9,4107403887,213,3.9,4107403885,212,10.9,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939739,14,1,1,0,52,ed5nwjz5za3oyi20nxzgqivmx,1,72.9,91,2023-03-18T20:01:41.062Z,2023-03-20T05:07:19Z,4112264327,178,,4107403959,140,79.2,4107403965,213,6.3,4107403963,212,6.6,4107403961,141,90.7,4107403957,56,Left,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523235587,1831,67,1,0,52,ed5nwjz5za3oyi20nxzgqivmx,1,80.1,89.3,2023-03-18T20:01:41.696Z,2023-03-21T13:16:30Z,4114284533,233,1318,,,,,,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523235585,1318,67,1,0,52,8iawijq7s9s6d85mjz8wdslki,0,19.9,10.7,2023-03-18T20:01:41.697Z,2023-03-21T12:29:30Z,4114284549,233,1831,,,,,,,,,,,,,,,,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939745,15,61,1,0,52,ed5nwjz5za3oyi20nxzgqivmx,0,79.2,90.7,2023-03-18T20:01:41.721Z,2023-03-21T13:16:30Z,4112264437,178,,4107403983,56,Left,,,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939743,15,49,1,0,53,8iawijq7s9s6d85mjz8wdslki,1,12.7,10.1,2023-03-18T20:01:42.262Z,2023-03-20T05:07:35Z,,,,,,,,,,,,,,,,,,,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523235677,1832,83,1,0,54,ed5nwjz5za3oyi20nxzgqivmx,1,84.3,92.4,2023-03-18T20:01:43.058Z,2023-03-21T12:29:45Z,4114284971,399,463005,,,,,,,,,,,,,,,,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939761,16,1,1,0,55,8iawijq7s9s6d85mjz8wdslki,1,12.1,11.6,2023-03-18T20:01:44.782Z,2023-03-20T05:07:43Z,4107404083,56,Back,4107404097,213,1.6,4112264611,178,,4107404093,141,31.0,4107404095,212,13.2,4107404087,140,12.3,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939783,17,1,1,0,56,8iawijq7s9s6d85mjz8wdslki,0,12.3,31,2023-03-18T20:01:45.643Z,2023-03-20T05:07:49Z,4107404219,212,24.2,4112264699,178,,4107404221,213,5.8,4107404213,56,Back,4107404215,140,32.2,4107404217,141,13.0,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939787,16,49,1,0,58,ed5nwjz5za3oyi20nxzgqivmx,1,68.3,83.6,2023-03-18T20:01:47.281Z,2023-03-20T05:08:03Z,,,,,,,,,,,,,,,,,,,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939817,17,1,1,0,58,ed5nwjz5za3oyi20nxzgqivmx,1,68.3,83.6,2023-03-18T20:01:47.329Z,2023-03-20T05:08:00Z,4107404421,212,10.0,4107404423,213,0.9,4107404417,140,74.5,4112264815,178,,4107404419,141,94.7,4107404415,56,Left,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939819,18,1,1,1,1,ed5nwjz5za3oyi20nxzgqivmx,0,74.5,94.7,2023-03-18T20:01:50.662Z,2023-03-20T05:08:10Z,4107404431,56,Left,4107404437,212,10.3,4107404435,141,80.5,4107404433,140,71.2,4112264939,178,,4107404439,213,4.4,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939827,18,49,1,1,2,8iawijq7s9s6d85mjz8wdslki,1,32.5,20.3,2023-03-18T20:01:51.817Z,2023-03-20T05:08:22Z,,,,,,,,,,,,,,,,,,,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939837,19,1,1,1,2,8iawijq7s9s6d85mjz8wdslki,1,32.5,20.3,2023-03-18T20:01:51.845Z,2023-03-20T05:08:19Z,4107404555,213,3.6,4107404549,140,19.2,4112265015,178,,4107404547,56,Back,4107404551,141,10.6,4107404553,212,15.4,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939847,20,1,1,1,4,8iawijq7s9s6d85mjz8wdslki,1,19.2,10.6,2023-03-18T20:01:53.527Z,2023-03-20T05:08:31Z,4107404613,140,26.2,4107404615,141,5.8,4107404619,213,5.9,4112265129,178,,4107404617,212,8.0,4107404611,56,Back,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939855,21,1,1,1,7,8iawijq7s9s6d85mjz8wdslki,1,22.6,7.6,2023-03-18T20:01:56.066Z,2023-03-20T05:08:39Z,4107404663,212,17.4,4112265229,178,,4107404657,56,Back,4107404661,141,11.5,4107404665,213,3.0,4107404659,140,6.2,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939881,22,4,1,1,11,8iawijq7s9s6d85mjz8wdslki,1,4.3,8.7,2023-03-18T20:02:00.012Z,2023-03-20T05:08:47Z,4107404859,233,19,4107404833,56,Back,4107404831,13,,4107404837,265,,4107404839,285,,4107404835,152,,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521939877,19,4,1,1,11,ed5nwjz5za3oyi20nxzgqivmx,0,95.7,91.3,2023-03-18T20:02:00.013Z,2023-03-20T05:08:46Z,4107404871,233,22,4107404811,265,,4112265309,178,,4107404813,286,,4107404807,56,Left,4107404805,13,,4107404809,152,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521940355,23,1,1,2,9,8iawijq7s9s6d85mjz8wdslki,1,10.4,19.7,2023-03-18T20:02:58.880Z,2023-03-20T05:08:50Z,4107407281,1,,4107407273,140,70.1,4112265371,178,,4107407279,213,0.0,4107407275,141,20.6,4107407267,157,,4107407277,212,62.7,4107407271,56,Right,alkcbccyfsjddm897cgz7wel1,J. Cillessen,,4107407265,5,,4107407269,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521940357,24,61,1,2,13,8iawijq7s9s6d85mjz8wdslki,0,70.1,20.6,2023-03-18T20:03:02.709Z,2023-03-20T05:08:58Z,4112265469,178,,4107407285,56,Right,,,,,,,,,,,,,,,,,,,76n4eg1xu5qvf9bkwy4p8jsut,L. Dimata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521940371,20,49,1,2,14,ed5nwjz5za3oyi20nxzgqivmx,1,35.1,82.6,2023-03-18T20:03:03.288Z,2023-03-20T05:09:02Z,,,,,,,,,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521940379,21,1,1,2,16,ed5nwjz5za3oyi20nxzgqivmx,1,34.9,89.1,2023-03-18T20:03:05.365Z,2023-03-20T05:09:15Z,4107407381,212,7.8,4107407383,213,3.6,4112265685,178,,4107407377,140,28.1,4107407375,56,Back,4107407379,141,84.4,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521940389,22,1,1,2,17,ed5nwjz5za3oyi20nxzgqivmx,0,28.1,84.4,2023-03-18T20:03:06.009Z,2023-03-20T05:09:21Z,4107407409,140,41.7,4107407407,56,Back,4107407413,212,14.4,4112265745,178,,4107407411,141,86.9,4107407415,213,0.1,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521940375,25,43,1,2,18,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-03-18T20:03:07.111Z,2023-03-18T21:01:09Z,4107595003,144,56,4107407351,56,Right,,,,,,,,,,,,,,,,,,,76n4eg1xu5qvf9bkwy4p8jsut,L. Dimata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521940403,26,49,1,2,18,8iawijq7s9s6d85mjz8wdslki,1,54.5,7.6,2023-03-18T20:03:07.270Z,2023-03-20T05:09:27Z,,,,,,,,,,,,,,,,,,,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521940413,27,1,1,2,18,8iawijq7s9s6d85mjz8wdslki,0,54.5,7.6,2023-03-18T20:03:07.343Z,2023-03-20T05:09:30Z,4107407511,140,56.6,4107407517,213,0.2,4107407571,236,,4107407515,212,2.3,4107407577,286,,4112265859,178,,4107407509,56,Right,4107407573,233,23,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,4107407513,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521940417,23,74,1,2,18,ed5nwjz5za3oyi20nxzgqivmx,1,37.1,89.5,2023-03-18T20:03:07.463Z,2023-03-20T05:09:35Z,4107407533,56,Back,4107407535,285,,4107407585,233,27,4112265917,178,,,,,,,,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521940425,24,5,1,2,19,ed5nwjz5za3oyi20nxzgqivmx,0,37.8,101.7,2023-03-18T20:03:08.088Z,2023-03-20T05:09:39Z,4107407563,56,Back,4107407565,347,,4107407851,233,28,,,,,,,,,,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521940465,28,5,1,2,19,8iawijq7s9s6d85mjz8wdslki,1,62.2,-1.7,2023-03-18T20:03:08.088Z,2023-03-20T05:09:38Z,4107407799,347,,4107407797,56,Right,4107407829,233,24,,,,,,,,,,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521940481,29,1,1,2,24,8iawijq7s9s6d85mjz8wdslki,1,61.9,0,2023-03-18T20:03:13.869Z,2023-03-20T05:09:47Z,4107407929,213,1.1,4107407923,140,65.5,4107407925,141,9.7,4107407927,212,8.4,4107407921,56,Right,4107407919,107,,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
