id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/15/value,qualifier/11/value
2518639497,9,1,1,0,15,3kfktv64h7kg7zryax1wktr5r,1,23.5,92.4,2023-03-11T19:02:05.336Z,2023-03-12T12:26:56Z,4089938951,213,0.1,4089938943,56,Back,4092307201,178,,4089938947,141,94.2,4089938945,140,37.7,4089938949,212,15.0,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639515,10,1,1,0,17,3kfktv64h7kg7zryax1wktr5r,0,37.4,96,2023-03-11T19:02:07.136Z,2023-03-12T12:27:02Z,4089939061,213,0.3,4089939057,141,100.0,4089939053,56,Back,4092307517,178,,4089939059,212,13.3,4089939055,140,49.6,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639555,3,5,1,0,19,cos9hxi16eitbcbthof7zrm4m,1,51.8,-1.5,2023-03-11T19:02:09.104Z,2023-03-12T12:27:05Z,4089939245,56,Right,4089939257,233,11,4089939247,347,,,,,,,,,,,,,,,,,ei9h1loyggj8fnf1q4jfdm710,T. van Bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639521,11,5,1,0,19,3kfktv64h7kg7zryax1wktr5r,0,48.2,101.5,2023-03-11T19:02:09.104Z,2023-03-12T12:27:06Z,4089939085,347,,4089939083,56,Back,4089939279,233,3,,,,,,,,,,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639657,4,1,1,0,27,cos9hxi16eitbcbthof7zrm4m,1,52.3,0,2023-03-11T19:02:17.103Z,2023-03-12T12:27:09Z,4089939781,107,,4089939789,212,20.9,4089939785,140,33.9,4089939783,56,Back,4089939787,141,10.0,4089939805,189,,4089939791,213,2.7,,,,6gj1r8dnoy17pemp9xtng6sbt,L. van Gelderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639683,5,1,1,0,29,cos9hxi16eitbcbthof7zrm4m,1,34,9.6,2023-03-11T19:02:19.514Z,2023-03-12T12:27:38Z,4089939931,213,2.3,4089939927,141,44.7,4092309935,178,,4089939923,56,Back,4089939933,1,,4089939925,140,12.3,4089939929,212,33.0,,,,9wwud2tglhtdocmjgl2u5ib6c,T. Blokzijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639747,6,1,1,0,33,cos9hxi16eitbcbthof7zrm4m,1,10.5,43,2023-03-11T19:02:23.121Z,2023-03-12T12:27:41Z,4089940277,212,23.1,4089940273,140,14.3,4089940275,141,9.5,4089940279,213,4.9,4092310211,178,,4089940271,56,Back,,,,,,,dxcsuw39xzusjsj5e1jw53y6t,M. Verrips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639771,7,1,1,0,36,cos9hxi16eitbcbthof7zrm4m,0,23.4,6.5,2023-03-11T19:02:26.980Z,2023-03-12T12:27:46Z,4092310551,178,,4089940461,212,44.3,4089940465,1,,4089940457,140,64.5,4089940453,155,,4089940459,141,21.3,4089940455,56,Center,4089940463,213,0.2,9wwud2tglhtdocmjgl2u5ib6c,T. Blokzijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639795,12,1,1,0,39,3kfktv64h7kg7zryax1wktr5r,0,32.9,72.2,2023-03-11T19:02:29.692Z,2023-03-12T12:27:51Z,4092310961,388,,4089940561,140,34.7,4089940565,212,18.5,4089940557,3,,4089940559,56,Back,4089940563,141,45.2,4089940567,213,4.8,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639825,8,1,1,0,41,cos9hxi16eitbcbthof7zrm4m,0,68.7,40.3,2023-03-11T19:02:31.752Z,2023-03-12T12:27:57Z,4089940725,155,,4089940729,140,77.1,4089940731,141,37.5,4089940733,212,9.0,4089940735,213,6.1,4092311421,178,,4089940727,56,Center,,,,8zmxsixeoe1gmas31bzss7ljp,E. Manu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639851,13,44,1,0,43,3kfktv64h7kg7zryax1wktr5r,1,25.1,64.3,2023-03-11T19:02:33.347Z,2023-03-14T13:33:10Z,4089940869,56,Back,4089940977,233,9,4089940873,285,,,,,,,,,,,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639863,9,44,1,0,43,cos9hxi16eitbcbthof7zrm4m,0,74.9,35.7,2023-03-11T19:02:33.348Z,2023-03-12T12:28:00Z,4089941017,233,13,4089940921,56,Center,4089940923,286,,,,,,,,,,,,,,,,,emglxnqrlqskt8krglv7sziwa,R. Pepi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639881,14,1,1,0,43,3kfktv64h7kg7zryax1wktr5r,1,24.5,66,2023-03-11T19:02:33.419Z,2023-03-14T13:33:10Z,4089941065,213,5.2,4089941063,212,7.2,4089941059,140,27.8,4089941055,3,,4092311799,388,,4089941061,141,56.7,4089941057,56,Back,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639891,15,49,1,0,44,3kfktv64h7kg7zryax1wktr5r,1,28.3,57.3,2023-03-11T19:02:34.161Z,2023-03-12T12:28:14Z,,,,,,,,,,,,,,,,,,,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639917,16,1,1,0,44,3kfktv64h7kg7zryax1wktr5r,1,29.1,56.1,2023-03-11T19:02:34.227Z,2023-03-12T12:28:20Z,4089941225,56,Back,4089941229,141,46.8,4089941231,212,9.1,4089941233,213,3.9,4092312847,178,,4089941227,140,22.9,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639921,17,1,1,0,46,3kfktv64h7kg7zryax1wktr5r,0,20.8,36.3,2023-03-11T19:02:36.569Z,2023-03-12T12:28:24Z,4092313029,178,,4089941259,213,0.2,4089941255,141,39.4,4089941253,140,31.1,4089941251,56,Back,4089941257,212,11.0,,,,,,,9v7zwguzazofzafwg3qevdo4q,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639911,10,8,1,0,47,cos9hxi16eitbcbthof7zrm4m,1,68.4,59.6,2023-03-11T19:02:37.112Z,2023-03-12T12:28:28Z,4092313371,388,,4089941201,56,Center,4089943917,15,,4091595441,384,,,,,,,,,,,,,,alxccjq2y6il5yjw108a0axnt,J. Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639973,12,61,1,0,48,cos9hxi16eitbcbthof7zrm4m,0,67.7,47.6,2023-03-11T19:02:38.398Z,2023-03-12T12:28:55Z,4092315139,178,,4089941509,56,Center,4092315137,21,,,,,,,,,,,,,,,,,4t85yj2ijymrz5vf457jcihre,T. Suslov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639951,11,45,1,0,50,cos9hxi16eitbcbthof7zrm4m,0,67.8,44,2023-03-11T19:02:40.262Z,2023-03-12T12:29:01Z,4089941583,233,18,4089941397,286,,4089941393,56,Center,,,,,,,,,,,,,,,,ei9h1loyggj8fnf1q4jfdm710,T. van Bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518639983,18,3,1,0,50,3kfktv64h7kg7zryax1wktr5r,1,32.2,56,2023-03-11T19:02:40.262Z,2023-03-12T12:29:01Z,4089941555,56,Back,4089941569,233,11,4092315533,178,,4089941557,285,,4091596111,464,,,,,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640017,19,1,1,0,51,3kfktv64h7kg7zryax1wktr5r,1,25.6,54.2,2023-03-11T19:02:41.489Z,2023-03-12T12:29:05Z,4089941695,140,29.6,4089941699,212,23.2,4089941701,213,1.4,4089941697,141,87.8,4092315777,178,,4089941691,56,Back,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640085,20,1,1,0,55,3kfktv64h7kg7zryax1wktr5r,1,31.2,92.1,2023-03-11T19:02:45.372Z,2023-03-12T12:29:12Z,4092316273,178,,4089942071,212,9.7,4089942065,56,Back,4089942069,141,96.6,4089942067,140,40.0,4089942073,213,0.3,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640125,21,1,1,1,0,3kfktv64h7kg7zryax1wktr5r,1,38.2,77.7,2023-03-11T19:02:50.440Z,2023-03-12T12:29:21Z,4089942305,212,29.6,4089942303,141,41.3,4089942307,213,4.1,4092317045,178,,4089942299,140,22.8,4089942297,56,Back,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640239,22,1,1,1,7,3kfktv64h7kg7zryax1wktr5r,1,29.8,41.8,2023-03-11T19:02:57.128Z,2023-03-12T12:29:28Z,4092317617,178,,4089942901,141,70.1,4089942899,140,29.8,4089942905,213,1.6,4089942903,212,19.2,4089942897,56,Back,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640323,23,1,1,1,10,3kfktv64h7kg7zryax1wktr5r,1,35.6,72.6,2023-03-11T19:03:00.516Z,2023-03-12T12:29:38Z,4089943255,140,43.7,4089943259,212,17.3,4089943257,141,94.8,4089943253,56,Back,4092318313,178,,4089943261,213,1.1,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640389,24,1,1,1,14,3kfktv64h7kg7zryax1wktr5r,1,43.5,92.3,2023-03-11T19:03:04.245Z,2023-03-12T12:29:43Z,4089943619,140,30.4,4089943625,213,3.7,4089943623,212,16.2,4089943617,56,Back,4092318625,178,,4089943621,141,79.7,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640445,25,1,1,1,18,3kfktv64h7kg7zryax1wktr5r,1,32.1,78.6,2023-03-11T19:03:08.351Z,2023-03-12T12:29:46Z,4089943951,56,Back,4089943955,141,52.8,4092318839,178,,4089943959,213,4.2,4089943957,212,19.8,4089943953,140,23.4,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640525,26,1,1,1,22,3kfktv64h7kg7zryax1wktr5r,1,23.7,44.9,2023-03-11T19:03:12.227Z,2023-03-12T12:29:49Z,4092319045,178,,4089944311,141,23.9,4089944315,213,5.8,4089944307,56,Back,4089944313,212,28.7,4089944309,140,47.4,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640557,27,1,1,1,25,3kfktv64h7kg7zryax1wktr5r,1,45.8,14.3,2023-03-11T19:03:15.661Z,2023-03-12T12:29:55Z,4089944461,56,Right,4089944471,212,11.0,4092319503,178,,4089944475,213,5.6,4089944465,140,54.2,4089944469,141,4.7,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640599,28,1,1,1,27,3kfktv64h7kg7zryax1wktr5r,1,46.7,5,2023-03-11T19:03:17.514Z,2023-03-12T12:30:00Z,4089944727,212,11.9,4089944723,140,35.4,4089944729,213,3.2,4089944725,141,3.8,4089944721,56,Back,4092319793,178,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640647,29,1,1,1,30,3kfktv64h7kg7zryax1wktr5r,1,22.7,12.2,2023-03-11T19:03:20.367Z,2023-03-12T12:30:03Z,4092320097,178,,4089944975,140,20.3,4089944979,212,12.2,4089944981,213,1.8,4089944973,56,Back,4089944977,141,29.8,,,,,,,9v7zwguzazofzafwg3qevdo4q,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640703,30,1,1,1,33,3kfktv64h7kg7zryax1wktr5r,1,20.9,35.5,2023-03-11T19:03:23.107Z,2023-03-12T12:30:10Z,4089945341,213,1.1,4089945337,141,71.1,4089945333,56,Back,4092320561,178,,4089945335,140,31.4,4089945339,212,26.6,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640735,31,1,1,1,38,3kfktv64h7kg7zryax1wktr5r,1,42.2,86.9,2023-03-11T19:03:28.142Z,2023-03-12T12:30:19Z,4089945545,141,98.1,4089945549,212,16.1,4089945553,213,0.5,4089945537,56,Left,4089945541,140,55.7,4092321229,178,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640741,13,45,1,1,40,cos9hxi16eitbcbthof7zrm4m,0,42.8,4.1,2023-03-11T19:03:30.475Z,2023-03-12T12:30:26Z,4089945729,233,32,4089945573,285,,4089945571,56,Back,,,,,,,,,,,,,,,,ei9h1loyggj8fnf1q4jfdm710,T. van Bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640755,32,3,1,1,40,3kfktv64h7kg7zryax1wktr5r,1,57.2,95.9,2023-03-11T19:03:30.475Z,2023-03-12T12:30:26Z,4089945671,286,,4091597713,464,,4092321721,178,,4089945707,233,13,4089945669,56,Left,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640789,33,1,1,1,43,3kfktv64h7kg7zryax1wktr5r,1,54.5,83.1,2023-03-11T19:03:33.836Z,2023-03-12T12:30:30Z,4089945859,212,9.3,4089945855,140,46.8,4092321913,178,,4089945865,213,3.7,4089945857,141,76.2,4089945853,56,Back,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640861,34,1,1,1,45,3kfktv64h7kg7zryax1wktr5r,1,46.9,73.5,2023-03-11T19:03:36.030Z,2023-03-12T12:30:34Z,4089946243,212,22.3,4089946237,56,Back,4089946245,213,4.3,4089946239,140,37.7,4089946241,141,43.9,4092322365,178,,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640895,35,1,1,1,49,3kfktv64h7kg7zryax1wktr5r,1,44.7,38.2,2023-03-11T19:03:39.966Z,2023-03-12T12:30:41Z,4089946391,141,64.5,4089946387,56,Center,4089946389,140,66.5,4089946393,212,29.0,4092322889,178,,4089946395,213,0.7,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640915,36,1,1,1,51,3kfktv64h7kg7zryax1wktr5r,1,67.2,67.4,2023-03-11T19:03:41.891Z,2023-03-12T12:30:46Z,4089946495,212,7.1,4089946497,213,2.9,4089946509,156,,4089946485,56,Center,4092323343,178,,4089946487,140,60.6,4089946491,141,69.9,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518640951,37,1,1,1,52,3kfktv64h7kg7zryax1wktr5r,1,60.6,70.1,2023-03-11T19:03:42.730Z,2023-03-12T12:30:52Z,4089946685,212,13.5,4092323705,178,,4089946687,213,0.9,4089946683,141,85.7,4089946679,56,Left,4089946681,140,68.6,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518641033,38,1,1,1,56,3kfktv64h7kg7zryax1wktr5r,1,69.4,81.9,2023-03-11T19:03:46.634Z,2023-03-12T12:31:00Z,4089947127,140,78.9,4092324189,178,,4089947133,213,5.5,4089947129,141,65.9,4089947125,56,Center,4089947131,212,14.8,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518641061,39,1,1,2,0,3kfktv64h7kg7zryax1wktr5r,1,73.6,41,2023-03-11T19:03:50.765Z,2023-03-12T12:31:06Z,4092324625,178,,4089947323,140,81.3,4089947327,212,9.1,4089947321,56,Center,4089947325,141,34.7,4089947329,213,5.8,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518641085,40,1,1,2,2,3kfktv64h7kg7zryax1wktr5r,1,81.3,34.7,2023-03-11T19:03:52.616Z,2023-03-12T12:31:10Z,4089947471,213,5.0,4092324991,178,,4089947469,212,10.5,4089947465,140,84.2,4089947463,56,Right,4089947467,141,19.9,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518641125,41,1,1,2,4,3kfktv64h7kg7zryax1wktr5r,0,82.8,21.7,2023-03-11T19:03:54.525Z,2023-03-12T12:31:13Z,4091598863,223,,4089947695,155,,4089947699,140,95.2,4089947697,56,Center,4089947701,141,53.8,4091598865,72,,4089947693,2,,4092325293,178,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,4089947705,213,1.0,4089947703,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518641163,14,12,1,2,5,cos9hxi16eitbcbthof7zrm4m,1,5,46.6,2023-03-11T19:03:56.001Z,2023-03-12T12:31:21Z,4089947873,140,27.8,4089947877,212,28.7,4089947871,56,Back,4092326035,178,,4089947875,141,69.9,4089947879,213,0.6,,,,,,,6gj1r8dnoy17pemp9xtng6sbt,L. van Gelderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518641171,15,49,1,2,7,cos9hxi16eitbcbthof7zrm4m,1,27.8,69.9,2023-03-11T19:03:57.496Z,2023-03-12T12:31:28Z,,,,,,,,,,,,,,,,,,,,,,,,,4t85yj2ijymrz5vf457jcihre,T. Suslov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
