id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2534507483,6,5,1,0,28,4tic29sox7m39fy1ztgv0jsiq,1,-1.2,15.6,2023-04-16T12:33:14.654Z,2023-04-16T12:33:15Z,4194951315,233,8,4194951297,56,Back,4194951299,346,,,,,,,,,,,,,,,,,dc2wi76ipwc5qbq4eggqd1hp1,Julio Pleguezuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507485,8,5,1,0,28,ccpscwdcm65czscrun048ecn5,0,101.2,84.4,2023-04-16T12:33:14.654Z,2023-04-16T13:32:03Z,4194951301,56,Left,4194951319,233,6,4194951303,346,,,,,,,,,,,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507667,7,1,1,0,40,4tic29sox7m39fy1ztgv0jsiq,1,4.5,50.3,2023-04-16T12:33:27.070Z,2023-04-16T12:33:36Z,4194952233,124,,4194952241,141,83.1,4194952239,140,10.1,4194952237,56,Back,4194952249,237,,4194952243,212,23.1,4194952245,213,1.3,4194952989,189,,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507687,8,1,1,0,42,4tic29sox7m39fy1ztgv0jsiq,0,11.5,81.7,2023-04-16T12:33:28.463Z,2023-04-16T12:33:29Z,4194952347,56,Center,4194952349,140,58.2,4194952353,212,53.6,4194952357,1,,4194952355,213,5.9,4194952345,155,,4194952351,141,49.7,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507727,9,1,1,0,44,ccpscwdcm65czscrun048ecn5,0,39.5,43.3,2023-04-16T12:33:30.584Z,2023-04-16T12:33:32Z,4194952525,140,55.4,4194952521,3,,4194952531,213,0.4,4194952529,212,18.1,4194952523,56,Center,4194952527,141,53.4,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507815,10,4,1,0,46,ccpscwdcm65czscrun048ecn5,1,54.8,53.4,2023-04-16T12:33:33.006Z,2023-04-16T12:33:37Z,4194953039,294,,4194953051,286,,4194953043,56,Center,4194953049,152,,4194953073,233,9,4194953035,13,,,,,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534507771,9,4,1,0,46,4tic29sox7m39fy1ztgv0jsiq,0,45.2,46.6,2023-04-16T12:33:33.007Z,2023-04-16T12:33:38Z,4194952755,13,,4194952763,56,Back,4194953141,233,10,4194952767,152,,4194952771,285,,4194952759,294,,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508083,11,1,1,1,2,ccpscwdcm65czscrun048ecn5,1,52.5,58.4,2023-04-16T12:33:49.048Z,2023-04-16T12:33:52Z,4194954431,152,,4194954439,212,9.4,4194954441,213,2.3,4194954433,56,Back,4194954437,141,69.1,4194954435,140,46.8,4194954429,5,,,,,c2an5ksdu6jbap3x3jp3z9c5x,N. Viergever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508135,12,1,1,1,6,ccpscwdcm65czscrun048ecn5,1,46.5,60.2,2023-04-16T12:33:52.344Z,2023-04-16T13:26:41Z,4194954785,213,4.1,4194954777,56,Back,4194954779,140,35.7,4194954781,141,38.5,4194954783,212,18.6,,,,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508207,13,1,1,1,9,ccpscwdcm65czscrun048ecn5,1,36.2,33.6,2023-04-16T12:33:55.753Z,2023-04-16T12:34:00Z,4194955131,155,,4194955143,1,,4194955137,141,9.2,4194955133,56,Right,4194955141,213,5.9,4194955139,212,46.8,4194955135,140,77.9,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508223,14,1,1,1,14,ccpscwdcm65czscrun048ecn5,0,86.9,11.7,2023-04-16T12:34:00.297Z,2023-04-16T12:34:01Z,4194955229,2,,4194955235,140,92.3,4194955231,155,,4194955237,141,44.5,4194955241,213,1.3,4194955239,212,23.0,4194955233,56,Center,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508243,10,12,1,1,15,4tic29sox7m39fy1ztgv0jsiq,1,6.8,57.1,2023-04-16T12:34:01.760Z,2023-04-16T12:34:03Z,4194955349,140,4.2,4194955347,56,Back,4194955353,212,18.3,4194955355,213,1.7,4194955351,141,83.7,,,,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508245,11,49,1,1,16,4tic29sox7m39fy1ztgv0jsiq,1,4.2,83.7,2023-04-16T12:34:03.231Z,2023-04-16T12:34:03Z,,,,,,,,,,,,,,,,,,,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508281,12,1,1,1,17,4tic29sox7m39fy1ztgv0jsiq,0,4.1,83.8,2023-04-16T12:34:04.159Z,2023-04-16T12:34:07Z,4194955535,140,36.9,4194955529,157,,4194955547,1,,4194955543,213,6.2,4194955531,56,Back,4194955539,212,34.7,4194955537,141,78.1,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508307,15,1,1,1,21,ccpscwdcm65czscrun048ecn5,0,64,18.6,2023-04-16T12:34:07.865Z,2023-04-16T12:34:08Z,4194955659,3,,4194955665,141,26.4,4194955667,212,12.0,4194955669,213,0.5,4194955663,140,74.3,4194955661,56,Center,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508345,13,1,1,1,22,4tic29sox7m39fy1ztgv0jsiq,1,30.7,72.1,2023-04-16T12:34:09.120Z,2023-04-16T12:34:11Z,4194955861,212,13.0,4194955855,56,Back,4194955859,141,87.9,4194955857,140,37.7,4194955863,213,1.0,,,,,,,,,,ahwtdhrerarmljk9bh0tcpk6i,S. Steijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508369,14,1,1,1,25,4tic29sox7m39fy1ztgv0jsiq,1,37.8,87.9,2023-04-16T12:34:11.488Z,2023-04-16T12:35:16Z,4194960775,156,,4194955989,140,38.0,4194955985,56,Back,4194955997,212,10.9,4194955999,213,4.7,4194955993,141,71.9,,,,,,,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508403,15,1,1,1,26,4tic29sox7m39fy1ztgv0jsiq,1,40.9,71.8,2023-04-16T12:34:13.263Z,2023-04-16T12:35:21Z,4194956171,141,88.0,4194956173,212,19.1,4194956175,213,0.6,4194956167,56,Left,4194956169,140,55.8,,,,,,,,,,ad9kukqx4xulbvelacgwgqvah,M. Vlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508607,16,1,1,1,33,4tic29sox7m39fy1ztgv0jsiq,1,85.9,86.7,2023-04-16T12:34:19.952Z,2023-04-16T12:34:27Z,4194957315,1,,4194957305,56,Right,4194957311,212,52.2,4194957301,2,,4194957313,213,4.7,4194957309,141,10.0,4194957303,155,,4194957307,140,87.0,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508617,17,1,1,1,41,4tic29sox7m39fy1ztgv0jsiq,1,84.6,16.5,2023-04-16T12:34:27.712Z,2023-04-16T12:34:29Z,4194957381,213,2.8,4194957375,140,74.0,4194957379,212,11.7,4194957373,56,Center,4194957377,141,21.6,,,,,,,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508649,18,1,1,1,42,4tic29sox7m39fy1ztgv0jsiq,1,75.7,21.9,2023-04-16T12:34:29.200Z,2023-04-16T12:34:39Z,4194957599,140,87.1,4194957591,155,,4194957603,212,29.0,4194957607,213,1.1,4194958207,210,15,4194957587,2,,4194957601,141,60.7,4194958211,154,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,1,4194957595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508663,19,44,1,1,44,4tic29sox7m39fy1ztgv0jsiq,1,87.1,55.2,2023-04-16T12:34:30.665Z,2023-04-16T12:34:33Z,4194957755,233,16,4194957695,286,,4194957693,56,Center,,,,,,,,,,,,,,,,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508635,16,44,1,1,44,ccpscwdcm65czscrun048ecn5,0,12.9,44.8,2023-04-16T12:34:30.666Z,2023-04-16T12:34:33Z,4194957491,56,Back,4194957785,233,19,4194957495,285,,,,,,,,,,,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508669,20,15,1,1,45,4tic29sox7m39fy1ztgv0jsiq,1,87.1,60.7,2023-04-16T12:34:31.920Z,2023-04-16T12:34:39Z,4194958219,154,,4194958217,29,,4194958225,102,50.6,4194958277,233,17,4194958231,147,51.4,4194957733,56,Center,4194957911,328,,4194957729,22,,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,,4194957731,17,,4194957907,15,4194958221,55,18,4194958229,146,97.6,4194958227,103,24.7,4194958215,79,,,,,,,,,,,,,,,,,
2534508683,17,10,1,1,45,ccpscwdcm65czscrun048ecn5,1,3.3,48.4,2023-04-16T12:34:32.020Z,2023-04-16T12:34:38Z,4194957837,56,Back,4194957833,178,,4194958157,233,20,4194958027,177,,4194957835,182,,,,,,,,,,,c1krps0yssh477m8umrruiqjt,F. de Keijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508691,18,52,1,1,47,ccpscwdcm65czscrun048ecn5,1,3.3,48.4,2023-04-16T12:34:34.154Z,2023-04-16T12:34:34Z,,,,,,,,,,,,,,,,,,,,,,,,,c1krps0yssh477m8umrruiqjt,F. de Keijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508933,19,1,1,1,59,ccpscwdcm65czscrun048ecn5,1,14.6,33.7,2023-04-16T12:34:46.254Z,2023-04-16T12:34:50Z,4194959075,1,,4194959069,141,55.1,4194959067,140,65.4,4194959071,212,55.3,4194959065,56,Center,4194959073,213,0.3,4194959059,199,,,,,c1krps0yssh477m8umrruiqjt,F. de Keijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508947,20,44,1,2,4,ccpscwdcm65czscrun048ecn5,1,64.6,48.6,2023-04-16T12:34:50.667Z,2023-04-16T12:34:52Z,4194959129,286,,4194959203,233,21,4194959125,56,Center,,,,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508959,21,44,1,2,4,4tic29sox7m39fy1ztgv0jsiq,0,35.4,51.4,2023-04-16T12:34:50.668Z,2023-04-16T12:34:52Z,4194959209,233,20,4194959185,285,,4194959183,56,Back,,,,,,,,,,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508955,21,1,1,2,5,ccpscwdcm65czscrun048ecn5,0,65.6,55.1,2023-04-16T12:34:51.466Z,2023-04-16T12:34:52Z,4194959169,141,59.1,4194959163,3,,4194959167,140,63.8,4194959173,213,2.2,4194959171,212,3.3,4194959165,56,Center,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534508991,22,1,1,2,7,4tic29sox7m39fy1ztgv0jsiq,0,33.4,49.5,2023-04-16T12:34:53.601Z,2023-04-16T12:34:54Z,4194959343,141,46.8,4194959347,213,6.2,4194959345,212,17.2,4194959337,3,,4194959339,56,Back,4194959341,140,49.7,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509067,22,4,1,2,11,ccpscwdcm65czscrun048ecn5,1,52.9,52.3,2023-04-16T12:34:57.568Z,2023-04-16T12:35:08Z,4194959753,294,,4194959759,286,,4194959757,152,,4194959797,233,23,4194959751,13,,4194959755,56,Center,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509039,23,4,1,2,11,4tic29sox7m39fy1ztgv0jsiq,0,47.1,47.7,2023-04-16T12:34:57.569Z,2023-04-16T12:35:01Z,4194959585,294,,4194959819,233,22,4194959591,285,,4194959587,56,Back,4194959583,13,,4194959589,152,,,,,,,,ahwtdhrerarmljk9bh0tcpk6i,S. Steijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509385,23,1,1,2,34,ccpscwdcm65czscrun048ecn5,1,53.3,54.6,2023-04-16T12:35:20.491Z,2023-04-16T12:35:24Z,4194961457,56,Center,4194961459,140,60.9,4194961453,5,,4194961463,212,12.5,4194961465,213,0.9,4194961461,141,68.8,4194961455,152,,,,,c2an5ksdu6jbap3x3jp3z9c5x,N. Viergever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509413,24,1,1,2,38,ccpscwdcm65czscrun048ecn5,1,56.8,53.6,2023-04-16T12:35:24.795Z,2023-04-16T12:35:27Z,4194961645,213,5.3,4194961639,140,71.6,4194961641,141,15.9,4194961637,56,Right,4194961635,155,,4194961643,212,30.0,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509469,25,1,1,2,40,ccpscwdcm65czscrun048ecn5,1,72.1,16.1,2023-04-16T12:35:27.179Z,2023-04-16T12:35:29Z,4194961927,213,1.3,4194961923,141,24.4,4194961921,140,73.8,4194961925,212,5.9,4194961919,56,Center,,,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509489,26,1,1,2,43,ccpscwdcm65czscrun048ecn5,1,76.8,20.4,2023-04-16T12:35:29.563Z,2023-04-16T12:35:30Z,4194962035,140,88.4,4194962039,212,12.2,4194962041,213,6.2,4194962033,56,Right,4194962037,141,18.6,,,,,,,,,,egcs7b6ixb62ep08t7jznf9ih,V. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509507,27,1,1,2,44,ccpscwdcm65czscrun048ecn5,1,91.7,19,2023-04-16T12:35:30.571Z,2023-04-16T13:29:21Z,4194965563,210,15,4194962155,213,2.0,4194962153,212,30.8,4194962149,140,80.3,4194962143,2,,4194962147,56,Center,4194965565,154,,4194962151,141,60.8,6anvl82jyio52wo87cbxdp4np,S. Klaiber,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509547,28,15,1,2,47,ccpscwdcm65czscrun048ecn5,1,80.1,63.1,2023-04-16T12:35:33.868Z,2023-04-16T13:29:21Z,4194965583,29,,4194962353,18,,4194965591,102,50.4,4194965599,146,98.5,4194965597,328,,4194965587,55,27,4194962351,22,,4194965581,78,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,4194965593,103,1.9,4194967967,233,4194962355,56,Center,4194965585,154,,4194965601,147,50.7,4194965595,215,24,4194965113,20,,,,,,,,,,,,,,
2534509559,24,10,1,2,47,4tic29sox7m39fy1ztgv0jsiq,1,3.4,50.4,2023-04-16T12:35:33.968Z,2023-04-16T12:36:43Z,4194962425,56,Back,4194967897,180,,4194967991,233,28,4194967895,174,,4194962423,182,,,,,,,,,,,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509593,29,43,1,2,50,ccpscwdcm65czscrun048ecn5,1,0,0,2023-04-16T12:35:37.195Z,2023-04-16T12:36:03Z,4194962641,250,0,4194962625,22,0,4194964505,144,39,4194962627,63,0,4194962629,56,Center,,,,,,,,,,egcs7b6ixb62ep08t7jznf9ih,V. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509605,25,43,1,2,51,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-04-16T12:35:37.662Z,2023-04-16T12:36:04Z,4194964603,144,61,4194962707,56,Back,,,,,,,,,,,,,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509611,30,43,1,2,51,ccpscwdcm65czscrun048ecn5,1,0,0,2023-04-16T12:35:38.107Z,2023-04-16T12:36:05Z,4194964723,144,61,4194962721,56,Center,,,,,,,,,,,,,,,,,,,egcs7b6ixb62ep08t7jznf9ih,V. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534509635,26,43,1,2,53,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-04-16T12:35:39.602Z,2023-04-16T12:36:06Z,4194962795,56,Back,4194964739,144,10,4194962793,94,0,,,,,,,,,,,,,,,,ad9kukqx4xulbvelacgwgqvah,M. Vlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
