id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2500681909,856,61,1,0,9,3kfktv64h7kg7zryax1wktr5r,1,39.2,73.8,2023-01-25T17:49:15.033Z,2023-01-28T06:45:42Z,3995291103,56,Back,3997785239,178,,,,,,,,,,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554673,5,1,1,0,11,3kfktv64h7kg7zryax1wktr5r,0,34.6,80.9,2023-01-25T17:49:16.252Z,2023-01-28T06:45:49Z,3994711735,157,,3994638483,213,0.1,3994638477,140,70.4,3994638481,212,37.6,3997785299,178,,3994638479,141,83.9,3994638485,1,,3994638475,56,Left,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554693,7,49,1,0,15,b79uipsy57y1jqpy07h4i5ovk,1,20.8,3.5,2023-01-25T17:49:20.247Z,2023-01-28T06:45:59Z,,,,,,,,,,,,,,,,,,,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554711,8,1,1,0,20,b79uipsy57y1jqpy07h4i5ovk,0,13.3,2.3,2023-01-25T17:49:25.548Z,2023-01-28T06:46:03Z,3994638685,212,29.5,3997785503,178,,3994638679,56,Back,3994638689,1,,3994638681,140,41.3,3994638687,213,6.2,3994638677,157,,3994638683,141,0.0,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554719,6,5,1,0,22,3kfktv64h7kg7zryax1wktr5r,1,60,101.1,2023-01-25T17:49:28.075Z,2023-01-28T06:46:12Z,3994638719,347,,3994638717,56,Left,3994638725,233,9,,,,,,,,,,,,,,,,b8vbhw29ucubzzmgv0nge1omh,D. Mihailovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554713,9,5,1,0,22,b79uipsy57y1jqpy07h4i5ovk,0,40,-1.1,2023-01-25T17:49:28.075Z,2023-01-28T06:46:12Z,3994638691,56,Back,3994638693,347,,3994638743,233,6,,,,,,,,,,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554739,7,1,1,0,24,3kfktv64h7kg7zryax1wktr5r,1,70.7,100,2023-01-25T17:49:30.079Z,2023-01-28T06:46:49Z,3994638805,212,9.8,3994638797,107,,3994639229,189,,3994638803,141,89.4,3994638807,213,5.3,3994638799,56,Left,3994638801,140,75.6,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500568765,433,1,1,0,25,3kfktv64h7kg7zryax1wktr5r,1,80.9,81.8,2023-01-25T17:49:30.881Z,2023-01-28T06:46:45Z,3994712499,189,,3994712467,213,2.1,3994712463,141,95.4,3994712461,140,76.2,3994712459,56,Left,3997785993,178,,3994712465,212,10.5,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500568865,434,1,1,0,26,3kfktv64h7kg7zryax1wktr5r,0,79.4,92.3,2023-01-25T17:49:31.978Z,2023-01-28T06:47:09Z,3994713053,236,,3997786339,178,,3994712677,56,Left,3994712683,212,1.9,3994712681,141,90.5,3994713059,286,,3994713331,233,359,3994712679,140,78.0,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,3994712685,213,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500568305,359,74,1,0,26,b79uipsy57y1jqpy07h4i5ovk,1,23.7,4.6,2023-01-25T17:49:32.075Z,2023-01-28T06:47:15Z,3994710013,56,Back,3994713325,285,,3997786425,178,,3994713339,233,434,,,,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501202001,1302,67,1,0,27,b79uipsy57y1jqpy07h4i5ovk,1,26.9,12.8,2023-01-25T17:49:32.977Z,2023-01-28T12:16:36Z,3998001085,233,1569,,,,,,,,,,,,,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501201995,1569,67,1,0,27,3kfktv64h7kg7zryax1wktr5r,0,73.1,87.2,2023-01-25T17:49:32.978Z,2023-01-28T11:23:50Z,3998001091,233,1302,,,,,,,,,,,,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500568425,360,1,1,0,27,b79uipsy57y1jqpy07h4i5ovk,1,23.3,11.3,2023-01-25T17:49:32.998Z,2023-01-28T12:16:36Z,3994710569,56,Back,3994710575,212,4.1,3997786615,178,,3994710573,141,7.0,3994710577,213,3.9,3994710571,140,20.5,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500568457,361,61,1,0,29,b79uipsy57y1jqpy07h4i5ovk,1,22.3,6.5,2023-01-25T17:49:34.788Z,2023-01-28T06:48:05Z,3997786675,178,,3994710727,56,Back,,,,,,,,,,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554755,10,49,1,0,30,b79uipsy57y1jqpy07h4i5ovk,1,14.8,12.3,2023-01-25T17:49:35.911Z,2023-01-28T06:48:16Z,,,,,,,,,,,,,,,,,,,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554763,11,1,1,0,30,b79uipsy57y1jqpy07h4i5ovk,0,14.8,12.3,2023-01-25T17:49:35.941Z,2023-01-28T06:48:20Z,3994638911,56,Back,3994638917,212,25.4,3994638913,140,39.0,3994638909,157,,3994638921,1,,3994638915,141,13.4,3994638919,213,0.0,3997787075,178,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554771,8,49,1,0,31,3kfktv64h7kg7zryax1wktr5r,1,67.4,81.7,2023-01-25T17:49:36.995Z,2023-01-28T06:48:29Z,,,,,,,,,,,,,,,,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554779,9,1,1,0,33,3kfktv64h7kg7zryax1wktr5r,0,68.7,81.7,2023-01-25T17:49:38.627Z,2023-01-28T06:48:33Z,3994638995,213,5.8,3994638987,56,Center,3994638991,141,73.6,3994638993,212,12.5,3997787203,178,,3994638989,140,79.4,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554781,12,8,1,0,33,b79uipsy57y1jqpy07h4i5ovk,1,22.6,18.8,2023-01-25T17:49:38.954Z,2023-01-28T06:48:40Z,3995291589,385,,3994638997,56,Back,3997787277,178,,,,,,,,,,,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554813,13,49,1,0,35,b79uipsy57y1jqpy07h4i5ovk,1,32.3,16.8,2023-01-25T17:49:40.382Z,2023-01-28T06:48:50Z,,,,,,,,,,,,,,,,,,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554821,14,4,1,0,36,b79uipsy57y1jqpy07h4i5ovk,1,36.2,17.5,2023-01-25T17:49:41.540Z,2023-01-28T06:48:57Z,3994639131,13,,3994639133,56,Back,3994639137,265,,3994639135,152,,3994639157,286,,3994639153,233,10,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554817,10,4,1,0,36,3kfktv64h7kg7zryax1wktr5r,0,63.8,82.5,2023-01-25T17:49:41.541Z,2023-01-28T06:48:56Z,3994639165,233,14,3994639119,285,,3994639115,152,,3997787405,178,,3994639117,265,,3994639113,56,Left,3994639111,13,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554911,15,1,1,0,58,b79uipsy57y1jqpy07h4i5ovk,1,37.2,27.3,2023-01-25T17:50:04.003Z,2023-01-28T06:49:00Z,3994639625,56,Back,3994639629,141,25.3,3997787447,178,,3994639631,212,8.7,3994639621,5,,3994639627,140,29.0,3994639633,213,3.3,3994639623,152,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554931,16,1,1,1,0,b79uipsy57y1jqpy07h4i5ovk,1,30,28,2023-01-25T17:50:05.793Z,2023-01-28T06:49:04Z,3994639741,140,26.4,3994639747,213,1.7,3994639743,141,62.0,3994639739,56,Back,3997787483,178,,3994639745,212,23.4,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554963,17,1,1,1,5,b79uipsy57y1jqpy07h4i5ovk,1,27.5,68.8,2023-01-25T17:50:10.572Z,2023-01-28T06:49:11Z,3997787533,178,,3994639903,141,97.1,3994639911,213,1.5,3994639899,140,29.1,3994639895,56,Back,3994639909,212,19.3,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554969,18,1,1,1,7,b79uipsy57y1jqpy07h4i5ovk,0,29,95.7,2023-01-25T17:50:13.127Z,2023-01-28T06:49:15Z,3994639945,141,95.0,3994639963,236,,3997787591,178,,3994639941,56,Back,3994639943,140,30.8,3994639965,233,11,3994639939,155,,3994639949,213,6.0,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,3994639947,212,1.9,3994639969,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554947,11,74,1,1,8,3kfktv64h7kg7zryax1wktr5r,1,71.4,7.1,2023-01-25T17:50:13.237Z,2023-01-28T06:49:22Z,3994639837,285,,3994639973,233,18,3994639835,56,Right,3997787643,178,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554955,12,5,1,1,8,3kfktv64h7kg7zryax1wktr5r,0,69.8,-1.7,2023-01-25T17:50:13.471Z,2023-01-28T06:49:26Z,3994639871,56,Right,3994639873,347,,3994640119,233,19,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500554995,19,5,1,1,8,b79uipsy57y1jqpy07h4i5ovk,1,30.2,101.7,2023-01-25T17:50:13.471Z,2023-01-28T06:49:25Z,3994640097,233,12,3994640093,347,,3994640091,56,Back,,,,,,,,,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555049,20,1,1,1,16,b79uipsy57y1jqpy07h4i5ovk,1,33.3,100,2023-01-25T17:50:21.739Z,2023-01-28T06:49:32Z,3994640367,140,20.3,3994640373,213,3.6,3994640363,107,,3994640371,212,15.5,3994640369,141,90.5,3994640365,56,Back,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555065,21,1,1,1,25,b79uipsy57y1jqpy07h4i5ovk,1,27.3,86.9,2023-01-25T17:50:30.485Z,2023-01-28T06:49:35Z,3994640451,140,41.8,3994640457,213,0.4,3994640453,141,97.1,3994640447,155,,3994640455,212,16.7,3997787777,178,,3994640449,56,Back,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555079,22,61,1,1,26,b79uipsy57y1jqpy07h4i5ovk,0,42.5,96.9,2023-01-25T17:50:32.067Z,2023-01-28T06:49:45Z,3997787919,15,,3994640533,56,Back,3997787921,388,,,,,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555067,13,5,1,1,28,3kfktv64h7kg7zryax1wktr5r,1,56.2,-1.6,2023-01-25T17:50:33.595Z,2023-01-28T06:49:49Z,3994640651,233,23,3994640461,56,Right,3994640463,347,,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555091,23,5,1,1,28,b79uipsy57y1jqpy07h4i5ovk,0,43.8,101.6,2023-01-25T17:50:33.595Z,2023-01-28T06:49:48Z,3994640655,233,13,3994640613,56,Back,3994640615,347,,,,,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555105,14,1,1,1,31,3kfktv64h7kg7zryax1wktr5r,1,38.1,0,2023-01-25T17:50:36.556Z,2023-01-28T06:49:59Z,3994640699,140,44.1,3994640695,107,,3994640701,141,14.1,3994640703,212,12.4,3994640697,56,Back,3994640705,213,1.0,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555127,15,1,1,1,33,3kfktv64h7kg7zryax1wktr5r,1,44.1,15.6,2023-01-25T17:50:39.112Z,2023-01-28T06:51:16Z,3997789155,178,,3994640811,212,23.9,3994640805,56,Back,3994640813,213,2.7,3994640809,141,32.2,3994640807,140,24.0,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555139,16,1,1,1,40,3kfktv64h7kg7zryax1wktr5r,1,24,57.2,2023-01-25T17:50:45.713Z,2023-01-28T06:51:21Z,3994640883,141,36.6,3994640887,213,4.8,3994640881,140,25.4,3997789247,178,,3994640879,56,Back,3994640885,212,14.1,,,,,,,86vxgtv8m65pypbngqan36y21,Z. Vanheusden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555149,17,1,1,1,43,3kfktv64h7kg7zryax1wktr5r,1,23.3,37.4,2023-01-25T17:50:48.449Z,2023-01-28T06:51:26Z,3994640943,140,21.5,3994640947,212,27.8,3994640941,56,Back,3997789339,178,,3994640949,213,1.6,3994640945,141,78.2,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555159,18,1,1,1,47,3kfktv64h7kg7zryax1wktr5r,1,21.5,77.8,2023-01-25T17:50:52.263Z,2023-01-28T06:51:31Z,3994640995,212,20.0,3997789369,178,,3994640989,56,Back,3994640993,141,66.4,3994640997,213,3.5,3994640991,140,3.9,,,,,,,86vxgtv8m65pypbngqan36y21,Z. Vanheusden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555175,19,1,1,1,50,3kfktv64h7kg7zryax1wktr5r,1,4.7,66.9,2023-01-25T17:50:55.384Z,2023-01-28T06:51:35Z,3994641077,212,24.8,3994641073,141,91.5,3994641081,213,0.7,3994641069,140,22.2,3994641065,56,Back,3997789445,178,,,,,,,,7udphhcokm6vralyz5gkovxsl,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555189,20,1,1,1,54,3kfktv64h7kg7zryax1wktr5r,1,24,94.4,2023-01-25T17:50:59.354Z,2023-01-28T06:51:39Z,3994641161,141,71.1,3997789477,178,,3994641159,140,57.4,3994641167,1,,3994641155,155,,3994641163,212,38.5,3994641157,56,Center,3994641165,213,5.9,86vxgtv8m65pypbngqan36y21,Z. Vanheusden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555191,21,44,1,1,56,3kfktv64h7kg7zryax1wktr5r,1,56.6,73.6,2023-01-25T17:51:01.566Z,2023-01-28T12:16:36Z,3994641171,56,Center,3994641173,286,,3994641243,233,24,,,,,,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555203,24,44,1,1,56,b79uipsy57y1jqpy07h4i5ovk,0,43.4,26.4,2023-01-25T17:51:01.567Z,2023-01-28T06:51:43Z,3994641247,233,21,3994641235,285,,3994641231,56,Back,,,,,,,,,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500555197,22,1,1,1,56,3kfktv64h7kg7zryax1wktr5r,0,57.5,71.1,2023-01-25T17:51:01.620Z,2023-01-28T12:16:37Z,3994641205,212,13.8,3994641197,168,,3994641203,141,57.6,3994641207,213,5.6,3994641201,140,67.3,3994641195,3,,3997789677,388,,3994641199,56,Center,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
