id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2443245047,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-08-07T11:46:24.163Z,2022-08-07T12:32:43Z,3691238607,194,lduqoe45t2fnbn9s9rbvlnf9,3691079203,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3691238609,197,16391,3691079209,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691079211,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691079207,130,8,3691079205,59,"1, 20, 5, 23, 3, 4, 7, 8, 27, 18, 19, 2, 9, 10, 11, 14, 16, 17, 21, 22, 24, 26, 38",3691079201,30,"bzanwdo4ihqd6d7vr06bd3845, 6p4fs5rivwt0e45twlsf6ajth, dtcvzfse83ztj96kiizwp6jqi, 9qoc020keotb4s72a09zm5pzp, lduqoe45t2fnbn9s9rbvlnf9, dc2wi76ipwc5qbq4eggqd1hp1, c1yctqdku2vzho2azsgcy5dcl, dc119ejc7lls2rd3ywigl2smi, 8fuul8znu2hzdqkxsotqt6u0a, ad9kukqx4xulbvelacgwgqvah, acffs01m2p3b4uemzjrp51d9m, 69cvlhfo7ulmz4o5ztlj1wlm2, 36veg0wk1z3om89daf0clbl5h, 3c4l2e3gzgpqrc2ygkbmp0jpx, 5m8pflpgynidzk7d9507oujje, ahwtdhrerarmljk9bh0tcpk6i, e33libhll66jj5ksl319uh17u, dxmulnxbs11kpi1goq5hl9cve, c7n2b2gq381k0o0jizqueii5m, 5g0q7azk54eryl8vcgyb2oj4l, dzehnxim5noolef8c7j4d8a5m, 3940jh5ermawu3vbzbei6546i, bner5siqnwn1fqusfrgujt0fe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443245197,1,34,16,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-08-07T11:46:34.516Z,2022-08-07T12:32:45Z,3691080005,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3691080025,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691080021,194,9p6nlczeycd0ai4dahjxnf8ph,3691080017,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3691080009,59,"1, 28, 16, 71, 4, 5, 7, 20, 9, 14, 10, 2, 8, 21, 24, 29, 30, 31, 32",3691232443,197,493,3691080013,130,8,3691080003,30,"16mtjri8tz6vmxtxwr34y2tp1, qobf1v5kwuz6hj2ooixfw4mi, enimk3ibb10vk3f8vrmmhq7oq, a76yp8gkkg6frtuhh3d6l46i, 570htztcvfsu947xw6fvtzmc5, 61a5bh5xw947nv4mxx62gqaqx, cudl1cjc8kxshfbhatms7aooa, 9p6nlczeycd0ai4dahjxnf8ph, 55njsqpc4izy2wogf188whtrd, 6rfm7p5go1lgv6ccdjqgpallh, 5qvy65ckiigykkowpyco05zv9, cdhqb1a4h246hu0u13pm0tqay, 6lxkawhg9z2jyh7u8d6hp3g15, 4fiks6jvfxzbs9k0s050vmfbo, 6dd248q0adq6su677bw2kk2c5, 5m7qjz1llexht8771ucycwkyc, bpgw0ge8xj4a252ivrwp31kpg, 6h0fuh0aamz86pf25qebm0fvu, cp866ucakmwqiwxrstkaxwgt0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278371,2,32,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-08-07T12:32:24.251Z,2022-08-09T10:58:17Z,3691239867,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278377,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-08-07T12:32:24.251Z,2022-08-07T12:32:27Z,3691239897,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278401,3,1,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,50.3,49.9,2022-08-07T12:32:24.349Z,2022-08-10T04:41:16Z,3691240003,213,3.2,3696551805,178,,3691239999,141,48.6,3691239997,140,37.0,3691240001,212,14.0,3691239995,56,Back,3691240005,279,S,,,,55njsqpc4izy2wogf188whtrd,Pedro Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278443,4,1,1,0,2,8iawijq7s9s6d85mjz8wdslki,1,37.2,48.9,2022-08-07T12:32:26.774Z,2022-08-10T04:41:17Z,3691240219,155,,3691240229,213,0.7,3691240231,1,,3691240227,212,41.5,3691240221,56,Left,3691240225,141,90.3,3691240223,140,66.2,3696551809,178,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278447,5,61,1,0,7,8iawijq7s9s6d85mjz8wdslki,0,65.5,93.9,2022-08-07T12:32:31.368Z,2022-08-10T04:41:22Z,3696551847,15,,3691240247,56,Left,3696551849,178,,,,,,,,,,,,,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278453,3,49,1,0,8,4tic29sox7m39fy1ztgv0jsiq,1,26.6,4.1,2022-08-07T12:32:33.153Z,2022-08-10T04:41:31Z,,,,,,,,,,,,,,,,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278483,4,61,1,0,9,4tic29sox7m39fy1ztgv0jsiq,0,27.1,1.4,2022-08-07T12:32:34.003Z,2022-08-10T04:41:43Z,3691240453,56,Back,3696552039,178,,,,,,,,,,,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278495,5,5,1,0,13,4tic29sox7m39fy1ztgv0jsiq,0,27.5,-0.8,2022-08-07T12:32:37.751Z,2022-08-10T04:41:45Z,3691240507,56,Back,3691240853,233,6,3691240509,347,,,,,,,,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278551,6,5,1,0,13,8iawijq7s9s6d85mjz8wdslki,1,72.5,100.8,2022-08-07T12:32:37.751Z,2022-08-10T04:41:44Z,3691240803,347,,3691240837,233,5,3691240801,56,Left,,,,,,,,,,,,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278619,7,1,1,0,24,8iawijq7s9s6d85mjz8wdslki,1,73.7,100,2022-08-07T12:32:49.095Z,2022-08-10T04:41:50Z,3691241093,212,21.8,3691241101,1,,3691241089,140,90.7,3691241097,213,5.7,3691241091,141,82.7,3691241085,107,,3691241087,56,Left,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278623,8,61,1,0,26,8iawijq7s9s6d85mjz8wdslki,0,94.5,82.2,2022-08-07T12:32:50.821Z,2022-08-10T04:42:01Z,3691241105,56,Left,3696552211,178,,,,,,,,,,,,,,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278631,6,5,1,0,28,4tic29sox7m39fy1ztgv0jsiq,1,-1,17.4,2022-08-07T12:32:52.902Z,2022-08-10T04:42:03Z,3691241135,346,,3691241133,56,Back,3691241153,233,9,,,,,,,,,,,,,,,,9qoc020keotb4s72a09zm5pzp,M. Sadílek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278627,9,5,1,0,28,8iawijq7s9s6d85mjz8wdslki,0,101,82.6,2022-08-07T12:32:52.902Z,2022-08-10T04:42:04Z,3691241117,56,Left,3691241161,233,6,3691241119,346,,,,,,,,,,,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278905,7,1,1,0,56,4tic29sox7m39fy1ztgv0jsiq,0,4.8,48.7,2022-08-07T12:33:20.444Z,2022-08-10T04:42:08Z,3691242499,56,Left,3691242503,141,80.6,3691242497,155,,3691242495,124,,3691242505,212,54.4,3691242501,140,52.3,3691242507,213,0.4,3691247623,74,,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,3691242509,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278895,10,44,1,0,59,8iawijq7s9s6d85mjz8wdslki,1,48,13.5,2022-08-07T12:33:23.773Z,2022-08-10T05:41:12Z,3691242451,285,,3691242577,233,8,3691242437,56,Back,,,,,,,,,,,,,,,,cudl1cjc8kxshfbhatms7aooa,E. Tavşan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278911,8,44,1,0,59,4tic29sox7m39fy1ztgv0jsiq,0,52,86.5,2022-08-07T12:33:23.774Z,2022-08-10T04:42:14Z,3691242541,56,Left,3691242543,286,,3691242585,233,10,,,,,,,,,,,,,,,,9qoc020keotb4s72a09zm5pzp,M. Sadílek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278909,11,1,1,0,59,8iawijq7s9s6d85mjz8wdslki,0,48.1,19.6,2022-08-07T12:33:23.804Z,2022-08-10T05:41:13Z,3691242535,141,20.7,3691242531,56,Back,3691242537,212,1.5,3691242539,213,0.5,3691242529,3,,3691242533,140,49.3,3696552361,388,,,,,cudl1cjc8kxshfbhatms7aooa,E. Tavşan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279619,16,61,1,0,59,4tic29sox7m39fy1ztgv0jsiq,1,51.1,79.6,2022-08-07T12:33:23.870Z,2022-08-10T04:42:25Z,3691245831,56,Left,3696552427,388,,3696552425,15,,,,,,,,,,,,,,,,,9qoc020keotb4s72a09zm5pzp,M. Sadílek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443278991,9,1,1,1,1,4tic29sox7m39fy1ztgv0jsiq,1,51.6,64.1,2022-08-07T12:33:25.439Z,2022-08-10T04:42:30Z,3696552461,178,,3691242919,140,37.3,3691242917,56,Back,3691242921,141,22.3,3691242925,213,4.2,3691242915,155,,3694143791,1,,3691242923,212,32.1,ad9kukqx4xulbvelacgwgqvah,M. Vlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279003,10,1,1,1,9,4tic29sox7m39fy1ztgv0jsiq,1,44.9,7.9,2022-08-07T12:33:33.261Z,2022-08-10T04:42:42Z,3691242979,140,55.2,3691242983,212,11.6,3691242977,56,Right,3696552571,178,,3691242981,141,1.6,3691242985,213,5.9,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279037,11,1,1,1,10,4tic29sox7m39fy1ztgv0jsiq,1,45.3,2.8,2022-08-07T12:33:34.997Z,2022-08-10T04:42:48Z,3691243159,141,11.8,3691243157,140,26.6,3691243161,212,20.6,3691243155,56,Back,3696552613,178,,3691243163,213,2.8,,,,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279071,12,1,1,1,14,4tic29sox7m39fy1ztgv0jsiq,1,28.7,15.5,2022-08-07T12:33:38.517Z,2022-08-10T04:42:51Z,3691243303,140,27.8,3696552639,178,,3691243307,212,25.2,3691243311,213,1.6,3691243301,56,Back,3691243305,141,52.5,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279123,13,1,1,1,16,4tic29sox7m39fy1ztgv0jsiq,1,29.7,53,2022-08-07T12:33:40.889Z,2022-08-10T04:42:57Z,3691243531,212,17.4,3691243527,140,28.7,3691243525,56,Back,3691243529,141,78.5,3696552679,178,,3691243533,213,1.6,,,,,,,dc2wi76ipwc5qbq4eggqd1hp1,Julio Pleguezuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279157,14,1,1,1,20,4tic29sox7m39fy1ztgv0jsiq,0,27.3,94.8,2022-08-07T12:33:44.381Z,2022-08-10T04:43:01Z,3696552709,178,,3691243709,212,28.6,3691243711,213,5.6,3691243707,141,67.1,3691243705,140,47.8,3691243701,155,,3691243703,56,Back,,,,9qoc020keotb4s72a09zm5pzp,M. Sadílek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444264823,804,67,1,1,21,8iawijq7s9s6d85mjz8wdslki,1,53.1,32.8,2022-08-07T12:33:46.208Z,2022-08-10T05:41:13Z,3696570563,233,950,,,,,,,,,,,,,,,,,,,,,,a76yp8gkkg6frtuhh3d6l46i,D. Proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444264821,950,67,1,1,21,4tic29sox7m39fy1ztgv0jsiq,0,46.9,67.2,2022-08-07T12:33:46.209Z,2022-08-10T05:20:26Z,3696570581,233,804,,,,,,,,,,,,,,,,,,,,,,ad9kukqx4xulbvelacgwgqvah,M. Vlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
