id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2443279175,12,8,1,1,21,8iawijq7s9s6d85mjz8wdslki,1,53.3,32.8,2022-08-07T12:33:46.223Z,2022-08-10T05:41:13Z,3691243809,56,Center,3696552747,178,,3694148135,385,,,,,,,,,,,,,,,,,a76yp8gkkg6frtuhh3d6l46i,D. Proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279201,13,1,1,1,23,8iawijq7s9s6d85mjz8wdslki,1,60.1,14.5,2022-08-07T12:33:47.701Z,2022-08-10T04:43:13Z,3691243963,212,26.5,3691243965,213,1.4,3691243961,141,53.0,3691243957,56,Center,3691243955,3,,3691243959,140,64.1,3696552789,388,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279203,14,49,1,1,26,8iawijq7s9s6d85mjz8wdslki,1,65.2,51.4,2022-08-07T12:33:51.173Z,2022-08-10T04:43:20Z,,,,,,,,,,,,,,,,,,,,,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279223,15,1,1,1,28,8iawijq7s9s6d85mjz8wdslki,1,66.7,49.1,2022-08-07T12:33:52.790Z,2022-08-10T04:43:25Z,3696552877,178,,3691244063,212,5.4,3691244059,140,71.7,3691244057,56,Center,3691244061,141,47.2,3691244065,213,6.0,,,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279237,16,1,1,1,29,8iawijq7s9s6d85mjz8wdslki,1,72.8,54.6,2022-08-07T12:33:54.086Z,2022-08-10T04:43:33Z,3691244117,141,59.4,3691244121,213,2.6,3691244113,56,Center,3691244115,140,67.0,3696552939,178,,3691244119,212,6.9,,,,,,,55njsqpc4izy2wogf188whtrd,Pedro Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279289,15,4,1,1,30,4tic29sox7m39fy1ztgv0jsiq,1,26.4,54.3,2022-08-07T12:33:54.680Z,2022-08-10T04:43:46Z,3691244315,13,,3691244325,285,,3691244321,56,Back,3691244319,294,,3691244323,152,,3691244379,233,17,,,,,,,9qoc020keotb4s72a09zm5pzp,M. Sadílek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279295,17,4,1,1,30,8iawijq7s9s6d85mjz8wdslki,0,73.6,45.7,2022-08-07T12:33:54.681Z,2022-08-10T04:43:46Z,3691244353,13,,3696553007,178,,3691244359,152,,3691244395,233,15,3691244355,294,,3691244357,56,Center,3691244361,286,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279859,17,1,1,2,19,4tic29sox7m39fy1ztgv0jsiq,1,28.7,53.6,2022-08-07T12:34:43.613Z,2022-08-10T04:43:52Z,3691246811,212,19.0,3691246807,140,29.4,3691246801,5,,3691246805,56,Back,3691246809,141,25.7,3691246803,152,,3691246813,213,4.8,3696553057,178,,dc2wi76ipwc5qbq4eggqd1hp1,Julio Pleguezuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279945,18,1,1,2,24,4tic29sox7m39fy1ztgv0jsiq,0,34.4,19.6,2022-08-07T12:34:48.349Z,2022-08-10T04:44:01Z,3696553119,178,,3691247217,1,,3691247205,155,,3691247215,213,0.7,3691247211,141,72.8,3691247207,56,Center,3691247209,140,73.8,3691247213,212,55.0,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280247,26,44,1,2,27,8iawijq7s9s6d85mjz8wdslki,1,28.6,33.5,2022-08-07T12:34:51.331Z,2022-08-10T05:41:14Z,3691248619,285,,3691248615,233,19,3691248613,56,Back,,,,,,,,,,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279991,19,44,1,2,27,4tic29sox7m39fy1ztgv0jsiq,0,71.4,66.5,2022-08-07T12:34:51.332Z,2022-08-10T04:44:15Z,3691247439,56,Center,3691247441,286,,3691248623,233,26,,,,,,,,,,,,,,,,acffs01m2p3b4uemzjrp51d9m,C. Tzolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279957,18,1,1,2,27,8iawijq7s9s6d85mjz8wdslki,1,27.5,25,2022-08-07T12:34:51.404Z,2022-08-10T05:41:14Z,3691247289,141,39.7,3696553301,388,,3691247291,212,14.3,3691247285,56,Back,3691247287,140,37.2,3691247293,213,0.8,3691247283,3,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443279967,19,49,1,2,28,8iawijq7s9s6d85mjz8wdslki,1,37.7,41.7,2022-08-07T12:34:53.193Z,2022-08-10T04:44:31Z,,,,,,,,,,,,,,,,,,,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280013,20,1,1,2,32,8iawijq7s9s6d85mjz8wdslki,1,38.4,73.4,2022-08-07T12:34:57.122Z,2022-08-10T04:44:36Z,3691247563,212,9.2,3691247565,213,5.8,3696553375,178,,3691247557,56,Back,3691247561,141,66.8,3691247559,140,46.1,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280031,21,43,1,2,35,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-08-07T12:34:59.751Z,2022-08-07T12:35:19Z,3691248487,144,3,3691247627,286,0,3691247625,56,Back,,,,,,,,,,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280059,22,1,1,2,36,8iawijq7s9s6d85mjz8wdslki,1,45,56.3,2022-08-07T12:35:00.467Z,2022-08-10T04:44:38Z,3691247753,140,32.8,3691247759,213,3.8,3691247751,56,Back,3696553397,178,,3691247755,141,41.4,3691247757,212,16.3,,,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280101,23,1,1,2,38,8iawijq7s9s6d85mjz8wdslki,1,32.8,41.4,2022-08-07T12:35:02.399Z,2022-08-10T04:44:43Z,3691247943,140,39.7,3691247949,213,1.3,3696553421,178,,3691247941,56,Back,3691247945,141,75.0,3691247947,212,24.0,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280175,24,1,1,2,43,8iawijq7s9s6d85mjz8wdslki,1,45.3,70.8,2022-08-07T12:35:07.521Z,2022-08-10T04:44:57Z,3691248273,141,30.7,3691248269,56,Back,3691248277,213,4.4,3691248271,140,36.0,3696553505,178,,3691248275,212,29.0,,,,,,,61a5bh5xw947nv4mxx62gqaqx,J. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280195,25,1,1,2,50,8iawijq7s9s6d85mjz8wdslki,0,41.2,16.9,2022-08-07T12:35:14.853Z,2022-08-10T04:45:00Z,3691248381,212,51.6,3691248385,1,,3691248379,141,30.4,3696553539,178,,3691248383,213,0.2,3691248375,56,Center,3691248377,140,89.6,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280213,20,49,1,2,54,4tic29sox7m39fy1ztgv0jsiq,1,12.5,66.3,2022-08-07T12:35:19.004Z,2022-08-10T04:45:04Z,,,,,,,,,,,,,,,,,,,,,,,,,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280259,21,1,1,2,55,4tic29sox7m39fy1ztgv0jsiq,1,12.5,66.3,2022-08-07T12:35:20.092Z,2022-08-10T04:45:10Z,3696553601,178,,3691248687,56,Back,3691248689,140,18.9,3691248691,141,70.4,3691248695,213,0.4,3691248693,212,7.3,,,,,,,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280307,22,1,1,3,0,4tic29sox7m39fy1ztgv0jsiq,1,22.4,65.7,2022-08-07T12:35:24.429Z,2022-08-10T04:45:28Z,3691248897,141,23.9,3691248893,56,Back,3696553735,178,,3691248895,140,27.2,3691248899,212,28.9,3691248901,213,4.9,,,,,,,dc2wi76ipwc5qbq4eggqd1hp1,Julio Pleguezuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280343,23,1,1,3,3,4tic29sox7m39fy1ztgv0jsiq,1,30,18.8,2022-08-07T12:35:27.685Z,2022-08-10T04:45:33Z,3691249063,212,10.9,3691249065,213,5.1,3691249057,56,Back,3696553763,178,,3691249061,141,4.0,3691249059,140,33.9,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280349,24,1,1,3,5,4tic29sox7m39fy1ztgv0jsiq,1,30.4,4.9,2022-08-07T12:35:29.823Z,2022-08-10T04:45:38Z,3691249111,213,1.3,3691249107,141,18.8,3696553797,178,,3691249109,212,9.8,3691249099,56,Back,3691249103,140,33.0,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280377,25,1,1,3,6,4tic29sox7m39fy1ztgv0jsiq,0,34,16.5,2022-08-07T12:35:30.865Z,2022-08-10T04:45:42Z,3696553813,178,,3691249229,212,13.2,3691249227,141,0.0,3691249231,213,5.1,3691249225,140,38.5,3691249221,56,Back,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280381,26,5,1,3,8,4tic29sox7m39fy1ztgv0jsiq,0,38,-1.1,2022-08-07T12:35:33.053Z,2022-08-10T04:45:45Z,3691249609,233,27,3691249241,347,,3691249239,56,Back,,,,,,,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280445,27,5,1,3,8,8iawijq7s9s6d85mjz8wdslki,1,62,101.1,2022-08-07T12:35:33.053Z,2022-08-10T04:45:44Z,3691249571,347,,3691249569,56,Left,3691249585,233,26,,,,,,,,,,,,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443280461,28,1,1,3,15,8iawijq7s9s6d85mjz8wdslki,1,66,100,2022-08-07T12:35:40.011Z,2022-08-10T04:45:49Z,3691249633,140,62.8,3691249639,213,4.1,3691249629,107,,3691249635,141,94.8,3691249631,56,Left,3691249637,212,5.6,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
