id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value
2479031927,1,34,16,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-10-29T17:49:45.569Z,2022-10-29T19:08:27Z,3881325703,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3881325695,30,"4odeml6s5vm38m9u7tnh6n8id, ciguyr553yqapqfudim9af46h, 6ydojoa3581jgszpjqj7i8zpx, 9d4lofwg9ooaoldw2vpt4h36y, 90vny1388bdhx8103lp9njac4, 7nfr8xuo637qma7ovxx4r9fmy, 5dbx86ca2t7dae8b3t69atii1, dtglxu78mwbkvog0jnusmdc5x, hxqybxg5578sgx0gx5qb834l, 7lpwkpwfw656re3pymntslv55, 7dkhv2l8y6jq20l1dc2ye17je, 2ekx0fvuf0dsat062oj430d05, 32pfghvfogjnpbgsj5mk2jhpm, 7sa0cx70w7dc0ahu5sm0ziz11, 4mroygq2ruxkml5c5j4awwted, 8qrsqp9qqvb0jdynpgsnifai1, 8j8encc4aqkh07ydce6hiaokp, 4cyftx5l62gw3ijl29y7t51pl, 5n65xhwbd6dm3uynl4h7k920a, bx2xcfe18epftsy5lrdf1fevo, aq8emkcjejbav0fys17iqv2ll, 94b7i139jyk6hs6ioqlztg1jp, 2f5hdor2uv8hfxnieyvivsesp",3881325705,194,6ydojoa3581jgszpjqj7i8zpx,3881325701,130,8,3881325699,59,"1, 2, 5, 8, 25, 6, 18, 10, 9, 11, 23, 3, 4, 7, 15, 16, 17, 19, 21, 24, 26, 27, 40",3881325697,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3881325707,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3881498515,197,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479033197,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-10-29T17:51:52.838Z,2022-10-29T18:58:46Z,3881332637,194,934ldgpefo90za10cq49k0o6i,3881332629,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3881332635,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3881498321,197,13551,3881332633,130,4,3881332639,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3881332627,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, cvw6enlkjfnrtysck783raf6y, f07qmqesi1rpw7eapoz9rb0gk, 934ldgpefo90za10cq49k0o6i, 8znaym62oghri26gdn8o6fz84, 11iegkg0xuow3r11hx5t1o1xx, a46irqckxabod18j2c0qfixre, 5zwa237gtyf2mlrmo7tlkqnoq, 36q7nfs7t68aeg3z54rnr31pm, 51tih9z7sxlb4vj3j7tm1ewgl, 1wf757j0e3v3bdpbc9z2tav3d, 9aj2e1c30c8i3h6iff0k4dmac, bhkrpr3gxc5xx0b0dinla5muh, 4w7a5n358oifbqkyftop0rtka, 6jhavdnaitqn6ydme8a526aui, 2r0rasrm8fxczvujua8a8r1m1, 89dofd1p8ftdgy1u8jlyi58lx, 6db1q8hud1d8u2q3lxzfixzze, 7y0acvcg9km8dz51t5ndy23md",3881332631,59,"1, 2, 24, 33, 4, 34, 21, 8, 9, 10, 22, 5, 6, 7, 11, 14, 17, 18, 28, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063115,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-10-29T19:02:08.472Z,2022-10-29T19:02:08Z,3881505851,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063143,2,32,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-10-29T19:02:08.472Z,2022-10-31T06:56:42Z,3881505953,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063165,3,1,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,49.9,49.9,2022-10-29T19:02:08.558Z,2022-10-31T11:17:39Z,3881506113,279,S,3886411659,178,,3881506101,140,30.6,3881506109,213,3.5,3881506103,141,37.1,3881506099,56,Back,3881506107,212,22.1,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063209,4,1,1,0,3,dqk062lu0vm8epvytbm6r4mmf,1,30.3,39.1,2022-10-29T19:02:12.219Z,2022-10-31T11:17:42Z,3881506333,141,91.2,3881506335,212,35.9,3881506339,1,,3881506331,140,35.7,3881506337,213,1.4,3881506329,56,Back,3886411763,178,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063245,5,1,1,0,7,dqk062lu0vm8epvytbm6r4mmf,1,36.2,93.3,2022-10-29T19:02:15.939Z,2022-10-31T11:17:45Z,3881506531,213,4.1,3881506527,141,78.6,3886411807,178,,3881506529,212,12.6,3881506525,140,28.9,3881506523,56,Back,,,,,,,cvw6enlkjfnrtysck783raf6y,N. Markelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063305,6,1,1,0,9,dqk062lu0vm8epvytbm6r4mmf,1,28.9,78.2,2022-10-29T19:02:18.064Z,2022-10-31T11:17:58Z,3886412121,178,,3881506897,56,Back,3881506901,141,48.8,3881506899,140,27.0,3881506905,213,4.6,3881506903,212,20.1,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063323,7,1,1,0,16,dqk062lu0vm8epvytbm6r4mmf,1,24,15.5,2022-10-29T19:02:24.488Z,2022-10-31T11:18:03Z,3881507013,141,4.3,3881507015,212,7.8,3881507011,140,22.3,3886412227,178,,3881507017,213,4.5,3881507007,56,Back,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063361,8,1,1,0,17,dqk062lu0vm8epvytbm6r4mmf,1,22.3,5,2022-10-29T19:02:26.180Z,2022-10-31T11:18:07Z,3881507243,141,40.9,3881507245,212,28.6,3881507241,140,8.2,3886412295,178,,3881507239,56,Back,3881507247,213,2.1,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063475,9,1,1,0,19,dqk062lu0vm8epvytbm6r4mmf,1,9.1,41.2,2022-10-29T19:02:28.377Z,2022-10-31T11:18:10Z,3881508043,157,,3886412353,178,,3881508045,56,Right,3881508049,141,18.2,3881508055,1,,3881508047,140,86.2,3881508053,213,6.1,3881508051,212,82.5,am19rcub89k9bleldiqps7845,S. van Gassel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063495,10,1,1,0,31,dqk062lu0vm8epvytbm6r4mmf,1,89.6,28.5,2022-10-29T19:02:40.009Z,2022-11-01T07:28:08Z,3881508151,56,Center,3881508153,140,90.6,3881508449,154,,3881508157,212,17.0,3881508159,213,1.5,3881508447,210,13,3886412547,178,,3881508155,141,53.5,36q7nfs7t68aeg3z54rnr31pm,M. Azarkan,1,3881508149,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063505,11,44,1,0,32,dqk062lu0vm8epvytbm6r4mmf,1,91.4,60,2022-10-29T19:02:41Z,2022-11-01T07:28:08Z,3881508193,56,Center,3881508195,286,,3881508331,233,3,,,,,,,,,,,,,,,,5zwa237gtyf2mlrmo7tlkqnoq,R. Kharchouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063525,3,44,1,0,32,b79uipsy57y1jqpy07h4i5ovk,0,8.6,40,2022-10-29T19:02:41.001Z,2022-10-31T11:18:27Z,3881508339,233,11,3881508295,56,Back,3881508297,285,,,,,,,,,,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063509,12,13,1,0,32,dqk062lu0vm8epvytbm6r4mmf,1,90.6,53.5,2022-10-29T19:02:41.041Z,2022-11-01T07:28:09Z,3881508467,231,49.8,3881508351,328,,3881508463,103,19.4,3881508455,154,,3881508461,102,69.4,3881508347,15,,3881508215,56,Center,3881508457,55,10,5zwa237gtyf2mlrmo7tlkqnoq,R. Kharchouch,,3881508465,230,99.1,3881508211,22,3881508453,29,3881508213,17,3886412833,388,3881508451,73,,,,,,,,,,,,,,,,,,,,,
2479063531,4,5,1,0,34,b79uipsy57y1jqpy07h4i5ovk,1,-1.4,34.2,2022-10-29T19:02:42.883Z,2022-10-31T11:18:32Z,3881508357,56,Back,3881508361,233,13,3881508359,346,,,,,,,,,,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063513,13,5,1,0,34,dqk062lu0vm8epvytbm6r4mmf,0,101.4,65.8,2022-10-29T19:02:42.883Z,2022-10-31T11:18:32Z,3881508229,346,,3881508375,233,4,3881508227,56,Center,,,,,,,,,,,,,,,,5zwa237gtyf2mlrmo7tlkqnoq,R. Kharchouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063731,5,1,1,0,58,b79uipsy57y1jqpy07h4i5ovk,1,4.9,60.5,2022-10-29T19:03:06.941Z,2022-10-31T11:18:46Z,3881509595,212,8.3,3881509601,237,,3881509591,141,48.4,3881509577,124,,3881509583,56,Back,3881509597,213,4.6,3881509587,140,4.1,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063775,6,1,1,1,2,b79uipsy57y1jqpy07h4i5ovk,1,5.8,45.6,2022-10-29T19:03:10.745Z,2022-10-31T11:18:51Z,3881509821,212,26.7,3886413531,178,,3881509817,140,12.2,3881509823,213,5.0,3881509815,56,Back,3881509819,141,7.6,,,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063797,7,1,1,1,5,b79uipsy57y1jqpy07h4i5ovk,0,12.2,7.6,2022-10-29T19:03:14.025Z,2022-10-31T11:18:54Z,3881509947,212,49.0,3881509951,1,,3881509943,140,58.9,3881509945,141,8.9,3881509937,155,,3881509941,56,Right,3886413595,178,,3881509949,213,0.0,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
