id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value
2479063811,14,1,1,1,8,dqk062lu0vm8epvytbm6r4mmf,0,45.8,95.3,2022-10-29T19:03:16.578Z,2022-10-31T11:19:01Z,3881510041,56,Center,3881510049,213,5.5,3881510043,140,60.1,3886413741,178,,3881510045,141,72.1,3881510039,3,,3881510047,212,21.8,,,,cvw6enlkjfnrtysck783raf6y,N. Markelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063841,8,1,1,1,10,b79uipsy57y1jqpy07h4i5ovk,1,42.4,27,2022-10-29T19:03:18.479Z,2022-10-31T11:19:05Z,3881510211,3,,3881510219,140,50.6,3881510231,213,0.2,3881510215,56,Center,3886413805,388,,3881510225,141,30.1,3881510229,212,8.9,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063857,9,1,1,1,11,b79uipsy57y1jqpy07h4i5ovk,1,47.5,28.7,2022-10-29T19:03:20.369Z,2022-10-31T11:19:14Z,3881510309,140,46.1,3881510315,213,1.7,3881510313,212,18.3,3881510303,56,Back,3881510311,141,55.5,3886414059,178,,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063869,10,1,1,1,13,b79uipsy57y1jqpy07h4i5ovk,0,47.6,58.3,2022-10-29T19:03:21.759Z,2022-10-31T11:19:18Z,3886414179,178,,3881510359,140,45.2,3881510361,141,58.1,3881510365,213,3.2,3881510363,212,2.5,3881510357,56,Back,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064713,34,61,1,1,13,dqk062lu0vm8epvytbm6r4mmf,1,54.7,44.5,2022-10-29T19:03:21.809Z,2022-10-31T11:19:21Z,3886414349,178,,3881515155,56,Center,,,,,,,,,,,,,,,,,,,36q7nfs7t68aeg3z54rnr31pm,M. Azarkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063871,11,61,1,1,13,b79uipsy57y1jqpy07h4i5ovk,0,45,52.8,2022-10-29T19:03:22.260Z,2022-10-31T11:19:30Z,3886414635,178,,3881510369,56,Back,,,,,,,,,,,,,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063865,15,49,1,1,15,dqk062lu0vm8epvytbm6r4mmf,1,51.1,40.7,2022-10-29T19:03:23.656Z,2022-10-31T11:19:35Z,,,,,,,,,,,,,,,,,,,,,,,,,36q7nfs7t68aeg3z54rnr31pm,M. Azarkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479547121,750,3,1,1,15,dqk062lu0vm8epvytbm6r4mmf,0,52.4,47,2022-10-29T19:03:23.699Z,2022-10-31T11:19:41Z,3884055941,286,,3886414941,178,,3884055943,465,,3884055945,467,dtglxu78mwbkvog0jnusmdc5x,3884055939,56,Center,,,,,,,,,,36q7nfs7t68aeg3z54rnr31pm,M. Azarkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063887,16,4,1,1,15,dqk062lu0vm8epvytbm6r4mmf,1,56.3,44.2,2022-10-29T19:03:24.184Z,2022-10-31T11:19:44Z,3881510465,152,,3881510463,56,Center,3881510461,13,,3881510469,286,,3881510467,265,,3881510545,233,12,,,,,,,36q7nfs7t68aeg3z54rnr31pm,M. Azarkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063897,12,4,1,1,15,b79uipsy57y1jqpy07h4i5ovk,0,43.7,55.8,2022-10-29T19:03:24.185Z,2022-10-31T11:19:44Z,3881510521,285,,3881510517,152,,3881510515,56,Back,3881510513,13,,3886415025,178,,3881510555,233,16,3881510519,265,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064775,35,43,1,1,16,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-10-29T19:03:24.852Z,2022-10-30T15:11:16Z,3881515559,140,52.5,3881515561,141,40.5,3881515565,213,3.7,3884050975,144,1,3881515563,212,7.1,3881515557,56,Center,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063967,17,1,1,1,25,dqk062lu0vm8epvytbm6r4mmf,1,53.7,40.4,2022-10-29T19:03:33.823Z,2022-10-31T11:19:53Z,3881510915,5,,3886415357,178,,3881510927,213,4.6,3881510919,56,Center,3881510917,152,,3881510921,140,52.6,3881510923,141,27.4,3881510925,212,8.9,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479063995,18,1,1,1,28,dqk062lu0vm8epvytbm6r4mmf,1,54.7,35.3,2022-10-29T19:03:37.306Z,2022-10-31T11:19:57Z,3881511085,140,42.3,3881511091,213,2.1,3881511083,56,Back,3881511089,212,24.6,3881511087,141,66.0,3886415421,178,,,,,,,,36q7nfs7t68aeg3z54rnr31pm,M. Azarkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064025,19,1,1,1,31,dqk062lu0vm8epvytbm6r4mmf,1,41.8,68.1,2022-10-29T19:03:40.225Z,2022-10-31T11:20:00Z,3881511247,141,92.3,3881511251,213,0.8,3886415509,178,,3881511245,140,57.2,3881511243,56,Left,3881511249,212,23.1,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064049,20,1,1,1,35,dqk062lu0vm8epvytbm6r4mmf,1,57.6,95.3,2022-10-29T19:03:44.195Z,2022-10-31T11:20:02Z,3886415607,178,,3881511397,212,19.6,3881511399,213,3.5,3881511391,56,Back,3881511395,141,85.6,3881511393,140,40.0,,,,,,,cvw6enlkjfnrtysck783raf6y,N. Markelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064067,21,1,1,1,38,dqk062lu0vm8epvytbm6r4mmf,0,35.6,81.3,2022-10-29T19:03:47.317Z,2022-10-31T11:20:05Z,3881511489,212,22.8,3886415671,178,,3881511491,213,5.7,3881511485,140,53.2,3881511483,56,Center,3881511487,141,61.6,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064093,13,49,1,1,40,b79uipsy57y1jqpy07h4i5ovk,1,49.1,35.1,2022-10-29T19:03:48.988Z,2022-10-31T11:20:10Z,,,,,,,,,,,,,,,,,,,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064105,14,1,1,1,40,b79uipsy57y1jqpy07h4i5ovk,0,49.4,33.6,2022-10-29T19:03:49.021Z,2022-10-31T11:20:13Z,3881511637,56,Center,3881511641,141,64.1,3886415923,178,,3881511643,212,26.2,3881511639,140,64.7,3881511645,213,0.9,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064099,22,49,1,1,44,dqk062lu0vm8epvytbm6r4mmf,1,37.4,32.8,2022-10-29T19:03:52.973Z,2022-10-31T11:20:33Z,,,,,,,,,,,,,,,,,,,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064133,23,1,1,1,44,dqk062lu0vm8epvytbm6r4mmf,1,37.4,32.8,2022-10-29T19:03:53.033Z,2022-10-31T11:20:39Z,3881511787,140,44.5,3881511785,56,Back,3881511791,212,21.3,3886416659,178,,3881511793,213,5.1,3881511789,141,3.4,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064141,24,1,1,1,48,dqk062lu0vm8epvytbm6r4mmf,1,44.9,6.1,2022-10-29T19:03:57.141Z,2022-10-31T11:20:43Z,3881511849,212,14.4,3881511845,140,58.2,3881511843,56,Right,3881511851,213,0.2,3886416681,178,,3881511847,141,11.2,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064167,25,1,1,1,49,dqk062lu0vm8epvytbm6r4mmf,1,58.2,11.2,2022-10-29T19:03:58.304Z,2022-10-31T11:20:50Z,3881512001,213,4.5,3881511997,141,0.9,3881511993,56,Right,3881511995,140,56.7,3881511999,212,7.2,3886416753,178,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064179,26,1,1,1,54,dqk062lu0vm8epvytbm6r4mmf,0,62.8,4.3,2022-10-29T19:04:02.823Z,2022-10-31T11:21:00Z,3881512175,236,,3881512093,213,1.7,3881512077,56,Right,3881512091,212,2.3,3881512083,140,62.6,3881512177,233,15,3886416913,178,,3881512087,141,7.6,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,3881512181,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064191,15,74,1,1,54,b79uipsy57y1jqpy07h4i5ovk,1,33.3,94.4,2022-10-29T19:04:02.980Z,2022-10-31T11:21:07Z,3881512171,56,Back,3886417107,178,,3881512173,285,,3881512187,233,26,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064199,16,49,1,1,55,b79uipsy57y1jqpy07h4i5ovk,1,36,88.8,2022-10-29T19:04:04.432Z,2022-10-31T11:21:30Z,,,,,,,,,,,,,,,,,,,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064217,17,1,1,1,55,b79uipsy57y1jqpy07h4i5ovk,1,36,88.8,2022-10-29T19:04:04.463Z,2022-10-31T11:21:33Z,3881512297,213,5.2,3881512291,140,40.2,3881512293,141,75.6,3881512295,212,10.0,3886417755,178,,3881512289,56,Back,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064235,18,1,1,1,57,b79uipsy57y1jqpy07h4i5ovk,1,40.2,75.6,2022-10-29T19:04:06.049Z,2022-10-31T11:21:43Z,3881512383,56,Back,3886418415,178,,3881512389,141,75.8,3881512393,212,5.8,3881512387,140,45.7,3881512397,213,0.0,,,,,,,7lpwkpwfw656re3pymntslv55,B. Adekanye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064279,19,1,1,1,59,b79uipsy57y1jqpy07h4i5ovk,1,51.2,71.1,2022-10-29T19:04:08.300Z,2022-10-31T11:21:50Z,3881512613,212,29.1,3886418683,178,,3881512609,140,57.9,3881512615,213,5.0,3881512611,141,29.6,3881512607,56,Center,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064301,20,1,1,2,4,b79uipsy57y1jqpy07h4i5ovk,1,75,25.9,2022-10-29T19:04:13.342Z,2022-10-31T11:21:53Z,3881512745,56,Right,3881512749,141,16.1,3881512753,213,5.9,3881512747,140,90.9,3886418791,178,,3881512751,212,18.0,,,,,,,5dbx86ca2t7dae8b3t69atii1,W. Willumsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064313,21,1,1,2,6,b79uipsy57y1jqpy07h4i5ovk,0,90.3,16.5,2022-10-29T19:04:15.419Z,2022-10-31T11:21:58Z,3881512805,213,1.7,3884072451,20,,3881512803,212,2.5,3881512797,56,Right,3884072447,386,,3881512801,141,20.2,3881512799,140,90.0,3884072443,225,,ciguyr553yqapqfudim9af46h,M. Deijl,,3881512793,2,,3886418869,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064345,27,61,1,2,7,dqk062lu0vm8epvytbm6r4mmf,1,10.1,80,2022-10-29T19:04:15.531Z,2022-10-31T11:22:02Z,3886418993,178,,3881512993,56,Back,,,,,,,,,,,,,,,,,,,cvw6enlkjfnrtysck783raf6y,N. Markelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480006345,985,67,1,2,9,b79uipsy57y1jqpy07h4i5ovk,1,86.2,12.1,2022-10-29T19:04:17.610Z,2022-11-01T07:28:09Z,3886484583,233,856,,,,,,,,,,,,,,,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480006341,856,67,1,2,9,dqk062lu0vm8epvytbm6r4mmf,0,13.8,87.9,2022-10-29T19:04:17.611Z,2022-10-31T11:59:51Z,3886484587,233,985,,,,,,,,,,,,,,,,,,,,,,cvw6enlkjfnrtysck783raf6y,N. Markelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479064349,22,1,1,2,9,b79uipsy57y1jqpy07h4i5ovk,0,85.3,13.2,2022-10-29T19:04:17.659Z,2022-11-01T07:28:09Z,3881513467,141,44.5,3886419155,178,,3881513471,213,1.4,3881513465,140,88.8,3881513469,212,21.6,3881513029,56,Center,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480195217,1195,67,1,2,10,dqk062lu0vm8epvytbm6r4mmf,1,13.3,58.1,2022-10-29T19:04:19.208Z,2022-11-01T07:28:10Z,3887525513,233,1352,,,,,,,,,,,,,,,,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480195213,1352,67,1,2,10,b79uipsy57y1jqpy07h4i5ovk,0,86.7,41.9,2022-10-29T19:04:19.209Z,2022-11-01T06:58:55Z,3887525529,233,1195,,,,,,,,,,,,,,,,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
