id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2482085351,218,1,1,21,12,4vd2t5schmvvufrfib7f2vjdf,1,19.7,0,2022-11-05T20:20:19.619Z,2022-11-07T09:07:44Z,3897361171,141,18.9,3897361169,140,24.6,3897361165,107,,3897361175,213,1.2,3897361173,212,14.9,3897361167,56,Back,3900847731,189,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085355,219,1,1,21,13,4vd2t5schmvvufrfib7f2vjdf,1,24.6,18.9,2022-11-05T20:20:20.623Z,2022-11-07T09:07:56Z,3901923123,178,,3897361197,212,9.9,3897361193,140,16.0,3897361199,213,3.6,3897361195,141,12.9,3897361191,56,Back,,,,,,,aie09n600h7ozeg6zl6anithx,T. Halilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085371,220,1,1,21,16,4vd2t5schmvvufrfib7f2vjdf,1,16.2,13.7,2022-11-05T20:20:23.434Z,2022-11-07T09:08:02Z,3897361303,140,15.6,3897361307,212,21.2,3901923215,178,,3897361309,213,1.6,3897361305,141,44.9,3897361301,56,Back,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085391,221,1,1,21,19,4vd2t5schmvvufrfib7f2vjdf,1,15.5,42.8,2022-11-05T20:20:26.214Z,2022-11-07T09:08:06Z,3897361425,213,4.4,3897361419,140,11.1,3897361421,141,20.1,3897361417,56,Back,3897361423,212,16.1,3901923303,178,,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085437,222,1,1,21,21,4vd2t5schmvvufrfib7f2vjdf,1,13.8,18.5,2022-11-05T20:20:28.576Z,2022-11-07T09:08:09Z,3897361697,155,,3897361703,141,34.9,3897361711,1,,3897361709,213,0.3,3897361705,212,34.5,3901923383,178,,3897361701,140,44.9,3897361699,56,Back,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085451,223,1,1,21,23,4vd2t5schmvvufrfib7f2vjdf,1,46.2,35.1,2022-11-05T20:20:30.785Z,2022-11-07T09:08:18Z,3897361803,212,9.2,3897361799,140,37.6,3897362205,156,,3897361801,141,37.6,3897361797,56,Back,3901923607,21,,3901923515,388,,3897361805,213,3.0,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085459,224,1,1,21,25,4vd2t5schmvvufrfib7f2vjdf,0,37.6,37.6,2022-11-05T20:20:32.091Z,2022-11-07T09:08:30Z,3897361849,212,14.5,3897361845,140,50.6,3900850973,155,,3897361851,213,0.3,3897361843,56,Center,3901923987,178,,3897361847,141,44.8,,,,aie09n600h7ozeg6zl6anithx,T. Halilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085465,179,49,1,21,27,dqk062lu0vm8epvytbm6r4mmf,1,54.4,49.7,2022-11-05T20:20:34.531Z,2022-11-07T09:08:34Z,,,,,,,,,,,,,,,,,,,,,,,,,11iegkg0xuow3r11hx5t1o1xx,Y. Ayoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085507,180,1,1,21,28,dqk062lu0vm8epvytbm6r4mmf,1,54.4,49.7,2022-11-05T20:20:35.094Z,2022-11-07T09:08:36Z,3897362085,56,Center,3901924069,178,,3897362089,141,57.8,3897362091,212,5.7,3897362095,213,1.3,3897362087,140,55.9,,,,,,,11iegkg0xuow3r11hx5t1o1xx,Y. Ayoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085525,181,1,1,21,29,dqk062lu0vm8epvytbm6r4mmf,1,56.8,68.6,2022-11-05T20:20:36.782Z,2022-11-07T09:08:40Z,3897362213,212,16.4,3901924173,178,,3897362207,56,Back,3897362209,140,44.0,3897362211,141,82.5,3897362215,213,2.5,,,,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085567,182,1,1,21,33,dqk062lu0vm8epvytbm6r4mmf,1,44,82.5,2022-11-05T20:20:40.295Z,2022-11-07T09:08:44Z,3897362491,56,Back,3901924271,178,,3897362499,213,5.0,3897362495,141,71.9,3897362493,140,45.8,3897362497,212,7.5,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482962823,992,83,1,21,35,4vd2t5schmvvufrfib7f2vjdf,1,56.6,26.6,2022-11-05T20:20:42.829Z,2022-11-07T09:41:49Z,3901996027,399,119440,,,,,,,,,,,,,,,,,,,,,,ejv587h08dn1hgxhfgib3reqy,R. Al Hajj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085593,183,1,1,21,38,dqk062lu0vm8epvytbm6r4mmf,1,42.9,73.7,2022-11-05T20:20:45.605Z,2022-11-07T09:08:49Z,3897362651,213,5.9,3901924373,178,,3897362643,56,Center,3897362647,141,64.5,3897362645,140,57.5,3897362649,212,16.6,,,,,,,11iegkg0xuow3r11hx5t1o1xx,Y. Ayoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085597,184,50,1,21,39,dqk062lu0vm8epvytbm6r4mmf,1,55.3,65.2,2022-11-05T20:20:46.499Z,2022-11-07T09:08:56Z,3897362663,56,Center,3897362715,233,225,3897362665,286,,,,,,,,,,,,,,,,,51tih9z7sxlb4vj3j7tm1ewgl,L. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085601,225,7,1,21,39,4vd2t5schmvvufrfib7f2vjdf,1,44.7,34.8,2022-11-05T20:20:46.894Z,2022-11-07T09:09:03Z,3897362683,56,Back,3897362703,233,184,3901924613,178,,3897362685,285,,3900852495,384,,,,,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085603,226,49,1,21,42,4vd2t5schmvvufrfib7f2vjdf,1,64.7,35.2,2022-11-05T20:20:49.454Z,2022-11-07T09:09:22Z,,,,,,,,,,,,,,,,,,,,,,,,,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085639,227,13,1,21,46,4vd2t5schmvvufrfib7f2vjdf,1,76.4,49.7,2022-11-05T20:20:53.658Z,2022-11-07T09:09:30Z,3897363399,230,98.5,3897363401,231,49.1,3897363385,74,,3897362979,18,,3897363387,29,,3897362981,56,Center,3897363395,103,84.7,3901925147,178,,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,3897363389,55,225,3897362977,22,,3897363393,102,52.1,3897363397,215,3897363127,72,,,,,,,,,,,,,,,,,,,,,,,,
2482085637,185,5,1,21,47,dqk062lu0vm8epvytbm6r4mmf,1,-1.4,46.4,2022-11-05T20:20:54.850Z,2022-11-07T09:09:33Z,3897362955,56,Back,3897362961,346,,3897363031,233,228,,,,,,,,,,,,,,,,51tih9z7sxlb4vj3j7tm1ewgl,L. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085643,228,5,1,21,47,4vd2t5schmvvufrfib7f2vjdf,0,101.4,53.6,2022-11-05T20:20:54.850Z,2022-11-07T09:09:33Z,3897363009,56,Center,3897363011,346,,3897363047,233,185,,,,,,,,,,,,,,,,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085765,186,1,1,22,11,dqk062lu0vm8epvytbm6r4mmf,0,4.8,44.3,2022-11-05T20:21:18.134Z,2022-11-07T09:09:36Z,3897364015,56,Center,3897364019,141,74.6,3897364033,189,,3897364021,212,104.1,3897364167,1,,3897364031,74,,3897364023,213,0.2,3897364013,124,,am19rcub89k9bleldiqps7845,S. van Gassel,3897364017,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482742713,872,56,1,22,17,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2022-11-05T20:21:24.439Z,2022-11-07T09:09:40Z,3900856433,56,Back,,,,,,,,,,,,,,,,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085793,187,5,1,22,17,dqk062lu0vm8epvytbm6r4mmf,0,101.6,77.3,2022-11-05T20:21:24.913Z,2022-11-07T09:09:43Z,3897364179,346,,3897364199,233,229,3897364177,56,Center,,,,,,,,,,,,,,,,am19rcub89k9bleldiqps7845,S. van Gassel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085785,229,5,1,22,17,4vd2t5schmvvufrfib7f2vjdf,1,-1.6,22.7,2022-11-05T20:21:24.913Z,2022-11-07T09:09:43Z,3897364135,346,,3897364191,233,187,3897364133,56,Back,,,,,,,,,,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085843,230,1,1,22,26,4vd2t5schmvvufrfib7f2vjdf,1,4.5,60.5,2022-11-05T20:21:34.049Z,2022-11-07T09:09:49Z,3897364541,212,29.3,3897364535,56,Back,3897364539,141,95.9,3897364547,237,,3897364533,124,,3897364543,213,1.0,3897364537,140,20.4,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085879,231,1,1,22,30,4vd2t5schmvvufrfib7f2vjdf,1,21.2,94.1,2022-11-05T20:21:37.706Z,2022-11-07T09:09:54Z,3897364767,141,78.1,3897364763,56,Back,3897364771,213,5.2,3901925673,178,,3897364765,140,27.1,3897364769,212,12.5,,,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085927,232,1,1,22,34,4vd2t5schmvvufrfib7f2vjdf,1,33.7,62.3,2022-11-05T20:21:41.847Z,2022-11-07T09:09:59Z,3897365075,213,4.8,3897365065,155,,3897365069,140,35.3,3897365071,141,5.3,3901925835,178,,3897365067,56,Back,3897365073,212,38.8,3897365077,1,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085955,233,1,1,22,40,4vd2t5schmvvufrfib7f2vjdf,1,37.7,7,2022-11-05T20:21:47.607Z,2022-11-07T09:10:02Z,3897365227,213,2.4,3897365223,141,21.9,3897365217,56,Back,3901925913,178,,3897365221,140,27.5,3897365225,212,14.7,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482085999,234,1,1,22,43,4vd2t5schmvvufrfib7f2vjdf,1,29.9,24.3,2022-11-05T20:21:50.544Z,2022-11-07T09:10:05Z,3897365487,141,46.9,3897365483,56,Back,3897365489,212,16.0,3897365485,140,34.0,3897365491,213,1.3,3901925979,178,,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086043,235,1,1,22,46,4vd2t5schmvvufrfib7f2vjdf,1,37.7,57,2022-11-05T20:21:53.749Z,2022-11-07T09:10:12Z,3897365703,56,Back,3897365707,141,83.2,3897365711,213,1.2,3901926137,178,,3897365705,140,45.1,3897365709,212,19.4,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086081,236,1,1,22,50,4vd2t5schmvvufrfib7f2vjdf,1,45.4,78.8,2022-11-05T20:21:57.539Z,2022-11-07T09:10:16Z,3897365945,141,66.0,3897365949,213,4.8,3897365941,56,Back,3901926261,178,,3897365947,212,8.8,3897365943,140,46.4,,,,,,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086127,237,1,1,22,53,4vd2t5schmvvufrfib7f2vjdf,1,46.2,72.3,2022-11-05T20:22:00.638Z,2022-11-07T09:10:20Z,3897366151,213,0.1,3901926409,178,,3897366143,56,Center,3897366147,141,73.3,3897366145,140,57.0,3897366149,212,11.4,,,,,,,aie09n600h7ozeg6zl6anithx,T. Halilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086129,238,50,1,22,55,4vd2t5schmvvufrfib7f2vjdf,1,58.8,67.6,2022-11-05T20:22:02.568Z,2022-11-07T09:10:35Z,3897366159,286,,3897366259,233,188,3897366157,56,Center,,,,,,,,,,,,,,,,ejv587h08dn1hgxhfgib3reqy,R. Al Hajj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086147,188,7,1,22,56,dqk062lu0vm8epvytbm6r4mmf,1,41.2,32.4,2022-11-05T20:22:04.052Z,2022-11-07T09:10:39Z,3900862723,383,,3897366201,56,Back,3897366203,285,,3901926847,178,,3897366251,233,238,,,,,,,,,,11iegkg0xuow3r11hx5t1o1xx,Y. Ayoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086157,189,49,1,22,58,dqk062lu0vm8epvytbm6r4mmf,1,40.9,32.5,2022-11-05T20:22:05.428Z,2022-11-07T09:10:45Z,,,,,,,,,,,,,,,,,,,,,,,,,11iegkg0xuow3r11hx5t1o1xx,Y. Ayoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086211,190,4,1,22,59,dqk062lu0vm8epvytbm6r4mmf,1,40.2,29.4,2022-11-05T20:22:06.347Z,2022-11-07T09:45:12Z,3897366559,152,,3897366555,13,,3897366563,286,,3897366643,233,239,3897366557,56,Back,3897367339,295,,,,,,,,11iegkg0xuow3r11hx5t1o1xx,Y. Ayoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086219,239,4,1,22,59,4vd2t5schmvvufrfib7f2vjdf,0,59.8,70.6,2022-11-05T20:22:06.348Z,2022-11-07T09:45:11Z,3901927261,178,,3897366615,285,,3897367383,295,,3897366611,152,,3897366609,56,Center,3897366607,13,,3897366665,233,190,,,,amvonu36at4dg7ksi1ioczi3u,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086445,191,1,1,23,36,dqk062lu0vm8epvytbm6r4mmf,1,39.6,32.2,2022-11-05T20:22:43.524Z,2022-11-07T09:11:02Z,3897368161,140,51.3,3897368149,5,,3897368171,213,0.4,3897368153,152,,3897368169,212,13.1,3897368165,141,38.8,3897368157,56,Center,3901927385,178,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086457,192,1,1,23,38,dqk062lu0vm8epvytbm6r4mmf,1,51.8,38.9,2022-11-05T20:22:45.524Z,2022-11-07T09:11:10Z,3901927571,178,,3897368287,141,47.8,3897368283,56,Center,3897368289,212,13.9,3897368285,140,63.7,3897368291,213,0.5,,,,,,,11iegkg0xuow3r11hx5t1o1xx,Y. Ayoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086499,193,1,1,23,40,dqk062lu0vm8epvytbm6r4mmf,1,64.3,54.5,2022-11-05T20:22:47.810Z,2022-11-07T09:11:16Z,3897368557,212,11.6,3897368553,140,71.9,3901927667,178,,3897368559,213,0.8,3897368555,141,66.8,3897368551,56,Center,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482964695,1018,83,1,23,44,4vd2t5schmvvufrfib7f2vjdf,1,29.4,41.1,2022-11-05T20:22:51.355Z,2022-11-07T09:46:10Z,3902004415,399,434188,,,,,,,,,,,,,,,,,,,,,,ejv587h08dn1hgxhfgib3reqy,R. Al Hajj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086513,194,1,1,23,44,dqk062lu0vm8epvytbm6r4mmf,1,69.3,58.1,2022-11-05T20:22:52.055Z,2022-11-07T09:11:24Z,3897368651,141,58.5,3897368655,213,3.1,3897368647,56,Center,3897368653,212,9.9,3901927825,178,,3897368649,140,59.9,,,,,,,5zwa237gtyf2mlrmo7tlkqnoq,R. Kharchouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086531,195,1,1,23,45,dqk062lu0vm8epvytbm6r4mmf,1,59.9,58.5,2022-11-05T20:22:52.829Z,2022-11-07T09:11:28Z,3897368781,56,Right,3897368791,1,,3897368789,213,4.9,3897368785,141,4.9,3897368779,155,,3897368783,140,67.4,3897368787,212,37.3,3901927927,178,,11iegkg0xuow3r11hx5t1o1xx,Y. Ayoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086549,196,1,1,23,50,dqk062lu0vm8epvytbm6r4mmf,0,79.5,8.8,2022-11-05T20:22:57.776Z,2022-11-07T09:11:36Z,3897368899,56,Center,3900865127,20,,3897368901,140,93.2,3897368907,213,1.1,3897368903,141,49.1,3897368895,2,,3900865057,224,,3901928059,178,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,3897368897,155,,3897368989,233,,3897368905,212,31.0,,,,,,,,,240,,,,,,,,,,,,,,,,,,,
2482086551,240,11,1,23,52,4vd2t5schmvvufrfib7f2vjdf,1,4.6,53.6,2022-11-05T20:22:59.075Z,2022-11-07T09:11:41Z,3897368919,56,Back,3897368921,88,,3901928147,388,,3897368997,233,196,3900866745,378,,,,,,,,,,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086645,241,1,1,24,0,4vd2t5schmvvufrfib7f2vjdf,1,8,52.8,2022-11-05T20:23:07.765Z,2022-11-07T09:11:45Z,3897369445,212,14.0,3897369439,56,Back,3901928209,178,,3897369441,140,11.4,3897369447,213,1.3,3897369443,141,72.7,3897369437,123,,,,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086647,242,61,1,24,2,4vd2t5schmvvufrfib7f2vjdf,1,10.8,72.4,2022-11-05T20:23:09.683Z,2022-11-07T09:11:50Z,3897369455,56,Back,3897369487,189,,3901928341,178,,,,,,,,,,,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086673,243,1,1,24,5,4vd2t5schmvvufrfib7f2vjdf,1,2.8,53.6,2022-11-05T20:23:12.597Z,2022-11-07T09:11:55Z,3897369645,213,4.9,3897369639,140,7.8,3897369641,141,19.1,3901928451,178,,3897369637,56,Back,3897369643,212,24.0,,,,,,,awih1xkabe5o6afn6d85ilxw5,A. Noppert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086685,244,1,1,24,8,4vd2t5schmvvufrfib7f2vjdf,1,8.8,18.2,2022-11-05T20:23:15.107Z,2022-11-07T09:11:58Z,3897369703,56,Back,3897369707,141,7.1,3897369711,213,5.3,3897369705,140,13.2,3897369709,212,8.8,3901928559,178,,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086693,245,1,1,24,10,4vd2t5schmvvufrfib7f2vjdf,1,13,7.1,2022-11-05T20:23:17.065Z,2022-11-07T09:12:01Z,3897369785,213,6.2,3901928635,178,,3897369777,56,Back,3897369781,141,5.2,3897369783,212,10.0,3897369779,140,22.4,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086711,246,1,1,24,12,4vd2t5schmvvufrfib7f2vjdf,1,19.7,5.5,2022-11-05T20:23:19.676Z,2022-11-07T09:12:10Z,3897369925,141,20.6,3897369929,213,1.3,3897369921,56,Back,3901928795,178,,3897369927,212,10.6,3897369923,140,22.2,,,,,,,aie09n600h7ozeg6zl6anithx,T. Halilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482087451,266,1,1,24,13,4vd2t5schmvvufrfib7f2vjdf,0,23.8,21.3,2022-11-05T20:23:20.404Z,2022-11-07T09:12:14Z,3901928889,178,,3897374287,212,16.8,3897374283,140,38.1,3897374289,213,0.5,3897374285,141,32.5,3897374281,56,Back,,,,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086727,197,49,1,24,15,dqk062lu0vm8epvytbm6r4mmf,1,72.5,72.6,2022-11-05T20:23:22.376Z,2022-11-07T09:12:19Z,,,,,,,,,,,,,,,,,,,,,,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086737,198,1,1,24,16,dqk062lu0vm8epvytbm6r4mmf,1,72.5,72.6,2022-11-05T20:23:23.631Z,2022-11-07T09:12:25Z,3897370071,140,76.7,3897370069,56,Left,3897370075,212,10.9,3897370077,213,1.2,3897370073,141,87.3,3901929025,178,,,,,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086763,199,1,1,24,18,dqk062lu0vm8epvytbm6r4mmf,1,76.7,87.3,2022-11-05T20:23:25.751Z,2022-11-07T09:12:32Z,3897370259,141,91.5,3897370255,56,Left,3897370263,213,0.3,3897370257,140,85.5,3901929113,178,,3897370261,212,9.7,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086773,200,1,1,24,20,dqk062lu0vm8epvytbm6r4mmf,0,85.5,91.7,2022-11-05T20:23:27.907Z,2022-11-07T09:12:55Z,3897370325,212,13.0,3901929645,178,,3897370319,56,Center,3897370327,213,4.3,3897370323,141,74.0,3897370321,140,80.9,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086769,247,49,1,24,22,4vd2t5schmvvufrfib7f2vjdf,1,23.3,23.1,2022-11-05T20:23:29.126Z,2022-11-07T09:13:00Z,,,,,,,,,,,,,,,,,,,,,,,,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086793,248,1,1,24,22,4vd2t5schmvvufrfib7f2vjdf,1,23.3,23.1,2022-11-05T20:23:29.208Z,2022-11-07T09:13:04Z,3897370481,141,16.7,3897370485,213,5.9,3897370477,56,Back,3897370483,212,10.7,3897370479,140,32.6,3901929901,178,,,,,,,,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086797,249,1,1,24,26,4vd2t5schmvvufrfib7f2vjdf,0,29.3,19.8,2022-11-05T20:23:33.702Z,2022-11-07T09:13:08Z,3897370503,140,40.4,3897370507,212,11.7,3901929981,178,,3897370501,56,Back,3897370509,213,6.3,3897370505,141,19.5,,,,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086807,201,8,1,24,26,dqk062lu0vm8epvytbm6r4mmf,1,76.7,83.9,2022-11-05T20:23:33.915Z,2022-11-07T09:13:12Z,3897370545,56,Left,3900872309,384,,3901930061,178,,,,,,,,,,,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086835,202,49,1,24,30,dqk062lu0vm8epvytbm6r4mmf,1,42.2,73.1,2022-11-05T20:23:37.800Z,2022-11-07T09:13:21Z,,,,,,,,,,,,,,,,,,,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086871,203,1,1,24,30,dqk062lu0vm8epvytbm6r4mmf,1,42.2,73.1,2022-11-05T20:23:37.949Z,2022-11-07T09:13:23Z,3897371017,140,37.0,3897371019,141,47.5,3897371015,56,Back,3901930395,178,,3897371021,212,18.2,3897371023,213,4.4,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086913,204,1,1,24,36,dqk062lu0vm8epvytbm6r4mmf,1,39.5,37.7,2022-11-05T20:23:43.504Z,2022-11-07T09:13:30Z,3897371267,56,Left,3897371273,212,46.4,3897371277,1,,3901930565,178,,3897371275,213,0.8,3897371265,155,,3897371269,140,69.8,3897371271,141,87.4,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086915,205,61,1,24,38,dqk062lu0vm8epvytbm6r4mmf,0,78.2,88.5,2022-11-05T20:23:45.977Z,2022-11-07T09:13:41Z,3901930885,388,,3897371285,56,Left,,,,,,,,,,,,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086917,250,1,1,24,39,4vd2t5schmvvufrfib7f2vjdf,1,24.4,16.1,2022-11-05T20:23:46.972Z,2022-11-07T09:13:46Z,3897371305,213,0.1,3897371301,141,17.9,3901931053,178,,3897371299,140,35.4,3897371297,56,Back,3897371303,212,11.6,,,,,,,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482086919,251,49,1,24,42,4vd2t5schmvvufrfib7f2vjdf,1,35.3,17.9,2022-11-05T20:23:49.242Z,2022-11-07T09:13:50Z,,,,,,,,,,,,,,,,,,,,,,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
