id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/19/value
2537828223,1,34,16,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-04-23T09:26:23.058Z,2023-04-23T10:12:58Z,4212676955,197,18173,4212596997,30,"eamuyjut271ytghb2q4ljqbpx, f57vs3qmmob743hdk2dxf56cq, 5el82g04yvl9ai8ws8pxbvaad, dficbkp6sp4kw7xihaxneozpx, cixzy9hl7ks4maugc5zc9ievp, ubuh5wgnl0o5bn3wirdmectm, 723av2redj2ej6livx0g81wwl, 8n9t52eeli3s39r8ujjhjt7je, 6q77vt9bp8dsq48pa97mfzsa1, 2nwthqvbk70e2qo35dgp35979, tgu7kztdu9azmvirwu8rrip6, 2i8yhe6uqy0jqixkd6ir727dh, aklhi0hr28nidjlkw1sokp785, 4cbhx91p3l265b2cejzd07gbu, a4gfwbm23w6d24ugylqqe20pg, e8zpc22dwlmgkkwoqpgwxsn2t, 6vqc5d718gbqobb9o3a40jlqt, 673xny9ozqe978emdytscm5pm, 6ovzd9akutufagsd8kmxmsei2, 6w59kdfilru1152bjutstu2fp, 7io59zk29vhvyueadmkotzeqy, 2dh7daj5fs09snik6jrcyz7fu",4212597009,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212597015,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212597013,194,5el82g04yvl9ai8ws8pxbvaad,4212597005,59,"1, 2, 5, 8, 3, 4, 10, 6, 9, 7, 11, 20, 15, 13, 12, 14, 30, 17, 16, 21, 19, 18",4212597007,130,4,4212597001,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537828631,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-04-23T09:27:35.781Z,2023-04-23T10:16:40Z,4212599029,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4212599039,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212599035,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212599033,130,4,4212599037,194,lduqoe45t2fnbn9s9rbvlnf9,4212599031,59,"1, 20, 5, 18, 4, 3, 8, 23, 9, 7, 10, 6, 11, 12, 14, 16, 17, 21, 22, 26, 27",4212684355,197,538,4212599027,30,"bzanwdo4ihqd6d7vr06bd3845, 6p4fs5rivwt0e45twlsf6ajth, dtcvzfse83ztj96kiizwp6jqi, ad9kukqx4xulbvelacgwgqvah, dc2wi76ipwc5qbq4eggqd1hp1, lduqoe45t2fnbn9s9rbvlnf9, dc119ejc7lls2rd3ywigl2smi, 9qoc020keotb4s72a09zm5pzp, 36veg0wk1z3om89daf0clbl5h, c1yctqdku2vzho2azsgcy5dcl, 3c4l2e3gzgpqrc2ygkbmp0jpx, 5whhr8oy7lf0z9s7yb8ygkset, 5m8pflpgynidzk7d9507oujje, 2teefpvijsbzag4yi7fm1pyol, ahwtdhrerarmljk9bh0tcpk6i, e33libhll66jj5ksl319uh17u, dxmulnxbs11kpi1goq5hl9cve, c7n2b2gq381k0o0jizqueii5m, 5g0q7azk54eryl8vcgyb2oj4l, 3940jh5ermawu3vbzbei6546i, 8fuul8znu2hzdqkxsotqt6u0a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537846185,2,32,1,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-04-23T10:17:16.672Z,2023-04-23T10:17:16Z,4212685549,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537846189,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-04-23T10:17:16.672Z,2023-04-23T21:19:21Z,4212685551,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537846203,3,1,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,50,50,2023-04-23T10:17:16.772Z,2023-04-23T11:20:09Z,4212685627,56,Back,4212685631,141,57.5,4212685635,213,2.7,4212685633,212,11.6,4212685637,279,S,4212685629,140,40.1,,,,,,,ad9kukqx4xulbvelacgwgqvah,M. Vlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537846215,4,1,1,0,2,4tic29sox7m39fy1ztgv0jsiq,1,40.1,57.5,2023-04-23T10:17:19.059Z,2023-04-23T10:17:20Z,4212685679,212,5.3,4212685681,213,4.4,4212685675,140,38.6,4212685677,141,50.0,4212685673,56,Back,,,,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537846227,5,1,1,0,3,4tic29sox7m39fy1ztgv0jsiq,0,38.6,50,2023-04-23T10:17:20.515Z,2023-04-23T10:17:22Z,4212685731,155,,4212685739,212,44.4,4212685743,1,,4212685741,213,0.3,4212685735,140,78.6,4212685737,141,71.1,4212685733,56,Center,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537846257,3,1,1,0,5,89w5c6pw7vn0dxypi61tt0g4k,0,20.8,25.6,2023-04-23T10:17:22.012Z,2023-04-23T10:22:35Z,4212685901,140,29.6,4212685907,213,5.6,4212685905,212,12.1,4212685903,141,14.1,4212685897,3,,4212685899,56,Back,,,,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537846269,6,44,1,0,6,4tic29sox7m39fy1ztgv0jsiq,1,70.5,82.6,2023-04-23T10:17:23.435Z,2023-04-23T21:21:44Z,4212685943,286,,4212685965,233,4,4212685941,56,Left,,,,,,,,,,,,,,,,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537846259,4,44,1,0,6,89w5c6pw7vn0dxypi61tt0g4k,0,29.5,17.4,2023-04-23T10:17:23.436Z,2023-04-23T21:21:47Z,4212685971,233,6,4212685915,56,Back,4212685917,285,,,,,,,,,,,,,,,,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
