id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2527363305,1,34,16,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2023-04-02T11:29:00.583Z,2023-04-02T12:42:04Z,4156986249,194,c2an5ksdu6jbap3x3jp3z9c5x,4157376339,197,540,4156986239,30,"c1krps0yssh477m8umrruiqjt, 6anvl82jyio52wo87cbxdp4np, c3mpk7pjhma4lwkjl8v5mhox6, eu6pfkiah7otafyryg6ll7y09, aafz6q5ggn9e6m5hprc71lgph, c2an5ksdu6jbap3x3jp3z9c5x, ely6vpyueden4b6ozfmspwgk5, 4rp5snknt88bf4lws5t0o9gph, 1p0xp2onnys7jlru55vfgf1pm, 28o7vv0jud22hmg4h649yozqh, b427p4czppyjddx3xuuvc2okp, 1s7vp9ovsa1jo7tu7nisykn9x, 6gabdz53gxhyp8dv6x5the4t1, egcs7b6ixb62ep08t7jznf9ih, d7ml58kwwpetvnw46qja9ru5m, bymhffiw7brsfpjzsfqq7bvth, 9wo8twcbs1jnqzdy0c6y8adey, 3mp92d5s002hi523kl4zmgrft, 8p47d0e54hgl7d86vur1m5nmx, 395y7yj6o1xwr6uaxs4sjnjdh, ebqj8v33xv3otev2pycc6xomh, 1s6yn52hlqtmmz4lerscf457u, deb7ysp5fwiouttlarstuxgyc",4156986247,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156986241,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4156986243,59,"16, 17, 14, 8, 33, 24, 18, 22, 9, 10, 23, 2, 5, 7, 19, 20, 25, 26, 27, 28, 31, 38, 61",4156986251,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156986245,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527369735,1,34,16,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-04-02T11:34:35.702Z,2023-04-02T12:31:42Z,4157017791,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4157017805,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157017797,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157380981,197,17524,4157017793,59,"1, 2, 5, 31, 6, 3, 7, 8, 9, 17, 10, 4, 11, 12, 19, 20, 21, 22, 24, 27, 28, 33, 34",4157017789,30,"7dg8woqlx67ch0ji3ujhgb52i, 8822s8ns7oyvjqade4oaxzg0l, a02jtmvlc1tlstvt96pa1hisq, c9epkro6fot3km9zak1kswfhm, dbkr1w2xlwnyssid1tv0jlujt, 8ozlo6qrdavr86guhclwvh84q, 1sb4655mgzrdohlltyk9fqlzp, a21sngx9u0boxf3n6u5qbkdlh, c5jk0pvcvqddy0xiqv6qkesph, 5shfqpd5fj05qrp1jlzd08ftg, 3kbhgmnf6bhfgut0jxf4m2sfe, e3akocgpppdty3ayxty1gf6xh, 3dc82sro077by40u3qdmhw0r9, f15kg1dhysflr9u8igyvhxkdm, emuhqfrh7daavple8wlrljhm1, 7qzban9gm72aznhn11qyxwtg4, 6jqn5grsuhuo5at81pzahr6xh, bdurpi6c2ipwtcuyndq0e6ve2, eayvrkzzkk0xu4c5rrxgzlroq, ecqjg6wtntf1guejvm10redck, ca8qw8jztjxwxuc2foa6dfckq, 8oetnmi8kejwwy37rhlelw2ne, 10ijtddqmzbhx3qtlhbyn4rca",4157017801,194,a21sngx9u0boxf3n6u5qbkdlh,4157017795,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443601,2,32,1,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-04-02T12:30:50.952Z,2023-04-02T12:30:51Z,4157389237,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443647,2,32,1,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2023-04-02T12:30:50.952Z,2023-04-02T20:36:09Z,4157389425,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443681,3,1,1,0,1,6g9qrm72224jrk6tkxxxi8a9n,1,50,50,2023-04-02T12:30:52.052Z,2023-04-02T17:51:22Z,4157389609,212,19.4,4157389613,279,S,4157389607,141,52.8,4157389603,56,Back,4157389605,140,31.6,4157389611,213,3.0,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443767,4,1,1,0,3,6g9qrm72224jrk6tkxxxi8a9n,0,31.7,48.2,2023-04-02T12:30:54.796Z,2023-04-02T13:21:59Z,4157390045,155,,4157390061,1,,4157390051,141,15.3,4157390047,56,Right,4157390055,212,46.8,4157390059,213,5.8,4157390049,140,70.8,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443807,3,1,1,0,8,ccpscwdcm65czscrun048ecn5,0,20.9,85.4,2023-04-02T12:30:59.475Z,2023-04-02T13:29:54Z,4157390299,212,19.1,4157390291,3,,4157390297,141,68.4,4157390295,140,35.4,4157390301,213,5.6,4157390293,56,Back,,,,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443821,5,1,1,0,10,6g9qrm72224jrk6tkxxxi8a9n,0,61.4,30.7,2023-04-02T12:31:01.659Z,2023-04-02T13:22:08Z,4157390409,140,70.4,4157390411,141,32.1,4157390405,3,,4157390413,212,9.5,4157390407,56,Center,4157390415,213,0.1,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443841,4,1,1,0,12,ccpscwdcm65czscrun048ecn5,1,26.5,66.3,2023-04-02T12:31:03.459Z,2023-04-02T12:31:04Z,4157390529,3,,4157390533,140,34.6,4157390535,141,54.0,4157390539,213,5.5,4157390537,212,11.9,4157390531,56,Back,,,,,,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443901,5,1,1,0,13,ccpscwdcm65czscrun048ecn5,1,35.9,53.9,2023-04-02T12:31:04.594Z,2023-04-02T12:31:07Z,4157390809,212,15.0,4157390811,213,4.3,4157390805,140,30.2,4157390803,56,Back,4157390807,141,33.6,4157390801,3,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443907,6,49,1,0,16,ccpscwdcm65czscrun048ecn5,1,29.1,24.4,2023-04-02T12:31:07.698Z,2023-04-02T12:31:08Z,,,,,,,,,,,,,,,,,,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444003,7,1,1,0,17,ccpscwdcm65czscrun048ecn5,1,29.1,20.9,2023-04-02T12:31:08.466Z,2023-04-02T12:31:12Z,4157391339,141,13.7,4157391341,212,7.8,4157391335,56,Back,4157391337,140,34.9,4157391343,213,5.6,,,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527764081,979,3,1,0,18,ccpscwdcm65czscrun048ecn5,0,36.3,7.5,2023-04-02T12:31:09.948Z,2023-04-02T17:51:53Z,4159061135,286,,4159061133,56,Back,4159061137,465,,4159061139,467,a02jtmvlc1tlstvt96pa1hisq,,,,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444013,8,4,1,0,20,ccpscwdcm65czscrun048ecn5,1,39,8.9,2023-04-02T12:31:11.314Z,2023-04-02T12:31:15Z,4157391627,233,6,4157391371,56,Back,4157391367,13,,4157391369,295,,4157391373,152,,4157391375,286,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444025,6,4,1,0,20,6g9qrm72224jrk6tkxxxi8a9n,0,61,91.1,2023-04-02T12:31:11.315Z,2023-04-02T12:31:15Z,4157391465,56,Left,4157391441,13,,4157391467,152,,4157391443,295,,4157391669,233,8,4157391469,285,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444255,9,1,1,0,30,ccpscwdcm65czscrun048ecn5,1,37.8,11.4,2023-04-02T12:31:21.298Z,2023-04-02T12:31:25Z,4157392585,213,2.2,4157392583,212,13.6,4157392579,140,30.0,4157392577,56,Back,4157392573,5,,4157392581,141,27.4,4157392575,152,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444283,10,1,1,0,34,ccpscwdcm65czscrun048ecn5,1,41.3,21,2023-04-02T12:31:25.427Z,2023-04-02T13:30:10Z,4157392727,140,56.6,4157392733,213,5.8,4157392731,212,17.8,4157392725,56,Right,4157392729,141,9.8,,,,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444303,11,1,1,0,37,ccpscwdcm65czscrun048ecn5,0,62.2,6.5,2023-04-02T12:31:28.002Z,2023-04-02T12:31:30Z,4157392853,56,Right,4157392855,140,77.1,4157392861,213,6.2,4157392859,212,15.7,4157392857,141,4.9,,,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444329,7,12,1,0,39,6g9qrm72224jrk6tkxxxi8a9n,1,25.2,96.2,2023-04-02T12:31:30.283Z,2023-04-02T12:31:31Z,4157392975,56,Back,4157393071,167,,4157392977,140,27.0,4157392981,212,3.9,4157392983,213,1.1,4157392979,141,100.0,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444333,8,5,1,0,39,6g9qrm72224jrk6tkxxxi8a9n,0,29.8,101.2,2023-04-02T12:31:30.637Z,2023-04-02T12:31:35Z,4157393003,347,,4157393001,56,Back,4157393447,233,12,,,,,,,,,,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444403,12,5,1,0,39,ccpscwdcm65czscrun048ecn5,1,70.2,-1.2,2023-04-02T12:31:30.637Z,2023-04-02T12:35:12Z,4157393421,56,Right,4157393423,347,,4157393425,233,8,,,,,,,,,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444491,13,1,1,0,48,ccpscwdcm65czscrun048ecn5,1,74.9,0,2023-04-02T12:31:39.093Z,2023-04-02T13:30:16Z,4157393909,107,,4157761985,189,,4157393919,213,0.8,4157393915,141,9.4,4157393913,140,82.2,4157393911,56,Right,4157393917,212,10.8,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444515,14,1,1,0,48,ccpscwdcm65czscrun048ecn5,1,82.2,9.4,2023-04-02T12:31:39.938Z,2023-04-02T13:30:17Z,4157398781,156,,4157394087,56,Right,4157762045,189,,4157394091,141,6.7,4157394089,140,77.4,4157394093,212,5.4,4157394095,213,3.5,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444565,15,1,1,0,49,ccpscwdcm65czscrun048ecn5,0,77.4,6.7,2023-04-02T12:31:40.786Z,2023-04-02T13:30:18Z,4157762145,189,,4157394329,140,89.6,4157394333,212,13.0,4157394327,56,Right,4157394335,213,0.1,4157394331,141,9.5,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444611,9,49,1,0,52,6g9qrm72224jrk6tkxxxi8a9n,1,7.4,95.1,2023-04-02T12:31:43.643Z,2023-04-02T12:31:44Z,,,,,,,,,,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444633,10,1,1,0,52,6g9qrm72224jrk6tkxxxi8a9n,1,7.4,95.1,2023-04-02T12:31:43.803Z,2023-04-02T12:31:45Z,4157394651,213,3.9,4157394645,140,2.6,4157394643,56,Back,4157394647,141,88.7,4157394649,212,6.7,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444645,11,1,1,0,54,6g9qrm72224jrk6tkxxxi8a9n,0,2.6,88.7,2023-04-02T12:31:45.163Z,2023-04-02T12:31:47Z,4157394823,286,,4157394717,56,Back,4157394819,233,16,4157394723,141,89.3,4157394725,212,0.5,4157394721,140,2.9,4157394727,213,0.9,4157394817,236,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444637,16,74,1,0,54,ccpscwdcm65czscrun048ecn5,1,91.3,10.7,2023-04-02T12:31:45.164Z,2023-04-02T12:31:49Z,4157394943,233,11,4157394689,56,Right,4157394691,285,,,,,,,,,,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444659,17,49,1,0,55,ccpscwdcm65czscrun048ecn5,1,93.6,11.1,2023-04-02T12:31:46.012Z,2023-04-02T12:31:47Z,,,,,,,,,,,,,,,,,,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
