id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2497783979,5,1,1,0,12,3t0vjqtxc8wpjzv82i3oi2ova,1,17.2,58.3,2023-01-15T15:44:52.645Z,2023-01-17T19:51:53Z,3980107751,140,23.2,3980107755,212,7.6,3982402623,178,,3980107749,56,Back,3980107753,141,64.5,3980107757,213,0.6,,,,,,,627nw9ji9qfss33q8ce8042c5,M. van der Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497783991,7,1,1,0,16,3t0vjqtxc8wpjzv82i3oi2ova,1,26.4,72.3,2023-01-15T15:44:56.933Z,2023-01-17T19:51:57Z,3980111403,141,39.4,3980111407,213,4.5,3980111401,140,22.2,3980111399,56,Back,3980111405,212,22.8,3982402719,178,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497783997,8,1,1,0,24,3t0vjqtxc8wpjzv82i3oi2ova,1,28.3,39.2,2023-01-15T15:45:04.848Z,2023-01-17T19:52:20Z,3980112811,213,1.7,3980112809,212,19.1,3980112807,141,67.2,3980112803,56,Back,3980112805,140,26.6,3982402741,178,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497783999,9,1,1,0,27,3t0vjqtxc8wpjzv82i3oi2ova,1,29.6,70.3,2023-01-15T15:45:08.053Z,2023-01-17T19:52:22Z,3980114263,56,Back,3980114271,213,4.6,3980114267,141,43.7,3982403255,178,,3980114265,140,26.8,3980114269,212,18.3,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784005,10,1,1,0,32,3t0vjqtxc8wpjzv82i3oi2ova,0,33.9,37.7,2023-01-15T15:45:12.733Z,2023-01-17T19:52:24Z,3980115785,196,,3980115787,56,Left,3980115953,155,,3982403319,178,,3980115797,1,,3980115793,212,54.8,3980115795,213,0.9,3980115789,140,66.0,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,3980115791,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784217,6,5,1,0,35,ears40cp6opsgvhsy0dgyszpd,1,36.2,-1.7,2023-01-15T15:45:15.866Z,2023-01-17T19:52:28Z,3980123665,233,11,3980099095,56,Back,3980099097,347,,,,,,,,,,,,,,,,,cgsirikez39wlx8lhu1uo00yd,T. Boere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784015,11,5,1,0,35,3t0vjqtxc8wpjzv82i3oi2ova,0,63.8,101.7,2023-01-15T15:45:15.866Z,2023-01-17T19:52:28Z,3980123647,56,Left,3980123649,347,,3980123681,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784231,7,1,1,0,37,ears40cp6opsgvhsy0dgyszpd,0,36.7,0,2023-01-15T15:45:18.082Z,2023-01-17T19:52:37Z,3980099165,141,7.1,3980099161,56,Right,3980099167,212,25.9,3980099163,140,60.8,3980099171,1,,3980099159,107,,3980099169,213,0.2,3980148309,189,,tv8e6nxc7jl8wbzf6ojd6dw5,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784113,27,12,1,0,41,3t0vjqtxc8wpjzv82i3oi2ova,1,29.9,92.7,2023-01-15T15:45:21.844Z,2023-01-17T19:52:45Z,3980128577,56,Back,3980128575,167,,3980128579,140,36.5,3982403827,178,,3980128583,212,9.3,3980128585,213,0.7,3980128581,141,100.0,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784331,8,5,1,0,42,ears40cp6opsgvhsy0dgyszpd,1,61.2,-1.6,2023-01-15T15:45:22.492Z,2023-01-17T19:52:51Z,3980129959,233,26,3980099701,347,,3980099699,56,Right,,,,,,,,,,,,,,,,tv8e6nxc7jl8wbzf6ojd6dw5,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784107,26,5,1,0,42,3t0vjqtxc8wpjzv82i3oi2ova,0,38.8,101.6,2023-01-15T15:45:22.492Z,2023-01-17T19:52:52Z,3980129841,347,,3980130017,233,8,3980129837,56,Back,,,,,,,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784347,9,1,1,0,46,ears40cp6opsgvhsy0dgyszpd,1,59.8,0,2023-01-15T15:45:27.210Z,2023-01-17T19:52:57Z,3980099785,213,2.0,3980099781,141,14.0,3980099779,140,54.6,3980099783,212,12.2,3980099775,107,,3980099777,56,Right,,,,,,,tv8e6nxc7jl8wbzf6ojd6dw5,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784391,10,1,1,0,49,ears40cp6opsgvhsy0dgyszpd,1,54.6,14,2023-01-15T15:45:29.629Z,2023-01-17T19:53:08Z,3982404321,178,,3980099997,140,53.3,3980099995,56,Right,3980100003,213,4.5,3980099999,141,3.1,3980100001,212,7.5,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784473,11,1,1,0,52,ears40cp6opsgvhsy0dgyszpd,1,44,5.4,2023-01-15T15:45:32.946Z,2023-01-17T19:53:12Z,3982404393,178,,3980100465,212,18.2,3980100461,140,41.6,3980100467,213,1.7,3980100459,56,Back,3980100463,141,31.9,,,,,,,tv8e6nxc7jl8wbzf6ojd6dw5,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784487,12,1,1,0,54,ears40cp6opsgvhsy0dgyszpd,0,41.3,30.9,2023-01-15T15:45:34.658Z,2023-01-17T19:53:16Z,3980100539,212,22.6,3980100541,213,4.5,3980100535,140,37.1,3980100533,56,Back,3982404463,178,,3980100537,141,0.0,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784499,13,5,1,0,56,ears40cp6opsgvhsy0dgyszpd,0,33,-1.4,2023-01-15T15:45:36.643Z,2023-01-17T19:53:22Z,3980100593,347,,3980100757,233,28,3980100591,56,Back,,,,,,,,,,,,,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784527,28,5,1,0,56,3t0vjqtxc8wpjzv82i3oi2ova,1,67,101.4,2023-01-15T15:45:36.643Z,2023-01-17T19:53:21Z,3980100749,233,13,3980100719,347,,3980100717,56,Left,,,,,,,,,,,,,,,,57wfg8j12hfw3aisrnwtpgmvp,L. Burnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784553,29,1,1,1,0,3t0vjqtxc8wpjzv82i3oi2ova,1,71,100,2023-01-15T15:45:40.578Z,2023-01-17T19:59:05Z,3980100877,212,8.3,3980100873,140,67.4,3980100875,141,90.2,3980100871,56,Left,3980100879,213,4.2,3980100869,107,,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784583,30,1,1,1,0,3t0vjqtxc8wpjzv82i3oi2ova,1,67.4,90.2,2023-01-15T15:45:40.934Z,2023-01-17T19:59:11Z,3980101003,140,70.0,3982410965,178,,3980101007,212,5.1,3980101001,56,Left,3980101005,141,96.6,3980101009,213,1.0,,,,,,,7myeigeuggkj5ymjw6znedkut,A. El Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784641,31,1,1,1,1,3t0vjqtxc8wpjzv82i3oi2ova,1,70,96.6,2023-01-15T15:45:42.095Z,2023-01-17T19:59:15Z,3980101357,141,96.0,3982411051,178,,3980101353,56,Left,3980101355,140,54.5,3980101359,212,16.3,3980101361,213,3.2,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784687,32,1,1,1,3,3t0vjqtxc8wpjzv82i3oi2ova,1,52.7,93.6,2023-01-15T15:45:43.803Z,2023-01-17T19:59:21Z,3980101599,212,26.1,3980101601,213,3.8,3982411193,178,,3980101591,140,33.1,3980101589,56,Back,3980101595,141,69.9,,,,,,,57wfg8j12hfw3aisrnwtpgmvp,L. Burnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784811,33,1,1,1,5,3t0vjqtxc8wpjzv82i3oi2ova,1,33.9,69.2,2023-01-15T15:45:46.162Z,2023-01-17T19:59:30Z,3980102209,213,4.5,3980102205,141,45.5,3982411343,178,,3980102201,56,Back,3980102207,212,16.4,3980102203,140,30.8,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784859,34,1,1,1,9,3t0vjqtxc8wpjzv82i3oi2ova,1,28.9,47.8,2023-01-15T15:45:49.873Z,2023-01-17T19:59:35Z,3982411441,178,,3980102431,140,13.2,3980102449,213,2.6,3980102435,141,62.7,3980102429,56,Back,3980102445,212,19.3,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784909,35,1,1,1,11,3t0vjqtxc8wpjzv82i3oi2ova,1,12.4,63.7,2023-01-15T15:45:52.025Z,2023-01-17T19:59:38Z,3980102727,213,0.8,3982411523,178,,3980102723,141,83.5,3980102719,56,Back,3980102725,212,19.6,3980102721,140,25.9,,,,,,,627nw9ji9qfss33q8ce8042c5,M. van der Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497819505,474,1,1,1,15,3t0vjqtxc8wpjzv82i3oi2ova,1,27.9,85.8,2023-01-15T15:45:55.899Z,2023-01-17T19:59:41Z,3980288925,213,5.5,3982411611,178,,3980288921,141,72.9,3980288923,212,12.8,3980288919,140,36.8,3980288917,56,Back,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497784967,36,1,1,1,16,3t0vjqtxc8wpjzv82i3oi2ova,1,40,66,2023-01-15T15:45:56.946Z,2023-01-17T19:59:44Z,3980103051,141,78.3,3982411635,178,,3980103055,213,2.2,3980103047,56,Back,3980103049,140,33.8,3980103053,212,10.6,,,,,,,7myeigeuggkj5ymjw6znedkut,A. El Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785029,37,1,1,1,23,3t0vjqtxc8wpjzv82i3oi2ova,1,36.3,71.6,2023-01-15T15:46:03.764Z,2023-01-17T19:59:47Z,3980103357,56,Back,3980103365,212,20.9,3982411683,178,,3980103367,213,4.6,3980103359,140,33.1,3980103363,141,41.3,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785089,38,1,1,1,27,3t0vjqtxc8wpjzv82i3oi2ova,1,39,32.3,2023-01-15T15:46:07.823Z,2023-01-17T19:59:50Z,3980103667,213,4.6,3980103663,141,6.8,3980103659,56,Back,3980103665,212,17.4,3980103661,140,37.5,3982411749,178,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785169,39,1,1,1,31,3t0vjqtxc8wpjzv82i3oi2ova,1,36.2,18.4,2023-01-15T15:46:11.798Z,2023-01-17T19:59:56Z,3980104037,56,Back,3980104043,212,11.7,3980104039,140,40.6,3980104041,141,34.2,3980104045,213,1.2,3982411977,178,,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785391,40,1,1,1,33,3t0vjqtxc8wpjzv82i3oi2ova,1,39.6,34,2023-01-15T15:46:13.488Z,2023-01-17T19:59:59Z,3982412027,178,,3980105183,56,Center,3980105185,140,53.6,3980105189,141,33.4,3980105195,212,14.7,3980105197,213,6.3,,,,,,,7myeigeuggkj5ymjw6znedkut,A. El Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497820129,475,1,1,1,33,3t0vjqtxc8wpjzv82i3oi2ova,1,55.6,36.4,2023-01-15T15:46:14.402Z,2023-01-17T20:00:04Z,3980292557,212,29.9,3980292553,140,33.4,3980292549,156,,3980292555,141,63.9,3982412069,178,,3980292551,56,Back,3980292559,213,2.5,,,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497820321,476,1,1,1,38,3t0vjqtxc8wpjzv82i3oi2ova,0,36.5,62.7,2023-01-15T15:46:18.636Z,2023-01-17T20:00:08Z,3980293593,140,95.2,3980293597,212,66.2,3980293599,213,5.9,3982412217,178,,3980293591,56,Center,3980293601,1,,3980293595,141,27.1,3980293589,155,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785279,14,49,1,1,42,ears40cp6opsgvhsy0dgyszpd,1,4,72.3,2023-01-15T15:46:23.311Z,2023-01-17T20:07:19Z,,,,,,,,,,,,,,,,,,,,,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785445,15,1,1,1,53,ears40cp6opsgvhsy0dgyszpd,1,4,47.6,2023-01-15T15:46:33.807Z,2023-01-17T20:07:36Z,3980105469,212,17.8,3980105471,213,5.0,3980105463,56,Back,3980105467,141,22.7,3982423537,178,,3980105465,140,9.1,,,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785503,16,1,1,1,55,ears40cp6opsgvhsy0dgyszpd,1,12.7,19.7,2023-01-15T15:46:36.352Z,2023-01-17T20:07:40Z,3982423609,178,,3980105787,56,Back,3980105793,212,15.5,3980105791,141,38.6,3980105789,140,4.5,3980105795,213,2.2,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785573,17,1,1,1,58,ears40cp6opsgvhsy0dgyszpd,1,4.5,38.6,2023-01-15T15:46:38.701Z,2023-01-17T20:07:53Z,3980106137,56,Back,3982423905,178,,3980106135,155,,3980106145,213,0.6,3980106141,141,83.0,3980106139,140,46.7,3980106147,1,,3980106143,212,53.6,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785613,18,1,1,2,3,ears40cp6opsgvhsy0dgyszpd,1,46.7,83,2023-01-15T15:46:44.004Z,2023-01-17T20:08:05Z,3980106343,213,2.2,3980106339,141,98.1,3980106341,212,12.8,3982424105,178,,3980106335,56,Back,3980106337,140,39.5,,,,,,,cgsirikez39wlx8lhu1uo00yd,T. Boere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785647,19,1,1,2,5,ears40cp6opsgvhsy0dgyszpd,1,39.5,98.1,2023-01-15T15:46:46.090Z,2023-01-17T20:08:08Z,3980106519,1,,3980106509,56,Left,3980106513,141,97.1,3980106517,213,6.3,3982424327,178,,3980106507,155,,3980106511,140,71.6,3980106515,212,33.7,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785649,20,61,1,2,8,ears40cp6opsgvhsy0dgyszpd,0,71.6,97.1,2023-01-15T15:46:48.493Z,2023-01-17T20:08:12Z,3982424479,178,,3980106523,56,Left,,,,,,,,,,,,,,,,,,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785659,21,5,1,2,9,ears40cp6opsgvhsy0dgyszpd,0,74.4,101.2,2023-01-15T15:46:49.570Z,2023-01-17T20:08:17Z,3980106555,56,Left,3980107319,233,41,3980106557,347,,,,,,,,,,,,,,,,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785797,41,5,1,2,9,3t0vjqtxc8wpjzv82i3oi2ova,1,25.6,-1.2,2023-01-15T15:46:49.570Z,2023-01-17T20:08:16Z,3980107297,233,21,3980107243,347,,3980107241,56,Back,,,,,,,,,,,,,,,,7myeigeuggkj5ymjw6znedkut,A. El Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785859,42,1,1,2,21,3t0vjqtxc8wpjzv82i3oi2ova,1,24.5,0,2023-01-15T15:47:02.369Z,2023-01-17T20:08:19Z,3980107665,213,2.5,3980107661,141,7.5,3980107655,107,,3980107659,140,17.9,3980107663,212,8.9,3980107657,56,Back,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785907,43,1,1,2,24,3t0vjqtxc8wpjzv82i3oi2ova,1,16.4,9.7,2023-01-15T15:47:04.889Z,2023-01-17T20:08:23Z,3980107943,141,48.5,3980107947,213,2.0,3980107939,56,Back,3980107941,140,6.1,3980107945,212,28.5,3982424783,178,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785965,44,1,1,2,28,3t0vjqtxc8wpjzv82i3oi2ova,0,6.5,57.9,2023-01-15T15:47:08.894Z,2023-01-17T20:08:46Z,3980108237,141,100.0,3980108233,56,Back,3980108235,140,28.5,3980108239,212,37.6,3982425629,178,,3980108243,213,0.9,3980108247,1,,,,,627nw9ji9qfss33q8ce8042c5,M. van der Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497786095,22,5,1,2,31,ears40cp6opsgvhsy0dgyszpd,1,69.4,-1.7,2023-01-15T15:47:12.250Z,2023-01-17T20:08:51Z,3980108877,56,Right,3980108881,347,,3980108897,233,45,,,,,,,,,,,,,,,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497785973,45,5,1,2,31,3t0vjqtxc8wpjzv82i3oi2ova,0,30.6,101.7,2023-01-15T15:47:12.250Z,2023-01-17T20:08:51Z,3980108269,347,,3980108267,56,Back,3980108935,233,22,,,,,,,,,,,,,,,,627nw9ji9qfss33q8ce8042c5,M. van der Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
