id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2442181951,1,34,16,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-08-05T16:57:17.547Z,2022-08-05T18:22:29Z,3685479201,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685479197,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685479193,59,"1, 2, 5, 6, 3, 4, 7, 8, 9, 10, 11, 22, 14, 13, 30, 12, 21, 20, 18, 19, 17, 15, 16",3685479199,194,5gs7jd1eigk4jisxbr9a1yvp,3685479195,130,8,3685479189,30,"eamuyjut271ytghb2q4ljqbpx, cixzy9hl7ks4maugc5zc9ievp, 5el82g04yvl9ai8ws8pxbvaad, 6w59kdfilru1152bjutstu2fp, 5gs7jd1eigk4jisxbr9a1yvp, ubuh5wgnl0o5bn3wirdmectm, 5iyutg9qg6bfnwuieghj5wktm, 723av2redj2ej6livx0g81wwl, 6q77vt9bp8dsq48pa97mfzsa1, dficbkp6sp4kw7xihaxneozpx, 2nwthqvbk70e2qo35dgp35979, eqt598wenyzrxdl5y39ejab8q, aklhi0hr28nidjlkw1sokp785, 530w8musao16dfntha5ykpuga, 49pcpdulrofklvwsde6ohkkq, 8n9t52eeli3s39r8ujjhjt7je, tgu7kztdu9azmvirwu8rrip6, 6vqc5d718gbqobb9o3a40jlqt, c3j7ddqg0yzporam6gieibgiy, 5bm516z74pbsyfemsathj3umt, 6ovzd9akutufagsd8kmxmsei2, f57vs3qmmob743hdk2dxf56cq, 7jpreaads35pnnfqbn7hmrmy",3685584609,197,2359,3685479191,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442182115,1,34,16,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2022-08-05T16:57:52.326Z,2022-08-05T17:58:31Z,3685480061,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3685480071,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685480065,130,10,3685480063,59,"44, 27, 13, 3, 5, 4, 26, 33, 9, 17, 7, 1, 6, 8, 10, 15, 19, 21, 22, 23, 34",3685480069,194,9hvw1v4douz0kst032a9l853p,3685587619,197,482,3685480067,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685480059,30,"awih1xkabe5o6afn6d85ilxw5, etzj9ltadjsvkmahib7hor90q, 9hybzhhut4ac2xinqk7kzzpwp, axgbibg0wdlir6tsrru6rpwph, 1tj9gmnm02s8f12zwzvuwnoph, 9hvw1v4douz0kst032a9l853p, 7m3uhmmzizwmpk64dw750pn11, 7jtag81mvpom3bfgezx8txbdh, amvonu36at4dg7ksi1ioczi3u, dc4n5ylytswddlvd82snkb90q, 8wb6zb0imo0295asm428cur55, bpvq84v7wwz759mgykvsy3pat, 34258m1cvslz8r6d17nv4b90q, aqjwz3wm0it916o2vb5tz9vxl, aie09n600h7ozeg6zl6anithx, 4swz47sf9k2qu5v001pnjz816, 60fbyywnjiz6l8n7gmi2mjld5, 2mfslxxrar9a5fbif0ulk7ze, ejv587h08dn1hgxhfgib3reqy, 73k8ok0kpb9xb6yhpmfhzir55, 3o6woe2uh6754hw803v86l1t6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202907,2,32,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2022-08-05T18:01:24.989Z,2022-08-07T18:20:33Z,3685590951,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202899,2,32,1,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-08-05T18:01:24.989Z,2022-08-05T18:01:25Z,3685590911,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202917,3,1,1,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,50.1,50.1,2022-08-05T18:01:25.490Z,2022-08-07T06:24:44Z,3685591001,140,31.5,3685590999,56,Back,3685591007,213,3.0,3690568677,178,,3685591005,212,19.7,3685591003,141,53.7,3685591009,279,S,,,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202941,4,1,1,0,3,89w5c6pw7vn0dxypi61tt0g4k,1,31.8,53.3,2022-08-05T18:01:28.290Z,2022-08-07T06:24:53Z,3685591123,212,52.3,3690568831,178,,3685591125,213,5.9,3685591127,1,,3685591115,157,,3685591119,140,77.2,3685591121,141,21.5,3685591117,56,Center,ubuh5wgnl0o5bn3wirdmectm,M. Eerdhuijzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202955,5,44,1,0,6,89w5c6pw7vn0dxypi61tt0g4k,1,77.8,23.4,2022-08-05T18:01:31.179Z,2022-08-07T17:51:19Z,3685591163,286,,3685591165,233,3,3685591161,56,Center,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202949,3,44,1,0,6,4vd2t5schmvvufrfib7f2vjdf,0,22.2,76.6,2022-08-05T18:01:31.180Z,2022-08-07T06:25:05Z,3685591153,285,,3685591151,56,Back,3685591181,233,5,,,,,,,,,,,,,,,,axgbibg0wdlir6tsrru6rpwph,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202969,6,1,1,0,6,89w5c6pw7vn0dxypi61tt0g4k,0,80.6,16.7,2022-08-05T18:01:31.241Z,2022-08-07T17:51:20Z,3690569087,388,,3685591241,3,,3685591251,213,6.2,3685591247,141,14.7,3685591245,140,100.0,3685591249,212,22.1,3685591243,56,Right,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203111,8,43,1,0,7,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-08-05T18:01:32.867Z,2022-08-06T16:05:57Z,3688134399,144,1,3685591907,212,1.7,3685591903,140,80.1,3685591909,213,5.6,3685591905,141,18.3,3685591899,3,0,3685591901,56,Right,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
