id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2472318851,7,1,1,0,24,ed5nwjz5za3oyi20nxzgqivmx,1,13.4,31.5,2022-10-15T16:46:14.491Z,2022-10-17T05:37:13Z,3845786897,140,40.8,3845786901,212,28.9,3845786903,213,6.2,3845786895,56,Back,3845786893,155,,3845786899,141,28.0,3851655485,178,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473626325,994,43,1,0,27,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-10-15T16:46:18.407Z,2022-10-17T19:31:47Z,3852691565,144,82,3852691555,178,0,,,,,,,,,,,,,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472318879,8,1,1,0,27,ed5nwjz5za3oyi20nxzgqivmx,1,42.1,17.1,2022-10-15T16:46:18.438Z,2022-10-17T05:37:19Z,3851655571,178,,3845787045,140,34.2,3845787047,141,15.0,3845787049,212,8.4,3845787043,56,Back,3845787051,213,3.3,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472318889,9,1,1,0,29,ed5nwjz5za3oyi20nxzgqivmx,1,34.2,15,2022-10-15T16:46:20.013Z,2022-10-17T05:37:24Z,3845787115,56,Back,3845787117,140,40.1,3845787119,141,29.8,3845787121,212,11.8,3845787123,213,1.0,3851655639,178,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472318921,10,1,1,0,30,ed5nwjz5za3oyi20nxzgqivmx,1,40.1,29.8,2022-10-15T16:46:21.072Z,2022-10-17T05:37:28Z,3845787279,212,22.5,3851655701,178,,3845787273,56,Right,3845787281,213,5.7,3845787275,140,58.5,3845787277,141,12.9,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472318997,11,1,1,0,32,ed5nwjz5za3oyi20nxzgqivmx,1,58.5,12.9,2022-10-15T16:46:23.152Z,2022-10-17T05:37:34Z,3845787549,141,4.7,3845787551,212,14.3,3845787553,213,3.5,3851655771,178,,3845787545,56,Back,3845787547,140,46.0,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319019,12,1,1,0,34,ed5nwjz5za3oyi20nxzgqivmx,1,46,4.7,2022-10-15T16:46:24.799Z,2022-10-17T05:37:47Z,3845787667,196,,3845787679,1,,3845787673,141,70.5,3845787671,140,42.6,3845787665,155,,3851656031,178,,3845787675,212,44.9,3845787669,56,Back,e8wfxueczkhrj92rytelw5vx1,M. Kramer,3845787677,213,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,
2472319057,13,1,1,0,37,ed5nwjz5za3oyi20nxzgqivmx,1,42.6,70.5,2022-10-15T16:46:28.025Z,2022-10-17T05:37:54Z,3845787865,213,0.8,3845787859,140,54.2,3851656213,178,,3845787861,141,88.6,3845787863,212,17.3,3845787857,56,Left,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319139,14,1,1,0,40,ed5nwjz5za3oyi20nxzgqivmx,1,54.2,88.6,2022-10-15T16:46:30.496Z,2022-10-17T05:38:01Z,3851656365,178,,3845788285,212,12.1,3845788279,56,Center,3845788287,213,4.7,3845788283,141,70.9,3845788281,140,53.6,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473626433,999,43,1,0,40,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-10-15T16:46:30.821Z,2022-10-17T19:32:20Z,3852692093,144,82,3852692051,178,0,,,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319165,15,1,1,0,45,ed5nwjz5za3oyi20nxzgqivmx,1,51.8,59.9,2022-10-15T16:46:35.656Z,2022-10-17T05:38:20Z,3845788403,213,1.2,3845788401,212,12.6,3845788395,56,Center,3851656827,178,,3845788397,140,56.3,3845788399,141,77.0,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319181,16,1,1,0,47,ed5nwjz5za3oyi20nxzgqivmx,1,56.3,77,2022-10-15T16:46:37.704Z,2022-10-17T05:38:28Z,3845788493,212,16.2,3845788487,56,Left,3845788491,141,95.1,3851656983,178,,3845788495,213,0.9,3845788489,140,66.3,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319197,17,1,1,0,48,ed5nwjz5za3oyi20nxzgqivmx,1,66.3,95.1,2022-10-15T16:46:39.090Z,2022-10-17T05:38:36Z,3845788559,212,16.3,3851657153,178,,3845788553,56,Center,3845788555,140,58.4,3845788561,213,4.2,3845788557,141,74.5,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319327,18,1,1,0,51,ed5nwjz5za3oyi20nxzgqivmx,1,56.5,71.1,2022-10-15T16:46:41.929Z,2022-10-17T05:38:44Z,3845789177,212,12.4,3845789173,140,48.2,3845789171,56,Back,3845789175,141,58.2,3851657255,178,,3845789179,213,3.9,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319357,19,1,1,0,58,ed5nwjz5za3oyi20nxzgqivmx,1,68,75.3,2022-10-15T16:46:48.670Z,2022-10-17T05:38:49Z,3845789353,141,97.5,3845789351,140,73.2,3845789349,56,Left,3851657305,178,,3845789357,213,1.2,3845789355,212,16.1,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319427,20,1,1,1,0,ed5nwjz5za3oyi20nxzgqivmx,1,73.2,97.5,2022-10-15T16:46:51.428Z,2022-10-17T05:38:58Z,3845789673,141,81.4,3845789671,140,61.5,3851657401,178,,3845789677,213,3.9,3845789669,56,Left,3845789675,212,16.5,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319451,21,1,1,1,3,ed5nwjz5za3oyi20nxzgqivmx,1,61.2,80.6,2022-10-15T16:46:54.456Z,2022-10-17T05:39:06Z,3845789793,56,Center,3845789801,213,3.8,3845789799,212,10.4,3851657505,178,,3845789797,141,71.8,3845789795,140,53.1,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319519,22,1,1,1,5,ed5nwjz5za3oyi20nxzgqivmx,1,53.1,71.8,2022-10-15T16:46:56.059Z,2022-10-17T05:39:27Z,3845790147,56,Left,3845790155,213,0.6,3845790151,141,81.2,3845790153,212,10.9,3851657801,178,,3845790149,140,61.5,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319559,23,1,1,1,11,ed5nwjz5za3oyi20nxzgqivmx,1,65.7,80.9,2022-10-15T16:47:01.575Z,2022-10-17T05:39:40Z,3845790349,141,71.4,3851658035,178,,3845790353,213,3.7,3845790351,212,12.4,3845790345,56,Center,3845790347,140,55.6,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319609,24,1,1,1,14,ed5nwjz5za3oyi20nxzgqivmx,1,55.6,71.4,2022-10-15T16:47:04.729Z,2022-10-17T05:39:59Z,3851658299,178,,3845790577,140,62.7,3845790587,213,0.8,3845790575,56,Left,3845790583,212,10.9,3845790579,141,83.0,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319645,25,1,1,1,16,ed5nwjz5za3oyi20nxzgqivmx,1,64.6,86.8,2022-10-15T16:47:07.233Z,2022-10-17T05:40:09Z,3845790779,140,80.3,3845790785,213,0.2,3845790777,56,Left,3851658437,178,,3845790781,141,91.8,3845790783,212,16.8,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319677,26,1,1,1,19,ed5nwjz5za3oyi20nxzgqivmx,0,87.2,91.2,2022-10-15T16:47:09.905Z,2022-10-17T05:40:17Z,3845790935,141,76.3,3845790937,212,10.6,3845790939,213,5.0,3845790933,140,90.2,3845790931,56,Center,3851658579,178,,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319689,9,49,1,1,20,3ebril33e08ddzob4bhq8awsr,1,5.7,35.7,2022-10-15T16:47:11.351Z,2022-10-17T05:41:19Z,,,,,,,,,,,,,,,,,,,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319731,10,1,1,1,20,3ebril33e08ddzob4bhq8awsr,1,6.1,25.2,2022-10-15T16:47:11.367Z,2022-10-17T05:41:23Z,3845791231,213,0.8,3845791223,56,Back,3845791229,212,11.2,3851659153,178,,3845791227,141,36.5,3845791225,140,13.8,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319765,11,1,1,1,21,3ebril33e08ddzob4bhq8awsr,1,14.2,34.9,2022-10-15T16:47:12.352Z,2022-10-17T05:41:32Z,3845791393,56,Back,3845791399,212,12.9,3845791397,141,43.5,3851659243,178,,3845791401,213,2.7,3845791395,140,3.3,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319795,12,1,1,1,23,3ebril33e08ddzob4bhq8awsr,1,1.7,43.9,2022-10-15T16:47:14.441Z,2022-10-17T05:41:59Z,3845791517,213,4.8,3845791509,56,Back,3845791515,212,9.4,3845791513,141,30.1,3845791511,140,2.6,3851659607,178,,,,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319819,13,1,1,1,27,3ebril33e08ddzob4bhq8awsr,1,8.6,32.2,2022-10-15T16:47:18.001Z,2022-10-17T05:42:05Z,3845791663,213,5.1,3845791661,212,20.1,3851659873,178,,3845791659,141,5.3,3845791651,56,Back,3845791653,140,16.5,,,,,,,51b7kbz09togoaueykwbm385,Ximo Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319845,14,1,1,1,30,3ebril33e08ddzob4bhq8awsr,0,16.5,5.3,2022-10-15T16:47:20.752Z,2022-10-17T05:42:11Z,3851659955,178,,3845791805,140,39.6,3845791811,213,0.2,3845791807,141,10.7,3845791809,212,24.5,3845791801,155,,3845791803,56,Back,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319877,27,1,1,1,31,ed5nwjz5za3oyi20nxzgqivmx,1,61.4,85.7,2022-10-15T16:47:22.191Z,2022-10-17T05:42:36Z,3845791967,56,Center,3845791965,3,,3845791971,141,76.9,3851660339,178,,3845791973,212,12.0,3845791975,213,5.8,3845791969,140,71.3,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319887,28,49,1,1,32,ed5nwjz5za3oyi20nxzgqivmx,1,71.3,76.9,2022-10-15T16:47:23.410Z,2022-10-17T05:42:54Z,,,,,,,,,,,,,,,,,,,,,,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319895,29,1,1,1,33,ed5nwjz5za3oyi20nxzgqivmx,0,71.3,76.9,2022-10-15T16:47:23.497Z,2022-10-17T05:43:00Z,3845792097,140,71.6,3851660815,178,,3845792103,213,1.5,3845792101,212,7.1,3845792095,56,Left,3845792093,155,,3845792099,141,87.4,,,,a0i7hc92p5ijqi4jqw8krh8x6,Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319923,15,1,1,1,34,3ebril33e08ddzob4bhq8awsr,1,22.2,9.2,2022-10-15T16:47:24.873Z,2022-10-17T05:43:16Z,3845792243,213,0.4,3845792239,212,8.2,3845792233,56,Back,3851661053,178,,3845792235,140,29.5,3845792237,141,13.4,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319927,16,61,1,1,34,3ebril33e08ddzob4bhq8awsr,0,29.5,13.4,2022-10-15T16:47:25.314Z,2022-10-17T05:43:31Z,3851661225,178,,3845792299,56,Back,,,,,,,,,,,,,,,,,,,8qqyo9093i0wtapxq219wjzzd,Úmaro Embaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472320009,30,1,1,1,38,ed5nwjz5za3oyi20nxzgqivmx,1,76.2,87.8,2022-10-15T16:47:28.569Z,2022-10-17T05:43:50Z,3845792643,56,Left,3845792651,213,2.7,3845792649,212,15.7,3851661453,178,,3845792647,141,96.8,3845792645,140,62.4,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472320015,31,1,1,1,40,ed5nwjz5za3oyi20nxzgqivmx,1,62.4,96.8,2022-10-15T16:47:31.368Z,2022-10-17T05:43:58Z,3851661601,178,,3845792689,141,88.4,3845792685,56,Left,3845792691,212,6.4,3845792693,213,5.2,3845792687,140,65.1,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472320053,32,1,1,1,41,ed5nwjz5za3oyi20nxzgqivmx,1,65.1,88.4,2022-10-15T16:47:32.194Z,2022-10-17T05:44:06Z,3845792911,140,61.7,3851661685,178,,3845792913,141,86.3,3845792909,56,Left,3845792917,213,3.5,3845792915,212,3.8,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472320069,33,1,1,1,44,ed5nwjz5za3oyi20nxzgqivmx,1,63.5,73.9,2022-10-15T16:47:35.230Z,2022-10-17T05:44:21Z,3845792977,56,Center,3845792987,213,5.8,3845792985,212,8.5,3851661895,178,,3845792983,141,68.1,3845792981,140,70.7,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472320073,34,1,1,1,45,ed5nwjz5za3oyi20nxzgqivmx,0,70.7,68.1,2022-10-15T16:47:36.081Z,2022-10-17T05:44:28Z,3845793007,56,Center,3845793013,212,3.0,3845793011,141,71.5,3851661951,178,,3845793015,213,2.3,3845793009,140,68.9,,,,,,,e8wfxueczkhrj92rytelw5vx1,M. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472320127,17,49,1,1,45,3ebril33e08ddzob4bhq8awsr,1,29.6,27.4,2022-10-15T16:47:36.356Z,2022-10-17T05:44:41Z,,,,,,,,,,,,,,,,,,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472320137,18,1,1,1,47,3ebril33e08ddzob4bhq8awsr,1,25.8,30.7,2022-10-15T16:47:38.251Z,2022-10-17T05:44:55Z,3845793357,212,6.4,3845793361,213,1.4,3851662291,178,,3845793353,141,40.0,3845793351,140,26.8,3845793349,56,Back,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472320233,19,1,1,1,48,3ebril33e08ddzob4bhq8awsr,1,29.3,40.6,2022-10-15T16:47:39.451Z,2022-10-17T05:45:02Z,3845793801,140,39.2,3851662373,178,,3845793809,212,11.5,3845793797,56,Back,3845793813,213,0.4,3845793805,141,47.8,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
