id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2483623123,9,1,1,0,14,e75syeuawg3ql8nwpi3vr2btz,1,54.1,10.4,2022-11-09T17:30:48.835Z,2022-11-09T23:54:18Z,3905402601,212,19.0,3906387793,178,,3905402599,141,16.7,3905402595,140,71.7,3905402603,213,0.2,3905402591,56,Right,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623131,3,43,1,0,17,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-11-09T17:30:52.357Z,2022-11-09T17:50:39Z,3905454113,144,45,3905402645,56,Back,3905402647,285,0,,,,,,,,,,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623151,10,43,1,0,17,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-11-09T17:30:52.357Z,2022-11-09T17:50:37Z,3905453975,144,3,3905402753,233,3,3905402737,286,0,3905402735,56,Center,,,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623157,11,1,1,0,18,e75syeuawg3ql8nwpi3vr2btz,0,75.5,18,2022-11-09T17:30:52.955Z,2022-11-09T23:54:23Z,3905402779,212,12.6,3905402781,213,1.2,3905402777,141,35.3,3905402775,140,79.9,3905402773,56,Center,3906387869,178,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623139,4,49,1,0,19,bi1fxjrncd0ram0oi7ja1jyuo,1,24,72.7,2022-11-09T17:30:54.107Z,2022-11-09T23:54:28Z,,,,,,,,,,,,,,,,,,,,,,,,,8j498fkairlyk82v1qprc13op,M. Pongračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623181,6,43,1,0,20,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-11-09T17:30:54.766Z,2022-11-09T17:51:22Z,3905402863,285,0,3905456081,144,74,3905402857,56,Back,3905402881,233,11,,,,,,,,,,,,,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623147,5,1,1,0,20,bi1fxjrncd0ram0oi7ja1jyuo,0,21.2,66.8,2022-11-09T17:30:55.011Z,2022-11-09T23:54:31Z,3905402721,213,6.2,3905402711,56,Back,3905402715,141,66.2,3906388135,178,,3905402713,140,28.1,3905402717,212,7.3,,,,,,,8j498fkairlyk82v1qprc13op,M. Pongračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483634405,245,49,1,0,21,e75syeuawg3ql8nwpi3vr2btz,1,65.6,24.5,2022-11-09T17:30:55.983Z,2022-11-09T23:54:38Z,,,,,,,,,,,,,,,,,,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483634385,244,1,1,0,21,e75syeuawg3ql8nwpi3vr2btz,1,70.4,33.8,2022-11-09T17:30:56.021Z,2022-11-09T23:54:42Z,3905455037,140,61.8,3905455039,141,27.7,3906388397,178,,3905455045,213,3.6,3905455043,212,9.9,3905455035,56,Center,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623203,13,1,1,0,22,e75syeuawg3ql8nwpi3vr2btz,1,64.3,29.8,2022-11-09T17:30:57.614Z,2022-11-09T23:54:46Z,3905403051,213,4.1,3906388513,178,,3905403047,212,13.5,3905403039,141,13.1,3905403037,140,57.3,3905403033,56,Right,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623239,15,1,1,0,25,e75syeuawg3ql8nwpi3vr2btz,1,55.4,10.2,2022-11-09T17:31:00.131Z,2022-11-09T23:54:51Z,3905403199,140,43.0,3905403201,141,37.1,3906388581,178,,3905403195,56,Back,3905403205,213,2.2,3905403203,212,22.5,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623255,16,1,1,0,28,e75syeuawg3ql8nwpi3vr2btz,1,44.2,46.4,2022-11-09T17:31:03.281Z,2022-11-09T23:54:56Z,3905403265,56,Back,3905403273,213,1.6,3905403269,141,70.3,3905403271,212,16.3,3906388627,178,,3905403267,140,43.3,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623207,14,43,1,0,29,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-11-09T17:31:04.046Z,2022-11-09T17:58:27Z,3905473225,144,49,,,,,,,,,,,,,,,,,,,,,,7mvqysbmyf6uj3jny3qpqw2ga,M. Ruggeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623259,17,1,1,0,30,e75syeuawg3ql8nwpi3vr2btz,1,42,67.6,2022-11-09T17:31:05.420Z,2022-11-09T23:55:00Z,3905403293,56,Back,3905403295,140,34.9,3905403297,141,55.0,3905403299,212,11.4,3905403303,213,4.0,3906388731,178,,,,,,,,7mvqysbmyf6uj3jny3qpqw2ga,M. Ruggeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623277,18,1,1,0,33,e75syeuawg3ql8nwpi3vr2btz,1,33.6,59.6,2022-11-09T17:31:07.872Z,2022-11-09T23:55:02Z,3905403385,140,18.8,3905403395,213,3.5,3905403381,56,Back,3906388787,178,,3905403391,212,16.9,3905403387,141,49.9,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623293,19,1,1,0,35,e75syeuawg3ql8nwpi3vr2btz,1,18.5,49.5,2022-11-09T17:31:10.531Z,2022-11-09T23:55:06Z,3905403465,56,Back,3905403471,212,21.4,3905403469,141,18.0,3905403467,140,19.1,3905403473,213,4.7,3906388883,178,,,,,,,,3ww5879aay1xf2a20nl9ihwid,M. Sportiello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623313,20,1,1,0,38,e75syeuawg3ql8nwpi3vr2btz,1,20.2,19,2022-11-09T17:31:13.568Z,2022-11-09T23:55:11Z,3905403551,141,49.9,3905403547,56,Back,3905403549,140,10.9,3905403555,213,2.0,3906389001,178,,3905403553,212,23.2,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623335,21,1,1,0,43,e75syeuawg3ql8nwpi3vr2btz,1,12.5,50.6,2022-11-09T17:31:18.651Z,2022-11-09T23:55:14Z,3905403669,212,25.5,3905403671,213,6.3,3906389065,178,,3905403667,141,50.1,3905403665,140,36.8,3905403663,56,Back,,,,,,,3ww5879aay1xf2a20nl9ihwid,M. Sportiello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623357,22,1,1,0,46,e75syeuawg3ql8nwpi3vr2btz,1,36.9,52.2,2022-11-09T17:31:21.465Z,2022-11-10T00:37:32Z,3905403767,213,1.8,3905403761,140,31.6,3906389151,178,,3905403763,141,90.2,3905403759,56,Back,3905403765,212,26.4,,,,,,,2fsgc0b4mvwpenawmit0q0bmd,M. Pašalić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623431,23,1,1,0,49,e75syeuawg3ql8nwpi3vr2btz,1,32.5,94.2,2022-11-09T17:31:23.899Z,2022-11-09T23:55:30Z,3905404065,213,0.0,3905404057,56,Back,3905404059,140,40.7,3905404063,212,8.6,3905404061,141,94.6,3906389369,178,,,,,,,,7mvqysbmyf6uj3jny3qpqw2ga,M. Ruggeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623445,24,1,1,0,52,e75syeuawg3ql8nwpi3vr2btz,1,44.3,94.2,2022-11-09T17:31:27.582Z,2022-11-09T23:55:35Z,3905404125,140,39.8,3905404133,213,4.4,3905404121,56,Back,3905404129,141,75.3,3905404131,212,13.7,3906389443,178,,,,,,,,30gsjr0xlmjulnz227zfxga8l,D. Zapata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623451,25,4,1,0,54,e75syeuawg3ql8nwpi3vr2btz,1,38.6,75.6,2022-11-09T17:31:29.482Z,2022-11-09T23:55:40Z,3905404157,286,,3905404149,13,,3905404151,56,Back,3905404153,152,,3905404155,265,,3905450211,233,7,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623421,7,4,1,0,54,bi1fxjrncd0ram0oi7ja1jyuo,0,61.4,24.4,2022-11-09T17:31:29.483Z,2022-11-09T23:55:40Z,3906389529,178,,3905404017,265,,3905404019,285,,3905404011,13,,3905404013,56,Center,3905450229,233,25,3905404015,152,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623569,26,1,1,1,14,e75syeuawg3ql8nwpi3vr2btz,1,42,79.1,2022-11-09T17:31:48.843Z,2022-11-09T23:55:42Z,3905404673,56,Back,3905404675,140,30.7,3905404677,141,55.2,3905404669,5,,3905404671,152,,3905404681,213,4.1,3906389577,178,,3905404679,212,20.1,7mvqysbmyf6uj3jny3qpqw2ga,M. Ruggeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623595,27,1,1,1,17,e75syeuawg3ql8nwpi3vr2btz,1,28.9,52.8,2022-11-09T17:31:51.793Z,2022-11-09T23:55:48Z,3905404767,213,5.0,3906389673,178,,3905404761,140,32.1,3905404759,56,Back,3905404763,141,35.2,3905404765,212,12.4,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623623,28,1,1,1,19,e75syeuawg3ql8nwpi3vr2btz,1,30.7,34.1,2022-11-09T17:31:54.019Z,2022-11-09T23:55:51Z,3905404913,141,16.4,3906389743,178,,3905404915,212,13.0,3905404917,213,5.1,3905404909,56,Back,3905404911,140,35.4,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623651,29,1,1,1,21,e75syeuawg3ql8nwpi3vr2btz,1,34,15.2,2022-11-09T17:31:56.496Z,2022-11-09T23:55:54Z,3906389807,178,,3905405061,140,39.4,3905405067,213,5.5,3905405065,212,7.7,3905405063,141,7.6,3905405059,56,Back,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623657,30,1,1,1,24,e75syeuawg3ql8nwpi3vr2btz,1,39.4,7.6,2022-11-09T17:31:59.603Z,2022-11-09T23:56:04Z,3905405097,141,12.7,3905405099,212,3.9,3905405101,213,2.0,3906389907,178,,3905405093,56,Back,3905405095,140,37.7,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623675,31,1,1,1,25,e75syeuawg3ql8nwpi3vr2btz,1,37.2,12.4,2022-11-09T17:32:00.228Z,2022-11-09T23:56:09Z,3905405171,212,9.8,3905405169,141,8.0,3906390025,178,,3905970559,156,,3905405167,140,28.3,3905405165,56,Back,3905405173,213,3.5,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623743,32,1,1,1,27,e75syeuawg3ql8nwpi3vr2btz,1,24.9,9.4,2022-11-09T17:32:02.576Z,2022-11-09T23:56:12Z,3905405493,213,2.2,3905405485,56,Back,3905405489,141,41.0,3906390097,178,,3905405491,212,27.1,3905405487,140,9.2,,,,,,,2idy9ngk2rojseoxxw9n98c7p,B. Djimsiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623765,33,1,1,1,38,e75syeuawg3ql8nwpi3vr2btz,1,11.3,40.4,2022-11-09T17:32:13.314Z,2022-11-09T23:56:15Z,3905405597,141,58.1,3905405599,212,12.3,3906390131,178,,3905405593,56,Back,3905405601,213,1.4,3905405595,140,13.7,,,,,,,3ww5879aay1xf2a20nl9ihwid,M. Sportiello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623789,34,1,1,1,41,e75syeuawg3ql8nwpi3vr2btz,1,13.4,63.7,2022-11-09T17:32:15.731Z,2022-11-09T23:56:18Z,3905405745,212,20.2,3906390175,178,,3905405743,141,91.9,3905405741,140,19.4,3905405747,213,1.3,3905405739,56,Back,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623819,35,1,1,1,43,e75syeuawg3ql8nwpi3vr2btz,0,19.5,93.8,2022-11-09T17:32:18.355Z,2022-11-09T23:56:21Z,3905405853,140,46.2,3905405855,141,82.2,3906390265,178,,3905405849,155,,3905405857,212,29.1,3905405859,213,6.0,3905405851,56,Back,,,,7mvqysbmyf6uj3jny3qpqw2ga,M. Ruggeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623839,8,1,1,1,46,bi1fxjrncd0ram0oi7ja1jyuo,1,56.2,18.9,2022-11-09T17:32:20.724Z,2022-11-09T23:56:30Z,3905405945,212,4.4,3906390415,178,,3905405943,141,16.8,3905405941,140,60.2,3905405937,3,,3905405947,213,6.0,3905405939,56,Right,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623845,9,49,1,1,47,bi1fxjrncd0ram0oi7ja1jyuo,1,60.2,16.8,2022-11-09T17:32:21.798Z,2022-11-09T23:56:35Z,,,,,,,,,,,,,,,,,,,,,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623853,10,1,1,1,47,bi1fxjrncd0ram0oi7ja1jyuo,0,60.2,16.8,2022-11-09T17:32:21.852Z,2022-11-09T23:56:38Z,3905406003,56,Center,3905406005,140,63.0,3905406011,213,1.1,3906390605,178,,3905406007,141,25.0,3905406009,212,6.3,3905406001,155,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623851,36,44,1,1,48,e75syeuawg3ql8nwpi3vr2btz,1,34.1,70.6,2022-11-09T17:32:23.659Z,2022-11-10T02:36:13Z,3905406063,233,11,3905405995,285,,3905405993,56,Back,,,,,,,,,,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623859,11,44,1,1,48,bi1fxjrncd0ram0oi7ja1jyuo,0,65.9,29.4,2022-11-09T17:32:23.660Z,2022-11-09T23:56:41Z,3905406043,286,,3905406091,233,36,3905406041,56,Center,,,,,,,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623857,37,1,1,1,48,e75syeuawg3ql8nwpi3vr2btz,0,31.2,66.2,2022-11-09T17:32:23.698Z,2022-11-10T02:36:14Z,3905406035,141,69.6,3905406025,3,,3905406033,140,32.9,3905406031,56,Back,3905406039,213,0.9,3906390831,388,,3905406037,212,2.9,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623871,12,61,1,1,49,bi1fxjrncd0ram0oi7ja1jyuo,1,63,25,2022-11-09T17:32:23.713Z,2022-11-09T23:57:04Z,3906391005,21,,3906391007,388,,3905406089,56,Center,,,,,,,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623873,38,1,1,1,50,e75syeuawg3ql8nwpi3vr2btz,0,30.8,71.3,2022-11-09T17:32:25.136Z,2022-11-09T23:57:36Z,3905406099,141,71.3,3905406153,236,,3905406097,140,33.4,3905406095,56,Back,3905406103,213,0.0,3905406101,212,2.7,3906391505,178,,3905406155,233,13,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,3905406159,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623883,13,74,1,1,50,bi1fxjrncd0ram0oi7ja1jyuo,1,63,25,2022-11-09T17:32:25.260Z,2022-11-09T23:57:38Z,3906391587,178,,3905406129,285,,3905406173,233,38,3905406127,56,Center,,,,,,,,,,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623903,14,50,1,1,52,bi1fxjrncd0ram0oi7ja1jyuo,1,64.6,33.3,2022-11-09T17:32:27.586Z,2022-11-09T23:57:49Z,3905406247,233,39,3905406209,56,Center,3905406213,286,,,,,,,,,,,,,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623895,39,7,1,1,52,e75syeuawg3ql8nwpi3vr2btz,1,35.4,66.7,2022-11-09T17:32:27.672Z,2022-11-09T23:57:57Z,3905406181,56,Back,3905406183,285,,3906391839,178,,3905976139,383,,3905406227,233,14,,,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
