id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2522348611,1,34,16,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-03-19T13:01:26.194Z,2023-03-19T13:56:42Z,4109566251,59,"30, 17, 25, 42, 6, 93, 29, 16, 9, 27, 11, 1, 4, 7, 13, 14, 18, 21, 22, 28, 31, 32, 77, 83, 84, 97",4109566255,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109566257,194,4x1tm440b5cshi5gxkx5k9m95,4109566249,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109566253,130,4,4109566247,30,"3nfxhugbxid6o0r92txslivh1, a9jc36ub52lh0jgq2ya56wyui, 1oszv53od5pulbhx566ht984q, 4x1tm440b5cshi5gxkx5k9m95, bkz9b4cqf8f970myv8r49f561, 8mlps3xgwbxa7svajxfk2exud, 6e4y15kfry8fzixh99zpala6t, dd7i0ps16hldpriliccyvxct0, 46yp8iqh0qm7i75d98tfrsbxm, 44f0q2ucrld1rwcwx63vgs7hl, 6gjr3yxp34gj52xx8xfm9nt91, 3iveuhunq47tg8lg0lm3d31sl, 9h01w81t6g5f5owrtipn9ybpx, 5cjx2i2perp5vr62en4cyer1m, 44g3gj1lpougjwjpq9houab4l, 3ail949zww61xhkymcg66bca1, 9tsvcw4xthhtoqgdowmhef7bp, 9t753r5hnyq6qe5o7csuurw15, cntcffa67r95rbcf1154r92zu, 9ik51limpi4f3blp1r60hb27d, a6jwnrv86cly1ti085c9dnn6c, d9sakxlp96siw0z1jltszdlgp, cv8wgka2bmkeqajg3eo9lb4k5, 40g1jre7l8d2efvx9961kyqga, e3o8o5b5sxbjd2s17w14rmga, 90pjbz2aq8vz4qapqu1yt2ynd",4109796779,197,16613,4109566259,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522354483,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-03-19T13:08:00.150Z,2023-03-19T19:58:29Z,4109595493,59,"1, 2, 3, 38, 4, 98, 22, 34, 99, 72, 8, 5, 9, 10, 11, 16, 23, 28, 31, 32, 33, 42, 56, 77",4109595487,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, dpnp9rguhhs04of6vmlw5spg5, bhi4ivjgojkot4d7za72gu2nd, acg898oezqn7590ue8x8aik89, eh1ul4duphy1iz4odwx9tkjjd, 4kfx8fzf54bli2a2o0i3fvhed, 6gjn7pt0i34q45g4porckuj8p, 963czsr3yecwk4s3p1wby5x3p, 6gab9bfl0kj0hy1z0u75pl42d, euibd75fsyggns1w3xerzzrh1, 4mk6bbc9a8rhtmk8f4jj6onvt, f0d8cjxx5cw5i22m0yy6azb2t, b5cqy1xamdj38bh87gvz4iac5, 476nfumr6aadvufrqk72tq5be, i4yzdkusjs6qn4v06oxj6qxh, eq7q971ebxu7ipqbyvj5n4c15, f8kcf2l4h2qzdww1vof5x9t5, 6mit9txkiacrr2dq1i27rm76d, b7vmywgydbcs4m9pcjcoabt62, 5bi4t2dob5mo0okdbv6sna6fo, 8ud1kq9mdgukhlbda5vcn0s0l, ec04djw7dspowrm7h7wr6e5ed",4109595501,194,66at96kfhvigkny465lkmrnbp,4109595499,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109595497,130,8,4109595503,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109811473,197,563,4109595489,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522400239,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-03-19T14:01:19.170Z,2023-03-19T21:26:00Z,4109826053,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522400267,2,32,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-03-19T14:01:19.170Z,2023-03-19T14:01:20Z,4109826227,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522400333,3,1,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,49.9,50.1,2023-03-19T14:01:19.230Z,2023-03-19T22:37:55Z,4109826503,141,45.4,4111847007,178,,4109826509,279,S,4109826499,56,Back,4109826501,140,34.8,4109826505,212,16.2,4109826507,213,3.3,,,,963czsr3yecwk4s3p1wby5x3p,A. Barák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522400359,4,1,1,0,2,4raiad4l2j5lkfaz92pk4osb,1,34.8,44.2,2023-03-19T14:01:21.589Z,2023-03-19T22:37:59Z,4109826639,212,13.6,4109826633,140,23.6,4109826643,213,3.7,4109826635,141,34.1,4111847155,178,,4109826631,56,Back,,,,,,,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522400413,5,1,1,0,6,4raiad4l2j5lkfaz92pk4osb,1,23,35.9,2023-03-19T14:01:25.184Z,2023-03-19T22:38:02Z,4109826927,140,24.3,4109826933,212,22.1,4111847259,178,,4109826935,213,1.5,4109826931,141,68.3,4109826923,56,Back,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522400461,6,1,1,0,9,4raiad4l2j5lkfaz92pk4osb,1,23.3,69.2,2023-03-19T14:01:28.491Z,2023-03-19T22:38:06Z,4109827173,141,49.3,4109827169,56,Back,4111847351,178,,4109827175,212,22.3,4109827171,140,6.4,4109827177,213,3.8,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522400531,7,1,1,0,12,4raiad4l2j5lkfaz92pk4osb,1,7.9,42.7,2023-03-19T14:01:31.300Z,2023-03-19T22:38:09Z,4109827481,140,12.1,4109827485,141,6.5,4109827479,56,Back,4109827491,213,4.9,4111847397,178,,4109827489,212,25.0,,,,,,,2udciji4n7tr07ft7twe2r9w5,P. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522400663,8,1,1,0,15,4raiad4l2j5lkfaz92pk4osb,1,12.5,5.3,2023-03-19T14:01:34.821Z,2023-03-19T22:38:11Z,4109828135,141,3.4,4109828131,56,Back,4109828137,212,15.5,4109828133,140,27.2,4111847423,178,,4109828139,213,6.2,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
