id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2521786539,3,5,1,0,11,49rkyo4do8uwj06geomw0xr4i,1,36.1,-1.6,2023-03-18T17:01:12.395Z,2023-03-19T02:32:14Z,4106581063,347,,4106581071,233,9,4106581061,56,Back,,,,,,,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786395,9,5,1,0,11,ej5er0oyngdw138yuumwqbyqt,0,63.9,101.6,2023-03-18T17:01:12.395Z,2023-03-19T02:32:14Z,4106580347,56,Left,4106581141,233,3,4106580349,347,,,,,,,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786577,4,1,1,0,22,49rkyo4do8uwj06geomw0xr4i,1,40.5,0,2023-03-18T17:01:24.082Z,2023-03-19T02:32:17Z,4106581301,140,71.7,4106581309,1,,4106581297,107,,4106581299,56,Right,4106581303,141,2.6,4106581305,212,32.9,4106581307,213,0.1,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786589,5,50,1,0,24,49rkyo4do8uwj06geomw0xr4i,1,68.8,3.8,2023-03-18T17:01:25.931Z,2023-03-19T02:32:25Z,4106581343,286,,4106581639,233,10,4106581341,56,Right,,,,,,,,,,,,,,,,3mqhkh4iz4kesvmqui3hupgmi,B. Dia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786633,10,7,1,0,25,ej5er0oyngdw138yuumwqbyqt,1,31.2,96.2,2023-03-18T17:01:26.582Z,2023-03-19T02:32:29Z,4106581615,285,,4106581617,233,5,4108493545,178,,4106581613,56,Back,4107790955,384,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786635,11,49,1,0,27,ej5er0oyngdw138yuumwqbyqt,1,34.9,97.3,2023-03-18T17:01:28.563Z,2023-03-19T02:32:35Z,,,,,,,,,,,,,,,,,,,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786693,12,1,1,0,27,ej5er0oyngdw138yuumwqbyqt,0,35.2,97.1,2023-03-18T17:01:28.595Z,2023-03-19T02:32:38Z,4106581903,56,Left,4106581911,213,6.2,4106581905,140,55.1,4108493933,178,,4106581907,141,93.1,4106581909,212,21.1,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786651,6,49,1,0,28,49rkyo4do8uwj06geomw0xr4i,1,45.3,8.5,2023-03-18T17:01:29.653Z,2023-03-19T02:32:41Z,,,,,,,,,,,,,,,,,,,,,,,,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786667,7,1,1,0,30,49rkyo4do8uwj06geomw0xr4i,1,52.7,11.8,2023-03-18T17:01:31.519Z,2023-03-19T02:32:46Z,4108494269,178,,4106581755,213,4.8,4106581753,212,4.8,4106581749,140,53.0,4106581747,56,Right,4106581751,141,4.8,,,,,,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786711,8,1,1,0,31,49rkyo4do8uwj06geomw0xr4i,1,55.1,4.4,2023-03-18T17:01:32.364Z,2023-03-19T02:32:50Z,4106582011,212,9.6,4106582007,140,63.7,4108494371,178,,4106581987,56,Right,4106582013,213,0.4,4106582009,141,9.3,,,,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786735,9,1,1,0,33,49rkyo4do8uwj06geomw0xr4i,1,70.5,8,2023-03-18T17:01:34.837Z,2023-03-19T02:32:59Z,4106582145,56,Right,4106582147,140,72.3,4106582157,213,5.1,4108494637,178,,4106582153,212,4.9,4106582149,141,1.4,,,,,,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786769,10,1,1,0,35,49rkyo4do8uwj06geomw0xr4i,1,67.5,4.4,2023-03-18T17:01:36.627Z,2023-03-19T02:33:08Z,4108494969,178,,4106582361,140,71.1,4106582363,141,19.2,4106582367,213,1.2,4106582359,56,Right,4106582365,212,10.8,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786805,11,1,1,0,38,49rkyo4do8uwj06geomw0xr4i,1,70.5,15.6,2023-03-18T17:01:40.057Z,2023-03-19T02:33:14Z,4106582597,141,3.4,4106582595,140,64.2,4106582593,56,Right,4108495155,178,,4106582601,213,4.0,4106582599,212,10.6,,,,,,,3mqhkh4iz4kesvmqui3hupgmi,B. Dia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786819,12,1,1,0,40,49rkyo4do8uwj06geomw0xr4i,1,64.5,2.5,2023-03-18T17:01:41.339Z,2023-03-19T02:33:18Z,4106582639,141,9.7,4106582641,212,6.1,4108495295,178,,4106582643,213,2.2,4106582635,56,Right,4106582637,140,61.1,,,,,,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522149501,955,83,1,0,41,ej5er0oyngdw138yuumwqbyqt,1,42.9,89.8,2023-03-18T17:01:42.630Z,2023-03-19T03:05:06Z,4108559743,399,219497,,,,,,,,,,,,,,,,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786845,13,1,1,0,42,49rkyo4do8uwj06geomw0xr4i,1,56,11.2,2023-03-18T17:01:43.509Z,2023-03-19T02:33:21Z,4106582793,212,16.1,4106582785,56,Back,4106582795,213,3.2,4106582791,141,10.6,4106582789,140,40.7,4108495423,178,,,,,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786855,14,1,1,0,45,49rkyo4do8uwj06geomw0xr4i,1,36.9,10.4,2023-03-18T17:01:46.584Z,2023-03-19T02:33:26Z,4106582857,56,Back,4106582861,141,37.1,4108495653,178,,4106582863,212,23.6,4106582859,140,22.5,4106582865,213,2.3,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786869,15,1,1,0,48,49rkyo4do8uwj06geomw0xr4i,1,23.8,43.9,2023-03-18T17:01:50.058Z,2023-03-19T02:33:29Z,4106582935,213,1.5,4106582927,56,Back,4106582933,212,18.0,4108495815,178,,4106582929,140,24.7,4106582931,141,70.3,,,,,,,2luxnwcabb7msig7odfq5p5g5,G. Ochoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786913,16,1,1,0,51,49rkyo4do8uwj06geomw0xr4i,1,26.4,73.6,2023-03-18T17:01:52.508Z,2023-03-19T02:33:34Z,4106583131,141,95.9,4106583129,140,34.9,4108496019,178,,4106583133,212,17.6,4106583135,213,1.0,4106583127,56,Back,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786917,17,1,1,0,53,49rkyo4do8uwj06geomw0xr4i,0,36.9,95.4,2023-03-18T17:01:54.787Z,2023-03-19T02:33:37Z,4106583155,155,,4106583161,141,75.7,4106583157,56,Center,4106583165,213,5.7,4106583159,140,57.5,4108496109,178,,4106583163,212,25.4,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786919,13,49,1,0,55,ej5er0oyngdw138yuumwqbyqt,1,42,23.9,2023-03-18T17:01:56.349Z,2023-03-19T02:33:43Z,,,,,,,,,,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786947,14,1,1,0,55,ej5er0oyngdw138yuumwqbyqt,1,41.7,24.4,2023-03-18T17:01:56.421Z,2023-03-19T02:33:50Z,4106583321,56,Center,4108496691,388,,4106583315,155,,4106583329,213,0.4,4106583323,140,59.4,4106583325,141,36.9,4106583327,212,20.4,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786955,15,1,1,0,58,ej5er0oyngdw138yuumwqbyqt,1,55.3,30.2,2023-03-18T17:01:59.345Z,2023-03-19T02:33:54Z,4106583373,212,12.3,4108496801,178,,4106583375,213,5.4,4106583367,56,Right,4106583369,140,63.0,4106583371,141,16.6,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786993,16,1,1,0,59,ej5er0oyngdw138yuumwqbyqt,1,63,16.4,2023-03-18T17:02:00.841Z,2023-03-19T02:33:58Z,4106583623,140,63.5,4106583625,141,7.7,4106583627,212,5.9,4108496951,178,,4106583621,56,Right,4106583629,213,4.8,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521786995,17,61,1,1,2,ej5er0oyngdw138yuumwqbyqt,1,63.5,7.7,2023-03-18T17:02:03.815Z,2023-03-19T02:34:02Z,4108497119,178,,4106583637,56,Right,4106583661,238,,,,,,,,,,,,,,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787017,18,5,1,1,3,ej5er0oyngdw138yuumwqbyqt,0,58.4,-1.5,2023-03-18T17:02:05.032Z,2023-03-19T02:34:05Z,4106583729,347,,4106587545,233,18,4106583727,56,Right,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787485,18,5,1,1,3,49rkyo4do8uwj06geomw0xr4i,1,41.6,101.5,2023-03-18T17:02:05.032Z,2023-03-19T02:34:05Z,4106587537,233,18,4106586329,56,Back,4106586331,347,,,,,,,,,,,,,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787493,19,1,1,1,55,49rkyo4do8uwj06geomw0xr4i,0,45.9,100,2023-03-18T17:02:56.596Z,2023-03-19T02:34:11Z,4106586389,140,66.3,4106586391,141,81.8,4106586397,1,,4106586395,213,5.7,4106586415,189,,4106586385,107,,4106586393,212,25.2,4106586387,56,Left,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787479,19,49,1,1,55,ej5er0oyngdw138yuumwqbyqt,1,39.5,14.3,2023-03-18T17:02:57.125Z,2023-03-19T02:34:28Z,4106671019,189,,,,,,,,,,,,,,,,,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787501,20,1,1,1,56,ej5er0oyngdw138yuumwqbyqt,1,38.6,19.4,2023-03-18T17:02:58.011Z,2023-03-19T02:34:31Z,4106586435,212,17.8,4106586437,213,1.8,4108498225,178,,4106586433,141,44.9,4106586429,56,Back,4106586431,140,34.9,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787529,21,1,1,2,2,ej5er0oyngdw138yuumwqbyqt,1,34.8,44.2,2023-03-18T17:03:03.801Z,2023-03-19T02:34:33Z,4106586559,56,Back,4106586567,213,4.7,4106586565,212,22.7,4106586563,141,10.9,4108498403,178,,4106586561,140,35.4,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787555,22,1,1,2,5,ej5er0oyngdw138yuumwqbyqt,1,35.4,11,2023-03-18T17:03:06.623Z,2023-03-19T02:34:37Z,4106586671,56,Right,4108498551,178,,4106586679,213,0.3,4106586673,140,56.3,4106586675,141,19.7,4106586677,212,22.7,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787571,23,1,1,2,6,ej5er0oyngdw138yuumwqbyqt,1,56.3,19.7,2023-03-18T17:03:07.707Z,2023-03-19T02:34:42Z,4106586761,140,50.9,4108498811,178,,4106586767,213,4.1,4106586759,56,Right,4106586765,212,9.4,4106586763,141,8.6,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787577,24,1,1,2,6,ej5er0oyngdw138yuumwqbyqt,0,50.9,8.6,2023-03-18T17:03:08.172Z,2023-03-19T02:34:46Z,4106586789,141,27.1,4106586791,212,37.2,4106586795,1,,4108499001,178,,4106586783,155,,4106586787,140,84.2,4106586793,213,0.3,4106586785,56,Center,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522014691,750,52,1,2,22,49rkyo4do8uwj06geomw0xr4i,1,11,54.8,2023-03-18T17:03:24.104Z,2023-03-19T02:34:54Z,4108499395,178,,4107814781,376,,,,,,,,,,,,,,,,,,,,2luxnwcabb7msig7odfq5p5g5,G. Ochoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787745,20,1,1,2,23,49rkyo4do8uwj06geomw0xr4i,1,12.3,54,2023-03-18T17:03:25.139Z,2023-03-19T02:34:57Z,4106587761,141,82.3,4106587757,56,Back,4108499483,178,,4106587753,123,,4106587763,212,19.7,4106587765,213,1.4,4106587759,140,16.3,,,,2luxnwcabb7msig7odfq5p5g5,G. Ochoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787773,21,1,1,2,27,49rkyo4do8uwj06geomw0xr4i,1,17.3,82,2023-03-18T17:03:28.484Z,2023-03-19T02:34:59Z,4108499539,178,,4106587887,140,34.8,4106587885,56,Back,4106587893,213,0.2,4106587889,141,87.1,4106587891,212,18.7,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787787,22,1,1,2,28,49rkyo4do8uwj06geomw0xr4i,1,34.8,87.1,2023-03-18T17:03:29.653Z,2023-03-19T02:35:02Z,4106587985,213,2.6,4106588017,156,,4106587983,212,10.4,4106587971,140,26.1,4108499649,178,,4106587977,141,94.5,4106587967,56,Back,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787815,23,1,1,2,29,49rkyo4do8uwj06geomw0xr4i,1,26.4,93.8,2023-03-18T17:03:30.862Z,2023-03-19T02:35:05Z,4106588131,141,85.9,4106588129,140,19.5,4106588133,212,9.0,4106588127,56,Back,4106588135,213,3.8,4108499807,178,,,,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787825,24,1,1,2,30,49rkyo4do8uwj06geomw0xr4i,1,20.2,86.2,2023-03-18T17:03:31.939Z,2023-03-19T02:35:09Z,4106588215,213,6.2,4106588217,1,,4106588209,140,58.0,4106588213,212,40.0,4108499929,178,,4106588205,155,,4106588211,141,78.5,4106588207,56,Center,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787831,25,61,1,2,32,49rkyo4do8uwj06geomw0xr4i,0,58,78.1,2023-03-18T17:03:34.126Z,2023-03-19T05:25:55Z,4108737871,388,,4106588243,56,Center,,,,,,,,,,,,,,,,,,,3mqhkh4iz4kesvmqui3hupgmi,B. Dia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787835,25,49,1,2,33,ej5er0oyngdw138yuumwqbyqt,1,41.7,28.9,2023-03-18T17:03:35.093Z,2023-03-19T02:35:19Z,,,,,,,,,,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787913,26,1,1,2,34,ej5er0oyngdw138yuumwqbyqt,1,38.3,38.3,2023-03-18T17:03:36.272Z,2023-03-19T02:35:22Z,4106588547,140,37.9,4106588545,56,Back,4106588551,212,25.7,4106588549,141,76.1,4106588553,213,1.6,4108500517,178,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521787919,27,1,1,2,38,ej5er0oyngdw138yuumwqbyqt,1,39,75.6,2023-03-18T17:03:39.430Z,2023-03-19T02:35:25Z,4106588601,213,5.5,4106588599,212,9.1,4106588595,140,45.0,4106588597,141,66.0,4106588593,56,Back,4108500673,178,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
