id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/14/value,assist
2453859227,1,34,16,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-08-31T17:47:54.559Z,2022-08-31T18:47:07Z,3747559799,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747559795,59,"1, 6, 2, 5, 15, 3, 20, 25, 9, 11, 18, 8, 12, 14, 17, 22, 23, 24, 28, 30, 36, 44",3747697819,197,16153,3747559801,194,pconfrmsdy9aikioqz9s9lg5,3747559793,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3747559803,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747559797,130,4,3747559791,30,"6ofu6yc2qwp5ii9cerdq1tk9h, 8yv9xuzriaecvvssfm8dlmz85, 9pe3yqjsmcjtxdx7bdne3d4ut, ahz2npxe4geixkaz25f2pc82d, cv46mxj5i98p4hgtbomxlxs7o, d196vatyvq6ycn1q7d477d2i1, bjob8tftnxojnytcj7juo0ga2, 2nddcty9qris2mmeldon0ogd1, 3ua8gs8tzx1dkdi9z88kjk9nt, pconfrmsdy9aikioqz9s9lg5, 3zqpvn7r1c779l9vwwh7yukfd, 288nn7pbq5ewriiyb9o7da86h, 2raf0uw5y2kajde0v60l4g1qt, 35r56n0i4sbdh7n5arbt7db6d, 555z9bynvux7oruirg67r8i51, 7glxasv2ed6ey82dknto1y66t, 8rlf5vjyddkcid5ysa3yo7hlh, bh3b7e2qzh41dltd6h2obpln9, 2jc6sdkse1kxjztsgystidot1, erwh25hbq259kqdirfufnbcb8, 3o573dblmfc1o3wkkt2nva8k5, 418gw0hpjoy8dt0ywaxjgm5pm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453859905,1,34,16,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2022-08-31T17:50:02.388Z,2022-08-31T18:49:07Z,3747563735,194,8lta4w1nytggiwnaqv4e5cc0l,3747709939,197,16731,3747563733,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747563727,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3747563731,130,12,3747563737,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747563729,59,"69, 2, 13, 43, 14, 15, 20, 24, 18, 11, 6, 1, 7, 16, 28, 29, 31, 33, 40, 44, 89",3747563725,30,"4g0d51pqr4grzoe9cx7do6pxx, awf3x41nsz8m73bhte5wlz6ui, 545o5sllzb34kosvbw3fxhc5x, 89z0ym1zvwp7rikmd0kvpcq8l, 8585juruxxi6z8ih6kfqvrj6x, 399j815r2akyfreynjrouwbmx, yau2ry4oz8da3etdtf5td0id, 1s7qbrynbcv9uw9r5f29oyc5, 8zltxvt0rcrcv96x1wmdhlrrp, 8lta4w1nytggiwnaqv4e5cc0l, 6ehsdxl74v0qtlbjjjbu0r0t1, bmqg7owjivu1f3grdigkid0b9, 4ypa8ma678embtagi427eg4id, 9n2nm6smh0txgv2482qbwhixg, 7u9bpiajlgr3zibj89pub7wbu, 6sejjyqssbr3olctm9nkq2v9x, 44t0ew97eyl8ww00sgusx00a2, 72sbeqsrvv64vwiec51r9g1k9, q86iuo0cn7dlhvgwz6ix1mqy, eprihatu8znb0vq6kuaj38z1m, 9wek84cn7z0ou46623nlo876y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884501,2,32,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2022-08-31T18:45:13.589Z,2022-08-31T18:45:16Z,3747707865,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884491,2,32,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-08-31T18:45:13.589Z,2022-08-31T23:07:38Z,3747707825,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884517,3,1,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,50.1,49.7,2022-08-31T18:45:13.592Z,2022-09-01T00:45:56Z,3747707963,279,S,3747707953,56,Back,3747707959,212,19.4,3747707955,140,32.5,3747707961,213,2.8,3748523745,178,,3747707957,141,58.5,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453933499,414,1,1,0,1,4klvxyeh3xcus4ongu7c00mgc,1,32.7,64.7,2022-08-31T18:45:15.143Z,2022-09-01T00:46:00Z,3747967261,213,3.8,3748523979,178,,3747967257,141,57.8,3747967255,140,27.2,3747967259,212,7.4,3747967253,56,Back,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884561,4,1,1,0,2,4klvxyeh3xcus4ongu7c00mgc,1,34.4,59.9,2022-08-31T18:45:16.495Z,2022-09-01T00:46:03Z,3747708185,212,47.9,3747708189,1,,3747708179,56,Right,3747708183,141,15.1,3747708181,140,69.6,3747708187,213,5.6,3747708177,155,,3748524255,178,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884573,5,44,1,0,5,4klvxyeh3xcus4ongu7c00mgc,1,72,13.2,2022-08-31T18:45:19.146Z,2022-09-01T04:39:03Z,3747708313,233,3,3747708233,56,Right,3747708235,286,,,,,,,,,,,,,,,,,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884587,3,44,1,0,5,bqbbqm98ud8obe45ds9ohgyrd,0,28,86.8,2022-08-31T18:45:19.147Z,2022-09-01T00:46:09Z,3747708295,285,,3747708325,233,5,3747708293,56,Back,,,,,,,,,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884583,6,1,1,0,5,4klvxyeh3xcus4ongu7c00mgc,0,69.6,15.1,2022-08-31T18:45:19.234Z,2022-09-01T04:39:04Z,3748524839,388,,3747708277,3,,3747708287,213,1.0,3747708281,140,76.7,3747708283,141,30.5,3747708279,56,Center,3747708285,212,12.9,,,,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
