id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2516541783,8,5,1,0,10,af91jdcs6x0bqkmdb78rokod2,0,100.9,64.6,2023-03-06T17:32:22.516Z,2023-03-06T23:59:42Z,4078827927,56,Center,4078827929,346,,4078827935,233,3,,,,,,,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541845,4,1,1,0,25,6tuibxq39fdryu8ou06wcm0q3,1,4.6,61.1,2023-03-06T17:32:37.810Z,2023-03-06T23:59:51Z,4078828301,141,47.1,4078828303,212,9.7,4078828309,237,,4078828297,56,Back,4078828305,213,4.5,4078828295,124,,4078828299,140,2.7,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541903,5,1,1,0,36,6tuibxq39fdryu8ou06wcm0q3,1,10.8,50.2,2023-03-06T17:32:48.122Z,2023-03-06T23:59:55Z,4078828577,140,23.2,4078828583,213,1.1,4079513221,178,,4078828575,56,Back,4078828581,212,31.8,4078828579,141,92.9,,,,,,,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541909,6,3,1,0,39,6tuibxq39fdryu8ou06wcm0q3,1,25.3,88.5,2023-03-06T17:32:52Z,2023-03-06T23:59:59Z,4078828601,285,,4078828599,56,Back,4079260727,464,,4078828663,233,9,4079513239,178,,,,,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541921,9,45,1,0,39,af91jdcs6x0bqkmdb78rokod2,0,74.7,11.5,2023-03-06T17:32:52Z,2023-03-07T00:00:00Z,4078828667,233,6,4078828649,286,,4078828647,56,Right,,,,,,,,,,,,,,,,74g3ef24ctcgw1kee77d3acr8,F. Afena-Gyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541931,7,1,1,0,41,6tuibxq39fdryu8ou06wcm0q3,1,25.4,87.4,2023-03-06T17:32:53.748Z,2023-03-07T00:00:05Z,4078828697,212,12.6,4078828689,140,21.9,4078828693,141,69.6,4078828687,56,Back,4078828699,213,4.4,4079513251,178,,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541949,8,1,1,0,44,6tuibxq39fdryu8ou06wcm0q3,1,21.5,66.1,2023-03-06T17:32:56.072Z,2023-03-07T00:00:07Z,4078828787,56,Back,4078828791,141,33.4,4079513255,178,,4078828793,212,22.4,4078828795,213,4.8,4078828789,140,24.0,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541959,9,1,1,0,47,6tuibxq39fdryu8ou06wcm0q3,1,24.4,29,2023-03-06T17:32:59.487Z,2023-03-07T00:00:11Z,4078828857,140,31.4,4079513275,178,,4078828863,213,5.2,4078828861,212,15.6,4078828859,141,8.8,4078828855,56,Back,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541977,10,1,1,0,50,6tuibxq39fdryu8ou06wcm0q3,1,30.3,4.4,2023-03-06T17:33:02.075Z,2023-03-07T00:00:14Z,4078828957,212,13.1,4078828959,213,0.3,4079513287,178,,4078828955,141,10.4,4078828953,140,42.2,4078828951,56,Back,,,,,,,42m78ny1ggvmzmjtka7exyzqi,N. Zortea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541985,11,1,1,0,50,6tuibxq39fdryu8ou06wcm0q3,1,43.1,10.2,2023-03-06T17:33:02.945Z,2023-03-07T00:00:20Z,4078828997,140,54.8,4078829003,213,6.0,4078829001,212,12.6,4078828999,141,5.9,4078828995,56,Right,4079513319,178,,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542003,12,1,1,0,51,6tuibxq39fdryu8ou06wcm0q3,1,53.1,4.8,2023-03-06T17:33:03.704Z,2023-03-07T00:00:34Z,4079513397,178,,4078829115,212,10.8,4078829111,140,57.6,4078829113,141,19.0,4078829109,56,Right,4078829117,213,1.1,,,,,,,f2p5457ilcfrtzhe343whhkut,G. Defrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542015,13,1,1,0,56,6tuibxq39fdryu8ou06wcm0q3,1,77.9,23.1,2023-03-06T17:33:08.827Z,2023-03-07T00:00:47Z,4079513457,178,,4078829195,141,17.6,4078829199,213,5.9,4078829191,56,Right,4078829193,140,88.0,4078829197,212,11.2,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542023,14,1,1,0,58,6tuibxq39fdryu8ou06wcm0q3,0,86,13.5,2023-03-06T17:33:10.188Z,2023-03-07T00:00:51Z,4078829237,213,1.2,4078829227,155,,4079263431,224,,4079263433,20,,4079513487,178,,4078829233,141,25.2,4078829223,2,,4078829231,140,89.3,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,4078829235,212,4078829229,56,Center,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,
2516542011,10,61,1,0,58,af91jdcs6x0bqkmdb78rokod2,1,6.5,73.8,2023-03-06T17:33:10.592Z,2023-03-07T00:01:21Z,4078829173,56,Back,4079513741,178,,4079513739,21,,,,,,,,,,,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542025,11,61,1,0,59,af91jdcs6x0bqkmdb78rokod2,1,10.1,66.8,2023-03-06T17:33:11.227Z,2023-03-07T00:01:29Z,4079513813,21,,4078829241,56,Back,4079513815,178,,,,,,,,,,,,,,,,,a8ez7qv4n62b8s45pdo8u07o5,C. Pickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542033,12,49,1,1,0,af91jdcs6x0bqkmdb78rokod2,1,8.3,67.2,2023-03-06T17:33:12.745Z,2023-03-07T00:01:37Z,,,,,,,,,,,,,,,,,,,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542047,13,1,1,1,1,af91jdcs6x0bqkmdb78rokod2,0,12.1,65.9,2023-03-06T17:33:14.012Z,2023-03-07T00:01:45Z,4078829353,56,Back,4078829351,155,,4079513909,178,,4078829355,140,44.3,4078829361,213,0.2,4078829359,212,34.7,4078829363,1,,4078829357,141,77.6,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542057,15,44,1,1,4,6tuibxq39fdryu8ou06wcm0q3,1,54,21.6,2023-03-06T17:33:16.333Z,2023-03-07T00:53:22Z,4078829391,286,,4078829389,56,Center,4078829423,233,14,,,,,,,,,,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542049,14,44,1,1,4,af91jdcs6x0bqkmdb78rokod2,0,46,78.4,2023-03-06T17:33:16.334Z,2023-03-07T00:01:50Z,4078829431,233,15,4078829369,285,,4078829367,56,Back,,,,,,,,,,,,,,,,enopqyya6qq64lvliw7lw0s4q,F. Tsadjout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542065,16,61,1,1,4,6tuibxq39fdryu8ou06wcm0q3,1,53.7,27.7,2023-03-06T17:33:16.444Z,2023-03-07T00:53:22Z,4078829415,56,Center,4079514069,178,,4079514223,21,,,,,,,,,,,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542069,15,1,1,1,7,af91jdcs6x0bqkmdb78rokod2,1,47.8,92.7,2023-03-06T17:33:19.595Z,2023-03-07T00:02:34Z,4078829457,213,3.6,4078829449,56,Back,4078829451,140,42.5,4078829453,141,88.8,4079514305,178,,4078829455,212,6.2,,,,,,,enopqyya6qq64lvliw7lw0s4q,F. Tsadjout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542079,16,1,1,1,8,af91jdcs6x0bqkmdb78rokod2,1,42.5,88.8,2023-03-06T17:33:20.945Z,2023-03-07T00:02:38Z,4078829507,213,2.5,4079514339,178,,4078829505,212,8.0,4078829499,56,Back,4078829501,140,36.6,4078829503,141,96.2,,,,,,,7358y8d8v19qn6s8h0kx7tn11,M. Benassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542091,17,1,1,1,10,af91jdcs6x0bqkmdb78rokod2,0,39.4,92.1,2023-03-06T17:33:22.713Z,2023-03-07T00:02:42Z,4078829551,212,32.9,4078829547,140,43.8,4078829553,213,4.9,4078829555,1,,4079514365,178,,4078829549,141,44.2,4078829545,56,Back,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542101,17,49,1,1,12,6tuibxq39fdryu8ou06wcm0q3,1,55.5,54.7,2023-03-06T17:33:24.365Z,2023-03-07T00:02:54Z,,,,,,,,,,,,,,,,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542131,18,1,1,1,13,6tuibxq39fdryu8ou06wcm0q3,1,55.1,51.8,2023-03-06T17:33:25.864Z,2023-03-07T00:02:58Z,4078829737,140,50.6,4079514473,178,,4078829741,212,5.6,4078829743,213,3.7,4078829739,141,47.4,4078829735,56,Center,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542135,19,1,1,1,15,6tuibxq39fdryu8ou06wcm0q3,1,46.3,52,2023-03-06T17:33:27.716Z,2023-03-07T00:03:03Z,4078829775,213,1.0,4078829773,212,31.3,4079514517,178,,4078829769,140,62.7,4078829771,141,90.4,4078829767,56,Left,,,,,,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542153,20,1,1,1,21,6tuibxq39fdryu8ou06wcm0q3,1,65.2,93.3,2023-03-06T17:33:34.038Z,2023-03-07T00:03:11Z,4079514565,178,,4078829877,212,21.8,4078829875,141,69.3,4078829879,213,4.0,4078829871,56,Center,4078829873,140,51.4,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542161,21,1,1,1,25,6tuibxq39fdryu8ou06wcm0q3,1,51,68.9,2023-03-06T17:33:37.554Z,2023-03-07T00:03:18Z,4078829935,140,41.8,4078829939,212,26.4,4078829933,56,Back,4078829941,213,4.3,4079514617,178,,4078829937,141,32.7,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542185,22,1,1,1,29,6tuibxq39fdryu8ou06wcm0q3,1,42.5,32.8,2023-03-06T17:33:41.099Z,2023-03-07T00:03:22Z,4078830039,212,18.8,4078830035,140,40.1,4078830033,56,Back,4078830041,213,1.7,4079514673,178,,4078830037,141,60.2,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542207,23,1,1,1,31,6tuibxq39fdryu8ou06wcm0q3,1,41.1,62.6,2023-03-06T17:33:43.635Z,2023-03-07T00:03:24Z,4079514707,178,,4078830177,140,44.7,4078830175,56,Back,4078830179,141,75.4,4078830181,212,9.5,4078830183,213,1.2,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542227,24,1,1,1,34,6tuibxq39fdryu8ou06wcm0q3,1,52.3,71.1,2023-03-06T17:33:46.306Z,2023-03-07T00:03:27Z,4078830257,56,Center,4078830261,141,68.1,4078830259,140,58.1,4078830263,212,6.4,4079514715,178,,4078830265,213,6.0,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542243,25,1,1,1,38,6tuibxq39fdryu8ou06wcm0q3,1,63.7,74.6,2023-03-06T17:33:50.380Z,2023-03-07T00:03:31Z,4078830353,140,67.1,4078830351,56,Left,4079514727,178,,4078830359,213,1.3,4078830355,141,95.5,4078830357,212,14.7,,,,,,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542267,26,1,1,1,43,6tuibxq39fdryu8ou06wcm0q3,1,63.9,91.2,2023-03-06T17:33:55.155Z,2023-03-07T00:03:37Z,4078830477,56,Left,4078830479,140,52.0,4078830481,141,81.9,4078830483,212,14.0,4079514743,178,,4078830485,213,3.6,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542285,27,1,1,1,47,6tuibxq39fdryu8ou06wcm0q3,1,44.4,73,2023-03-06T17:33:59.611Z,2023-03-07T00:03:42Z,4078830563,56,Back,4078830567,141,33.9,4078830569,212,26.6,4078830571,213,4.7,4078830565,140,43.5,4079514755,178,,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542303,28,1,1,1,50,6tuibxq39fdryu8ou06wcm0q3,1,44.6,30.2,2023-03-06T17:34:02.932Z,2023-03-07T00:03:47Z,4079514775,178,,4078830657,140,48.8,4078830655,56,Back,4078830661,212,17.6,4078830659,141,5.1,4078830663,213,5.0,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542319,29,1,1,1,54,6tuibxq39fdryu8ou06wcm0q3,1,53.4,3.2,2023-03-06T17:34:06.347Z,2023-03-07T00:03:52Z,4078830731,141,12.3,4078830733,212,16.0,4078830735,213,0.4,4078830729,140,67.5,4079514807,178,,4078830727,56,Right,,,,,,,42m78ny1ggvmzmjtka7exyzqi,N. Zortea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542351,30,1,1,1,58,6tuibxq39fdryu8ou06wcm0q3,1,62.2,16.7,2023-03-06T17:34:10.234Z,2023-03-07T00:04:02Z,4078830875,213,1.9,4078830869,140,54.8,4078830871,141,48.6,4079514841,178,,4078830873,212,23.0,4078830867,56,Center,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542367,31,1,1,2,2,6tuibxq39fdryu8ou06wcm0q3,1,55.5,54.1,2023-03-06T17:34:14.508Z,2023-03-07T00:04:07Z,4078830937,56,Left,4079514861,178,,4078830939,140,61.6,4078830945,213,1.3,4078830941,141,88.3,4078830943,212,24.1,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542385,32,1,1,2,6,6tuibxq39fdryu8ou06wcm0q3,1,60.8,87.9,2023-03-06T17:34:18.079Z,2023-03-07T00:04:12Z,4078831047,213,4.1,4079514877,178,,4078831043,141,69.8,4078831041,140,53.4,4078831045,212,14.6,4078831039,56,Center,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542405,33,1,1,2,8,6tuibxq39fdryu8ou06wcm0q3,1,52.8,68.5,2023-03-06T17:34:20.351Z,2023-03-07T00:04:16Z,4078831197,212,19.4,4078831199,213,4.4,4078831195,141,41.5,4078831193,140,46.7,4079514891,178,,4078831191,56,Back,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542417,34,1,1,2,11,6tuibxq39fdryu8ou06wcm0q3,1,46.9,42.9,2023-03-06T17:34:23.491Z,2023-03-07T00:04:19Z,4078831253,56,Back,4079514901,178,,4078831261,213,1.5,4078831259,212,16.6,4078831255,140,48.2,4078831257,141,67.3,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516542443,35,1,1,2,14,6tuibxq39fdryu8ou06wcm0q3,1,48.3,67.2,2023-03-06T17:34:26.193Z,2023-03-07T00:04:24Z,4078831353,212,17.5,4078831347,56,Back,4078831351,141,41.9,4078831355,213,4.5,4079514917,178,,4078831349,140,45.5,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
