id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/13/value,qualifier/17/value,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2527271849,1,34,16,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-04-02T09:23:32.009Z,2023-04-02T11:36:59Z,4156501247,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156501243,59,"1, 3, 77, 30, 5, 26, 19, 6, 10, 20, 99, 4, 7, 8, 11, 14, 17, 21, 22, 25, 29, 34",4156501253,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156501245,130,4,4156501239,30,"46twjsjrm4ljb7bhobbpwx5h, 1po7tmdv73zfjentt0p20wdlh, 83hpavqn7r5bzcgxvjbcso3px, 5lvdnoyknuoyr6kdruposgctl, 4gmki0xpn2e9o9p7wnm0k8p1x, 3l0mj1zzhytxvm9tryvqv8kix, bdb6j168crcrwje9k0titxv55, 6eqqtmbg35rg2stk10ic7q8k5, 5j7hbe94ewys7hkd04ay5bpw5, bpfg11qh1q0zj2x6sqd3srvmx, a46kdc4sdf7e6520s8gm9glm2, 6xt6fnmwrs7btha4d2t7wkktm, 1cu7fg8sf90isf9gp21e5fqh, 38de1wbyp2ruksgffna791n8p, 56bidwsegakrtx3z1qbbpnc6i, 7e11kdi7wh9tleor9w5o2fdn9, 4zn8zufrd17h9d5xl7qhahbyt, 8wh3u8b2hz7rcygnfng8khh3p, a2n9op95qyb3rkye5pxqjb7bp, 2yijk5l991mdyjprmuudq7qzu, 3cbwh4pfwae5xw072cy14gb85, 9m6yva52cmdq7uu31qrwdrund",4156501249,194,3l0mj1zzhytxvm9tryvqv8kix,4156501251,197,551,4156501241,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527278845,1,34,16,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-04-02T09:35:52.291Z,2023-04-02T10:26:54Z,4156537247,197,16667,4156537243,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156537245,194,b881arnahhahg0iaix4mx266t,4156537239,59,"1, 2, 13, 8, 29, 19, 24, 37, 9, 26, 4, 3, 5, 14, 15, 20, 30, 67, 80, 99",4156537235,30,"93237ztqyi3r4hu3rmgzrgudx, 96d5il3afakek9qvsbtldu162, c33x61zuxixolkkalsigc3q0a, c4pxog9ntat2es7oz0cz5dgb9, ah0f7tonnst92d8q91j1wll62, dfckk0xst90yjlep74tvups5x, bl76cebhta912vfi9z7ky32p6, b881arnahhahg0iaix4mx266t, 6z3a27dxffwacyxof0imvcfvu, 8shwa0k28rt5duyrhuqza1hhx, 13o5eskqs8b88yerwltk0tivp, 6gzi8qf8szxn99dnwh3h6gkb9, 8zyg5zuzyr6t0idi5od2ypvbp, 8e4wkgb71btkez592um5vts0k, ar0g6o07dm7nwcf2dyzux8ay2, al3t9fzj4ab55yux0zkd1jkr9, ewt8nxg2m27fj0n7dr9hbul05, dn00381nbniepgi4qj7yjkv84, bf4gvp8pzp50lhtb2fc35zeok, hhv3h90gifzevkeqh97cb504",4156537249,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156537237,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4156537241,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306081,2,32,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-04-02T10:31:09.569Z,2023-04-02T16:47:52Z,4156685213,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306061,2,32,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-04-02T10:31:09.569Z,2023-04-02T10:31:09Z,4156685103,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306101,3,1,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,50,50,2023-04-02T10:31:09.591Z,2023-04-02T17:11:26Z,4156685303,212,16.1,4156685307,279,S,4156685305,213,3.3,4156685299,140,35.0,4156685301,141,45.3,4156685297,56,Back,4158885451,178,,,,,8shwa0k28rt5duyrhuqza1hhx,F. Thauvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306147,4,1,1,0,2,dxq76zcvnokq07cszdx0i6kve,1,34.8,44.3,2023-04-02T10:31:11.859Z,2023-04-02T17:11:43Z,4156685575,140,33.4,4156685581,213,4.6,4156685577,141,18.2,4158887789,178,,4156685571,56,Back,4156685579,212,17.8,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306189,5,1,1,0,6,dxq76zcvnokq07cszdx0i6kve,0,36,8.7,2023-04-02T10:31:16.213Z,2023-04-02T17:11:46Z,4156685849,1,,4156685837,155,,4156685841,140,70.1,4156685847,213,6.2,4156685843,141,4.0,4156685845,212,35.9,4156685839,56,Right,4158888285,178,,dfckk0xst90yjlep74tvups5x,K. Ehizibue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306207,3,1,1,0,9,ej5er0oyngdw138yuumwqbyqt,0,23.6,92.6,2023-04-02T10:31:19.270Z,2023-04-02T17:11:52Z,4156685945,212,12.9,4156685931,3,,4156685937,140,34.7,4156685933,56,Back,4158888889,178,,4156685941,141,100.0,4156685949,213,0.4,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306221,4,5,1,0,12,ej5er0oyngdw138yuumwqbyqt,0,33.7,101.4,2023-04-02T10:31:21.818Z,2023-04-02T17:11:56Z,4156685989,56,Back,4156685991,347,,4156686871,233,6,,,,,,,,,,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527306353,6,5,1,0,12,dxq76zcvnokq07cszdx0i6kve,1,66.3,-1.4,2023-04-02T10:31:21.818Z,2023-04-02T17:11:55Z,4156686799,347,,4156686839,233,4,4156686797,56,Right,,,,,,,,,,,,,,,,dfckk0xst90yjlep74tvups5x,K. Ehizibue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
