id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2485559067,123,1,1,11,4,btcy9nra9ak4m22ovr2ia6m5v,1,19.8,34.9,2022-11-13T19:57:11.621Z,2022-11-14T02:06:26Z,3915514731,141,63.0,3916067989,178,,3915514733,212,20.3,3915514729,140,13.3,3915514735,213,1.9,3915514727,56,Back,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559097,124,1,1,11,6,btcy9nra9ak4m22ovr2ia6m5v,1,13.2,63.1,2022-11-13T19:57:14.139Z,2022-11-14T02:06:29Z,3916068025,178,,3915514951,212,14.3,3915514953,213,4.0,3915514945,56,Back,3915514949,141,46.6,3915514947,140,4.8,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559117,125,1,1,11,12,btcy9nra9ak4m22ovr2ia6m5v,1,9.4,45.2,2022-11-13T19:57:19.621Z,2022-11-14T02:06:33Z,3915515075,141,25.2,3915515073,140,14.8,3915515071,56,Back,3915515077,212,14.7,3915515079,213,5.1,3916068057,178,,,,,,,,8n4rruxbnzvjgdomxslnmcno5,I. Provedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559127,126,1,1,11,15,btcy9nra9ak4m22ovr2ia6m5v,1,21.8,22.2,2022-11-13T19:57:22.714Z,2022-11-14T02:06:37Z,3915515095,56,Back,3915515103,213,6.2,3915515101,212,17.9,3915515099,141,19.8,3915515097,140,38.8,3916068143,178,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559147,127,1,1,11,16,btcy9nra9ak4m22ovr2ia6m5v,1,38.8,19.8,2022-11-13T19:57:23.934Z,2022-11-14T02:06:45Z,3915515219,141,5.2,3915515217,140,46.1,3915515223,212,12.5,3915515215,56,Back,3915515225,213,5.4,3916068223,178,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559151,128,4,1,11,18,btcy9nra9ak4m22ovr2ia6m5v,1,45.2,5.6,2022-11-13T19:57:25.983Z,2022-11-14T02:06:54Z,3915515237,152,,3915515239,265,,3915515241,286,,3915515233,13,,3915515235,56,Back,3915515335,233,115,,,,,,,6eb3jpi6t6z2ergmgzcpckdpm,L. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559161,115,4,1,11,18,bqbbqm98ud8obe45ds9ohgyrd,0,54.8,94.4,2022-11-13T19:57:25.984Z,2022-11-14T02:06:54Z,3915515297,265,,3915515299,285,,3915515295,152,,3916068315,178,,3915515351,233,128,3915515291,13,,3915515293,56,Left,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559207,129,1,1,11,29,btcy9nra9ak4m22ovr2ia6m5v,1,46.4,4.8,2022-11-13T19:57:36.874Z,2022-11-14T02:07:00Z,3915515519,140,35.5,3915515521,141,27.7,3915515517,56,Back,3915515523,212,19.3,3915515525,213,2.2,3915515533,189,,3916068365,178,,3915515515,152,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,3915515513,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559225,130,1,1,11,33,btcy9nra9ak4m22ovr2ia6m5v,1,42.8,36.7,2022-11-13T19:57:41.056Z,2022-11-14T02:07:05Z,3916068425,178,,3915515629,56,Back,3915515635,141,76.7,3915515633,140,45.7,3915515637,212,27.4,3915515639,213,1.5,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559229,131,1,1,11,37,btcy9nra9ak4m22ovr2ia6m5v,1,52.7,85.1,2022-11-13T19:57:44.592Z,2022-11-14T02:07:09Z,3915515697,213,0.9,3916068445,178,,3915515695,212,8.5,3915515689,56,Left,3915515691,140,57.8,3915515693,141,94.8,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559239,132,1,1,11,39,btcy9nra9ak4m22ovr2ia6m5v,1,59.6,94.8,2022-11-13T19:57:46.500Z,2022-11-14T02:07:13Z,3915515749,212,7.0,3915515747,141,84.5,3916068475,178,,3915515745,140,59.4,3915515751,213,4.7,3915515743,56,Left,,,,,,,d02p1ldr57bkxcpmq12vtvhsl,Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559261,133,1,1,11,41,btcy9nra9ak4m22ovr2ia6m5v,1,59.2,76.4,2022-11-13T19:57:48.510Z,2022-11-14T02:07:17Z,3915515865,141,73.5,3915515861,56,Back,3915515863,140,46.4,3916068523,178,,3915515869,213,3.3,3915515867,212,13.6,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559277,134,1,1,11,44,btcy9nra9ak4m22ovr2ia6m5v,1,46.4,70,2022-11-13T19:57:51.382Z,2022-11-14T02:07:19Z,3915515955,213,4.6,3915515951,141,49.1,3915515953,212,14.4,3915515949,140,44.5,3915515947,56,Back,3916068547,178,,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559287,135,1,1,11,46,btcy9nra9ak4m22ovr2ia6m5v,1,46.2,43.4,2022-11-13T19:57:54.088Z,2022-11-14T02:07:22Z,3915516005,212,18.9,3915516001,140,56.0,3916068589,178,,3915516003,141,20.1,3915516007,213,5.3,3915515999,56,Right,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559295,136,1,1,11,49,btcy9nra9ak4m22ovr2ia6m5v,1,57.4,21.6,2022-11-13T19:57:56.488Z,2022-11-14T02:07:27Z,3915516065,212,13.3,3915516061,140,48.3,3915516063,141,35.1,3916068675,178,,3915516067,213,2.4,3915516059,56,Back,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559309,137,1,1,11,51,btcy9nra9ak4m22ovr2ia6m5v,1,52.1,36.3,2022-11-13T19:57:58.866Z,2022-11-14T02:07:30Z,3915516179,141,74.2,3915516181,212,26.1,3915516177,140,56.1,3915516183,213,1.4,3915516175,56,Center,3916068717,178,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559311,138,1,1,11,55,btcy9nra9ak4m22ovr2ia6m5v,0,64.9,77.2,2022-11-13T19:58:02.423Z,2022-11-14T02:07:35Z,3915516189,56,Center,3915516195,212,10.2,3915516193,141,76.9,3916068759,178,,3915516191,140,74.6,3915516197,213,6.3,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559313,116,1,1,11,56,bqbbqm98ud8obe45ds9ohgyrd,0,28.6,21.5,2022-11-13T19:58:03.719Z,2022-11-14T02:07:46Z,3915516225,141,18.0,3915516223,140,7.3,3915516221,56,Back,3916068889,178,,3915516229,213,3.2,3915516227,212,22.5,,,,,,,418gw0hpjoy8dt0ywaxjgm5pm,N. Fagioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559323,139,1,1,12,0,btcy9nra9ak4m22ovr2ia6m5v,0,97.3,82.6,2022-11-13T19:58:07.702Z,2022-11-14T02:07:53Z,3916068945,178,,3915516285,56,Center,3915516293,213,4.6,3915516291,212,8.7,3915516289,141,69.9,3915516287,140,96.6,,,,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559329,117,49,1,12,1,bqbbqm98ud8obe45ds9ohgyrd,1,5.1,28.4,2022-11-13T19:58:08.495Z,2022-11-14T02:07:57Z,,,,,,,,,,,,,,,,,,,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559339,118,1,1,12,2,bqbbqm98ud8obe45ds9ohgyrd,1,5.1,28.4,2022-11-13T19:58:09.757Z,2022-11-14T02:08:03Z,3915516353,56,Back,3915516361,213,4.7,3915516355,140,5.3,3915516359,212,15.5,3915516357,141,5.6,3916069079,178,,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559361,119,1,1,12,3,bqbbqm98ud8obe45ds9ohgyrd,1,3.7,10.2,2022-11-13T19:58:10.825Z,2022-11-14T02:08:09Z,3915516491,56,Back,3915516493,140,11.2,3915516495,141,7.1,3915516499,213,6.0,3915516497,212,8.2,3916069155,178,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559371,120,1,1,12,7,bqbbqm98ud8obe45ds9ohgyrd,1,11.6,7.7,2022-11-13T19:58:15.091Z,2022-11-14T02:08:12Z,3915516551,213,6.2,3915516545,140,33.7,3915516543,56,Back,3915516549,212,23.3,3915516547,141,4.0,3916069191,178,,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559373,121,4,1,12,9,bqbbqm98ud8obe45ds9ohgyrd,1,29.6,3.8,2022-11-13T19:58:16.687Z,2022-11-14T02:08:17Z,3915516729,152,,3915516567,56,Back,3915516727,294,,3915516733,233,140,3915516737,285,,3915516725,13,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559397,140,4,1,12,9,btcy9nra9ak4m22ovr2ia6m5v,0,70.4,96.2,2022-11-13T19:58:16.688Z,2022-11-14T02:08:17Z,3915516695,56,Left,3915516691,13,,3915516693,294,,3915516699,286,,3915516739,233,121,3915516697,152,,3916069227,178,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559379,122,43,1,12,11,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-11-13T19:58:18.421Z,2022-11-13T19:58:24Z,3915516597,286,0,3915516595,56,Back,3915516773,144,3,,,,,,,,,,,,,,,,418gw0hpjoy8dt0ywaxjgm5pm,N. Fagioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559449,123,1,1,12,25,bqbbqm98ud8obe45ds9ohgyrd,1,33.9,4.6,2022-11-13T19:58:32.806Z,2022-11-14T02:08:26Z,3915517123,189,,3915517009,152,,3915517015,141,12.2,3915517007,5,,3915517019,213,2.7,3915517017,212,12.1,3915517013,140,23.5,3916069295,178,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,3915517011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559459,124,1,1,12,25,bqbbqm98ud8obe45ds9ohgyrd,1,25.1,8.2,2022-11-13T19:58:32.886Z,2022-11-14T02:08:31Z,3915517071,213,5.9,3915517065,140,32.5,3915517159,189,,3915517063,56,Back,3916069347,178,,3915517069,212,8.4,3915517067,141,3.5,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559463,125,1,1,12,28,bqbbqm98ud8obe45ds9ohgyrd,0,32.5,3.5,2022-11-13T19:58:35.396Z,2022-11-14T02:08:38Z,3916069441,178,,3915517087,213,2.0,3915517085,212,7.3,3915517081,140,29.9,3915517083,141,13.4,3915517079,56,Back,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559461,141,8,1,12,28,btcy9nra9ak4m22ovr2ia6m5v,1,69.7,84.5,2022-11-13T19:58:36.302Z,2022-11-14T02:08:42Z,3915933333,384,,3915517077,56,Left,3916069509,178,,,,,,,,,,,,,,,,,7y5qwgl0xu7btfd7yxgeb2gut,T. Bašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559467,142,49,1,12,29,btcy9nra9ak4m22ovr2ia6m5v,1,65.9,76.6,2022-11-13T19:58:36.745Z,2022-11-14T02:08:49Z,,,,,,,,,,,,,,,,,,,,,,,,,d02p1ldr57bkxcpmq12vtvhsl,Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559487,143,1,1,12,29,btcy9nra9ak4m22ovr2ia6m5v,1,65,79.3,2022-11-13T19:58:36.755Z,2022-11-14T02:08:54Z,3915517259,141,69.3,3916069651,178,,3915517257,140,68.8,3915517261,212,7.9,3915517255,56,Center,3915517263,213,5.2,,,,,,,d02p1ldr57bkxcpmq12vtvhsl,Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559491,144,1,1,12,34,btcy9nra9ak4m22ovr2ia6m5v,1,82.6,54.4,2022-11-13T19:58:41.431Z,2022-11-14T02:08:59Z,3915517277,212,6.9,3915517279,213,4.9,3916069701,178,,3915517275,141,44.5,3915517273,140,84.0,3915517271,56,Center,,,,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559521,145,1,1,12,35,btcy9nra9ak4m22ovr2ia6m5v,1,85.4,40.7,2022-11-13T19:58:42.759Z,2022-11-14T02:09:03Z,3915517425,140,77.7,3915517423,56,Center,3915517429,212,8.6,3915517427,141,45.2,3916069723,178,,3915517431,213,2.8,,,,,,,6eb3jpi6t6z2ergmgzcpckdpm,L. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559525,146,50,1,12,38,btcy9nra9ak4m22ovr2ia6m5v,1,77.4,70.2,2022-11-13T19:58:45.994Z,2022-11-14T02:09:32Z,3915517467,233,126,3915517439,56,Center,3915517443,286,,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559523,126,7,1,12,39,bqbbqm98ud8obe45ds9ohgyrd,0,22.6,29.8,2022-11-13T19:58:46.947Z,2022-11-14T02:09:36Z,3915517437,285,,3915935349,385,,3915517435,56,Back,3916070145,178,,3915517461,233,146,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485663819,1421,67,1,12,42,btcy9nra9ak4m22ovr2ia6m5v,1,70.3,91.9,2022-11-13T19:58:49.557Z,2022-11-14T03:55:47Z,3916091815,233,1107,,,,,,,,,,,,,,,,,,,,,,7y5qwgl0xu7btfd7yxgeb2gut,T. Bašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485663817,1107,67,1,12,42,bqbbqm98ud8obe45ds9ohgyrd,0,29.7,8.1,2022-11-13T19:58:49.558Z,2022-11-14T02:49:21Z,3916091823,233,1421,,,,,,,,,,,,,,,,,,,,,,418gw0hpjoy8dt0ywaxjgm5pm,N. Fagioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559541,147,1,1,12,42,btcy9nra9ak4m22ovr2ia6m5v,0,72,91.4,2022-11-13T19:58:49.622Z,2022-11-14T03:55:48Z,3915517539,213,6.2,3916070243,389,,3915517537,212,8.0,3915517535,141,90.2,3915517531,56,Left,3915517533,140,79.6,,,,,,,7y5qwgl0xu7btfd7yxgeb2gut,T. Bašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559545,127,49,1,12,43,bqbbqm98ud8obe45ds9ohgyrd,1,28.3,11.3,2022-11-13T19:58:50.715Z,2022-11-14T02:09:58Z,,,,,,,,,,,,,,,,,,,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559561,128,1,1,12,44,bqbbqm98ud8obe45ds9ohgyrd,1,28.3,11.3,2022-11-13T19:58:51.786Z,2022-11-14T02:10:02Z,3915517727,212,48.8,3915517729,213,1.5,3915517731,1,,3916070371,178,,3915517725,141,82.8,3915517719,196,,3915517723,140,32.2,3915517717,155,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,3915517721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559579,129,1,1,12,47,bqbbqm98ud8obe45ds9ohgyrd,1,35.3,77.5,2022-11-13T19:58:54.901Z,2022-11-14T02:10:05Z,3915517821,141,70.3,3915517817,56,Back,3915517823,212,16.7,3915517819,140,20.1,3915517825,213,3.4,3916070403,388,,,,,,,,555z9bynvux7oruirg67r8i51,F. Kostić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559599,130,1,1,12,52,bqbbqm98ud8obe45ds9ohgyrd,1,23.4,77,2022-11-13T19:58:59.788Z,2022-11-14T02:10:11Z,3915517969,140,18.5,3915517967,56,Back,3915517971,141,31.7,3916070457,178,,3915517973,212,31.2,3915517975,213,4.5,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559609,131,1,1,12,58,bqbbqm98ud8obe45ds9ohgyrd,1,22.1,26,2022-11-13T19:59:06.137Z,2022-11-14T02:10:15Z,3916070501,178,,3915518011,56,Back,3915518013,140,22.2,3915518015,141,42.4,3915518019,213,1.6,3915518017,212,11.2,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559621,132,1,1,13,0,bqbbqm98ud8obe45ds9ohgyrd,1,22.2,42.4,2022-11-13T19:59:08.285Z,2022-11-14T02:10:20Z,3915518081,56,Back,3915518083,140,20.7,3915518085,141,67.2,3915518087,212,16.9,3915518089,213,1.7,3916070549,178,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559637,133,1,1,13,2,bqbbqm98ud8obe45ds9ohgyrd,1,20.7,67.2,2022-11-13T19:59:10.282Z,2022-11-14T02:10:25Z,3915518165,213,0.6,3916070591,178,,3915518161,141,92.7,3915518163,212,29.0,3915518159,140,42.8,3915518157,56,Back,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559653,134,1,1,13,6,bqbbqm98ud8obe45ds9ohgyrd,0,43.7,93.8,2022-11-13T19:59:13.471Z,2022-11-14T02:10:29Z,3915518257,212,38.6,3915518259,213,0.1,3916070625,178,,3915518253,140,80.4,3915518251,56,Left,3915518255,141,97.2,3915518261,1,,,,,555z9bynvux7oruirg67r8i51,F. Kostić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559659,148,49,1,13,10,btcy9nra9ak4m22ovr2ia6m5v,1,20.2,7.6,2022-11-13T19:59:17.409Z,2022-11-14T02:10:34Z,,,,,,,,,,,,,,,,,,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559677,149,1,1,13,10,btcy9nra9ak4m22ovr2ia6m5v,1,20,7.7,2022-11-13T19:59:17.461Z,2022-11-14T02:10:39Z,3915518403,56,Back,3915518409,140,5.8,3915518415,213,2.4,3916070727,178,,3915518411,141,29.1,3915518413,212,20.8,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559687,150,1,1,13,14,btcy9nra9ak4m22ovr2ia6m5v,1,9.3,31.3,2022-11-13T19:59:21.443Z,2022-11-14T02:10:43Z,3915518485,212,13.7,3915518479,56,Back,3915518481,140,22.3,3915518483,141,30.6,3915518487,213,6.2,3916070751,178,,,,,,,,8n4rruxbnzvjgdomxslnmcno5,I. Provedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559703,151,1,1,13,17,btcy9nra9ak4m22ovr2ia6m5v,1,20.4,33.3,2022-11-13T19:59:24.684Z,2022-11-14T02:10:48Z,3915518589,141,64.5,3915518587,140,20.9,3916070793,178,,3915518593,213,1.5,3915518591,212,21.2,3915518585,56,Back,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559715,152,1,1,13,23,btcy9nra9ak4m22ovr2ia6m5v,1,37.5,74.6,2022-11-13T19:59:31.329Z,2022-11-14T02:10:52Z,3915518659,213,1.1,3915518649,141,92.9,3915518639,56,Back,3916070829,178,,3915518655,212,13.9,3915518645,140,43.4,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559737,153,1,1,13,27,btcy9nra9ak4m22ovr2ia6m5v,1,44.6,93.9,2022-11-13T19:59:34.898Z,2022-11-14T02:10:57Z,3915518785,213,4.2,3915518779,140,37.6,3915518783,212,14.2,3915518777,56,Back,3915518781,141,76.1,3916070873,178,,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559757,154,1,1,13,32,btcy9nra9ak4m22ovr2ia6m5v,1,44.9,71.5,2022-11-13T19:59:39.502Z,2022-11-14T02:11:00Z,3915518885,141,21.3,3915518879,155,,3915518881,56,Center,3915518883,140,53.8,3915518887,212,35.4,3915518889,213,5.0,3916070903,178,,3915518891,1,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559777,155,1,1,13,36,btcy9nra9ak4m22ovr2ia6m5v,1,55.7,19.8,2022-11-13T19:59:44.327Z,2022-11-14T02:11:02Z,3916070923,178,,3915518989,213,5.5,3915518987,212,14.2,3915518985,141,5.8,3915518983,140,65.7,3915518981,56,Right,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559789,156,1,1,13,42,btcy9nra9ak4m22ovr2ia6m5v,1,65.4,23.5,2022-11-13T19:59:50.309Z,2022-11-14T02:11:06Z,3915519057,56,Center,3915519059,140,52.8,3915519063,212,14.2,3915519061,141,31.0,3915519065,213,2.8,3916070961,178,,,,,,,,6eb3jpi6t6z2ergmgzcpckdpm,L. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559809,157,1,1,13,45,btcy9nra9ak4m22ovr2ia6m5v,1,54.6,38.3,2022-11-13T19:59:52.669Z,2022-11-14T02:11:09Z,3915519139,212,20.6,3915519137,141,68.2,3915519135,140,57.5,3915519133,56,Center,3915519141,213,1.4,3916070997,178,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559819,158,1,1,13,48,btcy9nra9ak4m22ovr2ia6m5v,1,62.7,76.1,2022-11-13T19:59:55.913Z,2022-11-14T02:11:13Z,3915519201,141,95.7,3916071043,178,,3915519203,212,15.6,3915519205,213,1.0,3915519199,140,70.5,3915519197,56,Left,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559825,159,1,1,13,51,btcy9nra9ak4m22ovr2ia6m5v,1,69.7,96.2,2022-11-13T19:59:58.789Z,2022-11-14T02:11:17Z,3915519241,56,Left,3915519243,140,59.8,3915519245,141,90.0,3916071109,178,,3915519249,213,3.5,3915519247,212,11.2,,,,,,,d02p1ldr57bkxcpmq12vtvhsl,Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559835,160,1,1,13,53,btcy9nra9ak4m22ovr2ia6m5v,1,59.3,87.5,2022-11-13T20:00:01.112Z,2022-11-14T02:11:20Z,3915519303,213,4.3,3915519299,141,60.9,3915519301,212,19.5,3915519297,140,52.3,3916071163,178,,3915519295,56,Center,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559851,161,1,1,13,56,btcy9nra9ak4m22ovr2ia6m5v,1,52.9,60.2,2022-11-13T20:00:03.726Z,2022-11-14T02:11:24Z,3915519407,213,4.8,3916071219,178,,3915519399,56,Right,3915519405,212,30.6,3915519403,141,15.6,3915519401,140,56.8,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485559877,162,1,1,14,0,btcy9nra9ak4m22ovr2ia6m5v,1,66.7,19.4,2022-11-13T20:00:08.218Z,2022-11-14T02:11:27Z,3915519549,56,Right,3915519557,213,5.8,3915519551,140,83.5,3915519553,141,4.3,3916071247,178,,3915519555,212,20.4,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
