id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2471947645,1,34,16,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-10-15T12:15:05.834Z,2022-10-15T12:56:28Z,3843829765,30,"b3hr4q25jvqr7565z5ydqylt5, bcqsti42fhzap385lnfe4auhh, 4d17grk2qflzake218uz76uei, av8588qp8e5wz3s7cg1n2qgnp, erdqr6vrr5tlfypbks3og0dlh, ejgtltbsu0djglqw98gywgu6t, 79e6khfyg3rdauul0yjlixv8q, 64z85woxiowxzod5e0g0x77x1, 61phh511ju65h6coren0pbkd1, 2qdgfxqyh0bjn3alkz97py8k5, 6ck9f1ppvl65nui0x71q80jx1, annamxplmbyakvo2akw63xxw5, 4vonqsqrzoyye4vs6n7dud2p5, 1muwnu7rq4feejspx7no203px, 9noq0ogmqc2cwj3nowoadcdlh, 721e4tx2wrwb4kd9w80fcq19l, 2zk88fh1e5js1g2jmfkrjmxka, 1b8uwkohkevu6ltjex0liklpl, duqiler25n63ksi0fxreo50mi, 91sgvwun5559mwe9bszj4xql1, 98x5xrku2jffo0in2u2htazca, chjjcy789cuwlsik2ibmubtyi, dq037w5t3ht5zgd75mue4p1pl, 18yip8wsirmu6s0idhvapnaad, 6jwy293owzzhldv4i9wxntjv9, ahrgnlsku8ghrj2qc0s6p1rhm",3843829775,194,2qdgfxqyh0bjn3alkz97py8k5,3843829769,59,"16, 84, 30, 5, 3, 4, 6, 12, 9, 32, 17, 2, 7, 8, 10, 19, 22, 26, 28, 37, 38, 44, 47, 77, 89, 91",3843829777,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843829771,130,13,3844041029,197,8477,3843829767,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3843829773,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471954559,1,34,16,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2022-10-15T12:21:51.393Z,2022-10-15T12:57:46Z,3843863865,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844045645,194,1lota2za1imhl3oydwa89u5l,3843863857,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3843863869,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843863861,130,23,3843863859,59,"13, 30, 65, 8, 6, 33, 32, 35, 9, 23, 25, 3, 4, 7, 10, 14, 17, 18, 20, 21, 22, 24, 28, 36, 37",3843863855,30,"h12c7ocq35slzrop3ltnrsnp, dmza22ad3iars2svmghrwhfit, 8dgh4fzut8khpt32d6dsrljsa, 2l87vg4m0glbbdvnrg4zud51x, 95r0jtkw03vjohzwc8os8ielm, cnk07o3823zl5gd7qr2bdks7p, d7xfjvw4kun7fx4j9ldr6cb11, bk1gdyxtfp4drwb0yotwerbsa, c68syh6axbkqmcmvrpumqb8mi, anr1wukl3xezz39fwogjzatw5, 1lota2za1imhl3oydwa89u5l, an5eip4p2zmw49hh9eqksigo9, dnk24js88d4ie661mwo7jkq95, ewwo2c7kw1b1okrngjl4j4dm1, 3sehm4zmy7141wm4ecfqqoxd5, 2hbduprkyabq8g1nhe6b4g3bp, 4az5n8aekw6ipzu7fagqhkys4, 9cy6lgb0e0cq4a7ht389qaklx, 39504a9fwi439uhqbwc809ene, 6e9fu9o226zn6jzx02jutvi3u, 4494989zl7g13nw17wan5adp1, f0o0jfa9hp54otpnwe09d591, d5m5q6dlc7vnbs634dinbsuwa, 5vyszdd8h7l79tlwy40lgimfo, vxehbg5v0s42cmvntbd6xc7o",3844045647,197,11835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471991237,2,32,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-10-15T13:00:06.901Z,2022-10-15T13:00:07Z,3844054073,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471991251,2,32,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2022-10-15T13:00:06.901Z,2022-10-15T21:03:57Z,3844054133,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471991317,3,1,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,50,50,2022-10-15T13:00:07.002Z,2022-10-15T21:19:03Z,3846861873,178,,3844054379,56,Back,3844054387,212,12.1,3844054391,279,S,3844054383,140,38.5,3844054389,213,3.1,3844054385,141,51.5,,,,61phh511ju65h6coren0pbkd1,C. Gytkjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472524495,972,43,1,0,1,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-10-15T13:00:08.580Z,2022-10-15T21:48:23Z,3846920811,178,0,3846920919,144,82,,,,,,,,,,,,,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471991327,4,1,1,0,1,67z1gqyiuzpmmb15q5fy7ntc4,1,38.4,50.6,2022-10-15T13:00:08.760Z,2022-10-15T21:19:06Z,3844054413,141,89.0,3844054417,213,1.7,3844054409,56,Back,3844054411,140,34.9,3844054415,212,26.4,3846861961,178,,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471991363,5,1,1,0,3,67z1gqyiuzpmmb15q5fy7ntc4,1,34.9,90.8,2022-10-15T13:00:10.703Z,2022-10-15T21:19:09Z,3846862027,178,,3844054515,212,4.5,3844054513,141,95.0,3844054511,140,38.2,3844054517,213,0.7,3844054509,56,Back,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471991381,6,1,1,0,5,67z1gqyiuzpmmb15q5fy7ntc4,1,38.2,95,2022-10-15T13:00:12.857Z,2022-10-15T21:19:12Z,3846862147,178,,3844054613,212,14.1,3844054611,141,89.1,3844054609,140,25.3,3844054615,213,3.4,3844054607,56,Back,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471991393,7,1,1,0,6,67z1gqyiuzpmmb15q5fy7ntc4,0,25,90.2,2022-10-15T13:00:13.873Z,2022-10-15T21:21:44Z,3844054673,56,Back,3844054671,155,,3844054677,141,85.4,3844054675,140,48.1,3844054679,212,24.5,3844054681,213,6.1,3846867199,178,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
