id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2483669505,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-11-09T18:59:51.500Z,2022-11-09T19:47:33Z,3905617447,130,12,3905617445,59,"33, 30, 10, 98, 5, 2, 87, 18, 99, 9, 8, 1, 3, 6, 11, 12, 14, 16, 20, 25, 28, 29, 35, 39",3905731073,197,16605,3905617453,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905617449,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905617451,194,etryzuxz65dmn5ewmocse66l1,3905617443,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905617441,30,"d1e3dsz9lf7g69g2l6zfurpp1, etryzuxz65dmn5ewmocse66l1, 7j0c36u6kk97eur4virjoka8l, 3coml6cxqa86px9up8yy3oz1m, 4u281v53ges3kimtgac0tidm2, blo3zmhar2mujyp9z7kjnsut, c9shobonlrg7guoyb3iwnwdsl, 7pg1pu4ptby6hi0rp29hv4jxl, 240qnsj5nj6l6s3cc618691at, 19gglji6ai70jiu7iqpkaxbyt, d6sstsibcsfxporots5k9cicp, 68jk3onf54kl1mdfz8zuicvkl, b0e6d3zgwzbzysmt9b2ycvf56, ezpkmoz1z08da3o3g45m12lzp, 53dvtfms2uxd500y87x5jf2eh, h2c4xwvt3x9gry6wqehc0445, bhu3hiq2ln2cso48ndqe17bvt, rnahabpvj34tsl9q53gt2rit, drljavudmjvyj9mvyzq7gz2s5, q281ehu1acmc9v96sv9g8bmx, 6lev0lne8w9snmho4a6hjiifp, 3mqhkh4iz4kesvmqui3hupgmi, 91dt2qi4j797auqtkydbdlel0, 488q58xm2ahxuvpeyfpgwfklw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483669933,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-11-09T19:00:41.034Z,2022-11-09T19:46:22Z,3905744955,197,563,3905619433,194,66at96kfhvigkny465lkmrnbp,3905619431,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905619423,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, dpnp9rguhhs04of6vmlw5spg5, bhi4ivjgojkot4d7za72gu2nd, acg898oezqn7590ue8x8aik89, b5cqy1xamdj38bh87gvz4iac5, 4kfx8fzf54bli2a2o0i3fvhed, 4mk6bbc9a8rhtmk8f4jj6onvt, euibd75fsyggns1w3xerzzrh1, 6gjn7pt0i34q45g4porckuj8p, 21pztrby95djexvw3m9hhzgt1, 6gab9bfl0kj0hy1z0u75pl42d, d9sakxlp96siw0z1jltszdlgp, 3jtsqwoi9w0dxxneld0mt5rs9, 476nfumr6aadvufrqk72tq5be, i4yzdkusjs6qn4v06oxj6qxh, 1i47csjlvcikfs4wixzserend, eq7q971ebxu7ipqbyvj5n4c15, f8kcf2l4h2qzdww1vof5x9t5, 6mit9txkiacrr2dq1i27rm76d, 5bi4t2dob5mo0okdbv6sna6fo, eawzwll559k910exi1u6zccno, 4jh6mywmhugi4ltyhq5vd5ij8, 963czsr3yecwk4s3p1wby5x3p",3905619429,130,8,3905619435,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905619427,59,"1, 2, 3, 38, 4, 98, 11, 34, 9, 5, 99, 7, 8, 14, 15, 16, 23, 27, 28, 31, 32, 42, 43, 50, 72",3905619425,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697103,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-11-09T19:47:32.417Z,2022-11-10T00:31:05Z,3905750471,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697165,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-11-09T19:47:32.417Z,2022-11-09T19:47:35Z,3905750719,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697183,3,1,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,50,50,2022-11-09T19:47:32.557Z,2022-11-10T01:03:46Z,3905750769,141,55.5,3905750773,212,16.9,3905750763,56,Back,3905750767,140,34.3,3906447819,178,,3905750781,279,S,3905750777,213,2.9,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697201,4,1,1,0,1,4raiad4l2j5lkfaz92pk4osb,1,35.1,55.4,2022-11-09T19:47:34.238Z,2022-11-10T01:29:48Z,3906447903,178,,3905750875,212,8.3,3905750877,213,4.4,3905750871,140,32.4,3905750873,141,44.0,3905750869,56,Back,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697247,5,1,1,0,3,4raiad4l2j5lkfaz92pk4osb,0,32.5,43.9,2022-11-09T19:47:36.350Z,2022-11-10T01:03:53Z,3905751093,1,,3905751091,213,0.3,3905751087,141,58.5,3905751085,140,64.3,3905751073,155,,3905751081,56,Center,3906447935,178,,3905751089,212,34.8,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697257,3,44,1,0,7,49rkyo4do8uwj06geomw0xr4i,1,31.6,38.6,2022-11-09T19:47:39.515Z,2022-11-10T03:58:05Z,3905751131,56,Back,3905751133,285,,3905751311,233,6,,,,,,,,,,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697263,6,44,1,0,7,4raiad4l2j5lkfaz92pk4osb,0,68.4,61.4,2022-11-09T19:47:39.516Z,2022-11-10T01:03:58Z,3905751151,56,Center,3905751343,233,3,3905751155,286,,,,,,,,,,,,,,,,,4mk6bbc9a8rhtmk8f4jj6onvt,Arthur Cabral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697275,4,1,1,0,7,49rkyo4do8uwj06geomw0xr4i,0,27.6,35.3,2022-11-09T19:47:39.563Z,2022-11-10T03:58:06Z,3905751207,212,1.6,3905751205,141,36.2,3905751209,213,0.4,3905751199,3,,3905751201,56,Back,3905751203,140,29.0,3906448191,388,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697297,7,61,1,0,7,4raiad4l2j5lkfaz92pk4osb,1,64.6,58.2,2022-11-09T19:47:39.629Z,2022-11-10T01:04:07Z,3905751295,56,Center,3906448289,15,,3906448291,388,,,,,,,,,,,,,,,,,4mk6bbc9a8rhtmk8f4jj6onvt,Arthur Cabral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483699531,37,1,1,0,8,49rkyo4do8uwj06geomw0xr4i,0,25.3,34.7,2022-11-09T19:47:40.497Z,2022-11-10T01:04:17Z,3905762691,213,0.0,3906448497,178,,3905762685,140,27.4,3905762687,141,34.7,3905762683,56,Back,3905762689,212,2.2,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697309,8,61,1,0,8,4raiad4l2j5lkfaz92pk4osb,1,65,58.5,2022-11-09T19:47:40.574Z,2022-11-10T01:04:20Z,3905751367,56,Center,3906448569,178,,,,,,,,,,,,,,,,,,,,4mk6bbc9a8rhtmk8f4jj6onvt,Arthur Cabral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697319,5,61,1,0,8,49rkyo4do8uwj06geomw0xr4i,1,28.2,34.6,2022-11-09T19:47:40.655Z,2022-11-10T01:04:31Z,3905751409,56,Back,3906448785,21,,3906448787,178,,,,,,,,,,,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483834337,785,67,1,0,8,49rkyo4do8uwj06geomw0xr4i,1,32.4,34.7,2022-11-09T19:47:41.193Z,2022-11-10T03:58:06Z,3906468869,233,952,,,,,,,,,,,,,,,,,,,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483834335,952,67,1,0,8,4raiad4l2j5lkfaz92pk4osb,0,67.6,65.3,2022-11-09T19:47:41.194Z,2022-11-10T01:28:26Z,3906468879,233,785,,,,,,,,,,,,,,,,,,,,,,4mk6bbc9a8rhtmk8f4jj6onvt,Arthur Cabral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
