id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2483700153,41,1,1,0,8,49rkyo4do8uwj06geomw0xr4i,1,31.6,33.8,2022-11-09T19:47:41.218Z,2022-11-10T03:58:06Z,3905765705,213,3.7,3906449003,178,,3905765697,56,Back,3905765703,212,9.8,3905765701,141,26.0,3905765699,140,23.8,,,,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483834349,786,67,1,0,10,49rkyo4do8uwj06geomw0xr4i,1,24.2,25.8,2022-11-09T19:47:42.963Z,2022-11-10T03:58:07Z,3906468979,233,954,,,,,,,,,,,,,,,,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483834347,954,67,1,0,10,4raiad4l2j5lkfaz92pk4osb,0,75.8,74.2,2022-11-09T19:47:42.964Z,2022-11-10T01:28:35Z,3906468983,233,786,,,,,,,,,,,,,,,,,,,,,,4mk6bbc9a8rhtmk8f4jj6onvt,Arthur Cabral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697399,6,1,1,0,10,49rkyo4do8uwj06geomw0xr4i,0,27.4,33.1,2022-11-09T19:47:43.007Z,2022-11-10T03:58:07Z,3905751799,212,22.9,3905751793,56,Back,3905751805,1,,3905751791,157,,3906449085,178,,3905751797,141,51.3,3905751795,140,45.7,3905751801,213,0.6,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697397,9,1,1,0,13,4raiad4l2j5lkfaz92pk4osb,0,52.3,51.2,2022-11-09T19:47:45.956Z,2022-11-10T01:04:54Z,3905751783,140,62.4,3905751779,3,,3905751781,56,Center,3905751785,141,56.4,3905751787,212,11.2,3906449213,178,,3905751789,213,0.3,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697435,7,1,1,0,14,49rkyo4do8uwj06geomw0xr4i,1,37.6,48,2022-11-09T19:47:47.159Z,2022-11-10T01:04:58Z,3905752017,141,41.2,3905752015,140,45.6,3906449253,178,,3905752019,212,9.6,3905752021,213,5.8,3905752011,3,,3905752013,56,Back,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697461,8,49,1,0,15,49rkyo4do8uwj06geomw0xr4i,1,48,46.4,2022-11-09T19:47:47.965Z,2022-11-10T01:05:01Z,,,,,,,,,,,,,,,,,,,,,,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697467,9,1,1,0,15,49rkyo4do8uwj06geomw0xr4i,1,48,46.4,2022-11-09T19:47:47.979Z,2022-11-10T01:05:04Z,3905752115,141,56.9,3905752117,212,7.4,3906449337,178,,3905752119,213,1.8,3905752111,56,Back,3905766629,155,,3905752113,140,46.3,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697497,10,1,1,0,16,49rkyo4do8uwj06geomw0xr4i,1,46.3,56.9,2022-11-09T19:47:49.312Z,2022-11-10T01:05:09Z,3905752275,141,51.0,3905752277,212,4.4,3905752279,213,4.3,3906449451,178,,3905752271,56,Back,3905752273,140,44.5,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697541,11,1,1,0,17,49rkyo4do8uwj06geomw0xr4i,1,44.5,51,2022-11-09T19:47:50.122Z,2022-11-10T01:05:11Z,3905752443,56,Back,3906449511,178,,3905752451,213,2.1,3905752449,212,21.7,3905752447,141,78.8,3905752445,140,34.4,,,,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697567,12,1,1,0,21,49rkyo4do8uwj06geomw0xr4i,1,27.9,68,2022-11-09T19:47:53.955Z,2022-11-10T01:05:15Z,3905752561,56,Back,3906449557,178,,3905752563,140,27.4,3905752569,213,4.7,3905752565,141,30.4,3905752567,212,25.6,,,,,,,7j0c36u6kk97eur4virjoka8l,T. Vilhena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697597,13,1,1,0,24,49rkyo4do8uwj06geomw0xr4i,1,27.4,30.4,2022-11-09T19:47:56.853Z,2022-11-10T01:05:20Z,3905752689,140,31.1,3905752695,213,4.9,3905752687,56,Back,3905752691,141,5.6,3906449631,178,,3905752693,212,17.3,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697645,14,1,1,0,27,49rkyo4do8uwj06geomw0xr4i,1,31.1,5.6,2022-11-09T19:47:59.471Z,2022-11-10T01:05:25Z,3905752927,212,19.5,3905752925,141,27.8,3905752921,56,Back,3906449731,178,,3905752923,140,42.8,3905752929,213,0.9,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697669,15,1,1,0,30,49rkyo4do8uwj06geomw0xr4i,1,41,23.2,2022-11-09T19:48:02.629Z,2022-11-10T01:05:30Z,3905753045,141,4.7,3905753047,212,13.6,3905753041,56,Back,3905753043,140,36.2,3905753049,213,4.3,3906449817,178,,,,,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697685,16,1,1,0,32,49rkyo4do8uwj06geomw0xr4i,1,36,5,2022-11-09T19:48:05.061Z,2022-11-10T01:05:35Z,3905753139,212,6.3,3905753133,56,Back,3905753137,141,13.7,3905753135,140,38.0,3906449921,178,,3905753141,213,1.2,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697699,10,45,1,0,33,4raiad4l2j5lkfaz92pk4osb,0,63.6,88.8,2022-11-09T19:48:06.244Z,2022-11-10T01:05:39Z,3905753187,56,Left,3905753189,285,,3905753253,233,17,,,,,,,,,,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697691,17,3,1,0,33,49rkyo4do8uwj06geomw0xr4i,1,36.4,11.2,2022-11-09T19:48:06.244Z,2022-11-10T01:05:38Z,3906449957,178,,3905753207,233,10,3906317463,464,,3905753161,56,Back,3905753163,286,,,,,,,,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697733,18,1,1,0,34,49rkyo4do8uwj06geomw0xr4i,1,39.9,10.3,2022-11-09T19:48:07.361Z,2022-11-10T01:05:42Z,3905753425,56,Back,3905753427,140,39.8,3905753429,141,3.1,3906450031,178,,3905753433,213,4.7,3905753431,212,4.9,,,,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697761,19,1,1,0,35,49rkyo4do8uwj06geomw0xr4i,0,39.8,3.1,2022-11-09T19:48:08.031Z,2022-11-10T01:05:46Z,3905753595,56,Right,3905753597,140,54.9,3905753601,212,16.1,3905753603,213,6.1,3905753599,141,0.0,3906450121,178,,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697909,11,5,1,0,37,4raiad4l2j5lkfaz92pk4osb,1,40.9,101.4,2022-11-09T19:48:09.958Z,2022-11-10T01:05:49Z,3905754337,233,20,3905754317,56,Back,3905754321,347,,,,,,,,,,,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697765,20,5,1,0,37,49rkyo4do8uwj06geomw0xr4i,0,59.1,-1.4,2022-11-09T19:48:09.958Z,2022-11-10T01:05:50Z,3905754355,233,11,3905753619,347,,3905753617,56,Right,,,,,,,,,,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697931,12,1,1,0,48,4raiad4l2j5lkfaz92pk4osb,1,36.8,100,2022-11-09T19:48:20.681Z,2022-11-10T01:05:52Z,3905754445,213,4.8,3905754439,140,37.3,3905754443,212,8.9,3905754441,141,89.0,3905754435,107,,3905754437,56,Back,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698013,13,1,1,0,49,4raiad4l2j5lkfaz92pk4osb,0,37.5,89,2022-11-09T19:48:21.716Z,2022-11-10T01:05:56Z,3905754819,140,88.2,3906450291,178,,3905754831,1,,3905754821,141,74.7,3905754811,157,,3905754815,56,Center,3905754825,212,54.1,3905754827,213,6.1,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698061,21,52,1,0,54,49rkyo4do8uwj06geomw0xr4i,1,11.6,27.7,2022-11-09T19:48:27.400Z,2022-11-10T01:05:59Z,3906317711,376,,3906450367,178,,,,,,,,,,,,,,,,,,,,d1e3dsz9lf7g69g2l6zfurpp1,L. Sepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698161,22,1,1,0,59,49rkyo4do8uwj06geomw0xr4i,1,11.9,36.7,2022-11-09T19:48:32.392Z,2022-11-10T01:06:04Z,3905755545,123,,3905755557,140,19.4,3906450475,178,,3905755563,141,17.6,3905755551,56,Back,3905755567,213,5.3,3905755565,212,15.2,,,,d1e3dsz9lf7g69g2l6zfurpp1,L. Sepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698205,23,1,1,1,1,49rkyo4do8uwj06geomw0xr4i,1,19.4,17.6,2022-11-09T19:48:34.411Z,2022-11-10T01:06:07Z,3905755805,213,5.5,3905755793,56,Back,3906450535,178,,3905755799,141,2.6,3905755803,212,14.9,3905755795,140,29.7,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698251,24,1,1,1,4,49rkyo4do8uwj06geomw0xr4i,0,29.6,2.6,2022-11-09T19:48:36.775Z,2022-11-10T01:06:10Z,3906450591,178,,3905756035,213,0.0,3905756037,1,,3905756027,56,Right,3905756025,155,,3905756033,212,45.4,3905756031,141,4.1,3905756029,140,72.8,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698247,14,49,1,1,8,4raiad4l2j5lkfaz92pk4osb,1,21.5,92,2022-11-09T19:48:40.517Z,2022-11-10T01:06:15Z,,,,,,,,,,,,,,,,,,,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698297,15,1,1,1,9,4raiad4l2j5lkfaz92pk4osb,0,23.9,93.8,2022-11-09T19:48:41.430Z,2022-11-10T01:06:23Z,3905756279,157,,3905756291,1,,3905756285,141,84.5,3905756287,212,26.0,3906450817,178,,3905756283,140,47.9,3905756281,56,Back,3905756289,213,6.0,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698349,25,1,1,1,10,49rkyo4do8uwj06geomw0xr4i,1,53.4,19.1,2022-11-09T19:48:43.377Z,2022-11-10T01:06:28Z,3906450931,178,,3905756579,213,0.0,3905756569,3,,3905756573,140,63.7,3905756571,56,Right,3905756575,141,19.7,3905756577,212,10.8,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698821,34,49,1,1,11,49rkyo4do8uwj06geomw0xr4i,1,58.4,34.3,2022-11-09T19:48:44.238Z,2022-11-10T01:06:34Z,,,,,,,,,,,,,,,,,,,,,,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698369,27,4,1,1,13,49rkyo4do8uwj06geomw0xr4i,1,58.8,26.4,2022-11-09T19:48:45.863Z,2022-11-10T01:06:39Z,3905757343,152,,3905757341,13,,3905756667,56,Center,3905757347,286,,3905789247,233,17,3905767113,294,,,,,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698463,17,4,1,1,13,4raiad4l2j5lkfaz92pk4osb,0,41.2,73.6,2022-11-09T19:48:45.864Z,2022-11-10T01:06:38Z,3906451143,178,,3905757271,285,,3905757263,13,,3905766915,294,,3905789263,233,27,3905757265,56,Back,3905757267,152,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698355,26,43,1,1,14,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-11-09T19:48:46.764Z,2022-11-09T19:52:10Z,3905756645,233,16,3905756593,56,Center,3905773531,144,50,3905756595,286,0,,,,,,,,,,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698359,16,43,1,1,14,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-11-09T19:48:46.765Z,2022-11-09T19:52:20Z,3905774461,144,7,3905756609,56,Back,3905756611,285,0,,,,,,,,,,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698587,28,1,1,1,28,49rkyo4do8uwj06geomw0xr4i,1,60,26.3,2022-11-09T19:49:00.845Z,2022-11-10T01:06:41Z,3905757861,212,5.1,3905757855,56,Right,3905757857,140,60.1,3905757863,213,4.7,3905757853,152,,3905757851,5,,3905757859,141,18.8,3906451269,178,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698623,29,1,1,1,33,49rkyo4do8uwj06geomw0xr4i,1,57.2,19,2022-11-09T19:49:05.453Z,2022-11-10T01:06:50Z,3906451421,178,,3905758055,213,5.1,3905758047,56,Right,3905758049,140,61.8,3905758051,141,2.3,3905758053,212,12.3,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483698645,30,1,1,1,36,49rkyo4do8uwj06geomw0xr4i,1,61.8,2,2022-11-09T19:49:08.828Z,2022-11-10T01:06:57Z,3905758171,141,2.0,3905758161,56,Right,3906451589,178,,3905758167,140,73.0,3905758177,212,11.8,3905758183,213,0.0,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
