id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/17/value
2460591269,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-09-16T17:43:04.965Z,2022-09-16T18:50:40Z,3783414041,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783414035,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783414039,130,12,3783683509,197,3166,3783414037,59,"33, 87, 30, 23, 5, 2, 18, 10, 29, 99, 25, 1, 3, 6, 9, 11, 14, 20, 28, 35, 71, 98",3783714035,194,etryzuxz65dmn5ewmocse66l1,3783414033,30,"d1e3dsz9lf7g69g2l6zfurpp1, c9shobonlrg7guoyb3iwnwdsl, etryzuxz65dmn5ewmocse66l1, 2mloh2yrhs60s1uwrfycc2i8l, 4u281v53ges3kimtgac0tidm2, blo3zmhar2mujyp9z7kjnsut, 7pg1pu4ptby6hi0rp29hv4jxl, 7j0c36u6kk97eur4virjoka8l, 3mqhkh4iz4kesvmqui3hupgmi, 240qnsj5nj6l6s3cc618691at, q281ehu1acmc9v96sv9g8bmx, 68jk3onf54kl1mdfz8zuicvkl, b0e6d3zgwzbzysmt9b2ycvf56, ezpkmoz1z08da3o3g45m12lzp, 19gglji6ai70jiu7iqpkaxbyt, 53dvtfms2uxd500y87x5jf2eh, bhu3hiq2ln2cso48ndqe17bvt, drljavudmjvyj9mvyzq7gz2s5, 6lev0lne8w9snmho4a6hjiifp, 91dt2qi4j797auqtkydbdlel0, 635lkjxjnrk1ytgjmz5qcr4a2, 3coml6cxqa86px9up8yy3oz1m",3783414043,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460592651,1,34,16,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-09-16T17:45:48.444Z,2022-09-16T18:45:27Z,3783692669,194,4x1tm440b5cshi5gxkx5k9m95,3783421483,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783689313,197,16613,3783421491,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783421487,130,4,3783421481,30,"3nfxhugbxid6o0r92txslivh1, a9jc36ub52lh0jgq2ya56wyui, 90pjbz2aq8vz4qapqu1yt2ynd, 4x1tm440b5cshi5gxkx5k9m95, 8j498fkairlyk82v1qprc13op, bkz9b4cqf8f970myv8r49f561, dd7i0ps16hldpriliccyvxct0, 5cjx2i2perp5vr62en4cyer1m, cv8wgka2bmkeqajg3eo9lb4k5, 6gjr3yxp34gj52xx8xfm9nt91, cntcffa67r95rbcf1154r92zu, 8mlps3xgwbxa7svajxfk2exud, 3iveuhunq47tg8lg0lm3d31sl, b3x2ne9udyi7aguwu5sw97rop, cnexf6pdh1piheuuqzrbb1t61, 46yp8iqh0qm7i75d98tfrsbxm, 44g3gj1lpougjwjpq9houab4l, 3ail949zww61xhkymcg66bca1, almqs7iwjgmimcpmegdkoh3o5, 9t753r5hnyq6qe5o7csuurw15, 1oszv53od5pulbhx566ht984q, 44f0q2ucrld1rwcwx63vgs7hl, 9ik51limpi4f3blp1r60hb27d, 6e4y15kfry8fzixh99zpala6t, 6dioxrahqm3l316lwtvqstnxm",3783421485,59,"30, 17, 97, 42, 5, 6, 16, 7, 77, 11, 22, 93, 1, 4, 8, 9, 13, 14, 19, 21, 25, 27, 28, 29, 99",3783421489,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460643729,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-09-16T18:48:08.888Z,2022-09-16T23:15:37Z,3783707443,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460643717,3,32,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-09-16T18:48:08.888Z,2022-09-16T18:48:09Z,3783707365,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460643769,4,1,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,50.8,50,2022-09-16T18:48:08.944Z,2022-09-16T23:21:29Z,3783707609,141,44.8,3783707605,56,Back,3783707613,213,3.3,3784218521,178,,3783707607,140,34.7,3783707611,212,17.3,3783707615,279,S,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460643811,5,1,1,0,3,bi1fxjrncd0ram0oi7ja1jyuo,1,34.9,44.5,2022-09-16T18:48:12.034Z,2022-09-16T23:21:36Z,3784218603,178,,3783707843,212,35.4,3783707847,1,,3783707837,56,Center,3783707839,140,66.6,3783707835,155,,3783707841,141,62.3,3783707845,213,0.3,8j498fkairlyk82v1qprc13op,M. Pongračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460643863,6,1,1,0,6,bi1fxjrncd0ram0oi7ja1jyuo,1,66.6,62.3,2022-09-16T18:48:14.921Z,2022-09-16T23:21:44Z,3783708057,140,72.0,3783708063,213,6.2,3784218753,388,,3783708053,168,,3783708059,141,61.8,3783708051,3,,3783708055,56,Center,3783708061,212,5.7,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460643899,7,1,1,0,8,bi1fxjrncd0ram0oi7ja1jyuo,1,74.5,57.8,2022-09-16T18:48:17.081Z,2022-09-16T23:21:55Z,3783708283,56,Center,3783708287,141,68.5,3783708291,213,0.9,3784218875,178,,3783709121,210,15,3783708289,212,9.4,3783708285,140,80.1,,,,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460643905,8,15,1,0,9,bi1fxjrncd0ram0oi7ja1jyuo,1,78.8,66,2022-09-16T18:48:18.355Z,2022-09-16T23:21:56Z,3783709223,146,98.5,3783708311,22,,3783709217,102,50.0,3783709211,55,7,3783709221,215,,3783708313,18,,3783708315,56,Center,3783709225,147,51.1,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,3783709219,103,7.6,3783709203,78,3783709207,29,3783709273,233,4,3784218901,178,3783708567,72,,,,,,,,,,,,,,,,,,,,,,
2460643959,4,10,1,0,10,49rkyo4do8uwj06geomw0xr4i,1,3.6,48.5,2022-09-16T18:48:19.008Z,2022-09-16T23:21:59Z,3783708593,182,,3783708589,177,,3784155507,376,,3783708641,233,8,3783708591,180,,3783708595,56,Back,,,,,,,d1e3dsz9lf7g69g2l6zfurpp1,L. Sepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
