id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,assist
2451654423,1,34,16,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-08-27T15:39:49.180Z,2022-08-27T16:14:13Z,3735745689,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3735745691,59,"97, 7, 3, 5, 15, 4, 6, 32, 98, 77, 90, 8, 9, 10, 11, 13, 17, 18, 19, 23, 33, 44, 45, 60, 62, 74",3735745697,197,3464,3735745687,30,"6wplm29z7qxxmujyc2ml19gix, 6ldly9c02sbh2ray6u6j6jro5, d9bg5jjv8pz0f8u55x3hg0962, 7ojvhhfvbtbn60sc50y4l2ctm, ckzn72wo51pmw475t9tl6vr2t, ay6tmp6zkxtjzse2gel3rgnl6, a8ez7qv4n62b8s45pdo8u07o5, bmmahw4ww36w4tokk3xhvvvmd, 82bv9aeqvp712ut0n0kwkpskp, 1gnc1tbpmomiqt1sty2lktt5, 86603cyr3osksy73el0ncy7yt, 5m5qyz18o5hmta6mh4zk57sh5, 1t1kgb0r5ca32f54emsscfob9, 319knuftqo071luold2fqluqd, agstuwuuufnve6968ozadzahh, g324scl7t7h6j05g973me82y, 913rgsi93o890wc2cbuwlbqp5, 86nwv5baekm00h4d3z0suwhyh, a7gi41760sk45wbkpbps3njdh, 33erk8bdhefx5xnkjad2fvy8k, 1r35ds2obqkw03f7hfpfsqqui, 3jruai7zu28e8f0ooj4t16l05, a3o9x85aooe65w5r3ibs8ltk9, eu2govzm2jf93sfns50ik3e38, euv7d22ahrbpa8cs1gemtc178, enopqyya6qq64lvliw7lw0s4q",3735745695,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3735745699,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3735745693,130,18,3735983661,194,ckzn72wo51pmw475t9tl6vr2t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451659635,1,34,16,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2022-08-27T15:42:30.716Z,2022-08-27T16:34:10Z,3735774845,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3735774835,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3736039247,197,594,3735774833,30,"5syage212151fcixahbq3k8ut, f065kc6qn2cpxjxcm6i08rz3e, 7zokstl625tj96c64ow4uvjyt, 9ak3zczupeken1itsmkherbh1, 22x1ucwwak58wi6r5x1j6ohk9, 2j09251upkf2aid3lfyyos0dl, e2oeysariwd866ksilu3t4m7e, 6ol411t0mogw6m83heiqd0m39, e7tz6hxliohn3gkj4cgl3j1ed, ebgkv548xih19m8uza7bgrvmd, 1tztnrv51q99ewl193qk526z9, 42p4op3tm9umpwxyxde5xjefp, 21p37y6mra4u9kcg35z5dm4q2, cdrzpuj49ploquvdolgh5c3bp, ds0ka65ypjubtgp60kupc7dnt, 8vom3bt6es2kp5sdl98az6gwk, 866f0f7taqhae91o3cjnnx0ph, 43rid94d7jz7u5ba4xzb8bbe2, a2rjxibqk9d2yatzz2dx04nx0, 8z1ukxgc8mxiyw9udbpwr4ct1, 16kv5p8we3pwqpt5ktwrb7mj9, cjff8fu812lennnunqljgddnu, 7p19t0mn8cq7xum09nv2u2lt5",3735774841,130,17,3736039245,194,9ak3zczupeken1itsmkherbh1,3735774847,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3735774837,59,"32, 17, 34, 13, 4, 3, 28, 77, 9, 16, 49, 1, 2, 10, 11, 14, 19, 21, 23, 26, 27, 36, 89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711067,2,32,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-08-27T16:30:26.387Z,2022-08-28T03:58:24Z,3736049819,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711063,2,32,1,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2022-08-27T16:30:26.387Z,2022-08-27T16:30:26Z,3736049803,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711109,3,1,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,50.1,49.9,2022-08-27T16:30:26.436Z,2022-08-28T01:49:48Z,3736050059,140,34.3,3736050065,213,3.3,3736050063,212,16.7,3736050057,56,Back,3738410097,178,,3736050061,141,46.6,3736050067,279,S,,,,82bv9aeqvp712ut0n0kwkpskp,L. Zanimacchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711157,4,1,1,0,2,af91jdcs6x0bqkmdb78rokod2,1,34.3,43.4,2022-08-27T16:30:28.912Z,2022-08-28T01:49:53Z,3736050307,155,,3736050313,141,86.0,3736050319,1,,3736050315,212,42.2,3736050309,56,Left,3738410399,178,,3736050317,213,0.8,3736050311,140,63.5,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711169,5,1,1,0,5,af91jdcs6x0bqkmdb78rokod2,0,63.5,86,2022-08-27T16:30:32.267Z,2022-08-28T01:50:06Z,3736050357,155,,3736050361,140,79.6,3738411247,178,,3736050367,213,5.4,3736050359,56,Center,3736050365,212,25.9,3736050363,141,57.2,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711193,3,1,1,0,7,7gnly6999wao1xarwct4p8fe9,1,19.9,45.7,2022-08-27T16:30:33.894Z,2022-08-28T01:51:15Z,3738413485,388,,3736050505,141,63.1,3736050503,140,21.7,3736050499,3,,3736050509,213,1.4,3736050501,56,Back,3736050507,212,12.0,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711221,4,1,1,0,9,7gnly6999wao1xarwct4p8fe9,1,21.5,63.7,2022-08-27T16:30:36.063Z,2022-08-28T01:51:21Z,3736050693,213,0.2,3738413755,178,,3736050687,140,30.2,3736050685,56,Back,3736050691,212,9.3,3736050683,3,,3736050689,141,66.6,,,,9ak3zczupeken1itsmkherbh1,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711229,5,1,1,0,11,7gnly6999wao1xarwct4p8fe9,0,34.6,63.9,2022-08-27T16:30:37.590Z,2022-08-28T01:51:27Z,3736050745,213,5.3,3736050735,3,,3736050743,212,15.0,3736050739,140,43.0,3736050741,141,46.0,3738414291,178,,3736050737,56,Back,,,,1tztnrv51q99ewl193qk526z9,N. Radonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
