id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value,qualifier/18/value,qualifier/19/value,assist
2497633249,4,49,1,0,6,6tuibxq39fdryu8ou06wcm0q3,1,25.2,80.8,2023-01-15T11:30:16.440Z,2023-01-15T16:30:34Z,,,,,,,,,,,,,,,,,,,,,,,,,9k1ytj3z42ggp14vkn39hiymt,Pedro Obiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633255,5,1,1,0,7,6tuibxq39fdryu8ou06wcm0q3,1,23.8,80.4,2023-01-15T11:30:17.160Z,2023-01-15T16:30:39Z,3979286771,212,7.7,3979286773,213,5.6,3980251993,178,,3979286765,56,Back,3979286767,140,29.3,3979286769,141,73.0,,,,,,,9k1ytj3z42ggp14vkn39hiymt,Pedro Obiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633281,6,1,1,0,9,6tuibxq39fdryu8ou06wcm0q3,1,30.1,66.6,2023-01-15T11:30:19.537Z,2023-01-15T16:30:46Z,3979286887,140,18.4,3979286885,56,Back,3980252543,178,,3979286889,141,71.3,3979286893,213,2.9,3979286891,212,12.7,,,,,,,ctq9si3nbc6n8cznhlcvtixd6,H. Traorè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633301,7,1,1,0,10,6tuibxq39fdryu8ou06wcm0q3,1,17.9,72.3,2023-01-15T11:30:20.466Z,2023-01-15T16:30:51Z,3979286977,56,Back,3979286981,141,90.0,3980252779,178,,3979286983,212,12.2,3979286985,213,1.4,3979286979,140,19.5,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633313,8,1,1,0,13,6tuibxq39fdryu8ou06wcm0q3,0,20,91.2,2023-01-15T11:30:23.275Z,2023-01-15T16:30:57Z,3979287039,212,9.4,3979287041,213,6.0,3980253153,178,,3979287033,56,Back,3979287037,141,87.5,3979287035,140,28.6,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633327,8,49,1,0,14,btcy9nra9ak4m22ovr2ia6m5v,1,74.9,8.5,2023-01-15T11:30:23.805Z,2023-01-15T16:31:04Z,,,,,,,,,,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633345,9,1,1,0,18,btcy9nra9ak4m22ovr2ia6m5v,0,87.3,10.3,2023-01-15T11:30:28.059Z,2023-01-15T16:31:14Z,3979287193,141,7.4,3979287189,56,Right,3979287191,140,83.3,3979287197,213,3.6,3980254159,178,,3979287195,212,4.6,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633347,9,8,1,0,18,6tuibxq39fdryu8ou06wcm0q3,1,18.9,93.2,2023-01-15T11:30:28.664Z,2023-01-15T16:31:20Z,3980254501,178,,3979603135,383,,3979287199,56,Back,,,,,,,,,,,,,,,,ctq9si3nbc6n8cznhlcvtixd6,H. Traorè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633353,10,49,1,0,19,6tuibxq39fdryu8ou06wcm0q3,1,18.9,93.2,2023-01-15T11:30:29.542Z,2023-01-15T16:32:33Z,,,,,,,,,,,,,,,,,,,,,,,,,ctq9si3nbc6n8cznhlcvtixd6,H. Traorè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633363,11,1,1,0,19,6tuibxq39fdryu8ou06wcm0q3,0,14.7,93.1,2023-01-15T11:30:29.563Z,2023-01-15T19:52:49Z,3979287255,140,15.5,3979287259,212,4.7,3979287257,141,86.3,3980259905,178,,3979287261,213,4.9,3979287253,56,Back,,,,,,,ctq9si3nbc6n8cznhlcvtixd6,H. Traorè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633359,10,61,1,0,19,btcy9nra9ak4m22ovr2ia6m5v,1,84.5,6.5,2023-01-15T11:30:29.616Z,2023-01-15T16:32:45Z,3980255389,178,,3979287243,56,Right,,,,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633375,12,1,1,0,20,6tuibxq39fdryu8ou06wcm0q3,1,16.4,85.4,2023-01-15T11:30:30.436Z,2023-01-15T16:32:50Z,3979287325,213,3.2,3979287317,56,Back,3979287321,141,84.4,3980260325,178,,3979287323,212,7.7,3979287319,140,9.1,,,,,,,9k1ytj3z42ggp14vkn39hiymt,Pedro Obiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633393,13,1,1,0,22,6tuibxq39fdryu8ou06wcm0q3,1,9.1,84.4,2023-01-15T11:30:32.083Z,2023-01-15T16:32:57Z,3979287415,140,10.0,3979287417,141,94.1,3979287419,212,6.7,3979287421,213,1.4,3980260513,178,,3979287413,56,Back,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633397,14,1,1,0,24,6tuibxq39fdryu8ou06wcm0q3,0,15.2,94.7,2023-01-15T11:30:34.766Z,2023-01-15T16:33:03Z,3979287437,56,Back,3979287445,213,6.3,3980260789,178,,3979287441,141,94.2,3979287443,212,18.6,3979287439,140,32.9,,,,,,,ctq9si3nbc6n8cznhlcvtixd6,H. Traorè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633411,11,49,1,0,25,btcy9nra9ak4m22ovr2ia6m5v,1,70.2,2.3,2023-01-15T11:30:35.707Z,2023-01-15T16:33:15Z,,,,,,,,,,,,,,,,,,,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633441,12,1,1,0,27,btcy9nra9ak4m22ovr2ia6m5v,0,68.7,3.4,2023-01-15T11:30:37.092Z,2023-01-15T16:33:24Z,3979287661,212,33.0,3979287663,213,1.3,3979287655,56,Center,3979287657,140,78.5,3979287653,157,,3980261713,178,,3979287665,1,,3979287659,141,49.5,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633487,15,1,1,0,31,6tuibxq39fdryu8ou06wcm0q3,1,21.7,46.6,2023-01-15T11:30:41.440Z,2023-01-15T16:33:33Z,3979287859,213,5.0,3980262159,388,,3979287851,56,Back,3979287849,3,,3979287853,140,29.1,3979287855,141,6.1,3979287857,212,28.6,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633489,16,49,1,0,35,6tuibxq39fdryu8ou06wcm0q3,1,29.1,6.1,2023-01-15T11:30:45.744Z,2023-01-15T16:33:54Z,,,,,,,,,,,,,,,,,,,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633517,17,1,1,0,36,6tuibxq39fdryu8ou06wcm0q3,1,30,6.1,2023-01-15T11:30:46.642Z,2023-01-15T16:33:58Z,3979287971,213,3.0,3979287965,140,17.6,3979287967,141,9.8,3980263437,178,,3979287963,56,Back,3979287969,212,13.3,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633523,18,1,1,0,38,6tuibxq39fdryu8ou06wcm0q3,1,18.4,8.3,2023-01-15T11:30:48.590Z,2023-01-15T16:34:02Z,3979288025,213,6.1,3979288017,56,Back,3979288023,212,11.9,3979288019,140,29.6,3979288021,141,5.9,3980263671,178,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633553,19,1,1,0,39,6tuibxq39fdryu8ou06wcm0q3,1,29.6,5.9,2023-01-15T11:30:49.433Z,2023-01-15T16:34:08Z,3979288159,140,27.3,3979288165,213,1.9,3979288163,212,8.2,3980264065,178,,3979288161,141,17.4,3979288157,56,Back,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633593,20,1,1,0,42,6tuibxq39fdryu8ou06wcm0q3,1,29.7,18.9,2023-01-15T11:30:52.624Z,2023-01-15T16:34:15Z,3979288377,213,2.9,3979288375,212,22.6,3979288369,56,Back,3980264527,178,,3979288373,141,28.3,3979288371,140,9.1,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633617,21,1,1,0,47,6tuibxq39fdryu8ou06wcm0q3,0,19,21.6,2023-01-15T11:30:56.965Z,2023-01-15T16:34:19Z,3979288519,1,,3979288509,56,Center,3979288513,141,35.7,3979288511,140,59.8,3979288517,213,0.2,3980264711,178,,3979288515,212,43.9,3979288507,155,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633647,13,1,1,0,50,btcy9nra9ak4m22ovr2ia6m5v,1,38,64.2,2023-01-15T11:30:59.893Z,2023-01-15T16:34:23Z,3979288677,213,0.1,3979288675,212,6.6,3979288669,56,Back,3979288667,3,,3979288673,141,65.1,3979288671,140,44.3,3980265053,388,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633651,14,49,1,0,51,btcy9nra9ak4m22ovr2ia6m5v,1,44.4,65.1,2023-01-15T11:31:01.365Z,2023-01-15T16:34:30Z,,,,,,,,,,,,,,,,,,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633661,15,1,1,0,51,btcy9nra9ak4m22ovr2ia6m5v,1,45.2,65.3,2023-01-15T11:31:01.455Z,2023-01-15T16:34:32Z,3980265517,178,,3979288751,213,2.5,3979288749,212,9.4,3979288743,56,Back,3979288745,140,38.2,3979288747,141,73.8,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633685,16,1,1,0,53,btcy9nra9ak4m22ovr2ia6m5v,1,42.2,73.3,2023-01-15T11:31:03.395Z,2023-01-15T16:34:38Z,3980265749,178,,3979288865,141,95.0,3979288867,212,14.8,3979288869,213,1.5,3979288863,140,43.6,3979288861,56,Back,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633709,17,1,1,0,55,btcy9nra9ak4m22ovr2ia6m5v,1,40.7,97.3,2023-01-15T11:31:05.111Z,2023-01-15T16:34:43Z,3979288981,140,47.9,3980266009,178,,3979288983,141,97.3,3979288987,213,0,3979288985,212,7.6,3979288979,56,Back,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633713,18,1,1,0,56,btcy9nra9ak4m22ovr2ia6m5v,0,48.4,97.5,2023-01-15T11:31:06.176Z,2023-01-15T16:34:48Z,3979289007,56,Left,3979289015,213,5.8,3980266273,178,,3979289009,140,55.1,3979289011,141,92.3,3979289013,212,7.9,,,,,,,cfzvplhlvlfvau521u6b86xud,M. Zaccagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633953,26,49,1,0,57,6tuibxq39fdryu8ou06wcm0q3,1,44.7,10.4,2023-01-15T11:31:07.022Z,2023-01-15T16:34:56Z,,,,,,,,,,,,,,,,,,,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497634039,27,1,1,0,57,6tuibxq39fdryu8ou06wcm0q3,1,43.3,12.6,2023-01-15T11:31:07.047Z,2023-01-15T16:35:01Z,3979290781,140,53.6,3980266887,178,,3979290783,141,7.6,3979290791,213,6.0,3979290787,212,11.3,3979290779,56,Right,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497634811,48,61,1,0,58,6tuibxq39fdryu8ou06wcm0q3,0,56.1,6.2,2023-01-15T11:31:08.762Z,2023-01-15T16:36:07Z,3980269273,178,,3979295091,56,Right,,,,,,,,,,,,,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497657375,454,61,1,0,59,btcy9nra9ak4m22ovr2ia6m5v,1,44.2,84.1,2023-01-15T11:31:09.514Z,2023-01-15T16:36:11Z,3980269771,178,,3979415051,56,Back,,,,,,,,,,,,,,,,,,,cfzvplhlvlfvau521u6b86xud,M. Zaccagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633727,19,49,1,0,59,btcy9nra9ak4m22ovr2ia6m5v,1,48.4,87.2,2023-01-15T11:31:09.595Z,2023-01-15T16:36:19Z,,,,,,,,,,,,,,,,,,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633739,20,1,1,1,0,btcy9nra9ak4m22ovr2ia6m5v,1,48,86.3,2023-01-15T11:31:10.636Z,2023-01-15T16:36:27Z,3979289143,212,14.9,3979289139,140,61.4,3979289141,141,79.3,3979289147,213,6.0,3979289137,56,Left,3980271505,178,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633759,21,1,1,1,2,btcy9nra9ak4m22ovr2ia6m5v,1,59.5,79.9,2023-01-15T11:31:12.405Z,2023-01-15T16:36:31Z,3979289263,141,82.9,3980271667,178,,3979289261,140,55.0,3979289259,56,Left,3979289267,213,2.7,3979289265,212,5.1,,,,,,,5o80hrbyw554cetm1rbbns0k5,C. Immobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633761,22,61,1,1,3,btcy9nra9ak4m22ovr2ia6m5v,0,55,82.9,2023-01-15T11:31:13.295Z,2023-01-15T16:36:37Z,3980271935,178,,3979289273,56,Left,,,,,,,,,,,,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633777,22,49,1,1,4,6tuibxq39fdryu8ou06wcm0q3,1,52.6,17.4,2023-01-15T11:31:13.966Z,2023-01-15T16:36:45Z,,,,,,,,,,,,,,,,,,,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633855,23,1,1,1,9,6tuibxq39fdryu8ou06wcm0q3,1,73.1,54.8,2023-01-15T11:31:19.551Z,2023-01-15T16:37:08Z,3980273015,178,,3979289751,212,23.1,3979289749,141,76.0,3979290123,210,15,3979289753,213,0.7,3979289747,140,90.3,3979289745,56,Center,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497838877,949,3,1,1,13,6tuibxq39fdryu8ou06wcm0q3,1,90.7,68.1,2023-01-15T11:31:23.197Z,2023-03-21T11:16:23Z,4114116591,464,,4114116643,233,977,4114116327,286,,4114116325,56,Center,,,,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497838975,977,45,1,1,13,btcy9nra9ak4m22ovr2ia6m5v,0,9.3,31.9,2023-01-15T11:31:23.197Z,2023-03-21T11:16:24Z,4114116647,233,949,4114116449,285,,4114116447,56,Back,,,,,,,,,,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633859,24,15,1,1,14,6tuibxq39fdryu8ou06wcm0q3,1,90.5,66.4,2023-01-15T11:31:24.053Z,2023-01-15T16:37:08Z,3979290147,102,48.7,3979292587,78,,3979290151,146,91.7,3979290143,55,23,3979289779,64,,3979289781,56,Center,3979289777,22,,3979290155,230,99.3,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,3979290149,103,19,3979290191,233,23,3980273537,178,3979289877,20,3979289881,82,3979290157,231,52.9,3979290153,147,64.1,3979290141,29,,,,,,,,,,,,,,,,,,,,
2497633879,23,10,1,1,14,btcy9nra9ak4m22ovr2ia6m5v,1,9,33.6,2023-01-15T11:31:24.084Z,2023-01-15T16:37:12Z,3979289885,56,Back,3979289883,94,,3980273847,178,,3979289913,233,24,,,,,,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
