id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value
2454805117,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-09-03T12:02:35.412Z,2022-09-03T13:02:36Z,3752638295,130,4,3752638299,194,66at96kfhvigkny465lkmrnbp,3752638297,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752638301,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752638293,59,"1, 2, 3, 34, 4, 98, 72, 14, 7, 99, 33, 8, 9, 11, 15, 16, 22, 23, 27, 28, 31, 38, 42, 95",3752854395,197,563,3752638289,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, 4kfx8fzf54bli2a2o0i3fvhed, bhi4ivjgojkot4d7za72gu2nd, acg898oezqn7590ue8x8aik89, 963czsr3yecwk4s3p1wby5x3p, d9sakxlp96siw0z1jltszdlgp, 21pztrby95djexvw3m9hhzgt1, 6gjn7pt0i34q45g4porckuj8p, b7vmywgydbcs4m9pcjcoabt62, 6gab9bfl0kj0hy1z0u75pl42d, 4mk6bbc9a8rhtmk8f4jj6onvt, b5cqy1xamdj38bh87gvz4iac5, 3jtsqwoi9w0dxxneld0mt5rs9, 476nfumr6aadvufrqk72tq5be, eh1ul4duphy1iz4odwx9tkjjd, i4yzdkusjs6qn4v06oxj6qxh, 1i47csjlvcikfs4wixzserend, eq7q971ebxu7ipqbyvj5n4c15, f8kcf2l4h2qzdww1vof5x9t5, dpnp9rguhhs04of6vmlw5spg5, 5bi4t2dob5mo0okdbv6sna6fo, u60zu48a4zqnupyxp2d0mqqd",3752638291,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454809907,1,34,16,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-09-03T12:07:23.529Z,2022-09-03T13:02:11Z,3752661453,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752661441,30,"3o573dblmfc1o3wkkt2nva8k5, pconfrmsdy9aikioqz9s9lg5, 2raf0uw5y2kajde0v60l4g1qt, apdtqouzo9b02ozdxk8mx4zbp, d196vatyvq6ycn1q7d477d2i1, 8yv9xuzriaecvvssfm8dlmz85, ahz2npxe4geixkaz25f2pc82d, 288nn7pbq5ewriiyb9o7da86h, 35r56n0i4sbdh7n5arbt7db6d, 7glxasv2ed6ey82dknto1y66t, 555z9bynvux7oruirg67r8i51, 9pe3yqjsmcjtxdx7bdne3d4ut, 3ua8gs8tzx1dkdi9z88kjk9nt, cv46mxj5i98p4hgtbomxlxs7o, 3zqpvn7r1c779l9vwwh7yukfd, 3nnjep6bxxb6xwhanvqvjt39x, bjob8tftnxojnytcj7juo0ga2, 8rlf5vjyddkcid5ysa3yo7hlh, bh3b7e2qzh41dltd6h2obpln9, erwh25hbq259kqdirfufnbcb8, 2fwc6b5gg9sp5o9j044k8bwq2, 418gw0hpjoy8dt0ywaxjgm5pm",3752661451,194,pconfrmsdy9aikioqz9s9lg5,3752661443,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752853651,197,71,3752661447,130,4,3752661449,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752661445,59,"36, 11, 12, 32, 3, 6, 5, 8, 14, 22, 17, 2, 9, 15, 18, 19, 20, 23, 24, 30, 41, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454849429,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-09-03T13:01:19.979Z,2023-02-08T11:18:47Z,3752859275,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454849425,2,32,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-09-03T13:01:19.979Z,2022-09-03T13:01:22Z,3752859253,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454849435,3,1,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,50.1,49.9,2022-09-03T13:01:20.007Z,2022-09-03T21:21:26Z,3752859319,141,50.6,3752859315,56,Back,3752859325,279,S,3752859317,140,38.0,3755700063,178,,3752859323,213,3.1,3752859321,212,12.7,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454849461,4,1,1,0,1,bqbbqm98ud8obe45ds9ohgyrd,1,38,50.9,2022-09-03T13:01:21.315Z,2022-09-03T21:21:30Z,3752859501,212,11.8,3752859503,213,2.4,3752859499,141,63.2,3752859495,56,Back,3755700257,178,,3752859497,140,30.1,,,,,,,apdtqouzo9b02ozdxk8mx4zbp,L. Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454849469,5,1,1,0,2,bqbbqm98ud8obe45ds9ohgyrd,1,30.1,63.2,2022-09-03T13:01:22.965Z,2022-09-03T21:21:32Z,3752859573,213,1.5,3755700347,178,,3752859571,212,5.1,3752859567,140,30.3,3752859569,141,70.7,3752859565,56,Back,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454849503,6,1,1,0,6,bqbbqm98ud8obe45ds9ohgyrd,1,35,72.9,2022-09-03T13:01:26.717Z,2022-09-03T21:21:36Z,3755700601,178,,3752859737,140,42.2,3752859743,213,1.1,3752859735,56,Back,3752859739,141,96.5,3752859741,212,17.7,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454849545,7,1,1,0,10,bqbbqm98ud8obe45ds9ohgyrd,1,42.1,95.7,2022-09-03T13:01:30.436Z,2022-09-03T21:21:39Z,3752859935,56,Back,3752859939,140,27.5,3755700713,178,,3752859943,141,74.1,3752859947,213,3.9,3752859945,212,21.2,,,,,,,555z9bynvux7oruirg67r8i51,F. Kostić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454849559,8,1,1,0,13,bqbbqm98ud8obe45ds9ohgyrd,1,25.2,71,2022-09-03T13:01:33.413Z,2022-09-03T21:21:41Z,3752860013,213,4.7,3755700805,178,,3752860011,212,21.1,3752860007,140,25.1,3752860005,56,Back,3752860009,141,40.0,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
