id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value
2518444071,1,34,16,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-03-11T16:06:01.744Z,2023-03-11T16:58:09Z,4088889397,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4088889395,30,"u60zu48a4zqnupyxp2d0mqqd, 5d9i8ubibyiecxecr9jjvxexh, 896uaqjrz22q6fqjfzuwf77jd, 9y8fnvazj02vy31ljx3du0d79, 2kfkjjqh7vrfcfbgr4aa85dqt, 2p1pns6j6id4nx3nbi7fv0wrt, 3bhy6x04rbwzk0nh1fm59dmnd, dpcws493fepch23sk26m1a8yd, 1wynwp4x95o9w5tt4cdog6i1, 9bba1hgnx5mzpkzeazsoikn9x, 4zy4d60v2qmaplm9xbe51y1gp, cv0p6dzx3res3affivdwcpolx, 8n0c5t5wzfkoauryyzy8be0gl, 72im0m7d8rqpsclo4f5crqmsp, copo8qsmvy2fhpi1aev6f46i1, cp13vthbds3tl1wtfelfx2evp, jk8n72zhngmdw2ek47zx7f11, 7knk2xsg4690hgq9us9us8ull, 9c9g2havtsf29fpt5582y8ne2, 40msbo4o5bwx0oeuz4743w161, 1ct0gujao4wvj1ff3aebqgqnd, bcqutyzafpahp2ni41u2xt4gl, af58rhtg8ck7c8g7nwfs67d91",4088889407,197,545,4088889405,194,5d9i8ubibyiecxecr9jjvxexh,4088889401,130,4,4088889399,59,"95, 22, 17, 68, 13, 3, 99, 20, 9, 21, 77, 4, 5, 7, 12, 18, 19, 23, 31, 55, 70, 91, 1",4088889403,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4088889409,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518461705,1,34,16,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-03-11T16:14:21.608Z,2023-03-11T17:35:13Z,4088980847,194,cm6iy4b06qv9y6ww0hthqlwb9,4088980845,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4088980837,30,"7drgir9lcwfst8vxz07jboe6t, 6lfje6glfgycun47flgmc9jvt, 7mvqysbmyf6uj3jny3qpqw2ga, 4cejhrr3ji36591xf54jue3ca, 2idy9ngk2rojseoxxw9n98c7p, cm6iy4b06qv9y6ww0hthqlwb9, 9q01y4w4dwpaqf8lmpv9wnmc5, 4aqkgskbra4wsoo7a8uw7xl9l, 2fsgc0b4mvwpenawmit0q0bmd, d364lpc0km51psy3zwc4a6zca, 30gsjr0xlmjulnz227zfxga8l, e5nv028chtw0955vhnh74ukbu, 45ubqc5i6yn2l5kdtlt8tbw7p, ds719g843vjs279iine5otgid, 2fqlri41xq6p924kine7pjr2t, 8d04q3yp2kouwog0lj0s7ew2x, n62gu1fztuvojijr41hyetw5, 9sdrd6flk2jene11v193nm1n9, 3ww5879aay1xf2a20nl9ihwid, a69r2pf2w8da4dl0zl4k5vil1, 30oup47g0i12cvub12r7kmxd6",4088980849,197,549,4088980851,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4088980841,59,"1, 3, 22, 42, 19, 2, 15, 13, 88, 17, 91, 5, 6, 9, 10, 11, 28, 31, 57, 77, 93",4088980843,130,18,4088980839,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518545605,2,32,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-03-11T17:01:48.186Z,2023-03-11T17:01:51Z,4089428997,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518545597,2,32,1,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-03-11T17:01:48.186Z,2023-03-12T00:45:07Z,4089428955,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518545619,3,1,1,0,0,gi0l1habji5hpgar77dl5jqe,1,50,50,2023-03-11T17:01:48.209Z,2023-03-12T00:52:04Z,4090908795,178,,4089429115,212,6.1,4089429117,213,2.9,4089429111,140,44.4,4089429113,141,52.4,4089429109,56,Back,4089429119,279,S,,,,1wynwp4x95o9w5tt4cdog6i1,V. Osimhen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518545623,4,1,1,0,1,gi0l1habji5hpgar77dl5jqe,1,48.4,43.3,2023-03-11T17:01:50.139Z,2023-03-12T00:52:07Z,4089429129,56,Right,4090909309,178,,4089429133,141,11.7,4089429131,140,55.2,4089429135,212,22.6,4089429137,213,5.0,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518545647,5,1,1,0,4,gi0l1habji5hpgar77dl5jqe,1,60.2,12,2023-03-11T17:01:52.528Z,2023-03-12T00:52:09Z,4089429271,56,Center,4089429279,212,25.6,4090909457,178,,4089429281,213,0.7,4089429277,141,35.4,4089429269,155,,4089429275,140,79.3,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518545661,6,1,1,0,5,gi0l1habji5hpgar77dl5jqe,0,79.7,36.6,2023-03-11T17:01:54.062Z,2023-03-12T00:52:12Z,4089429361,141,50.1,4089429363,212,16.2,4089429357,56,Center,4089429355,168,,4090909711,388,,4089429353,3,,4089429365,213,0.6,4089429359,140,92.4,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518545667,3,52,1,0,7,e75syeuawg3ql8nwpi3vr2btz,1,8,54.5,2023-03-11T17:01:56.038Z,2023-03-12T00:52:17Z,4090260603,377,,4090909999,178,,,,,,,,,,,,,,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518545707,4,1,1,0,10,e75syeuawg3ql8nwpi3vr2btz,1,9.2,46.6,2023-03-11T17:01:58.494Z,2023-03-12T00:52:22Z,4089429603,141,17.1,4089429613,213,5.0,4089429601,140,15.9,4090910287,178,,4089429607,212,21.3,4089429599,56,Back,4089429597,123,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518545737,5,1,1,0,13,e75syeuawg3ql8nwpi3vr2btz,1,16,16.7,2023-03-11T17:02:01.445Z,2023-03-12T00:52:24Z,4090910313,178,,4089429767,56,Back,4089429771,141,31.0,4089429773,212,10.4,4089429775,213,1.9,4089429769,140,12.4,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
