id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2530221803,1,34,16,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-04-08T13:38:08.661Z,2023-04-08T14:26:22Z,4172170959,59,"12, 18, 33, 44, 15, 24, 28, 19, 10, 90, 74, 3, 4, 5, 6, 9, 13, 17, 20, 27, 45, 99",4172170955,30,"eu9b86opw6n66vftu1r5alfqh, 86nwv5baekm00h4d3z0suwhyh, 1r35ds2obqkw03f7hfpfsqqui, 3jruai7zu28e8f0ooj4t16l05, ckzn72wo51pmw475t9tl6vr2t, 5sxy1z2pz5bhlp767lyjte76d, 9qrewt049r6yq88c715ymau39, a7gi41760sk45wbkpbps3njdh, 319knuftqo071luold2fqluqd, 86603cyr3osksy73el0ncy7yt, enopqyya6qq64lvliw7lw0s4q, d9bg5jjv8pz0f8u55x3hg0962, ay6tmp6zkxtjzse2gel3rgnl6, 7ojvhhfvbtbn60sc50y4l2ctm, a8ez7qv4n62b8s45pdo8u07o5, 1t1kgb0r5ca32f54emsscfob9, g324scl7t7h6j05g973me82y, 913rgsi93o890wc2cbuwlbqp5, 74g3ef24ctcgw1kee77d3acr8, 860ysqvvnpfya7bwxbe4g0wk5, a3o9x85aooe65w5r3ibs8ltk9, 98agxmllw183w3cml8j8q76dw",4172415761,197,3464,4172170967,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172170957,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4172170963,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172170965,194,ckzn72wo51pmw475t9tl6vr2t,4172170961,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530221857,1,34,16,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2023-04-08T13:38:12.109Z,2023-04-08T14:48:04Z,4172171197,130,8,4172430437,197,587,4172171201,194,1wnzwoisg4ctvcxsh2xnrkj4l,4172171193,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4172171203,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172171195,59,"30, 59, 3, 8, 17, 2, 37, 20, 23, 80, 7, 5, 10, 22, 26, 27, 28, 29, 31, 32, 36, 99",4172171191,30,"awpcf5w245iug4znjqctuebpx, 7kbn6vt37rfgd9yszzvx9idm2, 14vhrqvqomi57x5mtsawm44b9, eqggzoepu1d4t13fw6ybebtn9, 7wjzrrcy3fp8nq6dlanfxvqhh, e8c2o47zyuqa07lcrgzusn97u, 6u6mobmk6lpvwebo76ddxr3s9, 5qfa3h4gut5jlnfkexq5m1djp, 1wnzwoisg4ctvcxsh2xnrkj4l, rktyecx75c47pgwyt4vm3i7d, c87f30rukjnu7v3f3iqxpkxqt, ceq2btvla862pon3xhcxogdlh, ewwo2c7kw1b1okrngjl4j4dm1, 34fm990bf5wm1xkdig1pjon6y, 8vom3bt6es2kp5sdl98az6gwk, bgpoqigjsb92lt6n5vrmshwwl, 151jcsoydef86be6b7rpt4bv8, 6l8t99gerta358od16upuhqz9, crqk7tlewkn3ayk042yo1bfv8, dumjj0zbq26m2ub29d86sooic, 5enlho0lp6pftf8pc2q2xewpg, x1qsrbva1nlv7nvmk2an19ed",4172171199,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530276205,3,43,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-04-08T14:30:45.342Z,2023-04-08T14:30:56Z,4172440519,141,49.0,4172440515,56,Back,4172440523,213,3.2,4172440521,212,24.8,4172440525,279,S,4172440517,140,26.4,4172441379,144,1,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530276233,2,32,1,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2023-04-08T14:31:12.011Z,2023-04-08T22:35:27Z,4172440639,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530276151,2,32,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-04-08T14:31:12.011Z,2023-04-08T14:31:11Z,4172440245,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530276657,5,1,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,50.1,49.8,2023-04-08T14:31:12.052Z,2023-04-09T00:01:28Z,4174444739,178,,4172442861,140,27.2,4172447789,279,S,4172442865,141,52.3,4172442869,212,24.1,4172442859,56,Back,4172442873,213,3.1,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530276249,4,43,1,0,3,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-04-08T14:30:48.560Z,2023-04-08T14:30:55Z,4172441291,144,1,4172440727,140,29.8,4172440729,141,75.3,4172440725,56,Back,4172440731,212,19.1,4172440733,213,1.3,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530276777,6,1,1,0,3,af91jdcs6x0bqkmdb78rokod2,1,29.1,50.9,2023-04-08T14:31:15.649Z,2023-04-09T00:01:32Z,4174444955,178,,4172443519,212,49.7,4172443515,140,71.8,4172443511,155,,4172443513,56,Left,4172443521,213,0.4,4172443523,1,,4172443517,141,82.4,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530276803,7,44,1,0,6,af91jdcs6x0bqkmdb78rokod2,1,71.7,82.8,2023-04-08T14:31:18.992Z,2023-04-09T03:46:38Z,4172443645,286,,4172443643,56,Left,4172444007,233,3,,,,,,,,,,,,,,,,enopqyya6qq64lvliw7lw0s4q,F. Tsadjout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530276863,3,44,1,0,6,4plikfte18rv8v4l89z803d4y,0,28.3,17.2,2023-04-08T14:31:18.993Z,2023-04-09T00:01:39Z,4172443909,56,Back,4172740759,233,7,4172443911,285,,,,,,,,,,,,,,,,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
