id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value
2448624235,7,1,1,0,11,dxq76zcvnokq07cszdx0i6kve,1,49.5,0,2022-08-20T16:31:47.716Z,2022-08-20T23:10:54Z,3719672381,212,21.3,3719672377,140,40.9,3719672385,1,,3719672373,107,,3719672379,141,26.4,3719672375,56,Back,3719672383,213,2.0,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624289,8,1,1,0,15,dxq76zcvnokq07cszdx0i6kve,1,37.8,33.1,2022-08-20T16:31:51.165Z,2022-08-20T23:10:58Z,3719672533,212,15.5,3721107519,178,,3719672527,56,Back,3719672535,213,1.7,3719672529,140,35.7,3719672531,141,55.7,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624329,9,1,1,0,18,dxq76zcvnokq07cszdx0i6kve,1,37.8,64.8,2022-08-20T16:31:54.104Z,2022-08-20T23:11:02Z,3719672735,141,87.8,3719672739,213,1.2,3719672733,140,44.0,3719672731,56,Back,3719672737,212,16.9,3721107731,178,,,,,,,,6gzi8qf8szxn99dnwh3h6gkb9,A. Masina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624415,10,1,1,0,19,dxq76zcvnokq07cszdx0i6kve,1,43.5,86.2,2022-08-20T16:31:56.052Z,2022-08-20T23:11:07Z,3719673191,141,53.1,3721107953,178,,3719673185,56,Back,3719673197,213,3.7,3719673195,212,42.1,3719673187,140,9.6,3719673199,1,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624473,11,1,1,0,27,dxq76zcvnokq07cszdx0i6kve,1,13.5,58.2,2022-08-20T16:32:03.590Z,2022-08-20T23:11:11Z,3719673493,213,1.4,3719673487,140,14.7,3721108141,178,,3719673485,56,Back,3719673489,141,67.8,3719673491,212,6.6,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624517,12,1,1,0,32,dxq76zcvnokq07cszdx0i6kve,1,26.3,74.4,2022-08-20T16:32:08.790Z,2022-08-20T23:11:15Z,3719673705,213,0.7,3719673701,141,94.4,3719673697,56,Back,3719673699,140,40.4,3721108325,178,,3719673703,212,20.1,,,,,,,6gzi8qf8szxn99dnwh3h6gkb9,A. Masina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624535,13,1,1,0,35,dxq76zcvnokq07cszdx0i6kve,1,38.3,87.4,2022-08-20T16:32:11.459Z,2022-08-20T23:11:20Z,3721108649,178,,3719673779,141,77.0,3719673775,56,Back,3719673783,213,4.4,3719673781,212,7.5,3719673777,140,35.8,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624587,14,1,1,0,36,dxq76zcvnokq07cszdx0i6kve,1,30,72.4,2022-08-20T16:32:12.926Z,2022-08-20T23:11:24Z,3719673977,212,24.9,3719673971,56,Back,3719673979,213,3.7,3719673973,140,9.9,3721108911,178,,3719673975,141,53.1,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624619,15,1,1,0,39,dxq76zcvnokq07cszdx0i6kve,1,9.7,51.5,2022-08-20T16:32:15.798Z,2022-08-20T23:11:32Z,3719674137,140,17.1,3719674141,212,26.8,3721109407,178,,3719674139,141,13.8,3719674143,213,5.0,3719674135,56,Back,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624635,16,1,1,0,42,dxq76zcvnokq07cszdx0i6kve,1,15.4,12.8,2022-08-20T16:32:18.957Z,2022-08-20T23:11:36Z,3719674223,141,1.9,3721109703,178,,3719674225,212,15.5,3719674227,213,5.8,3719674219,56,Back,3719674221,140,28.4,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624667,17,1,1,0,44,dxq76zcvnokq07cszdx0i6kve,1,28,2,2022-08-20T16:32:20.246Z,2022-08-20T23:11:41Z,3719674441,213,1.1,3721110007,178,,3719674437,141,14.9,3719674435,140,31.8,3719674439,212,9.6,3719674433,56,Back,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624669,18,61,1,0,45,dxq76zcvnokq07cszdx0i6kve,0,32,12.5,2022-08-20T16:32:21.286Z,2022-08-20T23:11:55Z,3721110767,178,,3719674445,56,Back,,,,,,,,,,,,,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624689,5,49,1,0,47,49rkyo4do8uwj06geomw0xr4i,1,62.5,86.7,2022-08-20T16:32:24.004Z,2022-08-20T23:12:00Z,,,,,,,,,,,,,,,,,,,,,,,,,rnahabpvj34tsl9q53gt2rit,I. Radovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624719,6,1,1,0,48,49rkyo4do8uwj06geomw0xr4i,1,62.5,86.7,2022-08-20T16:32:24.078Z,2022-08-20T23:12:02Z,3719674713,140,39.2,3721111145,178,,3719674719,213,3.9,3719674715,141,53.4,3719674721,1,,3719674717,212,33.3,3719674711,56,Back,,,,rnahabpvj34tsl9q53gt2rit,I. Radovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624841,7,1,1,0,50,49rkyo4do8uwj06geomw0xr4i,1,38.2,50.6,2022-08-20T16:32:26.901Z,2022-08-20T23:12:08Z,3721111449,178,,3719675145,212,21.5,3719675139,56,Back,3719675143,141,19.3,3719675141,140,41.2,3719675147,213,4.9,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624865,8,1,1,0,56,49rkyo4do8uwj06geomw0xr4i,1,41.8,18.8,2022-08-20T16:32:32.240Z,2022-08-20T23:12:11Z,3719675257,213,2.3,3721111573,178,,3719675249,140,35.0,3719675253,141,29.5,3719675247,56,Back,3719675255,212,10.2,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624899,9,1,1,0,58,49rkyo4do8uwj06geomw0xr4i,1,35.4,29.3,2022-08-20T16:32:34.255Z,2022-08-20T23:12:14Z,3719675455,140,33.7,3719675453,56,Back,3719675459,212,29.5,3721111721,178,,3719675461,213,1.6,3719675457,141,72.6,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624951,10,1,1,1,0,49rkyo4do8uwj06geomw0xr4i,1,33.7,72.6,2022-08-20T16:32:36.353Z,2022-08-20T23:12:17Z,3719675733,212,17.0,3721111857,178,,3719675727,56,Back,3719675729,140,44.6,3719675735,213,0.8,3719675731,141,91.1,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625001,11,1,1,1,3,49rkyo4do8uwj06geomw0xr4i,1,43.4,92.3,2022-08-20T16:32:40.026Z,2022-08-20T23:12:24Z,3719675991,140,31.2,3719675989,56,Back,3721112201,178,,3719675997,213,3.8,3719675995,212,15.8,3719675993,141,78.8,,,,,,,3ftcqipzb86lzdztg4j1oz2s5,F. Fazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625073,12,1,1,1,7,49rkyo4do8uwj06geomw0xr4i,1,29.7,75.3,2022-08-20T16:32:43.524Z,2022-08-20T23:12:28Z,3719676355,141,29.2,3719676353,140,33.4,3719676359,212,31.6,3719676349,56,Back,3721112435,178,,3719676361,213,4.8,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625173,13,1,1,1,12,49rkyo4do8uwj06geomw0xr4i,1,39.3,23.5,2022-08-20T16:32:48.190Z,2022-08-20T23:12:33Z,3719676885,212,50.9,3719676875,155,,3719676883,141,8.3,3721112687,178,,3719676889,1,,3719676881,140,86.8,3719676877,56,Right,3719676887,213,6.1,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625185,14,1,1,1,18,49rkyo4do8uwj06geomw0xr4i,0,97.5,2.3,2022-08-20T16:32:54.497Z,2022-08-20T23:12:39Z,3719676921,212,3.6,3719676911,2,,3719677071,236,,3720862791,20,,3721112977,178,,3720862789,224,,3719676913,155,,3719677073,233,19,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,3719676919,141,7.1,3719676915,56,Right,3719676923,213,2.0,3719677077,286,3719676917,140,96.1,,,,,,,,,,,,,,,,,,,,,,,
2448625209,19,12,1,1,18,dxq76zcvnokq07cszdx0i6kve,1,7,95.4,2022-08-20T16:32:54.693Z,2022-08-20T23:12:41Z,3719677037,185,,3721113089,178,,3719677039,56,Back,3719677097,233,14,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625441,15,5,1,1,19,49rkyo4do8uwj06geomw0xr4i,1,92.2,-0.9,2022-08-20T16:32:55.643Z,2022-08-20T23:12:44Z,3719678257,233,20,3719678235,56,Right,3719678239,347,,,,,,,,,,,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625221,20,5,1,1,19,dxq76zcvnokq07cszdx0i6kve,0,7.8,100.9,2022-08-20T16:32:55.643Z,2022-08-20T23:12:44Z,3719677101,56,Back,3719678265,233,15,3719677103,347,,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625557,16,1,1,1,39,49rkyo4do8uwj06geomw0xr4i,1,95.6,0,2022-08-20T16:33:15.989Z,2022-08-20T23:13:30Z,3719678845,213,1.5,3719678835,56,Right,3719678833,107,,3719678843,212,12.0,3719678839,141,16.6,3719678837,140,96.0,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448967969,1016,83,1,1,43,dxq76zcvnokq07cszdx0i6kve,1,2.6,90,2022-08-20T16:33:19.446Z,2022-08-21T01:25:10Z,3721596633,399,161932,,,,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625565,17,61,1,1,44,49rkyo4do8uwj06geomw0xr4i,0,97.5,2.6,2022-08-20T16:33:20.116Z,2022-08-20T23:13:43Z,3721116501,178,,3719678881,56,Right,,,,,,,,,,,,,,,,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625657,20,81,1,1,44,49rkyo4do8uwj06geomw0xr4i,0,99.4,1.7,2022-08-20T16:33:20.967Z,2022-08-20T23:13:51Z,3719679299,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625585,18,1,1,1,45,49rkyo4do8uwj06geomw0xr4i,0,98,1.6,2022-08-20T16:33:21.544Z,2022-08-20T23:14:08Z,3719678937,141,1.6,3721117761,178,,3719679011,286,,3719678939,212,0.9,3719678933,56,Right,3719678935,140,97.1,3719678941,213,3.1,3719679005,236,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,3719679007,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625573,21,74,1,1,45,dxq76zcvnokq07cszdx0i6kve,1,3.1,97.1,2022-08-20T16:33:21.628Z,2022-08-20T23:14:12Z,3719678911,285,,3721117971,178,,3719679015,233,18,3719678909,56,Back,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625649,19,5,1,1,46,49rkyo4do8uwj06geomw0xr4i,1,96.5,-1.4,2022-08-20T16:33:22.742Z,2022-08-20T23:14:16Z,3719679269,347,,3719679267,56,Right,3719679305,233,22,,,,,,,,,,,,,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625601,22,5,1,1,46,dxq76zcvnokq07cszdx0i6kve,0,3.5,101.4,2022-08-20T16:33:22.742Z,2022-08-20T23:14:16Z,3719679027,56,Back,3719679335,233,19,3719679031,347,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625763,21,1,1,1,57,49rkyo4do8uwj06geomw0xr4i,1,96,0,2022-08-20T16:33:33.823Z,2022-08-20T23:14:23Z,3719679797,56,Right,3719679811,213,1.3,3719679805,141,14.9,3719679807,212,11.5,3720863475,189,,3719679795,107,,3719679801,140,98.8,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625791,22,61,1,2,1,49rkyo4do8uwj06geomw0xr4i,0,98.9,14.6,2022-08-20T16:33:37.207Z,2022-08-20T23:14:29Z,3721118795,178,,3719679931,56,Right,3721118793,21,,,,,,,,,,,,,,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625799,23,5,1,2,1,49rkyo4do8uwj06geomw0xr4i,0,101.1,17.6,2022-08-20T16:33:37.842Z,2022-08-20T23:14:32Z,3719679967,346,,3719680043,233,23,3719679965,56,Right,,,,,,,,,,,,,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448625781,23,5,1,2,1,dxq76zcvnokq07cszdx0i6kve,1,-1.1,82.4,2022-08-20T16:33:37.842Z,2022-08-20T23:14:33Z,3719679893,346,,3719679891,56,Back,3719680021,233,23,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448626017,24,1,1,2,18,dxq76zcvnokq07cszdx0i6kve,1,3.8,50.7,2022-08-20T16:33:54.462Z,2022-08-20T23:14:42Z,3719681111,56,Back,3719681125,237,,3719681109,124,,3719681117,212,8.2,3719681115,141,38.8,3719681121,213,4.9,3719681113,140,5.2,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448626051,25,1,1,2,20,dxq76zcvnokq07cszdx0i6kve,1,5.2,38.8,2022-08-20T16:33:56.460Z,2022-08-20T23:14:46Z,3719681285,140,13.1,3719681283,56,Back,3719681289,212,21.1,3719681291,213,5.1,3719681287,141,10.3,3721119829,178,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448626071,24,45,1,2,22,49rkyo4do8uwj06geomw0xr4i,0,80.7,92.1,2022-08-20T16:33:58.937Z,2022-08-20T23:14:50Z,3719681381,56,Left,3719681537,233,26,3719681383,286,,,,,,,,,,,,,,,,,7j0c36u6kk97eur4virjoka8l,T. Vilhena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448626075,26,3,1,2,22,dxq76zcvnokq07cszdx0i6kve,1,19.3,7.9,2022-08-20T16:33:58.937Z,2022-08-20T23:14:50Z,3721120081,178,,3720863895,465,,3719681397,56,Back,3719681413,233,24,3719681399,285,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448626101,27,1,1,2,25,dxq76zcvnokq07cszdx0i6kve,1,27.5,18.5,2022-08-20T16:34:01.508Z,2022-08-20T23:14:53Z,3719681581,213,1.3,3719681577,141,43.6,3719681573,56,Back,3719681579,212,17.7,3721120225,178,,3719681575,140,32.1,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448626123,28,1,1,2,27,dxq76zcvnokq07cszdx0i6kve,0,32.4,46,2022-08-20T16:34:03.924Z,2022-08-20T23:14:56Z,3719681691,56,Back,3721120463,178,,3719681701,213,0.8,3719681697,141,58.5,3719681699,212,11.7,3719681693,140,40.1,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448626135,25,61,1,2,29,49rkyo4do8uwj06geomw0xr4i,0,59,42.1,2022-08-20T16:34:05.371Z,2022-08-20T23:15:01Z,3721120789,178,,3719681763,56,Center,,,,,,,,,,,,,,,,,,,q281ehu1acmc9v96sv9g8bmx,G. Maggiore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
