id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value,qualifier/18/value
2455668517,6,12,1,0,19,af91jdcs6x0bqkmdb78rokod2,1,9,26.8,2022-09-04T10:30:25.317Z,2022-09-04T18:10:17Z,3758898405,178,,3757189925,212,20.6,3757189919,56,Back,3757189927,213,5.0,3757189923,141,0.0,3757189965,167,,3757189921,140,15.0,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668521,7,5,1,0,20,af91jdcs6x0bqkmdb78rokod2,0,16.3,-2,2022-09-04T10:30:26.264Z,2022-09-04T18:10:22Z,3757189937,347,,3757189935,56,Back,3757190193,233,12,,,,,,,,,,,,,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668569,12,5,1,0,20,6tuibxq39fdryu8ou06wcm0q3,1,83.7,102,2022-09-04T10:30:26.264Z,2022-09-04T18:10:22Z,3757190179,56,Left,3757190187,233,7,3757190181,347,,,,,,,,,,,,,,,,,cc04mat3snly9oe4bt7xaeooa,K. Thorstvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668587,13,1,1,0,26,6tuibxq39fdryu8ou06wcm0q3,1,82.4,100,2022-09-04T10:30:32.683Z,2022-09-04T18:10:24Z,3757190271,56,Left,3757190279,213,4.7,3757190273,140,82.7,3757190269,107,,3757190277,212,8.6,3757190275,141,89.3,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668605,8,45,1,0,29,af91jdcs6x0bqkmdb78rokod2,0,9.7,10.8,2022-09-04T10:30:35.453Z,2022-09-04T18:10:41Z,3757190399,233,14,3757190359,285,,3757190357,56,Back,,,,,,,,,,,,,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668597,14,3,1,0,29,6tuibxq39fdryu8ou06wcm0q3,1,90.3,89.2,2022-09-04T10:30:35.453Z,2022-09-04T18:10:41Z,3757983135,464,,3758899425,178,,3757190337,286,,3757190377,233,8,3757190335,56,Left,,,,,,,,,,cc04mat3snly9oe4bt7xaeooa,K. Thorstvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668615,15,1,1,0,31,6tuibxq39fdryu8ou06wcm0q3,0,97.3,89.2,2022-09-04T10:30:37.767Z,2022-09-04T18:10:45Z,3757190405,2,,3757190413,141,67.0,3757190417,213,4.6,3757190407,155,,3757190411,140,96.4,3757190415,212,15.1,3757984079,224,,3758899609,178,,cc04mat3snly9oe4bt7xaeooa,K. Thorstvedt,3757984081,72,3757190409,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668633,9,12,1,0,32,af91jdcs6x0bqkmdb78rokod2,1,8.7,29.1,2022-09-04T10:30:38.423Z,2022-09-04T18:10:54Z,3757190521,56,Back,3757190529,213,5.5,3757190531,15,,3757190523,140,17.3,3758900133,178,,3757190527,212,13.0,3757190525,141,15.3,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668637,10,49,1,0,33,af91jdcs6x0bqkmdb78rokod2,1,17.3,15.3,2022-09-04T10:30:39.325Z,2022-09-04T18:11:47Z,,,,,,,,,,,,,,,,,,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668645,11,1,1,0,33,af91jdcs6x0bqkmdb78rokod2,1,17.3,15.3,2022-09-04T10:30:40.046Z,2022-09-04T18:11:55Z,3757190587,212,7.5,3757190585,141,9.7,3757190589,213,3.7,3757190581,56,Back,3757190583,140,11.1,3758901277,178,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668649,12,1,1,0,34,af91jdcs6x0bqkmdb78rokod2,1,8.7,12.8,2022-09-04T10:30:40.715Z,2022-09-04T18:12:09Z,3757190611,140,24.6,3757190613,141,28.7,3757190609,56,Back,3757190617,213,0.6,3758903763,178,,3757190615,212,19.9,,,,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455694049,366,1,1,0,35,af91jdcs6x0bqkmdb78rokod2,0,32.9,24.1,2022-09-04T10:30:41.592Z,2022-09-04T18:12:17Z,3757322907,213,5.5,3757322905,212,12.9,3757322901,140,41.8,3758904207,178,,3757322899,56,Back,3757322903,141,11.0,,,,,,,82bv9aeqvp712ut0n0kwkpskp,L. Zanimacchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456003915,974,67,1,0,36,6tuibxq39fdryu8ou06wcm0q3,1,68.6,89.8,2022-09-04T10:30:42.462Z,2022-09-04T20:11:36Z,3758986657,233,860,,,,,,,,,,,,,,,,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456003911,860,67,1,0,36,af91jdcs6x0bqkmdb78rokod2,0,31.4,10.2,2022-09-04T10:30:42.463Z,2022-09-04T18:44:55Z,3758986683,233,974,,,,,,,,,,,,,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668643,16,8,1,0,36,6tuibxq39fdryu8ou06wcm0q3,1,69.1,90.8,2022-09-04T10:30:42.543Z,2022-09-04T20:11:36Z,3757992201,384,,3757190579,56,Left,3758904441,178,,,,,,,,,,,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668659,17,49,1,0,37,6tuibxq39fdryu8ou06wcm0q3,1,73,91.7,2022-09-04T10:30:43.733Z,2022-09-04T18:12:29Z,,,,,,,,,,,,,,,,,,,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668675,18,1,1,0,39,6tuibxq39fdryu8ou06wcm0q3,1,73.7,91.7,2022-09-04T10:30:45.832Z,2022-09-04T18:12:34Z,3757190713,141,95.7,3757190719,213,0.8,3758905029,178,,3757190707,140,76.0,3757190703,56,Left,3757190717,212,3.6,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668687,19,1,1,0,40,6tuibxq39fdryu8ou06wcm0q3,1,76.1,95.7,2022-09-04T10:30:46.890Z,2022-09-04T18:12:38Z,3757190831,56,Left,3757190839,213,5.9,3757190833,140,87.5,3757190837,212,12.7,3757190835,141,89.3,3758905253,178,,,,,,,,cc04mat3snly9oe4bt7xaeooa,K. Thorstvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668705,20,1,1,0,42,6tuibxq39fdryu8ou06wcm0q3,0,93.6,92.9,2022-09-04T10:30:48.712Z,2022-09-04T18:12:46Z,3758001453,345,,3758001139,72,,3757190925,141,35.1,3757190921,56,Center,3757348599,1,,3758905709,178,,3758001137,224,,3757190927,212,39.3,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,3757190919,155,3757190929,213,4.7,3757190917,2,3757190923,140,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668699,13,43,1,0,42,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-09-04T10:30:49.102Z,2022-09-04T11:19:48Z,3757190887,185,0,3757190889,56,Back,3757190971,233,20,3757325485,144,12,,,,,,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668731,14,49,1,0,45,af91jdcs6x0bqkmdb78rokod2,1,18.5,90.3,2022-09-04T10:30:51.582Z,2022-09-04T18:12:57Z,,,,,,,,,,,,,,,,,,,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668785,15,61,1,0,51,af91jdcs6x0bqkmdb78rokod2,0,33.3,95.6,2022-09-04T10:30:57.224Z,2022-09-04T18:13:02Z,3758906485,178,,3757191335,56,Back,,,,,,,,,,,,,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668811,21,61,1,0,52,6tuibxq39fdryu8ou06wcm0q3,1,37.3,10.4,2022-09-04T10:30:58.722Z,2022-09-04T18:13:15Z,3758907171,178,,3757191473,56,Back,,,,,,,,,,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668827,22,49,1,0,54,6tuibxq39fdryu8ou06wcm0q3,1,29.3,20.6,2022-09-04T10:31:00.673Z,2022-09-04T18:13:22Z,,,,,,,,,,,,,,,,,,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668873,23,1,1,0,55,6tuibxq39fdryu8ou06wcm0q3,1,29.3,20.6,2022-09-04T10:31:01.719Z,2022-09-04T18:13:27Z,3758907865,178,,3757191741,141,62.0,3757191739,140,29.9,3757191743,212,28.2,3757191745,213,1.5,3757191737,56,Back,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668891,24,1,1,1,1,6tuibxq39fdryu8ou06wcm0q3,1,41.1,72.3,2022-09-04T10:31:07.260Z,2022-09-04T18:13:30Z,3757191875,56,Left,3757191877,140,58.3,3758907977,178,,3757191883,213,0.7,3757191873,155,,3757191879,141,94.8,3757191881,212,23.7,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668911,25,1,1,1,3,6tuibxq39fdryu8ou06wcm0q3,1,60.4,93.6,2022-09-04T10:31:09.313Z,2022-09-04T18:13:40Z,3758908535,21,,3757192021,140,72.2,3757192023,141,82.9,3757192027,213,5.8,3758908533,178,,3757192025,212,14.4,3757192019,56,Left,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668917,26,1,1,1,7,6tuibxq39fdryu8ou06wcm0q3,0,88.1,78.7,2022-09-04T10:31:13.462Z,2022-09-04T18:13:48Z,3757192047,56,Center,3757192055,213,5.1,3757192051,141,68.5,3757192049,140,90.8,3758908819,178,,3757192053,212,7.5,,,,,,,cc04mat3snly9oe4bt7xaeooa,K. Thorstvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668931,16,12,1,1,7,af91jdcs6x0bqkmdb78rokod2,1,8.1,27.4,2022-09-04T10:31:13.654Z,2022-09-04T18:13:53Z,3757192199,167,,3757192149,141,32.8,3757192153,212,10.8,3757192143,56,Back,3757192157,213,2.8,3757192145,140,0.0,3758908997,178,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668937,17,6,1,1,8,af91jdcs6x0bqkmdb78rokod2,0,3.8,32.2,2022-09-04T10:31:14.279Z,2022-09-04T18:13:56Z,3757192175,56,Back,3757192309,233,27,3757192177,73,,,,,,,,,,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455668957,27,6,1,1,8,6tuibxq39fdryu8ou06wcm0q3,1,96.2,67.8,2022-09-04T10:31:14.279Z,2022-09-04T18:13:55Z,3757192261,73,,3757192259,56,Center,3757192269,233,17,,,,,,,,,,,,,,,,cc04mat3snly9oe4bt7xaeooa,K. Thorstvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455669383,28,1,1,1,56,6tuibxq39fdryu8ou06wcm0q3,1,99.5,99.5,2022-09-04T10:32:02.713Z,2022-09-04T18:15:13Z,3757194725,2,,3758909665,178,,3757194735,140,92.9,3757194731,223,,3757196009,154,,3757194737,141,56.9,3757194727,6,,3757194739,212,29.8,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,3757196007,210,3757194733,56,Center,3758008795,20,3757194741,213,4.5,1,15,3757194729,155,,,,,,,,,,,,,,,,,,,,,,
2455669385,29,15,1,1,57,6tuibxq39fdryu8ou06wcm0q3,1,93.8,55.5,2022-09-04T10:32:03.905Z,2022-09-04T18:15:14Z,3757196027,328,,3757194753,17,,3757196037,231,50.9,3758912311,178,,3757196029,100,,3757196017,55,28,3757195671,233,18,3757196011,76,,4qejyummzkrfllds8ord642qx,D. Frattesi,3757196021,102,3757196031,146,95.5,3757194755,56,3757196013,29,,,51.9,3757196033,147,Center,54.5,3757196023,103,19,3757196035,230,99.8,3757196025,108,3757195659,20,3757195663,82,3757196015,154,3757195657,25,,,,
2455669387,18,10,1,1,57,af91jdcs6x0bqkmdb78rokod2,1,9.9,40.3,2022-09-04T10:32:03.979Z,2022-09-04T18:15:20Z,3758912587,178,,3757194773,94,,3757195679,233,29,3757194775,56,Back,,,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455669391,19,49,1,2,0,af91jdcs6x0bqkmdb78rokod2,1,15.7,38.3,2022-09-04T10:32:06.344Z,2022-09-04T18:15:27Z,,,,,,,,,,,,,,,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455669397,20,3,1,2,0,af91jdcs6x0bqkmdb78rokod2,0,15.4,36,2022-09-04T10:32:06.411Z,2022-09-04T18:15:31Z,3757194825,56,Back,3758913161,178,,3757194827,285,,3757194943,233,30,3758017787,465,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455669409,30,7,1,2,0,6tuibxq39fdryu8ou06wcm0q3,0,84.6,64,2022-09-04T10:32:06.586Z,2022-09-04T18:15:42Z,3758913623,178,,3757194867,56,Center,3758018099,385,,3757194925,233,20,3757194869,286,,,,,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455669473,21,12,1,2,2,af91jdcs6x0bqkmdb78rokod2,1,7.7,27.9,2022-09-04T10:32:08.443Z,2022-09-04T18:15:58Z,3757195217,141,6.7,3757195221,213,5.2,3757195215,140,14.6,3758914365,389,,3757195219,212,16.1,3757195213,56,Back,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
