id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist
2534823055,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-04-16T18:02:19.181Z,2023-04-16T18:53:44Z,4196586297,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4196586299,59,"1, 19, 92, 14, 6, 23, 4, 25, 11, 52, 7, 3, 8, 9, 18, 20, 24, 37, 55, 59, 62, 63, 68, 77, 99",4196586295,30,"7gu0t0g8nej405k918fwsf8id, 1pkymw7biivk760rxhubin1ed, a1iz91ed6hus61yhhk2r0vkd1, 9ao7l82r1xd2rjnvv5u6plcr9, 7o9bkf7no8wz167ingslfimdx, 6fttn5mk6n1lstqt0dl5xzn4l, 1ftejgsl4hho40cceqne1hcyd, 2lyib1m8bhrkcc3ukk12fbefp, 97mmzzi3dwdos6jtj2m05w4ph, 4cu8rbv55v6f6jiq50c4xatqs, 57bin6he6kbdo2bs4i78z2k0l, ab4kuqa33849h6z77ksuqhdk9, c5a7z6vphv9tp9ddid5jnrnx1, 363nsa82dww242zeo09wpcslx, 54c43p8ykqxjtbmy2z5nakijt, z0nxnl93yjtz8mty3qi5542x, cddggachzf198p1yhq9owtofd, 9ka7y81b5kst146mhq7mom5ed, 14cbkgi3dk03rslbdb3kfr8fe, du4ciqofpkn3nei5q3huwlnje, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, d2itdjj8bx0aztqggfgv7amay, c3mxgqtx2a7xeb84xpol050k4, el58uxf7oaqu95yx1vbgmr7it",4196586303,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196586309,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196586307,197,8380,4196586305,194,57bin6he6kbdo2bs4i78z2k0l,4196586301,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534823565,1,34,16,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-04-16T18:03:13.633Z,2023-04-16T18:55:49Z,4196588987,59,"1, 19, 13, 18, 29, 50, 24, 4, 7, 37, 11, 2, 3, 8, 20, 23, 26, 30, 80, 99",4196588989,130,12,4196588993,194,dkx1rfzizskaplpex70i3q0o9,4196588985,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4196588997,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196588983,30,"93237ztqyi3r4hu3rmgzrgudx, dfckk0xst90yjlep74tvups5x, c33x61zuxixolkkalsigc3q0a, 4h1jj93i0v1pfemnjydnoc0dl, ah0f7tonnst92d8q91j1wll62, dkx1rfzizskaplpex70i3q0o9, bl76cebhta912vfi9z7ky32p6, 13o5eskqs8b88yerwltk0tivp, 5152de1kfmrihdzbdotpeo8ut, b881arnahhahg0iaix4mx266t, 18jovwk0ysx6ajb8y75179j9x, 96d5il3afakek9qvsbtldu162, 6gzi8qf8szxn99dnwh3h6gkb9, c4pxog9ntat2es7oz0cz5dgb9, al3t9fzj4ab55yux0zkd1jkr9, e2xiayt8k5tv4dw5hjop71fqh, 8shwa0k28rt5duyrhuqza1hhx, ewt8nxg2m27fj0n7dr9hbul05, bf4gvp8pzp50lhtb2fc35zeok, hhv3h90gifzevkeqh97cb504",4196588991,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196588995,197,8396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534853489,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-04-16T18:45:05.891Z,2023-04-17T00:13:45Z,4196749261,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534853477,2,32,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-04-16T18:45:05.891Z,2023-04-16T18:45:06Z,4196749205,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534853527,3,1,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,50,50,2023-04-16T18:45:06.093Z,2023-04-17T01:08:38Z,4196749459,141,54.3,4196749455,56,Center,4196749469,279,S,4196749465,213,0.8,4196749461,212,4.1,4196749457,140,52.8,4197616845,178,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534853567,4,1,1,0,1,dxq76zcvnokq07cszdx0i6kve,1,52.5,55.1,2023-04-16T18:45:07.385Z,2023-04-17T01:08:41Z,4197616941,178,,4196749639,140,56.2,4196749643,212,26.9,4196749641,141,94.2,4196749645,213,1.4,4196749637,56,Left,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534853591,5,1,1,0,5,dxq76zcvnokq07cszdx0i6kve,1,56.5,94.5,2023-04-16T18:45:11.652Z,2023-04-17T01:08:43Z,4196749743,140,38.6,4196749747,212,22.5,4196749749,213,3.7,4196749745,141,76.4,4197617021,178,,4196749741,56,Back,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534853637,6,1,1,0,8,dxq76zcvnokq07cszdx0i6kve,1,39.2,73.3,2023-04-16T18:45:13.926Z,2023-04-17T01:08:46Z,4196749899,140,33.9,4196749905,213,4.3,4196749897,56,Back,4196749901,141,53.3,4197617105,178,,4196749903,212,14.7,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534853697,7,1,1,0,10,dxq76zcvnokq07cszdx0i6kve,1,32.3,53,2023-04-16T18:45:16.653Z,2023-04-17T01:08:48Z,4196750269,213,1.2,4196750261,56,Back,4196750265,141,78.5,4197617125,178,,4196750263,140,38.8,4196750267,212,18.6,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534853735,8,1,1,0,16,dxq76zcvnokq07cszdx0i6kve,1,42.5,77,2023-04-16T18:45:22.062Z,2023-04-17T01:08:49Z,4196750463,213,4.2,4197617171,178,,4196750457,140,32.3,4196750461,212,20.6,4196750455,56,Back,4196750459,141,51.2,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
