id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/15/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2465677495,1,34,16,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-10-01T15:10:15.143Z,2022-10-01T15:58:33Z,3810848813,197,568,3810318959,59,"1, 2, 32, 95, 15, 37, 23, 20, 10, 9, 14, 5, 6, 8, 11, 12, 22, 24, 33, 36, 40, 45, 46, 50",3810318965,194,c9lu69xk59a75bnpzgalh1kut,3810318967,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3810318961,130,12,3810318963,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3810318947,30,"c9lu69xk59a75bnpzgalh1kut, 2r6hs8npijvt4wekd059t6tx, 19856wqwrmzmvfw9thf0tzrv9, q6ns1fyw7w10xkkubh8etfc9, ujb2hkujcnwnyrbsgk3ilmtx, 4j1oq24pfi728zyl2zkpptpsl, ahgd3on22t4h7gg9ipnj1itw5, botfgp0oq4wqlwtcs9m90kded, 7r2tgpdrr4v6n9d2gkzwmlazt, a5eki9p236y4zxmp9qz202pcl, can2l9ha4ufsxdjxdkb739fkk, ci37qg2uu0z3nppxvn0z9034l, by2gxuixij1eciu56k8mb3cgl, 9qow77e16pvlb3860yjpydryt, 6d7rip50yu2j7vyk76zokeehh, aripnzu9yo2wlr8ud93ufdhih, 1xscywgyfqisqexmpfvbf9g45, 8kttsnok9bbh7kpy3zz3j2xg5, 6zcok1vbaitp91a9nrac20t05, asyzhp3qu95vmzdbau6nmoic5, dvyqkyrpmulurm1n7lqsxsduc, 6vz9qzgtbh3iqzv73xw2xaiok, 7agtkarul2qlsc20avvj45w8a, 10lpk2wft7zsd1fa38ulbakno",3810318953,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465681323,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-10-01T15:11:46.851Z,2022-10-01T16:01:27Z,3810338901,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3810846333,197,10734,3810338881,30,"7gu0t0g8nej405k918fwsf8id, 1pkymw7biivk760rxhubin1ed, 9ka7y81b5kst146mhq7mom5ed, ab4kuqa33849h6z77ksuqhdk9, 7o9bkf7no8wz167ingslfimdx, 6fttn5mk6n1lstqt0dl5xzn4l, 1ftejgsl4hho40cceqne1hcyd, c5a7z6vphv9tp9ddid5jnrnx1, 57bin6he6kbdo2bs4i78z2k0l, 93i0gcndi2m8giqqcm4knduxh, eu4xivu8i6yla9fcnuncx1ucp, 8u46wgn2upd99tmmchxuw1gbt, 363nsa82dww242zeo09wpcslx, 97mmzzi3dwdos6jtj2m05w4ph, a21winmltx1h9oiwqtfditkut, z0nxnl93yjtz8mty3qi5542x, cddggachzf198p1yhq9owtofd, 4cu8rbv55v6f6jiq50c4xatqs, du4ciqofpkn3nei5q3huwlnje, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, bqokrpmzy2l5xyn2rgzxotzpw, a1iz91ed6hus61yhhk2r0vkd1, el58uxf7oaqu95yx1vbgmr7it",3810338885,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3810338891,130,17,3810338895,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3810338889,59,"1, 19, 37, 3, 6, 23, 4, 8, 7, 21, 22, 17, 9, 11, 14, 20, 24, 52, 59, 62, 63, 65, 92, 99",3810338899,194,57bin6he6kbdo2bs4i78z2k0l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465776483,2,32,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-10-01T16:00:01.048Z,2022-10-01T23:57:57Z,3810853413,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465776469,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-10-01T16:00:01.048Z,2022-10-01T16:00:01Z,3810853349,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465776515,3,1,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,49.9,49.9,2022-10-01T16:00:01.643Z,2022-10-02T00:50:01Z,3810853591,212,14.2,3810853595,279,S,3810853587,140,36.4,3812905665,178,,3810853583,56,Back,3810853593,213,3.1,3810853589,141,50.9,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465776535,4,1,1,0,3,2tk2l9sgktwc9jhzqdd4mpdtb,1,36.4,54.2,2022-10-01T16:00:04.348Z,2022-10-02T00:50:05Z,3810853673,140,31.2,3810853675,141,92.3,3810853671,56,Back,3810853677,212,26.5,3812905885,178,,3810853679,213,1.8,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465776607,5,1,1,0,6,2tk2l9sgktwc9jhzqdd4mpdtb,1,31.2,92.3,2022-10-01T16:00:07.434Z,2022-10-02T00:50:13Z,3810854015,56,Back,3810854025,213,4.3,3810854021,141,75.5,3812906369,178,,3810854019,140,25.8,3810854023,212,12.8,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465776667,6,1,1,0,11,2tk2l9sgktwc9jhzqdd4mpdtb,1,28.1,67.4,2022-10-01T16:00:12.279Z,2022-10-02T00:50:19Z,3810854363,213,4.3,3810854359,141,13.6,3810854365,1,,3810854361,212,39.2,3810854357,140,14.8,3810854355,56,Back,3812906795,178,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465776701,7,1,1,0,16,2tk2l9sgktwc9jhzqdd4mpdtb,0,14.8,13.6,2022-10-01T16:00:17.620Z,2022-10-02T00:51:26Z,3810854545,157,,3810854553,140,55.2,3810854557,141,14.0,3810854559,212,42.4,3810854561,213,0.0,3810854549,56,Right,3812910399,178,,3810854563,1,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465776745,3,1,1,0,19,3vo5mpj7catp66nrwwqiuhuup,0,43.2,85.4,2022-10-01T16:00:20.777Z,2022-10-02T00:51:34Z,3810854779,141,86.6,3810854777,140,61.6,3810854775,56,Left,3810854781,212,19.3,3810854773,3,,3810854783,213,0.0,3812910905,388,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465776767,8,1,1,0,21,2tk2l9sgktwc9jhzqdd4mpdtb,1,33.4,16.4,2022-10-01T16:00:22.658Z,2022-10-02T00:51:40Z,3810854909,56,Back,3810854913,141,29.0,3812911295,388,,3810854917,213,1.6,3810854911,140,33.1,3810854915,212,8.6,3810854907,3,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
