id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId
2485178475,6,74,1,0,16,e75syeuawg3ql8nwpi3vr2btz,1,71.1,4.1,2022-11-13T11:30:41.894Z,2022-11-13T16:59:30Z,3914901569,178,,3913512927,285,,3913512925,56,Right,3913512955,233,5,,,,,,,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178539,6,1,1,0,19,3vo5mpj7catp66nrwwqiuhuup,1,7.9,83.2,2022-11-13T11:30:45.340Z,2022-11-13T16:59:35Z,3913513235,140,24.7,3913513233,56,Back,3913513243,212,20.0,3913513245,213,5.8,3913513231,3,,3913513239,141,69.4,3914901807,178,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178583,7,1,1,0,20,3vo5mpj7catp66nrwwqiuhuup,0,23.6,71.8,2022-11-13T11:30:45.900Z,2022-11-13T16:59:40Z,3913513455,1,,3913513453,213,0.3,3913513445,56,Back,3913513443,157,,3913513449,141,80.8,3913513451,212,19.0,3913513447,140,40.7,3914902105,178,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178613,7,1,1,0,24,e75syeuawg3ql8nwpi3vr2btz,1,63.4,7.4,2022-11-13T11:30:49.929Z,2022-11-13T16:59:45Z,3913513587,212,7.0,3914902369,388,,3913513575,3,,3913513591,213,0.5,3913513579,140,69.1,3913513583,141,12.6,3913513577,56,Right,,,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178615,8,44,1,0,25,e75syeuawg3ql8nwpi3vr2btz,1,71.6,19.6,2022-11-13T11:30:51.684Z,2022-11-13T19:44:57Z,3913513625,233,8,3913513609,56,Right,3913513611,286,,,,,,,,,,,,,,,,,2fsgc0b4mvwpenawmit0q0bmd,M. Pašalić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178617,8,44,1,0,25,3vo5mpj7catp66nrwwqiuhuup,0,28.4,80.4,2022-11-13T11:30:51.685Z,2022-11-13T17:00:12Z,3913513639,233,8,3913513613,56,Back,3913513615,285,,,,,,,,,,,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178631,9,1,1,0,25,e75syeuawg3ql8nwpi3vr2btz,0,69.1,12.6,2022-11-13T11:30:51.768Z,2022-11-13T19:44:57Z,3913513681,140,78.9,3913513687,213,6.2,3913513683,141,10.9,3913513685,212,10.4,3913513675,3,,3913513679,56,Right,3913513677,168,,3914902725,388,,2fsgc0b4mvwpenawmit0q0bmd,M. Pašalić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178627,9,44,1,0,27,3vo5mpj7catp66nrwwqiuhuup,1,16.7,87.4,2022-11-13T11:30:53.235Z,2022-11-13T19:44:57Z,3913513667,56,Back,3913513669,285,,3913513727,233,10,,,,,,,,,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178633,10,44,1,0,27,e75syeuawg3ql8nwpi3vr2btz,0,83.3,12.6,2022-11-13T11:30:53.236Z,2022-11-13T17:00:03Z,3913513779,233,9,3913513697,286,,3913513695,56,Right,,,,,,,,,,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178641,10,1,1,0,27,3vo5mpj7catp66nrwwqiuhuup,1,12.6,85.7,2022-11-13T11:30:53.356Z,2022-11-13T19:44:58Z,3913513733,56,Back,3914904339,388,,3913513735,140,12.4,3913513731,3,,3913513737,141,94.1,3913513741,213,1.6,3913513739,212,5.7,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178661,11,1,1,0,28,3vo5mpj7catp66nrwwqiuhuup,0,12.7,93.9,2022-11-13T11:30:54.703Z,2022-11-13T17:00:33Z,3913513879,141,80.3,3913513883,213,6.0,3913513885,1,,3913513877,140,39.9,3914904657,178,,3913513881,212,30.0,3913513875,56,Back,3913513873,157,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178649,11,8,1,0,31,e75syeuawg3ql8nwpi3vr2btz,1,58.7,15,2022-11-13T11:30:57.017Z,2022-11-13T18:45:52Z,3913513791,56,Right,3913513811,15,,3914138815,384,,3915278889,178,,,,,,,,,,,,,,45ubqc5i6yn2l5kdtlt8tbw7p,J. Palomino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178667,12,1,1,0,32,e75syeuawg3ql8nwpi3vr2btz,0,68.4,6.2,2022-11-13T11:30:58.723Z,2022-11-13T17:00:51Z,3914905729,178,,3913513917,213,0.8,3913513911,140,71.1,3913513907,3,,3913513909,56,Right,3913513915,212,4.0,3913513913,141,10.3,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178695,12,1,1,0,33,3vo5mpj7catp66nrwwqiuhuup,1,19.2,90.2,2022-11-13T11:30:59.436Z,2022-11-13T17:00:56Z,3913514071,157,,3913514083,141,86.2,3913514079,140,37.7,3913514085,212,19.6,3914906011,178,,3913514075,56,Back,3913514089,1,,3913514087,213,6.1,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178727,14,4,1,0,35,3vo5mpj7catp66nrwwqiuhuup,1,37.6,86.8,2022-11-13T11:31:01.555Z,2022-11-13T17:01:03Z,3913526195,233,15,3913526173,286,,3913514243,56,Back,3913514245,152,,3913514239,13,,3913514241,294,,,,,,,,7r2tgpdrr4v6n9d2gkzwmlazt,Lautaro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178743,15,4,1,0,35,e75syeuawg3ql8nwpi3vr2btz,0,62.4,13.2,2022-11-13T11:31:01.556Z,2022-11-13T17:01:03Z,3913514315,56,Right,3913514313,294,,3914906463,388,,3913514319,285,,3913514317,152,,3913514311,13,,3913526199,233,14,,,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178693,13,43,1,0,36,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-11-13T11:31:02.540Z,2022-11-13T11:31:15Z,3913514067,56,Right,3913514677,144,44,3913514069,286,0,,,,,,,,,,,,,,,,45ubqc5i6yn2l5kdtlt8tbw7p,J. Palomino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178701,13,43,1,0,36,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-11-13T11:31:02.541Z,2022-11-13T11:31:08Z,3913514107,285,0,3913514105,56,Back,3913514335,144,44,3913514171,233,13,,,,,,,,,,,,,7r2tgpdrr4v6n9d2gkzwmlazt,Lautaro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485178713,14,43,1,0,36,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-11-13T11:31:02.684Z,2022-11-13T11:31:04Z,3913514161,212,0,3913514153,3,0,3913514155,56,Right,3913514179,144,1,3913514159,141,9.5,3913514163,213,0,3913514157,140,59.2,,,,45ubqc5i6yn2l5kdtlt8tbw7p,J. Palomino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179037,15,1,1,1,8,3vo5mpj7catp66nrwwqiuhuup,0,38.8,79.3,2022-11-13T11:31:34.414Z,2022-11-13T17:01:07Z,3913526423,152,,3913515713,155,,3913515715,56,Center,3913515721,212,38.4,3913526421,5,,3914906763,178,,3913515717,140,73.6,3913515725,1,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,3913515723,213,6.0,3913515719,141,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179055,16,1,1,1,10,e75syeuawg3ql8nwpi3vr2btz,1,24.9,34.8,2022-11-13T11:31:36.456Z,2022-11-13T17:01:17Z,3913515855,213,5.5,3913515853,212,9.4,3913515845,3,,3913515849,140,31.0,3914907283,388,,3913515851,141,24.6,3913515847,56,Back,,,,45ubqc5i6yn2l5kdtlt8tbw7p,J. Palomino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179057,17,49,1,1,12,e75syeuawg3ql8nwpi3vr2btz,1,31.1,24.6,2022-11-13T11:31:37.950Z,2022-11-13T17:01:24Z,,,,,,,,,,,,,,,,,,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179063,18,1,1,1,12,e75syeuawg3ql8nwpi3vr2btz,0,31.1,23.6,2022-11-13T11:31:38.113Z,2022-11-13T17:01:27Z,3913515909,213,5.0,3913515899,140,35.9,3914908007,178,,3913515907,212,17.3,3913515895,56,Back,3913515903,141,0.0,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179081,16,5,1,1,13,3vo5mpj7catp66nrwwqiuhuup,1,67.6,101.4,2022-11-13T11:31:39.785Z,2022-11-13T17:01:30Z,3913516023,233,19,3913516005,347,,3913516003,56,Left,,,,,,,,,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179065,19,5,1,1,13,e75syeuawg3ql8nwpi3vr2btz,0,32.4,-1.4,2022-11-13T11:31:39.785Z,2022-11-13T17:01:31Z,3913515913,56,Back,3913516051,233,16,3913515915,347,,,,,,,,,,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179155,17,1,1,1,18,3vo5mpj7catp66nrwwqiuhuup,1,71.2,100,2022-11-13T11:31:44.664Z,2022-11-13T17:01:40Z,3913516365,213,3.4,3913516363,212,27.2,3913516359,140,46.0,3913516357,56,Back,3913516367,1,,3913516361,141,92.9,3913516355,107,,,,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179181,18,1,1,1,21,3vo5mpj7catp66nrwwqiuhuup,1,45.9,91.2,2022-11-13T11:31:47.224Z,2022-11-13T17:01:43Z,3913516535,141,54.3,3914908805,178,,3913516533,140,34.6,3913516539,213,4.3,3913516537,212,27.8,3913516531,56,Back,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179223,19,1,1,1,24,3vo5mpj7catp66nrwwqiuhuup,1,35,55.1,2022-11-13T11:31:49.866Z,2022-11-13T17:01:49Z,3913516755,140,37.1,3914909165,178,,3913516767,213,4.8,3913516751,56,Back,3913516763,212,19.8,3913516759,141,26.1,,,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179233,20,1,1,1,26,3vo5mpj7catp66nrwwqiuhuup,1,37.1,26.1,2022-11-13T11:31:51.958Z,2022-11-13T17:01:54Z,3913516831,141,3.7,3913516835,213,5.2,3913516833,212,17.0,3913516829,140,44.3,3913516827,56,Back,3914909497,178,,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179265,21,1,1,1,28,3vo5mpj7catp66nrwwqiuhuup,1,43.4,4,2022-11-13T11:31:54.297Z,2022-11-13T17:01:57Z,3913516993,140,33.2,3914909695,178,,3913516995,141,24.7,3913516991,56,Back,3913516997,212,17.7,3913516999,213,2.2,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179333,22,1,1,1,32,3vo5mpj7catp66nrwwqiuhuup,1,30,27.6,2022-11-13T11:31:58.233Z,2022-11-13T17:02:02Z,3913517355,212,19.4,3914909933,178,,3913517353,141,55.2,3913517357,213,1.8,3913517349,56,Back,3913517351,140,25.3,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179367,23,1,1,1,36,3vo5mpj7catp66nrwwqiuhuup,1,25.7,55.2,2022-11-13T11:32:02.785Z,2022-11-13T17:02:06Z,3913517507,140,22.2,3913517511,212,20.7,3913517509,141,25.2,3913517505,56,Back,3913517513,213,4.5,3914910191,178,,,,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179429,24,1,1,1,39,3vo5mpj7catp66nrwwqiuhuup,1,22.2,25.2,2022-11-13T11:32:05.209Z,2022-11-13T17:02:09Z,3913517831,213,5.3,3913517825,140,30.6,3913517823,56,Back,3913517829,212,16.7,3913517827,141,4.4,3914910379,178,,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179495,25,1,1,1,43,3vo5mpj7catp66nrwwqiuhuup,1,30.6,6.4,2022-11-13T11:32:09.089Z,2022-11-13T17:02:12Z,3913518111,212,22.4,3913518107,140,12.5,3913518109,141,23.9,3914910637,178,,3913518113,213,2.6,3913518105,56,Back,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179519,26,1,1,1,47,3vo5mpj7catp66nrwwqiuhuup,1,12.6,24.9,2022-11-13T11:32:12.918Z,2022-11-13T17:02:20Z,3913518227,141,70.0,3914911093,178,,3913518229,212,30.8,3913518225,140,9.6,3913518223,56,Back,3913518231,213,1.7,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179601,27,1,1,1,50,3vo5mpj7catp66nrwwqiuhuup,1,10.6,67.6,2022-11-13T11:32:15.869Z,2022-11-13T17:02:24Z,3913518611,213,4.1,3913518607,141,50.1,3913518609,212,14.2,3914911267,178,,3913518605,140,3.2,3913518603,56,Back,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179627,28,1,1,1,54,3vo5mpj7catp66nrwwqiuhuup,1,8,50,2022-11-13T11:32:20.277Z,2022-11-13T17:02:28Z,3913518789,141,24.7,3913518793,213,4.5,3913518787,140,5.2,3914911467,178,,3913518791,212,17.5,3913518785,56,Back,,,,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179663,29,1,1,1,56,3vo5mpj7catp66nrwwqiuhuup,1,5.1,24.7,2022-11-13T11:32:22.381Z,2022-11-13T17:02:33Z,3913518977,56,Back,3913518979,140,14.6,3913518983,212,13.9,3913518985,213,5.5,3913518981,141,10.4,3914911791,178,,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179677,30,1,1,2,0,3vo5mpj7catp66nrwwqiuhuup,1,14.6,16.7,2022-11-13T11:32:26.016Z,2022-11-13T17:02:37Z,3913519043,212,11.4,3913519045,213,2.3,3913519037,56,Back,3914912013,178,,3913519039,140,7.1,3913519041,141,28.9,,,,,,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179713,31,1,1,2,1,3vo5mpj7catp66nrwwqiuhuup,1,7.1,28.9,2022-11-13T11:32:27.598Z,2022-11-13T17:02:42Z,3913519253,212,13.5,3913519245,140,3.5,3914912329,178,,3913519257,213,1.9,3913519249,141,47.9,3913519241,56,Back,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485179769,32,1,1,2,3,3vo5mpj7catp66nrwwqiuhuup,0,3.7,48.7,2022-11-13T11:32:29.591Z,2022-11-13T17:02:45Z,3913519453,56,Center,3913519471,1,,3913519467,213,6.1,3913519461,141,32.7,3914912503,178,,3913519451,157,,3913519457,140,66.0,3913519465,212,66.3,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
