id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2512665351,1,34,16,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-02-26T10:18:06.038Z,2023-02-26T11:26:15Z,4058330963,130,8,4058330965,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058330969,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058330959,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4058330967,194,8wh3u8b2hz7rcygnfng8khh3p,4058467501,197,551,4058330957,30,"4hrmzpx1nt5ze55fpby71mcb9, 1po7tmdv73zfjentt0p20wdlh, 7ohgxs03szerp6mwiiv58ryay, 38de1wbyp2ruksgffna791n8p, 3l0mj1zzhytxvm9tryvqv8kix, 6xt6fnmwrs7btha4d2t7wkktm, 1cu7fg8sf90isf9gp21e5fqh, 5lvdnoyknuoyr6kdruposgctl, a46kdc4sdf7e6520s8gm9glm2, bdb6j168crcrwje9k0titxv55, 8wh3u8b2hz7rcygnfng8khh3p, 46twjsjrm4ljb7bhobbpwx5h, 4gmki0xpn2e9o9p7wnm0k8p1x, 6eqqtmbg35rg2stk10ic7q8k5, 4zn8zufrd17h9d5xl7qhahbyt, ct2t62s5gte4o5hodlfz9hkb8, bpfg11qh1q0zj2x6sqd3srvmx, a2n9op95qyb3rkye5pxqjb7bp, 2yijk5l991mdyjprmuudq7qzu, 3cbwh4pfwae5xw072cy14gb85, 9m6yva52cmdq7uu31qrwdrund, 83hpavqn7r5bzcgxvjbcso3px",4058330961,59,"28, 3, 50, 8, 26, 4, 7, 30, 99, 19, 21, 1, 5, 6, 17, 18, 20, 22, 25, 29, 34, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512668727,1,34,16,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-02-26T10:25:43.567Z,2023-02-26T11:38:56Z,4058346809,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058346805,194,3ddsnnhxo0mem95lcph71ix1x,4058346801,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058346793,30,"8kttsnok9bbh7kpy3zz3j2xg5, 2r6hs8npijvt4wekd059t6tx, 9qow77e16pvlb3860yjpydryt, by2gxuixij1eciu56k8mb3cgl, asyzhp3qu95vmzdbau6nmoic5, q6ns1fyw7w10xkkubh8etfc9, 1xscywgyfqisqexmpfvbf9g45, 3ddsnnhxo0mem95lcph71ix1x, 7r2tgpdrr4v6n9d2gkzwmlazt, 8qgbxff7xlg0zjtyees7ljljp, botfgp0oq4wqlwtcs9m90kded, c9lu69xk59a75bnpzgalh1kut, ci37qg2uu0z3nppxvn0z9034l, a5eki9p236y4zxmp9qz202pcl, aripnzu9yo2wlr8ud93ufdhih, can2l9ha4ufsxdjxdkb739fkk, ujb2hkujcnwnyrbsgk3ilmtx, 84so0uovope0pkt6cz2iisbth, ahgd3on22t4h7gg9ipnj1itw5, 6zcok1vbaitp91a9nrac20t05, 6vz9qzgtbh3iqzv73xw2xaiok, 7agtkarul2qlsc20avvj45w8a",4058346797,59,"24, 2, 8, 6, 36, 95, 22, 77, 10, 90, 20, 1, 5, 9, 12, 14, 15, 21, 23, 33, 45, 46",4058346795,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4058470115,197,17434,4058346799,130,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512692141,2,32,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-02-26T11:30:34.494Z,2023-02-26T11:30:37Z,4058477291,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512692133,2,32,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-02-26T11:30:34.494Z,2023-02-26T18:34:44Z,4058477271,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512692179,3,1,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,50.1,49.5,2023-02-26T11:30:34.513Z,2023-02-26T18:42:54Z,4058477527,141,61.8,4058477531,213,2.7,4058477525,140,35.2,4060242869,178,,4058477529,212,17.7,4058477533,279,S,4058477523,56,Back,,,,7r2tgpdrr4v6n9d2gkzwmlazt,Lautaro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512692233,4,1,1,0,3,3vo5mpj7catp66nrwwqiuhuup,1,36.5,60.9,2023-02-26T11:30:37.816Z,2023-02-26T18:42:55Z,4058477781,155,,4058477787,141,16.8,4058477793,1,,4058477789,212,53.7,4058477785,140,78.9,4060242969,178,,4058477791,213,5.7,4058477783,56,Right,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512692235,5,61,1,0,6,3vo5mpj7catp66nrwwqiuhuup,0,78.9,16.8,2023-02-26T11:30:40.907Z,2023-02-26T18:43:16Z,4060244241,178,,4058477797,56,Right,4060244239,15,,,,,,,,,,,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512692217,3,49,1,0,8,ej5er0oyngdw138yuumwqbyqt,1,15.7,83.7,2023-02-26T11:30:43.367Z,2023-02-26T18:43:23Z,,,,,,,,,,,,,,,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512692245,4,1,1,0,11,ej5er0oyngdw138yuumwqbyqt,1,17.3,88.1,2023-02-26T11:30:45.524Z,2023-02-26T19:05:44Z,4060245161,178,,4058477849,141,80.9,4058477845,56,Back,4058477847,140,21.0,4058477851,212,6.3,4058477853,213,5.4,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512692255,5,1,1,0,11,ej5er0oyngdw138yuumwqbyqt,1,21.2,80.6,2023-02-26T11:30:46.413Z,2023-02-26T18:43:30Z,4060245417,178,,4058477925,212,8.3,4058477921,140,16.6,4058477927,213,2.2,4058477923,141,90.5,4058477919,56,Back,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512692267,6,1,1,0,13,ej5er0oyngdw138yuumwqbyqt,1,16.5,90.6,2023-02-26T11:30:48.024Z,2023-02-26T18:43:34Z,4058477993,140,18.9,4060245595,178,,4058477997,212,6.6,4058477991,56,Back,4058477999,213,5.1,4058477995,141,81.6,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512692311,7,1,1,0,16,ej5er0oyngdw138yuumwqbyqt,1,16.7,79.8,2023-02-26T11:30:50.631Z,2023-02-26T18:43:39Z,4058478213,212,11.9,4058478207,56,Back,4060245961,178,,4058478209,140,9.7,4058478215,213,4.0,4058478211,141,66.0,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512692365,8,1,1,0,18,ej5er0oyngdw138yuumwqbyqt,1,8.8,60.3,2023-02-26T11:30:53.345Z,2023-02-26T18:43:42Z,4058478467,140,12.8,4058478475,1,,4058478471,212,35.1,4058478465,56,Back,4058478469,141,9.1,4058478473,213,4.8,4060246173,178,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513021439,913,3,1,0,24,ej5er0oyngdw138yuumwqbyqt,0,14.1,3.5,2023-02-26T11:30:58.959Z,2023-02-26T18:43:51Z,4060194563,465,,4060194559,56,Back,4060194565,467,7r2tgpdrr4v6n9d2gkzwmlazt,4060194561,285,,4060246857,178,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512692385,9,1,1,0,25,ej5er0oyngdw138yuumwqbyqt,1,16.5,5.5,2023-02-26T11:31:00.048Z,2023-02-26T18:43:54Z,4058478623,56,Back,4058478625,140,11.7,4058478631,213,2.2,4058478629,212,8.9,4060246991,178,,4058478627,141,16.3,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
