id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/15/value,qualifier/12/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2470352877,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-10-10T17:45:53.501Z,2022-10-10T18:41:43Z,3835368109,194,66at96kfhvigkny465lkmrnbp,3835368103,59,"1, 2, 3, 34, 28, 98, 5, 38, 7, 99, 11, 4, 8, 9, 14, 15, 16, 22, 23, 27, 31, 32, 42, 72, 95",3835368105,130,4,3835368101,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3835464233,197,563,3835368099,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, 4kfx8fzf54bli2a2o0i3fvhed, eq7q971ebxu7ipqbyvj5n4c15, acg898oezqn7590ue8x8aik89, euibd75fsyggns1w3xerzzrh1, dpnp9rguhhs04of6vmlw5spg5, 21pztrby95djexvw3m9hhzgt1, 6gjn7pt0i34q45g4porckuj8p, b5cqy1xamdj38bh87gvz4iac5, bhi4ivjgojkot4d7za72gu2nd, 6gab9bfl0kj0hy1z0u75pl42d, 4mk6bbc9a8rhtmk8f4jj6onvt, d9sakxlp96siw0z1jltszdlgp, 3jtsqwoi9w0dxxneld0mt5rs9, 476nfumr6aadvufrqk72tq5be, eh1ul4duphy1iz4odwx9tkjjd, i4yzdkusjs6qn4v06oxj6qxh, 1i47csjlvcikfs4wixzserend, f8kcf2l4h2qzdww1vof5x9t5, 6mit9txkiacrr2dq1i27rm76d, 5bi4t2dob5mo0okdbv6sna6fo, 963czsr3yecwk4s3p1wby5x3p, u60zu48a4zqnupyxp2d0mqqd",3835368107,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3835368111,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470354459,1,34,16,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-10-10T17:50:57.486Z,2022-10-10T18:47:51Z,3835377451,30,"8n4rruxbnzvjgdomxslnmcno5, 8w2rfa3vnu6t1a37510374nv9, a22hb1s02edsj7t38out5r3rp, 5e13xwlorl1gjrnjjtfnzawa1, 3l76cgequy3tjhhudqnrejglx, 7nwh5uoczypmuiigzi8ylsd1, dkifo6kxxxsv1hr0rzk1q8afp, 9462218yklkts6mod3cbfryz9, 5o80hrbyw554cetm1rbbns0k5, bj2ymzuyq3zxbfjs3xrt3ss7p, cfzvplhlvlfvau521u6b86xud, 71p9z7bqvgzb5t115fmos6fop, d02p1ldr57bkxcpmq12vtvhsl, 3v6az10hxcowqkewd809cri6t, ho87m362sey4msdjp4n180oa, 1x10v3yh4e3f1p2ndhtxcck4p, dteca2exact4dfn48iwxwjk6h, 6eb3jpi6t6z2ergmgzcpckdpm, 62uaf4amxdyz6j2fuvadp0no5, bpzzhdpqxmp8bef77m7pr2r4l, b62gjcajugddud630e9b7ptjp, 6hlutndh6zstrpi5i0u0mxyvp, 5gond4ss348863bc1768s4q, 7y5qwgl0xu7btfd7yxgeb2gut",3835377453,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3835471857,197,11876,3835377455,59,"94, 29, 77, 6, 4, 13, 21, 5, 17, 7, 20, 1, 9, 10, 11, 15, 16, 18, 23, 26, 31, 32, 34, 88",3835377461,194,5o80hrbyw554cetm1rbbns0k5,3835377457,130,4,3835377459,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3835377463,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470374313,2,32,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-10-10T18:48:11.734Z,2022-10-10T18:48:11Z,3835485087,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470374327,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-10-10T18:48:11.734Z,2023-02-12T11:23:18Z,3835485145,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470374361,3,1,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,49.7,50.6,2022-10-10T18:48:11.865Z,2022-10-10T23:35:32Z,3835485315,56,Back,3835485321,212,12.8,3835485317,140,38.1,3835880491,178,,3835485323,213,3.4,3835485319,141,45.0,3835485325,279,S,,,,5o80hrbyw554cetm1rbbns0k5,C. Immobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470374367,4,1,1,0,1,btcy9nra9ak4m22ovr2ia6m5v,1,38.1,45,2022-10-10T18:48:12.937Z,2022-10-10T23:35:38Z,3835485353,56,Back,3835485355,140,35.7,3835880593,178,,3835485359,212,4.7,3835485361,213,2.1,3835485357,141,50.8,,,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470374391,5,1,1,0,3,btcy9nra9ak4m22ovr2ia6m5v,1,35.7,50.8,2022-10-10T18:48:15.385Z,2022-10-10T23:35:42Z,3835485465,1,,3835485459,141,16.4,3835485463,213,5.7,3835485457,140,69.0,3835880657,178,,3835485461,212,42.1,3835485455,56,Right,3835485451,155,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470448105,728,67,1,0,7,btcy9nra9ak4m22ovr2ia6m5v,1,68.1,15.9,2022-10-10T18:48:18.793Z,2022-10-11T03:45:30Z,3835891145,233,955,,,,,,,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470448103,955,67,1,0,7,4raiad4l2j5lkfaz92pk4osb,0,31.9,84.1,2022-10-10T18:48:18.794Z,2022-10-10T23:50:23Z,3835891161,233,728,,,,,,,,,,,,,,,,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470374393,6,1,1,0,7,btcy9nra9ak4m22ovr2ia6m5v,0,69,16.4,2022-10-10T18:48:18.832Z,2022-10-11T03:45:31Z,3835485471,56,Right,3835485475,141,16.4,3835891453,388,,3835485473,140,74.8,3835485477,212,6.1,3835485479,213,0.0,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
