id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,assist
2481943799,9,1,1,0,16,gi0l1habji5hpgar77dl5jqe,1,40.1,70.2,2022-11-05T17:00:23.120Z,2022-11-06T01:09:23Z,3896600295,213,6.2,3896600291,141,69.1,3896600287,56,Center,3896600293,212,18.2,3896600289,140,57.4,3897857003,178,,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481943805,10,1,1,0,18,gi0l1habji5hpgar77dl5jqe,1,54.7,75.6,2022-11-05T17:00:24.919Z,2022-11-06T01:09:25Z,3896600345,140,53.8,3896600349,212,10.2,3896600343,56,Left,3897857047,178,,3896600351,213,1.7,3896600347,141,90.6,,,,,,,dpcws493fepch23sk26m1a8yd,P. Zieliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481943819,11,1,1,0,19,gi0l1habji5hpgar77dl5jqe,1,54.4,93.2,2022-11-05T17:00:26.086Z,2022-11-06T01:09:28Z,3897857111,178,,3896600465,56,Left,3896600473,213,0.3,3896600471,212,5.2,3896600467,140,59.1,3896600469,141,95.7,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481943825,12,3,1,0,21,gi0l1habji5hpgar77dl5jqe,0,59.3,97.2,2022-11-05T17:00:27.730Z,2022-11-06T01:33:17Z,3896600721,233,3,3896600509,56,Left,3897170707,465,,3897857329,178,,3896600511,286,,,,,,,,,,,72im0m7d8rqpsclo4f5crqmsp,E. Elmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481943861,3,7,1,0,21,e75syeuawg3ql8nwpi3vr2btz,0,40.7,2.8,2022-11-05T17:00:27.746Z,2022-11-06T01:09:47Z,3897170923,385,,3896600657,56,Back,3896600703,233,12,3896600659,285,,3897857445,178,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481943831,13,61,1,0,21,gi0l1habji5hpgar77dl5jqe,1,60.4,96.3,2022-11-05T17:00:28.180Z,2022-11-06T01:09:49Z,3896600547,56,Left,3897857469,178,,,,,,,,,,,,,,,,,,,,72im0m7d8rqpsclo4f5crqmsp,E. Elmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481943885,4,5,1,0,22,e75syeuawg3ql8nwpi3vr2btz,1,41,-1.1,2022-11-05T17:00:28.941Z,2022-11-06T01:09:55Z,3896600789,347,,3896600787,56,Back,3896600795,233,14,,,,,,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481943873,14,5,1,0,22,gi0l1habji5hpgar77dl5jqe,0,59,101.1,2022-11-05T17:00:28.941Z,2022-11-06T01:09:55Z,3896600805,233,4,3896600735,56,Left,3896600737,347,,,,,,,,,,,,,,,,,72im0m7d8rqpsclo4f5crqmsp,E. Elmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944017,5,1,1,0,35,e75syeuawg3ql8nwpi3vr2btz,1,43.6,0,2022-11-05T17:00:41.991Z,2022-11-06T01:10:00Z,3896601567,140,60.5,3896601571,212,18.8,3896601569,141,8.2,3896601563,107,,3896601573,213,0.3,3896601565,56,Right,,,,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944031,6,1,1,0,37,e75syeuawg3ql8nwpi3vr2btz,0,60.7,8.2,2022-11-05T17:00:44.492Z,2022-11-06T01:10:04Z,3896601671,140,64.4,3896601677,213,5.7,3896601669,56,Right,3896601675,212,4.6,3897857773,178,,3896601673,141,4.7,,,,,,,d364lpc0km51psy3zwc4a6zca,R. Højlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944035,15,49,1,0,38,gi0l1habji5hpgar77dl5jqe,1,31.7,95,2022-11-05T17:00:45.210Z,2022-11-06T01:10:07Z,,,,,,,,,,,,,,,,,,,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944051,16,1,1,0,39,gi0l1habji5hpgar77dl5jqe,1,31.7,95,2022-11-05T17:00:45.999Z,2022-11-06T01:10:09Z,3896601773,56,Back,3896601781,213,4.5,3896601779,212,13.3,3896601777,141,76.1,3897857853,178,,3896601775,140,28.5,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944091,17,1,1,0,41,gi0l1habji5hpgar77dl5jqe,1,28.6,76.1,2022-11-05T17:00:47.880Z,2022-11-06T01:10:11Z,3896601935,140,22.6,3897857897,178,,3896601933,56,Back,3896601939,212,8.2,3896601941,213,3.8,3896601937,141,68.4,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944123,18,1,1,0,44,gi0l1habji5hpgar77dl5jqe,1,20.8,57.6,2022-11-05T17:00:50.554Z,2022-11-06T01:10:14Z,3897857963,178,,3896602105,140,29.3,3896602109,212,21.5,3896602103,56,Back,3896602111,213,5.1,3896602107,141,28.8,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944163,19,1,1,0,47,gi0l1habji5hpgar77dl5jqe,1,29.6,27.3,2022-11-05T17:00:54.194Z,2022-11-06T01:10:15Z,3896602305,212,11.2,3896602301,140,23.9,3896602303,141,41.3,3897857985,178,,3896602299,56,Back,3896602307,213,2.1,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944191,20,1,1,0,52,gi0l1habji5hpgar77dl5jqe,1,31.3,36,2022-11-05T17:00:58.649Z,2022-11-06T01:10:18Z,3896602459,212,21.4,3896602453,56,Back,3896602457,141,8.6,3896602455,140,41.4,3896602461,213,5.2,3897858047,178,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944217,21,1,1,0,55,gi0l1habji5hpgar77dl5jqe,1,43.1,7.7,2022-11-05T17:01:02.120Z,2022-11-06T01:10:21Z,3896602581,155,,3896602585,140,76.2,3896602591,213,0.2,3896602587,141,18.9,3896602593,1,,3897858123,178,,3896602583,56,Right,3896602589,212,35.6,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944221,22,61,1,0,57,gi0l1habji5hpgar77dl5jqe,0,77.1,20.9,2022-11-05T17:01:04.098Z,2022-11-06T01:10:26Z,3896602603,56,Right,3897858205,178,,,,,,,,,,,,,,,,,,,,1wynwp4x95o9w5tt4cdog6i1,V. Osimhen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944237,7,49,1,0,59,e75syeuawg3ql8nwpi3vr2btz,1,15.1,67.7,2022-11-05T17:01:05.968Z,2022-11-06T01:10:30Z,,,,,,,,,,,,,,,,,,,,,,,,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944287,8,1,1,0,59,e75syeuawg3ql8nwpi3vr2btz,0,14.9,66.9,2022-11-05T17:01:06.059Z,2022-11-06T01:10:33Z,3896602895,157,,3896602905,213,5.9,3896602901,141,46.9,3896602899,140,45.3,3896602903,212,34.7,3896602897,56,Back,3897858335,178,,3896602907,1,,n62gu1fztuvojijr41hyetw5,M. Demiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944325,23,1,1,1,1,gi0l1habji5hpgar77dl5jqe,1,53.1,57.5,2022-11-05T17:01:08.280Z,2022-11-06T01:10:51Z,3896603093,213,3.0,3896603087,140,46.9,3896603089,141,59.3,3896603083,3,,3896603085,56,Back,3896603091,212,6.6,3897858707,178,,,,,8n0c5t5wzfkoauryyzy8be0gl,Juan Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944389,26,1,1,1,5,gi0l1habji5hpgar77dl5jqe,1,53.5,56,2022-11-05T17:01:11.664Z,2022-11-06T01:11:04Z,3896603373,212,9.1,3896603369,140,45.6,3896603375,213,3.6,3897859025,178,,3896603371,141,50.4,3896603367,56,Back,,,,,,,dpcws493fepch23sk26m1a8yd,P. Zieliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944369,25,49,1,1,5,gi0l1habji5hpgar77dl5jqe,1,53.5,56,2022-11-05T17:01:11.884Z,2022-11-06T01:11:11Z,,,,,,,,,,,,,,,,,,,,,,,,,dpcws493fepch23sk26m1a8yd,P. Zieliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944365,24,1,1,1,5,gi0l1habji5hpgar77dl5jqe,1,47.4,58.7,2022-11-05T17:01:11.945Z,2022-11-06T01:10:53Z,3896603245,213,6.0,3896603239,140,53.5,3896603237,56,Center,3896603241,141,56.0,3896603243,212,6.7,3897858765,178,,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944339,9,43,1,1,6,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-11-05T17:01:12.743Z,2022-11-05T17:01:37Z,3896605005,144,61,3896603147,56,Center,,,,,,,,,,,,,,,,,,,d364lpc0km51psy3zwc4a6zca,R. Højlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944423,27,1,1,1,7,gi0l1habji5hpgar77dl5jqe,1,45.6,50.4,2022-11-05T17:01:14.326Z,2022-11-06T01:11:16Z,3897859319,178,,3896603575,140,34.1,3896603577,141,40.7,3896603579,212,13.8,3896603581,213,3.6,3896603573,56,Back,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944463,28,1,1,1,10,gi0l1habji5hpgar77dl5jqe,1,32.9,44.3,2022-11-05T17:01:17.449Z,2022-11-06T01:11:18Z,3896603765,212,17.1,3896603761,140,32.0,3897859401,178,,3896603763,141,69.4,3896603759,56,Back,3896603767,213,1.6,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944533,29,1,1,1,13,gi0l1habji5hpgar77dl5jqe,1,32,71.1,2022-11-05T17:01:19.582Z,2022-11-06T01:11:20Z,3896604119,212,13.2,3896604113,56,Back,3896604117,141,85.9,3896604121,213,0.9,3896604115,140,40.1,3897859469,178,,,,,,,,8n0c5t5wzfkoauryyzy8be0gl,Juan Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944577,30,1,1,1,17,gi0l1habji5hpgar77dl5jqe,1,48.7,74.5,2022-11-05T17:01:24.133Z,2022-11-06T01:11:23Z,3896604379,141,40.9,3896604373,56,Back,3896604377,140,48.3,3896604387,213,4.7,3896604383,212,22.9,3897859533,178,,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944627,31,1,1,1,20,gi0l1habji5hpgar77dl5jqe,1,47.5,32.4,2022-11-05T17:01:27.079Z,2022-11-06T01:11:29Z,3896604575,56,Right,3896604583,212,17.6,3897859701,178,,3896604581,141,16.4,3896604579,140,60.7,3896604585,213,5.6,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944653,32,1,1,1,22,gi0l1habji5hpgar77dl5jqe,1,61.2,13.7,2022-11-05T17:01:29.272Z,2022-11-06T01:11:35Z,3896604671,141,17.4,3896604667,56,Right,3896604675,213,2.9,3896604669,140,53.0,3897859719,178,,3896604673,212,9.0,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944671,33,1,1,1,24,gi0l1habji5hpgar77dl5jqe,1,53.5,17.4,2022-11-05T17:01:30.752Z,2022-11-06T01:11:40Z,3896604799,140,57.6,3896604805,213,1.2,3897860019,178,,3896604801,141,36.3,3896604797,56,Center,3896604803,212,13.6,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944689,34,1,1,1,26,gi0l1habji5hpgar77dl5jqe,1,53.8,38.9,2022-11-05T17:01:32.755Z,2022-11-06T01:11:42Z,3896604901,141,42.7,3896604907,213,2.9,3896604897,56,Back,3897860067,178,,3896604899,140,42.5,3896604903,212,12.1,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944697,35,1,1,1,27,gi0l1habji5hpgar77dl5jqe,1,42.6,43,2022-11-05T17:01:34.222Z,2022-11-06T01:11:45Z,3896604957,56,Back,3897860135,178,,3896604963,212,14.1,3896604959,140,42.6,3896604961,141,63.7,3896604965,213,1.6,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944711,36,1,1,1,29,gi0l1habji5hpgar77dl5jqe,1,43,66.1,2022-11-05T17:01:36.331Z,2022-11-06T01:11:47Z,3896605047,212,18.0,3896605043,140,58.6,3896605049,213,0.4,3896605041,56,Center,3897860185,178,,3896605045,141,77.0,,,,,,,8n0c5t5wzfkoauryyzy8be0gl,Juan Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944715,37,43,1,1,31,gi0l1habji5hpgar77dl5jqe,1,0,0,2022-11-05T17:01:37.797Z,2022-11-05T17:04:21Z,3896616807,144,61,3896605067,56,Back,,,,,,,,,,,,,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944797,38,1,1,1,37,gi0l1habji5hpgar77dl5jqe,1,65.7,81.8,2022-11-05T17:01:43.585Z,2022-11-06T01:11:49Z,3896605499,213,1.3,3897860211,178,,3896605493,140,67.2,3896605497,212,7.0,3896605495,141,91.8,3896605491,56,Left,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944831,39,1,1,1,40,gi0l1habji5hpgar77dl5jqe,1,66.8,75.1,2022-11-05T17:01:47.102Z,2022-11-06T01:11:55Z,3896605645,56,Center,3896605653,213,4.0,3896605649,141,63.6,3896605647,140,60.2,3897860325,178,,3896605651,212,10.4,,,,,,,72im0m7d8rqpsclo4f5crqmsp,E. Elmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944881,40,1,1,1,42,gi0l1habji5hpgar77dl5jqe,1,59.6,61.2,2022-11-05T17:01:49.116Z,2022-11-06T01:11:59Z,3896605929,212,26.5,3896605931,213,4.6,3896605923,56,Center,3897860405,178,,3896605927,141,22.7,3896605925,140,55.9,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944893,41,1,1,1,46,gi0l1habji5hpgar77dl5jqe,1,58.5,25.3,2022-11-05T17:01:53.399Z,2022-11-06T01:12:22Z,3896606003,212,7.4,3896606001,141,35.7,3896605999,140,56.5,3897860869,178,,3896606005,213,1.9,3896605997,56,Center,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481944925,42,1,1,1,47,gi0l1habji5hpgar77dl5jqe,1,56.3,35.7,2022-11-05T17:01:54.432Z,2022-11-06T01:12:26Z,3896606205,56,Back,3896606213,213,3.1,3897860919,178,,3896606209,141,36.0,3896606207,140,45.0,3896606211,212,11.9,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
