id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/10/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2499123405,7,1,1,0,45,bi1fxjrncd0ram0oi7ja1jyuo,1,63,88.4,2023-01-21T14:02:13.997Z,2023-01-21T18:56:12Z,3987147915,141,95.3,3987147917,212,8.1,3987147911,56,Left,3987147909,152,,3987147907,5,,3987147919,213,0.6,3987147913,140,69.3,3988569389,178,,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123425,8,1,1,0,48,bi1fxjrncd0ram0oi7ja1jyuo,0,68.2,93.6,2023-01-21T14:02:16.765Z,2023-01-21T18:56:17Z,3987148043,286,,3987148003,212,2.5,3987148039,233,5,3987972787,20,,3987148005,213,5.1,3987147997,56,Left,3987147999,140,69.0,3987147993,2,,44f0q2ucrld1rwcwx63vgs7hl,Gabriel Strefezza,3987148037,236,3987972785,223,3988569537,178,3987148001,141,90.1,3987147995,155,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123417,5,12,1,0,48,ap6blbxhq9elm62vw6tutzlwg,1,31.2,14.4,2023-01-21T14:02:16.833Z,2023-01-21T18:56:37Z,3987147969,185,,3987148065,233,8,3987147971,56,Back,3988570215,388,,,,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123435,6,5,1,0,49,ap6blbxhq9elm62vw6tutzlwg,0,33.6,-1.6,2023-01-21T14:02:17.992Z,2023-01-21T18:56:42Z,3987148387,233,9,3987148069,56,Back,3987148073,347,,,,,,,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123487,9,5,1,0,49,bi1fxjrncd0ram0oi7ja1jyuo,1,66.4,101.6,2023-01-21T14:02:17.992Z,2023-01-21T18:56:42Z,3987148383,233,6,3987148365,56,Left,3987148367,347,,,,,,,,,,,,,,,,,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123517,10,1,1,0,59,bi1fxjrncd0ram0oi7ja1jyuo,1,67.3,100,2023-01-21T14:02:27.625Z,2023-01-21T18:56:46Z,3987148495,141,94.1,3987148497,212,24.5,3987148501,1,,3987148491,56,Left,3987148487,107,,3987148493,140,90.1,3987148499,213,6.1,,,,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499418131,834,83,1,1,1,ap6blbxhq9elm62vw6tutzlwg,1,8.6,6.3,2023-01-21T14:02:30.083Z,2023-01-21T20:22:50Z,3988694617,399,450025,,,,,,,,,,,,,,,,,,,,,,3tuxipzf6pqvga0a12422gatx,P. Dawidowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123529,11,1,1,1,1,bi1fxjrncd0ram0oi7ja1jyuo,1,91.7,94.1,2023-01-21T14:02:30.087Z,2023-01-21T18:56:58Z,3988570965,178,,3987148557,140,84.4,3987148555,56,Left,3987148563,213,2.8,3987148559,141,98.6,3987148561,212,8.3,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123549,12,1,1,1,4,bi1fxjrncd0ram0oi7ja1jyuo,1,84.4,98.6,2023-01-21T14:02:32.742Z,2023-01-21T18:57:08Z,3987148661,141,92.6,3987148665,213,3.6,3988571279,178,,3987148659,140,75.9,3987148663,212,9.8,3987148657,56,Left,,,,,,,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123555,13,1,1,1,7,bi1fxjrncd0ram0oi7ja1jyuo,1,75.3,92.6,2023-01-21T14:02:35.634Z,2023-01-21T18:57:14Z,3987148709,141,88.2,3987148711,212,9.9,3987148705,56,Left,3987148707,140,66.3,3987148713,213,3.4,3988571515,178,,,,,,,,44f0q2ucrld1rwcwx63vgs7hl,Gabriel Strefezza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123583,14,1,1,1,9,bi1fxjrncd0ram0oi7ja1jyuo,1,64.5,85.7,2023-01-21T14:02:37.388Z,2023-01-21T18:57:18Z,3987148821,212,18.1,3987148817,140,65.0,3987148815,56,Center,3988571717,178,,3987148823,213,4.7,3987148819,141,59.1,,,,,,,4x1tm440b5cshi5gxkx5k9m95,M. Hjulmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123591,15,1,1,1,12,bi1fxjrncd0ram0oi7ja1jyuo,1,68.3,48.1,2023-01-21T14:02:40.926Z,2023-01-21T18:57:23Z,3987148889,212,10.2,3987148883,56,Center,3987148891,213,5.5,3988571931,178,,3987148885,140,75.4,3987148887,141,37.9,,,,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123599,16,1,1,1,13,bi1fxjrncd0ram0oi7ja1jyuo,1,75.4,37.9,2023-01-21T14:02:41.841Z,2023-01-21T18:57:28Z,3987148959,156,,3987148933,140,65.0,3987148939,213,3.6,3987148937,212,11.9,3987148935,141,30.8,3987148931,56,Center,3988572097,178,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123629,17,1,1,1,17,bi1fxjrncd0ram0oi7ja1jyuo,1,65.8,9.6,2023-01-21T14:02:45.694Z,2023-01-21T18:57:33Z,3988572249,178,,3987149099,213,2.8,3987149093,140,53.2,3987149097,212,13.9,3987149095,141,15.8,3987149091,56,Right,,,,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123659,18,1,1,1,18,bi1fxjrncd0ram0oi7ja1jyuo,1,53.2,15.8,2023-01-21T14:02:47.144Z,2023-01-21T18:57:37Z,3987149269,141,50.5,3987149275,1,,3988572409,178,,3987149271,212,33.6,3987149273,213,0.8,3987149265,56,Center,3987149267,140,76.0,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123665,19,1,1,1,20,bi1fxjrncd0ram0oi7ja1jyuo,1,76,50.5,2023-01-21T14:02:49.009Z,2023-01-21T18:58:05Z,3987149299,141,50.8,3987149303,213,3.1,3987149325,156,,3988573699,21,,3987149301,212,8.0,3988573569,388,,3987149297,140,68.4,3987149295,56,Center,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123677,20,1,1,1,22,bi1fxjrncd0ram0oi7ja1jyuo,1,68.4,50.8,2023-01-21T14:02:50.947Z,2023-01-21T18:58:09Z,3987149353,56,Center,3987149359,212,5.8,3987149361,213,3.5,3988573977,178,,3987149351,155,,3987149357,141,48.0,3987149355,140,63.2,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123691,21,1,1,1,24,bi1fxjrncd0ram0oi7ja1jyuo,1,63.2,48,2023-01-21T14:02:52.772Z,2023-01-21T18:58:14Z,3987149453,212,2.3,3988574183,178,,3987149447,56,Center,3987149449,140,63.3,3987149451,141,44.6,3987149455,213,4.8,,,,,,,4x1tm440b5cshi5gxkx5k9m95,M. Hjulmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123709,22,1,1,1,25,bi1fxjrncd0ram0oi7ja1jyuo,1,62.2,46.6,2023-01-21T14:02:53.602Z,2023-01-21T18:58:18Z,3987149529,213,2.4,3987149523,140,52.5,3988574323,178,,3987149525,141,59.4,3987149527,212,13.4,3987149521,56,Center,,,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123743,23,1,1,1,28,bi1fxjrncd0ram0oi7ja1jyuo,1,53.7,58.4,2023-01-21T14:02:56.719Z,2023-01-21T18:58:23Z,3987149735,56,Right,3987149737,140,55.2,3987149743,213,4.8,3987149741,212,28.9,3988574535,178,,3987149739,141,16.0,,,,,,,8mlps3xgwbxa7svajxfk2exud,S. Umtiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123795,24,1,1,1,32,bi1fxjrncd0ram0oi7ja1jyuo,1,59.8,17.9,2023-01-21T14:03:00.704Z,2023-01-21T18:58:31Z,3987150001,1,,3987149999,213,6.0,3987149993,140,89.4,3987149991,56,Right,3987149995,141,3.2,3987149997,212,32.6,3988574829,178,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123803,25,3,1,1,37,bi1fxjrncd0ram0oi7ja1jyuo,0,89.4,6.2,2023-01-21T14:03:05.715Z,2023-01-21T18:58:43Z,3987150039,211,,3988575281,178,,3987977947,464,,3987150035,56,Right,3987150037,286,,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123811,7,49,1,1,40,ap6blbxhq9elm62vw6tutzlwg,1,15.8,83.8,2023-01-21T14:03:08.384Z,2023-01-21T18:58:50Z,,,,,,,,,,,,,,,,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123833,8,1,1,1,40,ap6blbxhq9elm62vw6tutzlwg,1,15.8,83.8,2023-01-21T14:03:08.441Z,2023-01-21T18:58:53Z,3987150175,141,82.4,3987150177,212,18.1,3987150171,56,Back,3987150179,213,6.2,3987150173,140,33.0,3988575693,178,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123837,9,4,1,1,42,ap6blbxhq9elm62vw6tutzlwg,1,35.3,89.4,2023-01-21T14:03:10.852Z,2023-01-21T18:58:58Z,3987150185,56,Back,3987150187,152,,3987150235,286,,3987150231,233,26,3987150183,13,,3987249585,294,,,,,,,,dp1y9x5r6z1q120hj3sgyhxat,M. Đurić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123839,26,4,1,1,42,bi1fxjrncd0ram0oi7ja1jyuo,0,64.7,10.6,2023-01-21T14:03:10.853Z,2023-01-21T18:58:57Z,3987150199,56,Right,3987150203,285,,3988575947,178,,3987150201,152,,3987150265,233,9,3987150195,13,,3987150197,294,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123939,10,1,1,1,56,ap6blbxhq9elm62vw6tutzlwg,1,32.5,92,2023-01-21T14:03:24.714Z,2023-01-21T18:59:02Z,3987150841,152,,3987150845,140,24.1,3987150839,5,,3987150847,141,80.3,3987150851,213,3.9,3987150843,56,Back,3987150849,212,11.9,3988576151,178,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123959,11,1,1,1,58,ap6blbxhq9elm62vw6tutzlwg,1,24.8,70.3,2023-01-21T14:03:27.015Z,2023-01-21T18:59:06Z,3988576297,178,,3987150955,141,26.8,3987150957,212,29.7,3987150951,56,Back,3987150953,140,22.2,3987150959,213,4.6,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123985,12,1,1,2,1,ap6blbxhq9elm62vw6tutzlwg,1,22.1,26.7,2023-01-21T14:03:29.549Z,2023-01-21T18:59:11Z,3988576481,178,,3987151113,141,8.5,3987151115,212,13.5,3987151117,213,5.1,3987151109,56,Back,3987151111,140,27.3,,,,,,,3tuxipzf6pqvga0a12422gatx,P. Dawidowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499123991,13,1,1,2,4,ap6blbxhq9elm62vw6tutzlwg,1,27.7,8.5,2023-01-21T14:03:32.377Z,2023-01-21T18:59:14Z,3987151149,212,11.7,3987151143,56,Back,3988576665,178,,3987151151,213,2.1,3987151147,141,23.3,3987151145,140,22.0,,,,,,,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499124013,14,1,1,2,6,ap6blbxhq9elm62vw6tutzlwg,1,22.1,23.3,2023-01-21T14:03:34.745Z,2023-01-21T18:59:19Z,3987151239,141,44.2,3987151241,212,14.2,3988576979,178,,3987151235,56,Back,3987151243,213,1.5,3987151237,140,22.9,,,,,,,3tuxipzf6pqvga0a12422gatx,P. Dawidowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499124053,15,1,1,2,7,ap6blbxhq9elm62vw6tutzlwg,1,22.8,46,2023-01-21T14:03:35.893Z,2023-01-21T18:59:26Z,3987151487,141,54.3,3987151485,140,3.8,3987151491,213,2.9,3987151489,212,20.7,3987151483,56,Back,3988577217,178,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499124083,16,1,1,2,10,ap6blbxhq9elm62vw6tutzlwg,0,3.8,54.3,2023-01-21T14:03:38.497Z,2023-01-21T18:59:30Z,3987151629,140,50.9,3988577507,178,,3987151633,212,51.2,3987151637,1,,3987151635,213,6.0,3987151621,157,,3987151627,56,Center,3987151631,141,34.6,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499124091,27,44,1,2,13,bi1fxjrncd0ram0oi7ja1jyuo,1,50.2,60.6,2023-01-21T14:03:41.957Z,2023-01-21T20:23:09Z,3987151695,233,17,3987151667,286,,3987151665,56,Center,,,,,,,,,,,,,,,,8mlps3xgwbxa7svajxfk2exud,S. Umtiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499124097,17,44,1,2,13,ap6blbxhq9elm62vw6tutzlwg,0,49.8,39.4,2023-01-21T14:03:41.958Z,2023-01-21T18:59:35Z,3987151757,233,27,3987151685,56,Back,3987151761,285,,,,,,,,,,,,,,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499124103,28,1,1,2,13,bi1fxjrncd0ram0oi7ja1jyuo,0,51.4,55.7,2023-01-21T14:03:41.999Z,2023-01-21T20:23:09Z,3987151857,1,,3987151723,213,5.8,3987151719,141,25.6,3987151713,3,,3987151721,212,47.0,3987151717,140,91.7,3987151715,56,Center,3988577943,388,,8mlps3xgwbxa7svajxfk2exud,S. Umtiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499124133,18,52,1,2,18,ap6blbxhq9elm62vw6tutzlwg,1,9.3,76.3,2023-01-21T14:03:46.859Z,2023-01-21T18:59:44Z,3987980899,376,,3988578139,178,,,,,,,,,,,,,,,,,,,,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499124187,19,1,1,2,22,ap6blbxhq9elm62vw6tutzlwg,1,11,55.2,2023-01-21T14:03:51.193Z,2023-01-21T18:59:49Z,3987152207,56,Back,3987152205,123,,3987152213,212,19.3,3988578327,178,,3987152215,213,4.8,3987152209,140,11.8,3987152211,141,26.8,,,,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499124209,20,1,1,2,25,ap6blbxhq9elm62vw6tutzlwg,1,11.8,26.8,2023-01-21T14:03:53.484Z,2023-01-21T18:59:55Z,3988578563,178,,3987152359,212,17.9,3987152353,140,17.8,3987152355,141,2.2,3987152363,213,5.1,3987152351,56,Back,,,,,,,3tuxipzf6pqvga0a12422gatx,P. Dawidowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499124225,21,1,1,2,27,ap6blbxhq9elm62vw6tutzlwg,0,20.4,4.1,2023-01-21T14:03:56.102Z,2023-01-21T19:00:05Z,3987152451,155,,3987152457,141,37.0,3987152463,213,0.7,3988578903,178,,3987152455,140,45.8,3987152467,1,,3987152459,212,34.8,3987152453,56,Back,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499124257,29,1,1,2,29,bi1fxjrncd0ram0oi7ja1jyuo,1,55.2,63.8,2023-01-21T14:03:57.867Z,2023-01-21T19:00:14Z,3987152601,140,56.5,3987152607,213,1.5,3987152605,212,20.3,3988579181,388,,3987152599,56,Left,3987152603,141,93.6,,,,,,,4x1tm440b5cshi5gxkx5k9m95,M. Hjulmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499124259,30,49,1,2,32,bi1fxjrncd0ram0oi7ja1jyuo,1,56.5,93.6,2023-01-21T14:04:00.995Z,2023-01-21T19:00:20Z,,,,,,,,,,,,,,,,,,,,,,,,,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
