id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2454250157,1,34,16,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-09-01T18:04:53.794Z,2022-09-01T18:46:26Z,3749650225,30,"4hrmzpx1nt5ze55fpby71mcb9, b94d67jluhh4076wp2se5fqsq, 7ohgxs03szerp6mwiiv58ryay, 3l0mj1zzhytxvm9tryvqv8kix, 4zn8zufrd17h9d5xl7qhahbyt, 4gmki0xpn2e9o9p7wnm0k8p1x, 38de1wbyp2ruksgffna791n8p, d6vg86aml1ttoyks4vvvk0smh, dccxma9p13p00n0gi1cxk1nf9, 5j7hbe94ewys7hkd04ay5bpw5, 5lvdnoyknuoyr6kdruposgctl, 56bidwsegakrtx3z1qbbpnc6i, 6eqqtmbg35rg2stk10ic7q8k5, 46twjsjrm4ljb7bhobbpwx5h, 6xt6fnmwrs7btha4d2t7wkktm, 1cu7fg8sf90isf9gp21e5fqh, 7e11kdi7wh9tleor9w5o2fdn9, bdb6j168crcrwje9k0titxv55, bpfg11qh1q0zj2x6sqd3srvmx, 8wh3u8b2hz7rcygnfng8khh3p, a2n9op95qyb3rkye5pxqjb7bp, x8runqzjfkym8r7kdy3a8t0, 3cbwh4pfwae5xw072cy14gb85, a46kdc4sdf7e6520s8gm9glm2",3749650227,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3749650231,130,12,3749650233,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3749699245,197,551,3749650229,59,"28, 33, 50, 26, 17, 5, 8, 55, 9, 10, 30, 11, 6, 1, 4, 7, 14, 19, 20, 21, 22, 23, 29, 99",3749650235,194,4zn8zufrd17h9d5xl7qhahbyt,3749650237,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454250315,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-09-01T18:05:47.729Z,2022-09-01T18:50:05Z,3749651079,130,12,3749651081,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3749651083,194,3ftcqipzb86lzdztg4j1oz2s5,3749651073,30,"d1e3dsz9lf7g69g2l6zfurpp1, etryzuxz65dmn5ewmocse66l1, b0e6d3zgwzbzysmt9b2ycvf56, 3ftcqipzb86lzdztg4j1oz2s5, 2mloh2yrhs60s1uwrfycc2i8l, blo3zmhar2mujyp9z7kjnsut, q281ehu1acmc9v96sv9g8bmx, 7j0c36u6kk97eur4virjoka8l, 19gglji6ai70jiu7iqpkaxbyt, 3mqhkh4iz4kesvmqui3hupgmi, 7pg1pu4ptby6hi0rp29hv4jxl, 68jk3onf54kl1mdfz8zuicvkl, ezpkmoz1z08da3o3g45m12lzp, 53dvtfms2uxd500y87x5jf2eh, h2c4xwvt3x9gry6wqehc0445, bhu3hiq2ln2cso48ndqe17bvt, a1s1rnovgulesgj5y0l29aqc5, drljavudmjvyj9mvyzq7gz2s5, 6lev0lne8w9snmho4a6hjiifp, 91dt2qi4j797auqtkydbdlel0, 488q58xm2ahxuvpeyfpgwfklw, c9shobonlrg7guoyb3iwnwdsl, 3coml6cxqa86px9up8yy3oz1m",3749651075,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3749651077,59,"33, 30, 3, 17, 23, 2, 25, 10, 9, 29, 18, 1, 6, 11, 12, 14, 19, 20, 28, 35, 39, 87, 98",3749651085,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3749694901,197,16605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454258071,2,32,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-09-01T18:45:49.516Z,2022-09-01T23:36:53Z,3749700259,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454258069,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-09-01T18:45:49.516Z,2022-09-01T18:45:49Z,3749700241,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454258091,3,1,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,49.8,50.1,2022-09-01T18:45:49.566Z,2022-09-01T23:47:03Z,3749700409,212,21.1,3749700403,56,Back,3749700413,279,S,3749700411,213,2.7,3749700405,140,31.3,3749700407,141,62.4,3749897467,178,,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454258097,4,1,1,0,2,49rkyo4do8uwj06geomw0xr4i,0,32.1,61.4,2022-09-01T18:45:52.415Z,2022-09-01T23:47:13Z,3749700449,56,Center,3749700457,213,6.2,3749700455,212,38.6,3749775163,157,,3749700453,141,54.2,3749700451,140,68.6,3749897477,178,,3749700459,1,,3ftcqipzb86lzdztg4j1oz2s5,F. Fazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454258105,3,1,1,0,5,ej5er0oyngdw138yuumwqbyqt,1,26.5,49.2,2022-09-01T18:45:55.495Z,2022-09-01T23:47:18Z,3749897481,178,,3749700507,212,11.9,3749700505,141,58.4,3749700499,3,,3749700501,56,Back,3749700503,140,36.1,3749700509,213,0.6,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454258109,4,44,1,0,7,ej5er0oyngdw138yuumwqbyqt,1,36.2,59.8,2022-09-01T18:45:57.456Z,2022-09-02T01:55:07Z,3749700533,233,5,3749700523,285,,3749700521,56,Back,,,,,,,,,,,,,,,,d6vg86aml1ttoyks4vvvk0smh,E. Vignato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454258111,5,44,1,0,7,49rkyo4do8uwj06geomw0xr4i,0,63.8,40.2,2022-09-01T18:45:57.457Z,2022-09-01T23:48:03Z,3749700531,286,,3749700529,56,Center,3749700553,233,4,,,,,,,,,,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454258115,5,1,1,0,7,ej5er0oyngdw138yuumwqbyqt,0,36.1,58.4,2022-09-01T18:45:57.486Z,2022-09-02T01:55:08Z,3749700567,141,40.8,3749897715,388,,3749700565,140,44.8,3749700571,213,5.4,3749700561,3,,3749700563,56,Back,3749700569,212,15.1,,,,d6vg86aml1ttoyks4vvvk0smh,E. Vignato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
