id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/15/value,qualifier/17/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2527668095,8,5,1,0,14,2tk2l9sgktwc9jhzqdd4mpdtb,0,58.6,102,2023-04-02T16:00:54.306Z,2023-04-03T01:13:58Z,4158564537,347,,4158565281,233,3,4158564535,56,Left,,,,,,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668307,4,1,1,0,25,4plikfte18rv8v4l89z803d4y,1,41.4,0,2023-04-02T16:01:05.035Z,2023-04-03T01:14:01Z,4158565751,140,29.1,4158565757,213,2.7,4158565753,141,6.8,4158565755,212,14.2,4158565747,107,,4158565749,56,Back,,,,,,,7kbn6vt37rfgd9yszzvx9idm2,A. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668343,5,1,1,0,30,4plikfte18rv8v4l89z803d4y,1,23,13.4,2023-04-02T16:01:10.490Z,2023-04-03T01:14:04Z,4158565987,213,0.2,4158565975,140,60.2,4158565973,56,Center,4160063519,178,,4158565971,155,,4158565983,212,40.1,4158565981,141,27.0,4158565991,1,,bf67gbxjr8fkha0e59fs6qok5,J. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668383,6,1,1,0,32,4plikfte18rv8v4l89z803d4y,1,57,30,2023-04-02T16:01:12.476Z,2023-04-03T01:14:12Z,4158566233,141,29.2,4158566223,56,Back,4160063757,178,,4158566237,212,14.6,4158566227,140,43.1,4158566241,213,3.2,,,,,,,1wnzwoisg4ctvcxsh2xnrkj4l,M. Gabbiadini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527712905,419,1,1,0,33,4plikfte18rv8v4l89z803d4y,1,46.4,29.2,2023-04-02T16:01:13.486Z,2023-04-03T01:14:20Z,4158799913,140,45.5,4158799915,141,42.4,4158799911,56,Back,4158799919,213,1.7,4158799917,212,9.0,4160063939,178,,,,,,,,rktyecx75c47pgwyt4vm3i7d,M. Cuisance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668453,7,43,1,0,34,4plikfte18rv8v4l89z803d4y,1,0,0,2023-04-02T16:01:14.060Z,2023-04-02T16:50:31Z,4158797327,144,1,4158566599,140,45.7,4158566601,141,45.4,4158566597,56,Back,4158566605,213,1.6,4158566603,212,11.2,,,,,,,rktyecx75c47pgwyt4vm3i7d,M. Cuisance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527711513,417,1,1,0,35,4plikfte18rv8v4l89z803d4y,0,46.5,45.5,2023-04-02T16:01:14.696Z,2023-04-03T01:14:33Z,4160064213,178,,4158792377,212,3.6,4158792371,56,Back,4158792373,140,43.1,4158792375,141,44.5,4158792379,213,3.3,,,,,,,5qfa3h4gut5jlnfkexq5m1djp,H. Winks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527712097,445,61,1,0,35,2tk2l9sgktwc9jhzqdd4mpdtb,1,56,55,2023-04-02T16:01:14.808Z,2023-04-03T01:14:49Z,4160064679,178,,4158795465,56,Center,,,,,,,,,,,,,,,,,,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668399,9,3,1,0,36,2tk2l9sgktwc9jhzqdd4mpdtb,0,61.7,59.2,2023-04-02T16:01:15.840Z,2023-04-03T01:14:52Z,4158795079,233,418,4158566337,56,Center,4158795019,286,,4160064717,178,,4159234061,465,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527712009,418,7,1,0,36,4plikfte18rv8v4l89z803d4y,1,38.3,40.8,2023-04-02T16:01:15.976Z,2023-04-03T01:15:00Z,4158795057,233,9,4160064977,178,,4159234193,383,,4158794965,285,,4158794961,56,Back,,,,,,,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668481,8,1,1,0,37,4plikfte18rv8v4l89z803d4y,1,41.5,38.2,2023-04-02T16:01:17.403Z,2023-04-03T01:15:12Z,4158566841,213,3.7,4160065345,178,,4158566827,56,Back,4158566837,212,10.5,4158566829,140,33.2,4158566833,141,29.7,,,,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668525,9,1,1,0,38,4plikfte18rv8v4l89z803d4y,1,29.6,36,2023-04-02T16:01:18.466Z,2023-04-03T01:15:18Z,4160065525,178,,4158567057,212,22.7,4158567059,213,1.6,4158567051,56,Back,4158567055,141,69.3,4158567053,140,29.1,,,,,,,bf67gbxjr8fkha0e59fs6qok5,J. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668539,10,1,1,0,41,4plikfte18rv8v4l89z803d4y,1,29.3,69.3,2023-04-02T16:01:21.306Z,2023-04-03T01:15:25Z,4158567139,141,82.4,4158567135,56,Back,4158567141,212,13.5,4158567143,213,0.7,4160065689,178,,4158567137,140,38.9,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668581,11,1,1,0,43,4plikfte18rv8v4l89z803d4y,1,38.9,82.4,2023-04-02T16:01:23.243Z,2023-04-03T01:15:29Z,4158567341,212,15.2,4158567343,213,5.9,4158567337,140,52.5,4158567339,141,74.8,4160065817,178,,4158567335,56,Center,,,,,,,14vhrqvqomi57x5mtsawm44b9,T. Augello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668587,12,1,1,0,46,4plikfte18rv8v4l89z803d4y,0,56.1,78.8,2023-04-02T16:01:26.430Z,2023-04-03T01:15:42Z,4158567379,212,9.2,4160066123,178,,4158567371,140,64.4,4158567375,141,82.9,4158567369,56,Left,4158567383,213,0.3,,,,,,,5qfa3h4gut5jlnfkexq5m1djp,H. Winks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668607,10,49,1,0,47,2tk2l9sgktwc9jhzqdd4mpdtb,1,31.6,13.8,2023-04-02T16:01:27.149Z,2023-04-03T01:15:49Z,,,,,,,,,,,,,,,,,,,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668637,11,4,1,0,48,2tk2l9sgktwc9jhzqdd4mpdtb,1,35.6,11.4,2023-04-02T16:01:28.363Z,2023-04-03T01:15:59Z,4158567651,294,,4158567737,233,13,4158567653,56,Back,4158567655,152,,4158567657,286,,4158567649,13,,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668645,13,4,1,0,48,4plikfte18rv8v4l89z803d4y,0,64.4,88.6,2023-04-02T16:01:28.364Z,2023-04-03T01:15:58Z,4158567711,152,,4158567713,285,,4158567709,56,Left,4158567705,13,,4158567819,233,11,4160066561,178,,4158567707,294,,,,,c87f30rukjnu7v3f3iqxpkxqt,F. Đuričić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668809,12,1,1,0,56,2tk2l9sgktwc9jhzqdd4mpdtb,1,39.5,4.3,2023-04-02T16:01:35.657Z,2023-04-03T01:16:06Z,4158568569,140,30.6,4158568565,152,,4158568563,5,,4160066809,178,,4158568571,141,12.8,4158568567,56,Back,4158568575,213,2.6,4158568573,212,11.0,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668837,13,1,1,1,2,2tk2l9sgktwc9jhzqdd4mpdtb,1,27.5,42.8,2023-04-02T16:01:42.187Z,2023-04-03T01:16:13Z,4158568685,212,10.6,4158568683,141,41.0,4158568681,140,37.5,4160067047,178,,4158568687,213,6.2,4158568679,56,Back,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668869,14,1,1,1,3,2tk2l9sgktwc9jhzqdd4mpdtb,1,37.6,39.8,2023-04-02T16:01:43.079Z,2023-04-03T01:16:19Z,4160067299,178,,4158568863,140,40.4,4158568865,141,10.4,4158568855,56,Back,4158568869,213,4.9,4158568867,212,20.2,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668979,15,1,1,1,6,2tk2l9sgktwc9jhzqdd4mpdtb,1,40.4,10.6,2023-04-02T16:01:46.521Z,2023-04-03T01:16:26Z,4158569417,56,Right,4160067545,178,,4158569421,141,7.7,4158569419,140,55.1,4158569423,212,15.6,4158569425,213,6.2,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527986719,1385,83,1,1,11,4plikfte18rv8v4l89z803d4y,1,58.9,76.6,2023-04-02T16:01:50.989Z,2023-04-03T04:12:35Z,4160262311,399,120638,,,,,,,,,,,,,,,,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669085,16,1,1,1,13,2tk2l9sgktwc9jhzqdd4mpdtb,1,38.3,32.8,2023-04-02T16:01:53.194Z,2023-04-03T01:16:34Z,4158569959,196,,4158569969,213,1.7,4158569961,56,Back,4160067767,178,,4158569963,140,32.5,4158569965,141,94.5,4158569971,1,,4158569967,212,42.4,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669153,17,1,1,1,19,2tk2l9sgktwc9jhzqdd4mpdtb,1,36.6,95.9,2023-04-02T16:01:58.634Z,2023-04-03T01:16:47Z,4158570351,140,43.2,4158570355,212,7.0,4158570353,141,97.5,4160068135,178,,4158570357,213,0.2,4158570349,56,Back,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669187,18,1,1,1,22,2tk2l9sgktwc9jhzqdd4mpdtb,1,40.7,73.3,2023-04-02T16:02:02.157Z,2023-04-03T01:16:55Z,4158570497,141,59.0,4158570501,213,5.9,4160068379,178,,4158570493,56,Center,4158570495,140,61.1,4158570499,212,23.5,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669327,19,1,1,1,24,2tk2l9sgktwc9jhzqdd4mpdtb,1,62.3,60.9,2023-04-02T16:02:04.082Z,2023-04-03T01:17:07Z,4158571277,213,0.8,4160068853,178,,4158571269,56,Left,4158571271,140,87.6,4158571273,141,97.4,4158571275,212,36.4,4158571279,1,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669377,20,1,1,1,33,2tk2l9sgktwc9jhzqdd4mpdtb,1,87.8,86.3,2023-04-02T16:02:12.778Z,2023-04-03T01:17:25Z,4160069337,178,,4158572151,210,15,4158571545,212,8.0,4158571543,141,80.3,4158571535,56,Left,4158571539,140,81.2,4158571547,213,3.7,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669383,21,15,1,1,35,2tk2l9sgktwc9jhzqdd4mpdtb,1,80.7,76.3,2023-04-02T16:02:14.602Z,2023-04-03T01:17:26Z,4158572179,103,15.8,4158572173,55,20,4158572171,29,,4158572185,147,51.4,4158571793,18,,4158572231,233,14,4158571791,20,,4158572169,78,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,4160069565,178,4158572183,146,98.8,4158572181,215,4158572177,102,50.7,4158571581,56,Center,4158571577,22,,,,,,,,,,,,,,,,,,,,,,,,,
2527669403,14,10,1,1,35,4plikfte18rv8v4l89z803d4y,1,1.8,48.5,2023-04-02T16:02:15.482Z,2023-04-03T01:17:37Z,4159239733,377,,4158571697,56,Back,4158572063,179,,4158572061,177,,4158571695,182,,4158572133,233,21,,,,,,,awpcf5w245iug4znjqctuebpx,N. Ravaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669413,15,52,1,1,36,4plikfte18rv8v4l89z803d4y,1,2.3,50.3,2023-04-02T16:02:15.658Z,2023-04-03T01:17:48Z,4159239907,377,,4160070019,389,,,,,,,,,,,,,,,,,,,,awpcf5w245iug4znjqctuebpx,N. Ravaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669745,16,1,1,1,56,4plikfte18rv8v4l89z803d4y,1,12.6,52.1,2023-04-02T16:02:35.925Z,2023-04-03T01:18:06Z,4158803753,189,,4158573597,141,33.4,4160070651,178,,4158573601,213,4.5,4158573599,212,13.1,4158573595,140,9.7,4158573593,56,Back,4158573591,123,,awpcf5w245iug4znjqctuebpx,N. Ravaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669759,17,1,1,1,56,4plikfte18rv8v4l89z803d4y,1,9.7,33.4,2023-04-02T16:02:36.252Z,2023-04-03T01:18:16Z,4158573659,56,Back,4158573669,213,5.3,4158573665,141,10.4,4158573663,140,19.9,4158803835,189,,4158573667,212,19.0,4160070915,178,,,,,bf67gbxjr8fkha0e59fs6qok5,J. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669789,18,1,1,1,57,4plikfte18rv8v4l89z803d4y,1,16.4,2.7,2023-04-02T16:02:37.330Z,2023-04-03T01:18:22Z,4158573887,213,0.1,4158573883,141,5.4,4158573885,212,18.9,4158573881,140,34.3,4158573879,56,Back,4160071013,178,,,,,,,,7kbn6vt37rfgd9yszzvx9idm2,A. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669797,19,50,1,2,1,4plikfte18rv8v4l89z803d4y,1,35.6,8.4,2023-04-02T16:02:41.347Z,2023-04-03T01:18:51Z,4158573911,56,Back,4158574085,233,22,4158573913,286,,,,,,,,,,,,,,,,,rktyecx75c47pgwyt4vm3i7d,M. Cuisance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669815,22,7,1,2,2,2tk2l9sgktwc9jhzqdd4mpdtb,1,64.4,91.6,2023-04-02T16:02:41.555Z,2023-04-03T01:18:57Z,4158574031,285,,4159241635,383,,4160071699,178,,4158574029,56,Left,4158574043,233,19,,,,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669819,23,49,1,2,3,2tk2l9sgktwc9jhzqdd4mpdtb,1,61.6,85.7,2023-04-02T16:02:42.882Z,2023-04-03T01:19:24Z,,,,,,,,,,,,,,,,,,,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669877,24,1,1,2,5,2tk2l9sgktwc9jhzqdd4mpdtb,1,67.8,69.7,2023-04-02T16:02:45.266Z,2023-04-03T01:20:19Z,4160074007,178,,4158574313,212,9.3,4158574309,140,60.0,4158574315,213,3.6,4158574311,141,63.3,4158574307,56,Center,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527669927,25,1,1,2,7,2tk2l9sgktwc9jhzqdd4mpdtb,1,61.7,52.8,2023-04-02T16:02:47.436Z,2023-04-03T01:20:34Z,4158574597,212,21.6,4160074451,178,,4158574591,56,Right,4158574593,140,62.5,4158574595,141,21.0,4158574599,213,4.8,,,,,,,2lyib1m8bhrkcc3ukk12fbefp,G. Wijnaldum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670029,26,3,1,2,14,2tk2l9sgktwc9jhzqdd4mpdtb,0,90.2,11,2023-04-02T16:02:53.797Z,2023-04-03T01:20:50Z,4158575141,286,,4160074939,178,,4158575139,56,Right,4158575339,233,20,4159244269,464,,,,,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670049,20,7,1,2,15,4plikfte18rv8v4l89z803d4y,1,9.8,89,2023-04-02T16:02:55.311Z,2023-04-03T01:20:52Z,4160074971,178,,4158575285,233,26,4158575251,167,,4159244483,385,,4158575255,285,,4158575253,56,Back,,,,,,,14vhrqvqomi57x5mtsawm44b9,T. Augello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670057,21,5,1,2,16,4plikfte18rv8v4l89z803d4y,0,11.3,100.8,2023-04-02T16:02:55.964Z,2023-04-03T01:21:02Z,4158575277,347,,4158575359,233,27,4158575275,56,Back,,,,,,,,,,,,,,,,14vhrqvqomi57x5mtsawm44b9,T. Augello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527670045,27,5,1,2,16,2tk2l9sgktwc9jhzqdd4mpdtb,1,88.7,-0.8,2023-04-02T16:02:55.964Z,2023-04-03T01:21:02Z,4158575229,56,Right,4158575319,233,21,4158575231,347,,,,,,,,,,,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
