id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,assist,qualifier/16/value,qualifier/17/value
2504602967,6,1,1,0,12,4raiad4l2j5lkfaz92pk4osb,0,10.2,47.6,2023-02-05T17:01:40.385Z,2023-02-06T03:36:59Z,4016873197,178,,4015814461,56,Back,4015814471,1,,4015814459,157,,4015814463,140,42.6,4015814465,141,76.3,4015814467,212,39.2,4015814469,213,0.5,2udciji4n7tr07ft7twe2r9w5,P. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504602955,6,44,1,0,15,ej5er0oyngdw138yuumwqbyqt,1,57.6,18.6,2023-02-05T17:01:43.709Z,2023-02-06T05:40:44Z,4015814541,233,7,4015814395,56,Right,4015814397,286,,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504602973,7,44,1,0,15,4raiad4l2j5lkfaz92pk4osb,0,42.4,81.4,2023-02-05T17:01:43.710Z,2023-02-06T03:37:03Z,4015814549,233,6,4015814485,56,Back,4015814487,285,,,,,,,,,,,,,,,,,6gab9bfl0kj0hy1z0u75pl42d,R. Saponara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504602977,7,1,1,0,15,ej5er0oyngdw138yuumwqbyqt,0,57.7,13.5,2023-02-05T17:01:43.750Z,2023-02-06T05:40:44Z,4016873263,388,,4015814533,213,0.9,4015814529,212,17.4,4015814517,56,Center,4015814515,3,,4015814525,141,33.6,4015814521,140,67.9,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603039,8,1,1,0,17,4raiad4l2j5lkfaz92pk4osb,1,30.6,58.4,2023-02-05T17:01:46.133Z,2023-02-06T03:37:17Z,4015814827,56,Back,4016873309,178,,4015814831,141,73.2,4015814825,3,,4015814833,212,10.2,4015814829,140,28.9,4015814835,213,1.7,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603081,9,1,1,0,19,4raiad4l2j5lkfaz92pk4osb,1,28.9,73.2,2023-02-05T17:01:47.528Z,2023-02-06T03:37:24Z,4015814993,212,21.6,4015814991,141,96.3,4016873353,178,,4015814989,140,43.0,4015964333,155,,4015814987,56,Back,4015814995,213,0.8,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603089,10,1,1,0,21,4raiad4l2j5lkfaz92pk4osb,0,41.5,95.4,2023-02-05T17:01:49.337Z,2023-02-06T03:37:31Z,4015964983,168,,4015815049,212,29.0,4015815053,213,6.3,4015815039,56,Left,4015815045,141,94.2,4016873411,178,,4015815043,140,69.1,,,,6gab9bfl0kj0hy1z0u75pl42d,R. Saponara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603105,9,1,1,0,24,ej5er0oyngdw138yuumwqbyqt,1,34.5,10.7,2023-02-05T17:01:52.746Z,2023-02-06T03:37:43Z,4015815137,141,30.0,4015815135,140,9.9,4016873491,178,,4015815139,212,29.0,4015815141,213,2.7,4015815133,56,Back,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603043,8,49,1,0,24,ej5er0oyngdw138yuumwqbyqt,1,35.4,10.3,2023-02-05T17:01:52.758Z,2023-02-06T03:37:38Z,,,,,,,,,,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603121,10,1,1,0,29,ej5er0oyngdw138yuumwqbyqt,1,10.6,33.1,2023-02-05T17:01:57.717Z,2023-02-06T03:37:49Z,4016873521,178,,4015815251,56,Back,4015815253,140,24.6,4015815255,141,33.7,4015815257,212,14.7,4015815259,213,0.0,,,,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603139,11,1,1,0,30,ej5er0oyngdw138yuumwqbyqt,1,24.6,33.7,2023-02-05T17:01:58.854Z,2023-02-06T03:37:55Z,4015815365,140,21.8,4015815367,141,16.1,4015815369,212,12.3,4016873539,178,,4015815371,213,4.5,4015815363,56,Back,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603147,12,1,1,0,32,ej5er0oyngdw138yuumwqbyqt,0,21.7,15.9,2023-02-05T17:02:00.660Z,2023-02-06T03:38:02Z,4015815417,141,25.5,4015815415,140,55.1,4016873569,178,,4015815419,212,35.7,4015815411,155,,4015815421,213,0.2,4015815423,1,,4015815413,56,Center,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603181,11,61,1,0,34,4raiad4l2j5lkfaz92pk4osb,1,44.3,69.7,2023-02-05T17:02:02.566Z,2023-02-06T03:38:17Z,4015815587,56,Back,4016873631,178,,,,,,,,,,,,,,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603225,12,49,1,0,36,4raiad4l2j5lkfaz92pk4osb,1,44.1,55.1,2023-02-05T17:02:05.170Z,2023-02-06T03:38:25Z,,,,,,,,,,,,,,,,,,,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603259,13,1,1,0,36,4raiad4l2j5lkfaz92pk4osb,1,51.6,57.7,2023-02-05T17:02:05.196Z,2023-02-06T03:38:32Z,4016873697,178,,4015815893,141,21.1,4015815891,140,37.5,4015815889,56,Back,4015815895,212,29.0,4015815897,213,4.2,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603345,14,4,1,0,43,4raiad4l2j5lkfaz92pk4osb,1,61.8,11.3,2023-02-05T17:02:11.838Z,2023-02-06T03:38:39Z,4015816245,13,,4015816247,56,Right,4015816249,152,,4015816253,286,,4015967011,294,,4015816259,233,13,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603329,13,4,1,0,43,ej5er0oyngdw138yuumwqbyqt,0,38.2,88.7,2023-02-05T17:02:11.839Z,2023-02-06T03:38:39Z,4015816197,285,,4015816189,13,,4015816275,233,14,4015816191,56,Back,4015816193,152,,4016873729,178,,4015966789,294,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603549,15,1,1,1,1,4raiad4l2j5lkfaz92pk4osb,1,56.2,15.8,2023-02-05T17:02:29.616Z,2023-02-06T03:38:43Z,4015817297,56,Back,4015817295,152,,4016873751,178,,4015817299,140,47.5,4015817305,213,2.1,4015817303,212,19.4,4015817293,5,,4015817301,141,40.9,eh1ul4duphy1iz4odwx9tkjjd,N. González,4015970781,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603579,16,1,1,1,2,4raiad4l2j5lkfaz92pk4osb,1,55,33.6,2023-02-05T17:02:30.953Z,2023-02-06T03:38:45Z,4015817443,140,47.2,4015817441,56,Back,4015817449,213,2.0,4016873769,178,,4015830129,189,,4015817445,141,57.3,4015817447,212,18.1,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504631861,417,1,1,1,3,4raiad4l2j5lkfaz92pk4osb,1,42.9,92.6,2023-02-05T17:02:31.232Z,2023-02-06T03:38:53Z,4015970601,213,4.2,4015970593,56,Back,4015970595,140,37.3,4016873811,178,,4015971169,189,,4015970597,141,76.7,4015970599,212,12.3,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504631823,416,1,1,1,3,4raiad4l2j5lkfaz92pk4osb,1,45.5,65.2,2023-02-05T17:02:31.416Z,2023-02-06T03:38:49Z,4015970609,189,,4015970405,56,Back,4015970411,212,16.9,4015970407,140,43.4,4015970409,141,89.9,4015970413,213,1.7,4016873783,178,,,,,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603599,17,1,1,1,4,4raiad4l2j5lkfaz92pk4osb,1,35.6,63.1,2023-02-05T17:02:32.772Z,2023-02-06T03:39:00Z,4015817553,56,Back,4016873855,178,,4015817557,141,33.6,4015817561,213,4.6,4015817555,140,34.3,4015817559,212,20.1,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603641,18,1,1,1,9,4raiad4l2j5lkfaz92pk4osb,1,34.3,33.6,2023-02-05T17:02:38.045Z,2023-02-06T03:39:09Z,4015817757,212,20.6,4015817755,141,63.9,4016873911,178,,4015817759,213,1.6,4015817751,56,Back,4015817753,140,34.5,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603677,19,1,1,1,13,4raiad4l2j5lkfaz92pk4osb,1,40.4,73.6,2023-02-05T17:02:41.435Z,2023-02-06T03:39:35Z,4015817943,140,55.2,4015817941,56,Left,4015817949,213,0.7,4016874073,178,,4015817945,141,93.9,4015817947,212,20.8,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504803171,1293,67,1,1,14,4raiad4l2j5lkfaz92pk4osb,1,59.5,95.7,2023-02-05T17:02:42.801Z,2023-02-06T05:40:44Z,4016890411,233,949,,,,,,,,,,,,,,,,,,,,,,6gab9bfl0kj0hy1z0u75pl42d,R. Saponara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504803167,949,67,1,1,14,ej5er0oyngdw138yuumwqbyqt,0,40.5,4.3,2023-02-05T17:02:42.802Z,2023-02-06T04:22:06Z,4016890419,233,1293,,,,,,,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603701,20,1,1,1,14,4raiad4l2j5lkfaz92pk4osb,0,59.1,95.8,2023-02-05T17:02:42.814Z,2023-02-06T05:40:45Z,4015819993,140,59.8,4015822581,233,14,4015822589,286,,4015819995,141,95.0,4015819999,213,5.6,4016874135,178,,4015822577,236,,4015819997,212,0.9,6gab9bfl0kj0hy1z0u75pl42d,R. Saponara,4015818057,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603691,14,74,1,1,14,ej5er0oyngdw138yuumwqbyqt,1,41.2,8.8,2023-02-05T17:02:42.870Z,2023-02-06T03:39:58Z,4015818029,56,Back,4016874169,178,,4015818031,285,,4015822637,233,20,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603771,21,1,1,1,15,4raiad4l2j5lkfaz92pk4osb,1,61.5,86.1,2023-02-05T17:02:44.184Z,2023-02-06T03:40:06Z,4015818403,141,93.1,4015818395,56,Left,4015818399,140,74.4,4016874227,178,,4015818411,213,0.3,4015818407,212,14.4,,,,,,,6gab9bfl0kj0hy1z0u75pl42d,R. Saponara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603789,22,3,1,1,21,4raiad4l2j5lkfaz92pk4osb,0,84.8,92.6,2023-02-05T17:02:49.855Z,2023-02-06T03:41:35Z,4015818509,286,,4016284047,464,,4015974507,233,391,4016874343,178,,4015818507,56,Left,,,,,,,,,,963czsr3yecwk4s3p1wby5x3p,A. Barák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504632527,391,7,1,1,21,ej5er0oyngdw138yuumwqbyqt,1,15.2,7.4,2023-02-05T17:02:50.194Z,2023-02-06T03:41:48Z,4015974475,285,,4016284109,384,,4015974471,56,Back,4016874451,178,,4015974485,233,22,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603793,15,1,1,1,22,ej5er0oyngdw138yuumwqbyqt,1,14.3,11,2023-02-05T17:02:50.583Z,2023-02-06T03:41:56Z,4015818523,56,Back,4016874539,178,,4015818529,212,7.2,4015818527,141,5.8,4015818531,213,5.8,4015818525,140,20.3,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603805,16,49,1,1,24,ej5er0oyngdw138yuumwqbyqt,1,20.6,5,2023-02-05T17:02:52.269Z,2023-02-06T03:41:15Z,,,,,,,,,,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603821,17,1,1,1,24,ej5er0oyngdw138yuumwqbyqt,1,20.1,5.2,2023-02-05T17:02:52.287Z,2023-02-06T03:41:10Z,4015818651,56,Back,4015818653,140,15.5,4015818657,212,4.9,4015818655,141,6.4,4016874627,178,,4015818659,213,3.0,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603827,18,1,1,1,24,ej5er0oyngdw138yuumwqbyqt,1,14.5,4.4,2023-02-05T17:02:52.875Z,2023-02-06T03:42:13Z,4016874919,178,,4015969053,212,9.1,4015969049,141,9.5,4015969047,140,6.5,4015818687,56,Back,4015969057,213,2.8,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603855,19,1,1,1,28,ej5er0oyngdw138yuumwqbyqt,0,3.3,3.7,2023-02-05T17:02:56.347Z,2023-02-06T03:42:35Z,4015818835,157,,4015818839,140,4.7,4015818993,286,,4015818847,1,,4015818987,236,,4015818837,56,Back,4015818845,213,6.1,4015818843,212,1.5,1po7tmdv73zfjentt0p20wdlh,S. Posch,4015818841,141,3.2,4016874999,178,4015818989,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603865,23,74,1,1,28,4raiad4l2j5lkfaz92pk4osb,1,95.7,97.8,2023-02-05T17:02:56.353Z,2023-02-06T03:42:31Z,4015818927,56,Left,4015818929,285,,4016875041,178,,4015819007,233,19,,,,,,,,,,,,,963czsr3yecwk4s3p1wby5x3p,A. Barák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603871,20,5,1,1,28,ej5er0oyngdw138yuumwqbyqt,1,-0.9,3.4,2023-02-05T17:02:57.202Z,2023-02-06T03:42:42Z,4015819045,233,24,4015818963,346,,4015818961,56,Back,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504603877,24,5,1,1,28,4raiad4l2j5lkfaz92pk4osb,0,100.9,96.6,2023-02-05T17:02:57.202Z,2023-02-06T03:42:41Z,4015818999,56,Left,4015819001,346,,4015819061,233,20,,,,,,,,,,,,,,,,963czsr3yecwk4s3p1wby5x3p,A. Barák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504604097,21,1,1,1,45,ej5er0oyngdw138yuumwqbyqt,1,3.1,52.8,2023-02-05T17:03:13.309Z,2023-02-06T03:42:47Z,4015820209,56,Back,4015820213,141,39.7,4015820207,124,,4015820211,140,7.6,4015820221,237,,4015820215,212,10.1,4015820217,213,5.2,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504604121,22,1,1,1,47,ej5er0oyngdw138yuumwqbyqt,1,8.3,39.7,2023-02-05T17:03:15.697Z,2023-02-06T03:42:52Z,4015820319,141,49.4,4015820331,1,,4015820315,140,40.5,4015820327,213,0.2,4015820313,56,Back,4015820323,212,34.4,4016875159,178,,4015820311,155,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504604129,23,1,1,1,50,ej5er0oyngdw138yuumwqbyqt,0,37,50.9,2023-02-05T17:03:18.319Z,2023-02-06T03:42:59Z,4015820371,56,Back,4016875201,388,,4015820373,140,43.9,4015820369,168,,4015820377,212,8.1,4015820375,141,45.6,4015820367,3,,4015820379,213,5.8,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504604139,25,49,1,1,51,4raiad4l2j5lkfaz92pk4osb,1,55.7,51.3,2023-02-05T17:03:19.391Z,2023-02-06T03:43:08Z,,,,,,,,,,,,,,,,,,,,,,,,,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
