id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2476099285,8,1,1,0,24,dxq76zcvnokq07cszdx0i6kve,0,96.1,18.9,2022-10-23T10:31:26.636Z,2022-10-23T18:17:54Z,3865771975,140,90.3,3865771971,155,,3865771969,2,,3865771979,212,25.4,3868105919,178,,3865771973,56,Center,3865771977,141,55.1,3867250809,224,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,3867250811,20,3865771985,213,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099311,4,12,1,0,25,7gnly6999wao1xarwct4p8fe9,1,8.4,47.4,2022-10-23T10:31:28.383Z,2022-10-23T18:17:59Z,3868106329,178,,3865772169,15,,3865772133,167,,3865772109,56,Back,3865772111,140,0.0,3865772117,213,2.0,3865772113,141,77.1,3865772115,212,22.3,7zokstl625tj96c64ow4uvjyt,O. Aina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099313,5,6,1,0,27,7gnly6999wao1xarwct4p8fe9,0,0,76.2,2022-10-23T10:31:29.898Z,2022-10-23T18:18:03Z,3865772149,233,9,3865772123,56,Back,3865772125,73,,,,,,,,,,,,,,,,,7zokstl625tj96c64ow4uvjyt,O. Aina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099315,9,6,1,0,27,dxq76zcvnokq07cszdx0i6kve,1,100,23.8,2022-10-23T10:31:29.898Z,2022-10-23T18:18:03Z,3865772139,233,5,3865772131,73,,3865772129,56,Center,,,,,,,,,,,,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099555,10,1,1,0,51,dxq76zcvnokq07cszdx0i6kve,0,99.5,0.5,2022-10-23T10:31:54.252Z,2022-10-23T18:18:06Z,3865773153,223,,3865773147,2,,3865773157,140,95.4,3868106733,178,,3867251503,72,,3865773161,212,27.2,3865773163,213,1.7,3865773155,56,Center,bl76cebhta912vfi9z7ky32p6,L. Samardžić,3865773151,155,3865773159,141,40.0,3865773149,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127489,370,44,1,0,52,7gnly6999wao1xarwct4p8fe9,1,5.3,62.4,2022-10-23T10:31:55.279Z,2022-10-23T18:49:05Z,3865909949,56,Back,3865909951,285,,3865910021,233,385,,,,,,,,,,,,,,,,866f0f7taqhae91o3cjnnx0ph,V. Lazaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127497,385,44,1,0,52,dxq76zcvnokq07cszdx0i6kve,0,94.7,37.6,2022-10-23T10:31:55.280Z,2022-10-23T18:18:11Z,3865909987,56,Center,3865910045,233,370,3865909989,286,,,,,,,,,,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476108911,156,12,1,0,52,7gnly6999wao1xarwct4p8fe9,1,3.7,64,2022-10-23T10:31:55.365Z,2022-10-23T18:49:06Z,3865817615,213,4.9,3865817613,212,4.9,3868107305,178,,3865817607,56,Back,3865819933,15,,3865817611,141,56.9,3865817609,140,4.7,,,,866f0f7taqhae91o3cjnnx0ph,V. Lazaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099565,6,61,1,0,53,7gnly6999wao1xarwct4p8fe9,1,4.8,56.9,2022-10-23T10:31:55.652Z,2022-10-23T18:18:22Z,3865773213,56,Back,3868107785,21,,3868107787,178,,,,,,,,,,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099615,7,12,1,0,54,7gnly6999wao1xarwct4p8fe9,1,11.2,61.5,2022-10-23T10:31:56.735Z,2022-10-23T18:18:25Z,3865773451,140,29.8,3865773459,212,20.5,3865773463,213,0.3,3868108041,178,,3865773447,56,Back,3865773455,141,70.5,,,,,,,e2oeysariwd866ksilu3t4m7e,S. Ricci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099607,11,1,1,0,57,dxq76zcvnokq07cszdx0i6kve,0,67.4,29.4,2022-10-23T10:31:59.897Z,2022-10-23T18:18:29Z,3865773413,140,78.6,3865773417,212,18.8,3865773415,141,50.9,3865773411,56,Center,3865773419,213,0.9,3868108391,388,,3865773409,3,,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099633,8,12,1,0,58,7gnly6999wao1xarwct4p8fe9,1,21.4,56,2022-10-23T10:32:01.453Z,2022-10-23T18:18:33Z,3868108691,178,,3865773555,213,0.3,3865773553,212,20.1,3865773547,56,Back,3865773551,141,63.7,3865773591,15,,3865773549,140,39.9,,,,7oz324ar8tp6nkd934y096q22,D. Zima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099657,9,1,1,1,1,7gnly6999wao1xarwct4p8fe9,1,41.2,62.6,2022-10-23T10:32:04.010Z,2022-10-23T18:18:44Z,3865773673,212,11.2,3865773667,56,Back,3868109383,178,,3865773675,213,5.4,3865773671,141,50.1,3865773669,140,48.1,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099661,10,49,1,1,3,7gnly6999wao1xarwct4p8fe9,1,48.1,49.3,2022-10-23T10:32:05.815Z,2022-10-23T18:18:46Z,,,,,,,,,,,,,,,,,,,,,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099687,11,1,1,1,3,7gnly6999wao1xarwct4p8fe9,1,53.5,43.7,2022-10-23T10:32:06.052Z,2022-10-23T18:18:49Z,3865773843,213,5.0,3865773839,141,28.6,3865773837,140,56.3,3865773835,56,Center,3865773841,212,10.7,3868109883,178,,,,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099731,12,1,1,1,6,7gnly6999wao1xarwct4p8fe9,1,64.1,17,2022-10-23T10:32:09.516Z,2022-10-23T18:18:55Z,3865774049,140,89.9,3865774051,141,11.9,3868110245,178,,3865774047,56,Right,3865774053,212,27.3,3865774055,213,6.2,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099749,13,1,1,1,11,7gnly6999wao1xarwct4p8fe9,0,92.6,5.5,2022-10-23T10:32:13.755Z,2022-10-23T18:19:00Z,3865774147,56,Right,3865774153,212,10.0,3868110525,178,,3865774155,213,3.1,3865774149,140,83.1,3865774151,141,5.5,,,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099759,12,49,1,1,12,dxq76zcvnokq07cszdx0i6kve,1,22.1,88.4,2022-10-23T10:32:14.952Z,2022-10-23T18:19:04Z,,,,,,,,,,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099763,13,1,1,1,12,dxq76zcvnokq07cszdx0i6kve,1,22.1,88.4,2022-10-23T10:32:15.099Z,2022-10-23T18:19:07Z,3865774219,56,Back,3865774225,212,5.2,3865774227,213,2.8,3865774223,141,91.1,3868111025,178,,3865774221,140,17.5,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099775,14,1,1,1,13,dxq76zcvnokq07cszdx0i6kve,1,17.5,91.1,2022-10-23T10:32:16.267Z,2022-10-23T18:19:10Z,3865774291,140,22.7,3865774293,141,95.9,3865774297,213,0.5,3865774289,56,Back,3865774295,212,6.4,3868111225,178,,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099809,15,1,1,1,16,dxq76zcvnokq07cszdx0i6kve,1,21.3,96,2022-10-23T10:32:18.534Z,2022-10-23T18:19:13Z,3865774445,213,3.4,3865774439,140,14.5,3865774443,212,7.4,3868111399,178,,3865774441,141,93.0,3865774437,56,Back,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099837,16,1,1,1,18,dxq76zcvnokq07cszdx0i6kve,1,18.2,93.3,2022-10-23T10:32:21.368Z,2022-10-23T18:19:17Z,3865774543,56,Back,3865774553,212,25.9,3865774547,140,41.6,3865774555,213,6.0,3868111601,178,,3865774541,155,,3865774551,141,81.1,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099843,17,1,1,1,20,dxq76zcvnokq07cszdx0i6kve,0,41.6,81.1,2022-10-23T10:32:23.183Z,2022-10-23T18:19:22Z,3868112099,178,,3868112101,21,,3865774571,141,85.3,3865774569,140,38.0,3865774567,56,Back,3865774573,212,4.7,3865774575,213,2.5,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099873,14,1,1,1,21,7gnly6999wao1xarwct4p8fe9,1,63.3,19.3,2022-10-23T10:32:24.445Z,2022-10-23T18:19:26Z,3865774759,56,Center,3865774761,140,54.1,3868112475,178,,3865774765,212,22.2,3865774767,213,2.0,3865774763,141,48.7,,,,,,,cdrzpuj49ploquvdolgh5c3bp,S. Lukić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099879,15,49,1,1,24,7gnly6999wao1xarwct4p8fe9,1,53.5,51.1,2022-10-23T10:32:26.637Z,2022-10-23T18:19:30Z,,,,,,,,,,,,,,,,,,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099909,16,61,1,1,27,7gnly6999wao1xarwct4p8fe9,1,72.7,72.4,2022-10-23T10:32:30.454Z,2022-10-23T18:19:35Z,3868113139,178,,3865774937,56,Center,,,,,,,,,,,,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099947,17,3,1,1,33,7gnly6999wao1xarwct4p8fe9,0,92,91.1,2022-10-23T10:32:36.112Z,2022-10-23T18:19:43Z,3867347069,464,,3865775125,56,Left,3865915761,233,386,3865775127,286,,3868113855,178,,,,,,,,,,,866f0f7taqhae91o3cjnnx0ph,V. Lazaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128605,386,7,1,1,33,dxq76zcvnokq07cszdx0i6kve,1,8,8.9,2022-10-23T10:32:36.287Z,2022-10-23T18:19:47Z,3865915655,285,,3865915653,56,Back,3868114095,178,,3867347547,383,,3865915755,233,17,,,,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099959,18,49,1,1,35,dxq76zcvnokq07cszdx0i6kve,1,6.7,21.9,2022-10-23T10:32:37.570Z,2022-10-23T18:19:50Z,,,,,,,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099969,19,1,1,1,35,dxq76zcvnokq07cszdx0i6kve,1,6.3,21.9,2022-10-23T10:32:37.706Z,2022-10-23T18:19:55Z,3865775235,212,11.5,3865775231,140,12.0,3865775233,141,7.5,3865775237,213,5.3,3865775229,56,Back,3868114607,178,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099977,20,1,1,1,36,dxq76zcvnokq07cszdx0i6kve,1,15.5,8,2022-10-23T10:32:39.463Z,2022-10-23T18:19:59Z,3865775265,56,Back,3865775273,213,2.5,3865775267,140,9.9,3865775269,141,14.9,3868114949,178,,3865775271,212,7.5,,,,,,,bl76cebhta912vfi9z7ky32p6,L. Samardžić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099985,21,1,1,1,38,dxq76zcvnokq07cszdx0i6kve,1,8.6,13.7,2022-10-23T10:32:40.958Z,2022-10-23T18:20:02Z,3865775329,141,15.0,3865775331,212,7.5,3865775333,213,0.1,3865775325,56,Back,3868115159,178,,3865775327,140,15.7,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476099997,22,1,1,1,39,dxq76zcvnokq07cszdx0i6kve,1,16,15,2022-10-23T10:32:42.302Z,2022-10-23T18:20:05Z,3865775389,140,10.2,3865775393,212,8.1,3865775395,213,3.9,3868115493,178,,3865775387,56,Back,3865775391,141,7.1,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476100033,23,1,1,1,41,dxq76zcvnokq07cszdx0i6kve,1,11.2,7,2022-10-23T10:32:44.032Z,2022-10-23T18:20:08Z,3865775565,213,2.1,3865775557,56,Back,3868115769,178,,3865775563,212,11.4,3865775559,140,5.7,3865775561,141,21.5,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476100073,24,1,1,1,44,dxq76zcvnokq07cszdx0i6kve,1,9.3,23.1,2022-10-23T10:32:47.073Z,2022-10-23T18:20:14Z,3865775729,141,67.3,3868116081,178,,3865775731,212,30.1,3865775733,213,1.5,3865775725,56,Back,3865775727,140,11.5,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476100095,25,1,1,1,48,dxq76zcvnokq07cszdx0i6kve,1,12.9,70.6,2022-10-23T10:32:50.812Z,2022-10-23T18:20:17Z,3865775833,212,19.4,3865775835,213,0.9,3865775827,56,Back,3865775829,140,24.9,3865775831,141,92.3,3868116275,178,,,,,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476100115,26,1,1,1,51,dxq76zcvnokq07cszdx0i6kve,1,24.9,92.9,2022-10-23T10:32:53.863Z,2022-10-23T18:20:20Z,3868116527,178,,3865775929,213,5.3,3865775915,56,Back,3865775919,140,31.2,3865775925,212,11.2,3865775921,141,79.7,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476100183,27,1,1,1,52,dxq76zcvnokq07cszdx0i6kve,0,29.7,81.1,2022-10-23T10:32:54.776Z,2022-10-23T18:20:23Z,3865776165,155,,3865776175,213,0.2,3865776177,1,,3865776167,56,Left,3865776173,212,47.9,3868116705,178,,3865776169,140,74.3,3865776171,141,95.9,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476100181,18,49,1,1,59,7gnly6999wao1xarwct4p8fe9,1,30,1.3,2022-10-23T10:33:01.781Z,2022-10-23T18:20:29Z,,,,,,,,,,,,,,,,,,,,,,,,,7zokstl625tj96c64ow4uvjyt,O. Aina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476100243,19,1,1,1,59,7gnly6999wao1xarwct4p8fe9,1,29.5,2.1,2022-10-23T10:33:02.016Z,2022-10-23T18:20:31Z,3865776391,140,7.1,3865776395,212,30.8,3868117387,178,,3865776393,141,31.4,3865776397,213,2.4,3865776389,56,Back,,,,,,,7zokstl625tj96c64ow4uvjyt,O. Aina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476100315,20,1,1,2,3,7gnly6999wao1xarwct4p8fe9,1,6.6,34.2,2022-10-23T10:33:05.663Z,2022-10-23T18:20:34Z,3865776679,56,Back,3868117579,178,,3865776683,141,82.4,3865776687,213,1.4,3865776685,212,33.5,3865776681,140,13.2,3865776689,1,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476100339,21,1,1,2,8,7gnly6999wao1xarwct4p8fe9,0,15.5,85.1,2022-10-23T10:33:10.632Z,2022-10-23T18:20:36Z,3865776815,56,Back,3865776819,141,87.8,3865776821,212,31.0,3865776813,155,,3868117765,178,,3865776817,140,45.0,3865776823,213,0.1,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476100367,28,1,1,2,10,dxq76zcvnokq07cszdx0i6kve,1,56.7,11.9,2022-10-23T10:33:12.745Z,2022-10-23T18:20:38Z,3865776941,140,61.7,3865776949,213,0.9,3865776937,3,,3865776945,141,21.5,3868117925,388,,3865776939,56,Center,3865776947,212,8.4,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476100371,29,49,1,2,10,dxq76zcvnokq07cszdx0i6kve,1,61.3,20.9,2022-10-23T10:33:13.458Z,2022-10-23T18:20:41Z,,,,,,,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476100401,30,1,1,2,12,dxq76zcvnokq07cszdx0i6kve,1,56.6,20.7,2022-10-23T10:33:15.504Z,2022-10-23T18:21:01Z,3865777061,212,11.5,3865777059,141,10.6,3865777063,213,3.8,3865777057,140,47.8,3865777055,56,Back,3868119407,178,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
