id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2497181865,131,1,1,14,56,67z1gqyiuzpmmb15q5fy7ntc4,0,83.5,65.1,2023-01-14T14:15:08.252Z,2023-01-14T22:13:21Z,3976867621,213,5.8,3976867615,140,86.1,3976868043,236,,3976868049,286,,3976867617,141,63.2,3976868045,233,137,3976867619,212,3.0,3978650127,178,,4vonqsqrzoyye4vs6n7dud2p5,José Machín,3976867613,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497181931,137,74,1,14,56,af91jdcs6x0bqkmdb78rokod2,1,6.7,44,2023-01-14T14:15:08.417Z,2023-01-14T22:13:28Z,3976868087,233,131,3976867959,56,Back,3976867961,285,,3978650195,178,,,,,,,,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497184285,140,4,1,14,58,67z1gqyiuzpmmb15q5fy7ntc4,1,86.8,67.4,2023-01-14T14:15:10.010Z,2023-01-14T22:14:00Z,3976880495,152,,3976886341,343,3,3976880497,265,,3976880491,13,,3976882587,233,144,3976880489,9,,3976880499,286,,3976880493,56,Center,thnje2i2s96fcbuscj57053p,A. Izzo,3976885409,348,6ck9f1ppvl65nui0x71q80jx1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497184679,144,4,1,14,58,af91jdcs6x0bqkmdb78rokod2,0,13.2,32.6,2023-01-14T14:15:10.011Z,2023-01-14T22:14:00Z,3978650585,178,,3976882575,152,,3976882573,56,Back,3976882623,233,140,3976882569,9,,3976882579,285,,3976900569,343,3,3976882571,13,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,3976882577,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497181955,132,84,1,15,11,67z1gqyiuzpmmb15q5fy7ntc4,0,0,0,2023-01-14T14:15:23.113Z,2023-01-14T14:17:51Z,3976878621,343,2,3976868121,56,Center,3976868123,286,,3976871325,233,138,3976880311,436,3,,,,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497181969,138,43,1,15,11,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-01-14T14:15:23.114Z,2023-01-14T14:18:14Z,3976880315,233,132,3976868229,56,Back,3976882093,144,7,3976871215,285,0,,,,,,,,,,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497181983,139,43,1,15,13,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-01-14T14:15:25.255Z,2023-01-14T14:17:42Z,3976879743,144,49,,,,,,,,,,,,,,,,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497182003,140,43,1,15,14,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-01-14T14:15:25.751Z,2023-01-14T14:17:40Z,3976879515,144,1,3976868395,212,22.5,3976868391,140,23.8,3976868401,213,5.3,3976868389,56,Back,3976868393,141,8.5,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497182027,141,43,1,15,15,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-01-14T14:15:26.727Z,2023-01-14T14:17:38Z,3976879455,144,1,3976868511,141,7.1,3976868507,56,Back,3976868515,213,6.2,3976868513,212,22.3,3976868509,140,45.0,,,,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497182533,142,43,1,15,17,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-01-14T14:15:29.510Z,2023-01-14T14:16:23Z,3976873621,144,5,3976871213,347,0,3976871211,56,Back,,,,,,,,,,,,,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497182081,133,43,1,15,19,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-14T14:15:31.066Z,2023-01-14T14:17:45Z,3976879903,144,4,3976873901,265,0,3976868791,56,Left,3976873897,13,0,3976873899,152,0,3976873903,285,0,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497182097,134,43,1,15,20,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-14T14:15:31.722Z,2023-01-14T14:15:57Z,3976868861,56,Left,3976871179,144,5,3976868863,347,0,,,,,,,,,,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497182135,135,43,1,15,22,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-14T14:15:33.850Z,2023-01-14T14:15:36Z,3976869285,144,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497182681,136,17,1,15,31,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-14T14:15:43.034Z,2023-01-14T21:37:04Z,3976871977,31,,3976871979,392,,3976871981,13,243,,,,,,,,,,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497183031,143,43,1,16,13,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-01-14T14:16:25.334Z,2023-01-14T14:17:37Z,3976873761,152,0,3976873759,56,Back,3976873765,286,0,3976873763,265,0,3976879343,144,4,3976873757,13,0,,,,,,,a8ez7qv4n62b8s45pdo8u07o5,C. Pickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497183689,137,27,1,16,43,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-14T14:16:54.680Z,2023-01-14T21:37:23Z,3976877309,207,,3976877311,364,,3976877307,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497183745,138,65,1,16,47,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-14T14:16:59.215Z,2023-01-14T21:37:31Z,3976878633,331,,3976877577,365,132,3976879393,336,,,,,,,,,,,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497184059,139,28,1,17,12,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-14T14:17:24.366Z,2023-01-14T21:37:36Z,3976879233,364,,3976879235,55,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497185311,141,16,1,18,45,67z1gqyiuzpmmb15q5fy7ntc4,1,88.5,50,2023-01-14T14:18:57.016Z,2023-01-14T21:38:02Z,3976887133,231,50.2,3978201553,395,0.9,3976887123,102,54.1,3976886677,214,,3976886681,374,2023-01-14 14:18:56.447,3978605643,178,,3976886673,9,,3976887121,76,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,3976887127,390,202903,3976887137,281,thnje2i2s96fcbuscj57053p,3976887131,230,99.4,,3976886675,20,,3976886775,353,,145,3978201555,396,3976887135,280,PENALTY_WON,3976887125,103,3976886685,375,3976887139,282,742,3976887129,458,,52.5,1.9,18:44.793,3976886197,56,Center,3976886195,17
2497185367,145,58,1,18,45,af91jdcs6x0bqkmdb78rokod2,0,0,0,2023-01-14T14:18:57.016Z,2023-01-14T21:38:03Z,3976886519,179,,3976886523,56,Back,3976886515,186,,3976886521,75,,3976886511,9,,3976886935,233,141,,,,,,,eu9b86opw6n66vftu1r5alfqh,M. Carnesecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186131,146,1,1,19,39,af91jdcs6x0bqkmdb78rokod2,1,49.9,50.1,2023-01-14T14:19:50.833Z,2023-01-14T21:38:15Z,3976890577,56,Back,3976890583,212,25.4,3978203647,189,,3978606289,178,,3976890585,213,4.2,3976890579,140,37.7,3976890587,279,G,3976890581,141,17.9,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186171,147,1,1,19,40,af91jdcs6x0bqkmdb78rokod2,1,37.7,17.9,2023-01-14T14:19:52.618Z,2023-01-14T21:38:22Z,3976890815,140,26.1,3978606469,178,,3976890821,212,23.4,3976890825,213,2.1,3976890811,56,Back,3976890817,141,47.2,,,,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186189,148,1,1,19,43,af91jdcs6x0bqkmdb78rokod2,1,26.1,47.2,2023-01-14T14:19:55.628Z,2023-01-14T21:38:29Z,3976890937,141,49.6,3976890935,140,37.5,3976890941,213,0.1,3978606693,178,,3976890939,212,12.1,3976890933,56,Back,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186257,149,1,1,19,44,af91jdcs6x0bqkmdb78rokod2,1,37.5,50.1,2023-01-14T14:19:56.589Z,2023-01-14T21:38:36Z,3976891315,213,2.0,3978607039,178,,3976891307,56,Back,3976891311,141,88.9,3976891313,212,29.3,3976891309,140,25.4,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186277,150,1,1,19,50,af91jdcs6x0bqkmdb78rokod2,1,32.4,87.5,2023-01-14T14:20:02.120Z,2023-01-14T21:38:40Z,3976891409,212,40.1,3976891403,56,Center,3976891413,1,,3978607173,178,,3976891411,213,6.0,3976891407,141,68.7,3976891405,140,68.6,,,,1r35ds2obqkw03f7hfpfsqqui,G. Quagliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497508631,905,67,1,19,52,af91jdcs6x0bqkmdb78rokod2,1,69.2,67.7,2023-01-14T14:20:04.083Z,2023-01-14T22:44:41Z,3978643941,233,900,,,,,,,,,,,,,,,,,,,,,,enopqyya6qq64lvliw7lw0s4q,F. Tsadjout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497508629,900,67,1,19,52,67z1gqyiuzpmmb15q5fy7ntc4,0,30.8,32.3,2023-01-14T14:20:04.084Z,2023-01-14T22:06:01Z,3978643975,233,905,,,,,,,,,,,,,,,,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186283,151,61,1,19,52,af91jdcs6x0bqkmdb78rokod2,0,68.6,68.7,2023-01-14T14:20:04.100Z,2023-01-14T22:44:41Z,3976891437,56,Center,3978607347,178,,,,,,,,,,,,,,,,,,,,enopqyya6qq64lvliw7lw0s4q,F. Tsadjout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186297,142,49,1,19,53,67z1gqyiuzpmmb15q5fy7ntc4,1,41,37.9,2023-01-14T14:20:05.352Z,2023-01-14T21:38:53Z,,,,,,,,,,,,,,,,,,,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186345,143,1,1,19,56,67z1gqyiuzpmmb15q5fy7ntc4,0,43.5,45.4,2023-01-14T14:20:07.771Z,2023-01-14T21:39:00Z,3976891739,155,,3976891741,56,Center,3976891747,212,35.6,3978607793,178,,3976891749,213,5.9,3976891745,141,28.0,3976891743,140,75.5,3976891751,1,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186363,152,8,1,19,58,af91jdcs6x0bqkmdb78rokod2,1,26.1,70.5,2023-01-14T14:20:09.865Z,2023-01-14T21:39:13Z,3978204555,384,,3976891823,56,Back,3978608159,178,,,,,,,,,,,,,,,,,1r35ds2obqkw03f7hfpfsqqui,G. Quagliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186391,153,49,1,20,0,af91jdcs6x0bqkmdb78rokod2,1,18.7,53,2023-01-14T14:20:11.761Z,2023-01-14T21:39:23Z,,,,,,,,,,,,,,,,,,,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186411,154,1,1,20,0,af91jdcs6x0bqkmdb78rokod2,1,18.7,53,2023-01-14T14:20:12.012Z,2023-01-14T21:39:27Z,3978608519,178,,3976892087,141,43.1,3976892085,140,31.3,3976892083,56,Back,3976892091,213,5.8,3976892089,212,14.8,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186429,155,1,1,20,1,af91jdcs6x0bqkmdb78rokod2,1,31.3,43.1,2023-01-14T14:20:13.031Z,2023-01-14T21:39:33Z,3976892193,140,12.3,3976892199,213,3.6,3976892195,141,27.3,3978608765,178,,3976892191,56,Back,3976892197,212,22.7,,,,,,,a8ez7qv4n62b8s45pdo8u07o5,C. Pickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186465,156,1,1,20,4,af91jdcs6x0bqkmdb78rokod2,1,12.6,26.8,2023-01-14T14:20:15.917Z,2023-01-14T21:39:39Z,3978608913,178,,3976892387,56,Back,3976892393,212,14.8,3976892391,141,7.4,3976892389,140,18.9,3976892395,213,5.2,,,,,,,5sxy1z2pz5bhlp767lyjte76d,A. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186571,157,1,1,20,6,af91jdcs6x0bqkmdb78rokod2,1,19.6,7.7,2023-01-14T14:20:17.846Z,2023-01-14T21:39:42Z,3976892957,212,47.2,3976892951,140,61.2,3976892949,56,Center,3978609001,178,,3976892961,1,,3976892959,213,0.4,3976892953,141,33.9,3976892947,155,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497508791,908,67,1,20,7,af91jdcs6x0bqkmdb78rokod2,1,61.4,33.3,2023-01-14T14:20:19.648Z,2023-01-14T22:44:42Z,3978644903,233,904,,,,,,,,,,,,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497508787,904,67,1,20,7,67z1gqyiuzpmmb15q5fy7ntc4,0,38.6,66.7,2023-01-14T14:20:19.649Z,2023-01-14T22:07:11Z,3978644909,233,908,,,,,,,,,,,,,,,,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186605,158,1,1,20,9,af91jdcs6x0bqkmdb78rokod2,1,56,31.3,2023-01-14T14:20:21.039Z,2023-01-14T21:40:02Z,3976893139,213,1.6,3978609595,178,,3976893133,140,55.9,3976893135,141,69.4,3976893137,212,25.9,3976893131,56,Center,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186615,159,1,1,20,13,af91jdcs6x0bqkmdb78rokod2,0,55.9,69.4,2023-01-14T14:20:24.867Z,2023-01-14T21:40:10Z,3978609861,178,,3976893187,141,67.8,3976893181,155,,3976893185,140,78.4,3976893189,212,23.7,3976893191,213,6.2,3976893183,56,Center,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186619,144,8,1,20,14,67z1gqyiuzpmmb15q5fy7ntc4,1,20.6,32,2023-01-14T14:20:26.217Z,2023-01-14T21:40:16Z,3976893209,56,Back,3978205713,384,,3978610025,388,,3976893225,15,,,,,,,,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186659,145,52,1,20,16,67z1gqyiuzpmmb15q5fy7ntc4,1,8,46.7,2023-01-14T14:20:28.229Z,2023-01-14T21:40:20Z,3978610171,178,,3978205801,376,,,,,,,,,,,,,,,,,,,,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186743,146,1,1,20,20,67z1gqyiuzpmmb15q5fy7ntc4,1,11.2,48.5,2023-01-14T14:20:32.485Z,2023-01-14T21:40:27Z,3976893799,123,,3976893805,141,86.7,3976893801,56,Back,3976893807,212,27.8,3976893809,213,1.2,3978610335,178,,3976893803,140,20.5,,,,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186785,147,1,1,20,24,67z1gqyiuzpmmb15q5fy7ntc4,1,21,87.2,2023-01-14T14:20:36.182Z,2023-01-14T21:40:33Z,3978610481,178,,3976894041,212,15.1,3976894039,141,78.6,3976894035,56,Back,3976894043,213,5.9,3976894037,140,34.3,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186789,148,61,1,20,25,67z1gqyiuzpmmb15q5fy7ntc4,0,34.2,78.6,2023-01-14T14:20:37.415Z,2023-01-14T21:40:54Z,3976894055,56,Back,3978611061,178,,,,,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186779,160,49,1,20,27,af91jdcs6x0bqkmdb78rokod2,1,56,30.3,2023-01-14T14:20:39.113Z,2023-01-14T21:41:00Z,,,,,,,,,,,,,,,,,,,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186853,161,1,1,20,28,af91jdcs6x0bqkmdb78rokod2,1,59.8,27.7,2023-01-14T14:20:40.187Z,2023-01-14T21:41:07Z,3976894493,213,5.7,3976894487,140,75.8,3976894485,56,Right,3976894489,141,12.0,3978611501,178,,3976894491,212,19.9,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187871,172,50,1,20,30,af91jdcs6x0bqkmdb78rokod2,1,65.4,14.8,2023-01-14T14:20:42.085Z,2023-01-14T21:41:32Z,3976900251,56,Right,3976900253,286,,3976924391,233,149,,,,,,,,,,,,,,,,enopqyya6qq64lvliw7lw0s4q,F. Tsadjout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186861,149,7,1,20,30,67z1gqyiuzpmmb15q5fy7ntc4,0,34.6,85.2,2023-01-14T14:20:42.549Z,2023-01-14T21:41:40Z,3976924339,233,172,3978612519,178,,3976894535,285,,3978206721,383,,3976894533,56,Back,,,,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497430193,890,3,1,20,32,af91jdcs6x0bqkmdb78rokod2,0,69.1,6.9,2023-01-14T14:20:44.353Z,2023-01-14T21:41:49Z,3978208009,286,,3978208013,467,av8588qp8e5wz3s7cg1n2qgnp,3978208007,56,Right,3978208011,465,,3978612817,178,,,,,,,,,,,enopqyya6qq64lvliw7lw0s4q,F. Tsadjout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186857,162,4,1,20,33,af91jdcs6x0bqkmdb78rokod2,1,67.8,8,2023-01-14T14:20:45.037Z,2023-01-14T21:41:54Z,3976894517,286,,3976894511,56,Right,3976894513,152,,3976894515,265,,3976894509,13,,3976894715,233,150,,,,,,,enopqyya6qq64lvliw7lw0s4q,F. Tsadjout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497186893,150,4,1,20,33,67z1gqyiuzpmmb15q5fy7ntc4,0,32.2,92,2023-01-14T14:20:45.038Z,2023-01-14T21:41:54Z,3976894699,56,Back,3976894701,152,,3976894705,285,,3978612853,178,,3976894753,233,162,3976894703,265,,3976894697,13,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187065,163,1,1,20,47,af91jdcs6x0bqkmdb78rokod2,1,62.4,4.9,2023-01-14T14:20:59.094Z,2023-01-14T21:42:02Z,3976895637,5,,3978613025,178,,3976895651,141,17.3,3976895655,212,11.5,3976895645,140,55.0,3976895639,152,,3976895641,56,Right,3976895659,213,2.3,5sxy1z2pz5bhlp767lyjte76d,A. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187085,164,1,1,20,49,af91jdcs6x0bqkmdb78rokod2,1,55,17.3,2023-01-14T14:21:00.905Z,2023-01-14T21:42:13Z,3978613363,178,,3976895751,140,63.3,3976895749,56,Center,3976895755,212,12.7,3976895759,213,0.8,3976895753,141,30.9,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187097,165,1,1,20,51,af91jdcs6x0bqkmdb78rokod2,1,61.3,28,2023-01-14T14:21:02.658Z,2023-01-14T21:42:51Z,3976895841,212,21.5,3976895833,56,Back,3978614513,178,,3976895835,140,42.6,3976895837,141,15.3,3976895843,213,3.6,,,,,,,a8ez7qv4n62b8s45pdo8u07o5,C. Pickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187127,166,2,1,20,53,af91jdcs6x0bqkmdb78rokod2,1,42.6,15.3,2023-01-14T14:21:04.656Z,2023-01-14T21:42:55Z,3976896305,7,86603cyr3osksy73el0ncy7yt,3976896005,141,42.7,3976896001,56,Center,3976896011,1,,3978614599,178,,3976896003,140,83.2,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187169,151,55,1,20,53,67z1gqyiuzpmmb15q5fy7ntc4,1,28.8,72.6,2023-01-14T14:21:04.657Z,2023-01-14T21:42:55Z,,,,,,,,,,,,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187529,152,1,1,21,25,67z1gqyiuzpmmb15q5fy7ntc4,0,21.7,54,2023-01-14T14:21:36.976Z,2023-01-14T21:43:00Z,3976898343,1,,3976898331,241,,3976898337,141,72.8,3976898327,5,,3976898333,56,Center,3976898329,155,,3976898341,213,0.2,3976898339,212,60.9,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,3976898335,140,78.4,3978614747,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187551,167,1,1,21,28,af91jdcs6x0bqkmdb78rokod2,1,27.6,30.3,2023-01-14T14:21:39.963Z,2023-01-14T21:43:10Z,3976898479,213,3.4,3976898469,3,,3976898473,140,13.5,3978615029,388,,3976898475,141,24.9,3976898471,56,Back,3976898477,212,15.3,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187555,168,61,1,21,30,af91jdcs6x0bqkmdb78rokod2,1,13.3,25.3,2023-01-14T14:21:41.915Z,2023-01-14T21:43:22Z,3976898955,189,,3976898495,56,Back,3978615411,178,,,,,,,,,,,,,,,,,5sxy1z2pz5bhlp767lyjte76d,A. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187575,169,49,1,21,32,af91jdcs6x0bqkmdb78rokod2,1,8.3,14.1,2023-01-14T14:21:43.894Z,2023-01-14T21:43:32Z,,,,,,,,,,,,,,,,,,,,,,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187589,170,1,1,21,32,af91jdcs6x0bqkmdb78rokod2,0,8.3,14.1,2023-01-14T14:21:44.020Z,2023-01-14T21:43:36Z,3976899155,286,,3976899149,236,,3976898649,1,,3976898637,157,,3976898643,141,16.8,3976898639,56,Back,3976898641,140,12.7,3976898647,213,0.4,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,3976899151,233,153,3978615717,178,,3976898645,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187579,153,74,1,21,32,67z1gqyiuzpmmb15q5fy7ntc4,1,87.3,91.5,2023-01-14T14:21:44.088Z,2023-01-14T21:44:18Z,3976898597,56,Left,3976899169,233,170,3976899109,285,,3978615919,178,,,,,,,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187617,154,61,1,21,32,67z1gqyiuzpmmb15q5fy7ntc4,1,86.6,89.6,2023-01-14T14:21:44.308Z,2023-01-14T21:44:29Z,3978617209,21,,3976898769,56,Left,3978617211,178,,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497187623,171,4,1,21,34,af91jdcs6x0bqkmdb78rokod2,1,9.8,14.6,2023-01-14T14:21:45.819Z,2023-01-14T21:44:39Z,3976898795,13,,3976899003,233,155,3976898797,56,Back,3976898799,152,,3976898805,285,,3976898801,265,,,,,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
