id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId
2485646025,1467,83,1,0,14,2tk2l9sgktwc9jhzqdd4mpdtb,1,31.1,3.5,2022-11-13T14:01:10.182Z,2022-11-14T00:38:47Z,3916002043,399,180151,,,,,,,,,,,,,,,,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485645997,1466,43,1,0,14,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-11-13T14:01:10.342Z,2022-11-14T00:38:37Z,3916001903,399,180151,3916001931,144,83,,,,,,,,,,,,,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284291,9,61,1,0,14,7gnly6999wao1xarwct4p8fe9,0,69.1,95.9,2022-11-13T14:01:10.655Z,2022-11-14T00:38:42Z,3914032733,56,Left,3915880829,178,,,,,,,,,,,,,,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485645943,1465,43,1,0,15,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-11-13T14:01:10.863Z,2022-11-14T00:38:19Z,3916001693,144,67,3916001587,233,1571,,,,,,,,,,,,,,,,,,,1pkymw7biivk760rxhubin1ed,Z. Çelik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485645939,1571,43,1,0,15,7gnly6999wao1xarwct4p8fe9,1,0,0,2022-11-13T14:01:10.864Z,2022-11-14T00:38:19Z,3916001709,144,67,3916001599,233,1465,,,,,,,,,,,,,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284299,3,49,1,0,15,2tk2l9sgktwc9jhzqdd4mpdtb,1,24.6,10.9,2022-11-13T14:01:11.286Z,2022-11-14T00:38:25Z,,,,,,,,,,,,,,,,,,,,,,,,,1pkymw7biivk760rxhubin1ed,Z. Çelik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284427,4,1,1,0,18,2tk2l9sgktwc9jhzqdd4mpdtb,1,22.6,22.8,2022-11-13T14:01:14.463Z,2022-11-13T22:04:47Z,3915880971,178,,3914033295,213,2.4,3914033287,56,Back,3914033293,212,26.9,3914033291,141,49.6,3914033289,140,3.8,,,,,,,1pkymw7biivk760rxhubin1ed,Z. Çelik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284529,5,1,1,0,24,2tk2l9sgktwc9jhzqdd4mpdtb,1,3.2,57.6,2022-11-13T14:01:19.822Z,2022-11-13T22:04:53Z,3915880991,178,,3914033797,213,1.2,3914033793,141,88.4,3914033789,56,Back,3914033791,140,10.5,3914033795,212,22.3,,,,,,,7gu0t0g8nej405k918fwsf8id,Rui Patrício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284589,6,1,1,0,26,2tk2l9sgktwc9jhzqdd4mpdtb,1,12.8,84.9,2022-11-13T14:01:22.728Z,2022-11-13T22:04:56Z,3914034083,155,,3914034087,140,47.9,3914034093,213,6.2,3914034091,212,37.1,3914034089,141,78.1,3914034085,56,Back,3914034095,1,,3915881141,178,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285915,22,1,1,0,28,2tk2l9sgktwc9jhzqdd4mpdtb,0,47.4,75.6,2022-11-13T14:01:24.609Z,2022-11-13T22:05:08Z,3914040545,140,64.3,3914040551,213,0.2,3914040543,56,Left,3915881265,178,,3914040549,212,18.0,3914040547,141,80.2,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284593,10,49,1,0,30,7gnly6999wao1xarwct4p8fe9,1,35.6,30.7,2022-11-13T14:01:25.835Z,2022-11-13T22:05:38Z,,,,,,,,,,,,,,,,,,,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284707,11,1,1,0,32,7gnly6999wao1xarwct4p8fe9,1,30.9,42.2,2022-11-13T14:01:28.059Z,2022-11-13T22:05:42Z,3914034625,56,Back,3914034631,212,21.6,3914034633,213,3.0,3915882073,178,,3914034629,141,45.4,3914034627,140,10.4,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284771,12,1,1,0,38,7gnly6999wao1xarwct4p8fe9,1,11,47.8,2022-11-13T14:01:33.818Z,2022-11-13T22:05:45Z,3914034897,140,21.6,3914034899,141,19.4,3915882163,178,,3914034903,213,5.2,3914034901,212,22.3,3914034895,56,Back,,,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284883,13,1,1,0,41,7gnly6999wao1xarwct4p8fe9,0,21.6,17.7,2022-11-13T14:01:36.935Z,2022-11-13T22:05:48Z,3914035481,1,,3914035473,140,91.7,3914035471,56,Right,3915882233,178,,3914035479,213,6.2,3914035469,155,,3914035477,212,73.7,3914035475,141,12.0,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284867,7,49,1,0,48,2tk2l9sgktwc9jhzqdd4mpdtb,1,14,87.7,2022-11-13T14:01:43.872Z,2022-11-13T22:05:52Z,,,,,,,,,,,,,,,,,,,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284981,8,1,1,0,49,2tk2l9sgktwc9jhzqdd4mpdtb,1,6.7,81.8,2022-11-13T14:01:44.947Z,2022-11-13T22:05:55Z,3914035943,213,4.6,3914035935,56,Back,3914035941,212,16.6,3915882405,178,,3914035937,140,4.7,3914035939,141,57.6,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285051,9,1,1,0,53,2tk2l9sgktwc9jhzqdd4mpdtb,1,7.2,54.3,2022-11-13T14:01:48.914Z,2022-11-13T22:05:59Z,3914036215,56,Back,3914036231,213,4.8,3915882511,178,,3914036223,141,16.7,3914036219,140,9.6,3914036227,212,25.7,,,,,,,7gu0t0g8nej405k918fwsf8id,Rui Patrício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285091,10,1,1,0,55,2tk2l9sgktwc9jhzqdd4mpdtb,1,10,14.9,2022-11-13T14:01:51.625Z,2022-11-13T22:06:02Z,3914036405,212,10.3,3915882581,178,,3914036399,56,Back,3914036403,141,4.3,3914036401,140,17.0,3914036407,213,5.5,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285143,11,1,1,0,57,2tk2l9sgktwc9jhzqdd4mpdtb,0,17,4.3,2022-11-13T14:01:53.348Z,2022-11-13T22:06:04Z,3915882651,178,,3914036615,140,26.2,3914036621,213,6.2,3914036613,56,Back,3914036617,141,2.6,3914036619,212,9.7,,,,,,,1pkymw7biivk760rxhubin1ed,Z. Çelik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485628169,949,67,1,0,58,7gnly6999wao1xarwct4p8fe9,1,62.8,96.6,2022-11-13T14:01:54.483Z,2022-11-14T01:06:23Z,3915908341,233,881,,,,,,,,,,,,,,,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485628167,881,67,1,0,58,2tk2l9sgktwc9jhzqdd4mpdtb,0,37.2,3.4,2022-11-13T14:01:54.484Z,2022-11-13T22:27:36Z,3915908345,233,949,,,,,,,,,,,,,,,,,,,,,,bh9jia8qgkhpm5xn82bx0hhck,C. Volpato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285175,14,8,1,0,58,7gnly6999wao1xarwct4p8fe9,1,65.9,97.8,2022-11-13T14:01:54.494Z,2022-11-14T01:06:23Z,3914036737,56,Left,3915882761,178,,3914869487,385,,,,,,,,,,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285181,12,5,1,0,59,2tk2l9sgktwc9jhzqdd4mpdtb,1,29.4,-1,2022-11-13T14:01:55.110Z,2022-11-13T22:06:13Z,3914036787,347,,3914036885,233,15,3914036785,56,Back,,,,,,,,,,,,,,,,1pkymw7biivk760rxhubin1ed,Z. Çelik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285195,15,5,1,0,59,7gnly6999wao1xarwct4p8fe9,0,70.6,101,2022-11-13T14:01:55.110Z,2022-11-13T22:06:12Z,3914036859,347,,3914036917,233,12,3914036857,56,Left,,,,,,,,,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285433,13,1,1,1,10,2tk2l9sgktwc9jhzqdd4mpdtb,1,25.4,0,2022-11-13T14:02:06.563Z,2022-11-13T22:06:15Z,3914038143,56,Back,3914038151,213,2.2,3914038141,107,,3914038149,212,10.2,3914070179,189,,3914038147,141,11.1,3914038145,140,19.7,,,,1pkymw7biivk760rxhubin1ed,Z. Çelik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285453,14,1,1,1,12,2tk2l9sgktwc9jhzqdd4mpdtb,0,19.6,11.1,2022-11-13T14:02:08.030Z,2022-11-13T22:06:18Z,3914038245,212,35.7,3914038239,56,Back,3914067261,155,,3914038241,140,47.2,3914038243,141,41.8,3915883005,178,,3914038247,213,0.6,3914038249,1,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285539,16,1,1,1,15,7gnly6999wao1xarwct4p8fe9,0,50.8,56.6,2022-11-13T14:02:10.892Z,2022-11-13T22:06:23Z,3914038663,213,5.9,3914038657,140,73.2,3914038659,141,43.3,3914038661,212,25.2,3914038653,3,,3915883179,178,,3914038655,56,Center,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285531,15,44,1,1,17,2tk2l9sgktwc9jhzqdd4mpdtb,1,24.9,55,2022-11-13T14:02:12.941Z,2022-11-14T01:06:24Z,3914038791,233,17,3914038603,285,,3914038597,56,Back,,,,,,,,,,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285545,17,44,1,1,17,7gnly6999wao1xarwct4p8fe9,0,75.1,45,2022-11-13T14:02:12.942Z,2022-11-13T22:06:29Z,3914038687,286,,3914038685,56,Center,3914038937,233,15,,,,,,,,,,,,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285573,16,1,1,1,17,2tk2l9sgktwc9jhzqdd4mpdtb,1,23.4,54,2022-11-13T14:02:13.032Z,2022-11-14T01:06:24Z,3914038827,140,23.1,3914038829,141,79.1,3914038833,213,1.6,3914038825,56,Back,3914038831,212,17.1,3915883361,178,,3914038823,3,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285633,17,1,1,1,20,2tk2l9sgktwc9jhzqdd4mpdtb,1,24.8,80.6,2022-11-13T14:02:15.818Z,2022-11-13T22:06:37Z,3915883397,178,,3914039133,213,3.4,3914039131,212,7.9,3914039125,56,Back,3914039127,140,17.6,3914039129,141,77.2,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285657,18,1,1,1,21,2tk2l9sgktwc9jhzqdd4mpdtb,1,17.6,77.2,2022-11-13T14:02:16.987Z,2022-11-13T22:06:42Z,3914039267,213,6.1,3914039261,140,23.7,3914039259,56,Back,3914039263,141,75.9,3915883483,178,,3914039265,212,6.5,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285687,19,1,1,1,22,2tk2l9sgktwc9jhzqdd4mpdtb,1,23.7,75.9,2022-11-13T14:02:18.287Z,2022-11-13T22:06:45Z,3914039411,141,83.2,3914039413,212,5.0,3914039409,140,24.3,3914039407,56,Back,3915883545,178,,3914039415,213,1.4,,,,,,,z0nxnl93yjtz8mty3qi5542x,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285699,20,1,1,1,23,2tk2l9sgktwc9jhzqdd4mpdtb,0,24.3,83.2,2022-11-13T14:02:19.228Z,2022-11-13T22:06:48Z,3915883583,178,,3914039503,213,6.1,3914039491,56,Back,3914039493,140,42.6,3914039501,212,19.5,3914039495,141,78.7,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285757,18,1,1,1,24,7gnly6999wao1xarwct4p8fe9,0,55,12.8,2022-11-13T14:02:20.334Z,2022-11-13T22:06:51Z,3914039771,1,,3914039763,140,70.5,3914039761,56,Right,3914039759,157,,3914039769,213,5.7,3914039767,212,19.0,3914039765,141,0.0,3915883647,178,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285775,19,5,1,1,26,7gnly6999wao1xarwct4p8fe9,0,71.4,-1.8,2022-11-13T14:02:22.734Z,2022-11-13T22:06:53Z,3914039873,347,,3914039871,56,Right,3914040509,233,21,,,,,,,,,,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485285895,21,5,1,1,26,2tk2l9sgktwc9jhzqdd4mpdtb,1,28.6,101.8,2022-11-13T14:02:22.734Z,2022-11-13T22:06:52Z,3914040443,56,Back,3914040479,233,19,3914040447,347,,,,,,,,,,,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485286043,23,1,1,1,35,2tk2l9sgktwc9jhzqdd4mpdtb,1,29.7,100,2022-11-13T14:02:31.601Z,2022-11-13T22:06:57Z,3914041145,140,15.3,3914041141,107,,3914041143,56,Back,3914041151,213,3.8,3914041147,141,83.2,3914041149,212,19.6,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485286055,24,1,1,1,38,2tk2l9sgktwc9jhzqdd4mpdtb,1,15.3,83.2,2022-11-13T14:02:34.560Z,2022-11-13T22:07:01Z,3914041207,141,56.3,3914041209,212,18.8,3914041211,213,4.5,3914041203,56,Back,3914041205,140,11.2,3915883881,178,,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485286145,25,1,1,1,40,2tk2l9sgktwc9jhzqdd4mpdtb,1,11.2,56.1,2022-11-13T14:02:36.085Z,2022-11-13T22:07:04Z,3914041631,213,0.4,3914041625,140,44.1,3915883959,178,,3914041635,1,,3914041621,56,Back,3914041629,212,38.1,3914041627,141,79.6,3914041619,157,,7gu0t0g8nej405k918fwsf8id,Rui Patrício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485286149,26,61,1,1,44,2tk2l9sgktwc9jhzqdd4mpdtb,0,44.3,79.9,2022-11-13T14:02:40.093Z,2022-11-13T22:07:09Z,3915884087,178,,3914041661,56,Back,,,,,,,,,,,,,,,,,,,eu4xivu8i6yla9fcnuncx1ucp,N. Zaniolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485286173,20,49,1,1,45,7gnly6999wao1xarwct4p8fe9,1,58.6,3.8,2022-11-13T14:02:41.329Z,2022-11-13T22:07:12Z,,,,,,,,,,,,,,,,,,,,,,,,,866f0f7taqhae91o3cjnnx0ph,V. Lazaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
