id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/14/value
2455762863,7,74,1,0,7,4klvxyeh3xcus4ongu7c00mgc,1,84.5,31.7,2022-09-04T13:00:56.771Z,2022-09-04T19:28:38Z,3757673165,285,,3757673177,233,4,3757673163,56,Center,3759162675,178,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762881,8,49,1,0,10,4klvxyeh3xcus4ongu7c00mgc,1,96,28,2022-09-04T13:00:59.700Z,2022-09-04T19:28:52Z,,,,,,,,,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762891,9,15,1,0,10,4klvxyeh3xcus4ongu7c00mgc,1,91.5,25.8,2022-09-04T13:00:59.748Z,2022-09-04T19:28:58Z,3757674911,103,7.0,3757674905,78,,3757673309,22,,3759164029,178,,3757674315,20,,3757674917,458,,3757674921,146,99.5,3757674925,147,45.1,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,3757674907,102,3757674367,233,3757673313,56,49.0,5,Center,3758333541,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762915,5,10,1,0,11,ej5er0oyngdw138yuumwqbyqt,1,1.1,55,2022-09-04T13:01:00.239Z,2022-09-04T19:29:15Z,3757925823,179,,3757925821,174,,3758334059,376,,3757674373,233,9,3757674055,21,,3757673445,56,Back,,,,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762919,10,15,1,0,12,4klvxyeh3xcus4ongu7c00mgc,1,97.9,40.6,2022-09-04T13:01:01.570Z,2022-09-04T19:29:36Z,3757673465,56,Center,3757675623,103,3.8,3759166047,178,,3757675633,146,98.6,3757675617,78,,3757673461,60,,3757675307,233,6,3757675635,147,43.0,8zltxvt0rcrcv96x1wmdhlrrp,M'Bala Nzola,3757675625,214,3757675631,458,3757675629,328,,,,3757675619,102,48.6,3757673457,22,3757675275,20,,,,,,,,,,,,,,,,,,,,,,,,
2455762925,6,10,1,0,12,ej5er0oyngdw138yuumwqbyqt,1,1.6,57.2,2022-09-04T13:01:01.631Z,2022-09-04T19:29:33Z,3758335653,376,,3757675315,233,10,3757926001,179,,3757673515,56,Back,3757673501,173,,3757674187,21,,,,,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455888861,886,12,1,0,14,ej5er0oyngdw138yuumwqbyqt,1,7.7,65.3,2022-09-04T13:01:03.081Z,2022-09-04T19:29:47Z,3758340227,141,68.8,3759167373,178,,3758340225,140,7.7,3758340231,213,1.6,3758340229,212,2.4,3758340223,56,Back,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762953,11,61,1,0,14,4klvxyeh3xcus4ongu7c00mgc,1,91,29,2022-09-04T13:01:03.291Z,2022-09-04T19:29:54Z,3757673627,56,Center,3759167793,178,,,,,,,,,,,,,,,,,,,,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762973,7,5,1,0,15,ej5er0oyngdw138yuumwqbyqt,1,-1.4,68.6,2022-09-04T13:01:04.462Z,2022-09-04T19:30:00Z,3757673731,233,12,3757673713,346,,3757673711,56,Back,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762965,12,5,1,0,15,4klvxyeh3xcus4ongu7c00mgc,0,101.4,31.4,2022-09-04T13:01:04.462Z,2022-09-04T19:30:00Z,3757673663,346,,3757673755,233,7,3757673661,56,Center,,,,,,,,,,,,,,,,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763315,8,1,1,0,45,ej5er0oyngdw138yuumwqbyqt,1,3.4,45,2022-09-04T13:01:33.897Z,2022-09-04T19:30:14Z,3757675689,74,,3757675683,212,21.3,3757675681,141,71.9,3757926379,189,,3757675677,56,Back,3757675675,124,,3757675679,140,13.8,3757675685,213,1.0,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455811075,396,1,1,0,45,ej5er0oyngdw138yuumwqbyqt,0,13.2,69.4,2022-09-04T13:01:34.463Z,2022-09-04T19:30:22Z,3757926579,141,67.1,3757926573,155,,3757926585,1,,3757926651,189,,3757926583,213,6.3,3757926581,212,57.5,3759169787,178,,3757926577,140,67.9,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,3757926575,56,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763375,13,1,1,0,46,4klvxyeh3xcus4ongu7c00mgc,1,41.2,32.6,2022-09-04T13:01:35.059Z,2022-09-04T19:30:41Z,3759171081,388,,3757676007,141,22.5,3757676005,140,17.2,3757676011,213,3.4,3757676001,3,,3757676003,56,Back,3757676009,212,26.1,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456074867,878,67,1,0,48,4klvxyeh3xcus4ongu7c00mgc,1,18.4,24.5,2022-09-04T13:01:37.583Z,2022-09-04T21:52:38Z,3759396231,233,952,,,,,,,,,,,,,,,,,,,,,,399j815r2akyfreynjrouwbmx,P. Hristov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456074863,952,67,1,0,48,ej5er0oyngdw138yuumwqbyqt,0,81.6,75.5,2022-09-04T13:01:37.584Z,2022-09-04T20:31:00Z,3759396247,233,878,,,,,,,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763389,14,12,1,0,48,4klvxyeh3xcus4ongu7c00mgc,1,19.8,23.7,2022-09-04T13:01:37.593Z,2022-09-04T21:52:38Z,3757676077,56,Back,3757676081,141,0.0,3757676083,212,19.6,3757676129,167,,3759171807,178,,3757676085,213,4.2,3757676079,140,11.4,,,,399j815r2akyfreynjrouwbmx,P. Hristov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763529,9,5,1,0,51,ej5er0oyngdw138yuumwqbyqt,1,89,101.7,2022-09-04T13:01:40.165Z,2022-09-04T19:30:54Z,3757676899,233,15,3757676881,347,,3757676879,56,Left,,,,,,,,,,,,,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763391,15,5,1,0,51,4klvxyeh3xcus4ongu7c00mgc,0,11,-1.7,2022-09-04T13:01:40.165Z,2022-09-04T19:30:54Z,3757676903,233,9,3757676089,56,Back,3757676091,347,,,,,,,,,,,,,,,,,399j815r2akyfreynjrouwbmx,P. Hristov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763547,10,1,1,1,4,ej5er0oyngdw138yuumwqbyqt,1,87.2,100,2022-09-04T13:01:53.695Z,2022-09-04T19:31:03Z,3757676973,141,92.3,3757676971,140,86.2,3757676965,107,,3757676969,56,Left,3757676975,212,6.3,3757676977,213,4.5,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763553,11,61,1,1,5,ej5er0oyngdw138yuumwqbyqt,0,84.9,94.2,2022-09-04T13:01:54.755Z,2022-09-04T19:31:12Z,3759173353,388,,3757677001,56,Left,,,,,,,,,,,,,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763569,16,49,1,1,6,4klvxyeh3xcus4ongu7c00mgc,1,16.6,17.6,2022-09-04T13:01:55.665Z,2022-09-04T19:31:19Z,,,,,,,,,,,,,,,,,,,,,,,,,6ehsdxl74v0qtlbjjjbu0r0t1,M. Bourabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763581,17,1,1,1,6,4klvxyeh3xcus4ongu7c00mgc,0,16.1,11.2,2022-09-04T13:01:55.701Z,2022-09-04T19:31:28Z,3757677145,213,6.1,3757677139,140,23.5,3757677143,212,7.9,3757677135,56,Back,3757677141,141,8.9,3759174485,178,,,,,,,,6ehsdxl74v0qtlbjjjbu0r0t1,M. Bourabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763583,12,1,1,1,8,ej5er0oyngdw138yuumwqbyqt,1,71.8,87.7,2022-09-04T13:01:56.919Z,2022-09-04T19:31:41Z,3757677159,141,92.6,3757677157,140,71.6,3757677163,213,1.6,3757677155,56,Left,3757677161,212,3.3,3759175287,178,,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763591,13,1,1,1,9,ej5er0oyngdw138yuumwqbyqt,1,74.8,96.9,2022-09-04T13:01:57.946Z,2022-09-04T19:31:53Z,3757677203,141,89.4,3757677201,140,80.2,3757677199,56,Left,3759175843,178,,3757677205,212,7.6,3757677207,213,5.6,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763595,14,1,1,1,10,ej5er0oyngdw138yuumwqbyqt,0,74.9,88.6,2022-09-04T13:01:59.216Z,2022-09-04T19:31:56Z,3757677221,212,7.4,3757677215,56,Center,3757677223,213,4.8,3757677217,140,75.7,3759176009,178,,3757677219,141,77.8,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763601,18,8,1,1,10,4klvxyeh3xcus4ongu7c00mgc,1,20.5,19.8,2022-09-04T13:01:59.505Z,2022-09-04T19:32:10Z,3757677247,56,Back,3759176835,178,,3758348419,385,,,,,,,,,,,,,,,,,6ehsdxl74v0qtlbjjjbu0r0t1,M. Bourabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763625,19,49,1,1,11,4klvxyeh3xcus4ongu7c00mgc,1,27.4,37.1,2022-09-04T13:02:00.235Z,2022-09-04T19:32:21Z,,,,,,,,,,,,,,,,,,,,,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763653,20,1,1,1,11,4klvxyeh3xcus4ongu7c00mgc,1,22.5,30.7,2022-09-04T13:02:00.241Z,2022-09-04T19:32:30Z,3757677499,140,34.6,3757677505,213,5.6,3759178215,178,,3757677497,56,Back,3757677501,141,16.1,3757677503,212,16.1,,,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763663,21,50,1,1,12,4klvxyeh3xcus4ongu7c00mgc,1,36,15.4,2022-09-04T13:02:01.406Z,2022-09-04T19:32:51Z,3757677791,233,15,3757677567,286,,3757677565,56,Back,,,,,,,,,,,,,,,,8zltxvt0rcrcv96x1wmdhlrrp,M'Bala Nzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763701,15,7,1,1,13,ej5er0oyngdw138yuumwqbyqt,1,64,84.6,2022-09-04T13:02:02.525Z,2022-09-04T19:33:01Z,3757677735,56,Left,3757677773,233,21,3757677737,285,,3759180555,178,,3758379721,384,,,,,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763705,16,49,1,1,15,ej5er0oyngdw138yuumwqbyqt,1,57,76,2022-09-04T13:02:04.176Z,2022-09-04T19:33:23Z,,,,,,,,,,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763773,17,1,1,1,15,ej5er0oyngdw138yuumwqbyqt,1,57,76,2022-09-04T13:02:04.196Z,2022-09-04T19:33:20Z,3757677989,140,38.3,3757677995,213,3.6,3759181971,178,,3757677993,212,22.2,3757677991,141,60.8,3757677987,56,Back,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763795,18,1,1,1,19,ej5er0oyngdw138yuumwqbyqt,1,38.4,59.8,2022-09-04T13:02:08.342Z,2022-09-04T19:33:30Z,3757678083,140,38.7,3757678089,213,1.5,3757678081,56,Back,3759182767,178,,3757678085,141,70.6,3757678087,212,7.4,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763823,19,1,1,1,21,ej5er0oyngdw138yuumwqbyqt,1,38.7,70.6,2022-09-04T13:02:09.991Z,2022-09-04T19:33:36Z,3757678249,140,54.8,3757678253,212,23.8,3757678251,141,95.2,3759183175,178,,3757678257,213,0.8,3757678247,56,Left,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763871,20,1,1,1,22,ej5er0oyngdw138yuumwqbyqt,1,52.3,97.9,2022-09-04T13:02:11.239Z,2022-09-04T19:33:43Z,3757678403,140,60.7,3757678409,213,6.3,3757678401,56,Left,3757678405,141,97.5,3759183641,178,,3757678407,212,8.8,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763949,21,1,1,1,23,ej5er0oyngdw138yuumwqbyqt,1,61,93.7,2022-09-04T13:02:12.237Z,2022-09-04T19:34:07Z,3757678803,212,19.8,3757678799,140,69.9,3759184233,178,,3757678801,141,68.1,3757678795,155,,3757678805,213,5.2,3757678797,56,Center,3757679267,210,15,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2455763951,22,15,1,1,27,ej5er0oyngdw138yuumwqbyqt,1,76.6,73.8,2022-09-04T13:02:15.927Z,2022-09-04T19:34:07Z,3757679309,102,53.9,3757679313,215,,3757679305,55,21,3757679317,147,51.6,3757678817,18,,3757679387,233,22,3759185203,178,,3757679315,146,99.0,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,3757679303,29,3757678815,22,3757678819,56,,,Center,3757679311,103,15.2,3757678979,72,3758263503,76,,,,,,,,,,,,,,,,,,,,,,,,
2455763989,22,10,1,1,28,4klvxyeh3xcus4ongu7c00mgc,1,1.5,46,2022-09-04T13:02:17.296Z,2022-09-04T19:34:16Z,3757679027,173,,3757679143,233,22,3757679031,182,,3758382851,376,,3757679033,56,Back,3757679029,179,,,,,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455764011,23,52,1,1,29,4klvxyeh3xcus4ongu7c00mgc,1,2.5,48.4,2022-09-04T13:02:18.446Z,2022-09-04T19:34:21Z,3758383165,376,,3759186201,178,,,,,,,,,,,,,,,,,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455764135,24,1,1,1,35,4klvxyeh3xcus4ongu7c00mgc,1,9,43.7,2022-09-04T13:02:24.747Z,2022-09-04T19:34:30Z,3757679803,123,,3757679809,141,74.7,3759186763,178,,3757679805,56,Back,3757679811,212,23.5,3757679807,140,18.8,3757679813,213,1.1,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455764227,25,1,1,1,40,4klvxyeh3xcus4ongu7c00mgc,0,24.5,81,2022-09-04T13:02:28.979Z,2022-09-04T19:34:34Z,3759187127,178,,3757680325,141,73.4,3757680335,1,,3757680323,140,69.4,3757680329,212,47.4,3757680331,213,6.2,3757680321,56,Center,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455768641,74,43,1,1,41,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2022-09-04T13:02:30.716Z,2022-09-04T15:59:59Z,3757703833,56,Center,3758385153,144,61,,,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455764225,23,49,1,1,44,ej5er0oyngdw138yuumwqbyqt,1,25.2,19.3,2022-09-04T13:02:33.569Z,2022-09-04T19:34:57Z,,,,,,,,,,,,,,,,,,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
