id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/11/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2509818677,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-02-19T13:06:22.653Z,2023-02-19T13:48:14Z,4043326373,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4043326377,59,"1, 23, 15, 34, 4, 28, 72, 38, 7, 22, 8, 2, 3, 5, 9, 10, 11, 16, 31, 32, 33, 42, 56, 77, 98, 99",4043326371,30,"2udciji4n7tr07ft7twe2r9w5, i4yzdkusjs6qn4v06oxj6qxh, 3jtsqwoi9w0dxxneld0mt5rs9, 4kfx8fzf54bli2a2o0i3fvhed, bhi4ivjgojkot4d7za72gu2nd, eq7q971ebxu7ipqbyvj5n4c15, 963czsr3yecwk4s3p1wby5x3p, dpnp9rguhhs04of6vmlw5spg5, 21pztrby95djexvw3m9hhzgt1, eh1ul4duphy1iz4odwx9tkjjd, 6gab9bfl0kj0hy1z0u75pl42d, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, euibd75fsyggns1w3xerzzrh1, 4mk6bbc9a8rhtmk8f4jj6onvt, f0d8cjxx5cw5i22m0yy6azb2t, b5cqy1xamdj38bh87gvz4iac5, 476nfumr6aadvufrqk72tq5be, f8kcf2l4h2qzdww1vof5x9t5, 6mit9txkiacrr2dq1i27rm76d, b7vmywgydbcs4m9pcjcoabt62, 5bi4t2dob5mo0okdbv6sna6fo, 8ud1kq9mdgukhlbda5vcn0s0l, ec04djw7dspowrm7h7wr6e5ed, acg898oezqn7590ue8x8aik89, 6gjn7pt0i34q45g4porckuj8p",4043326395,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043326385,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043326391,194,i4yzdkusjs6qn4v06oxj6qxh,4043326381,130,4,4043326393,197,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509826709,1,34,16,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2023-02-19T13:14:08.873Z,2023-02-19T14:03:25Z,4043362895,197,2195,4043362885,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4043362897,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043362889,130,23,4043362893,194,1lota2za1imhl3oydwa89u5l,4043362887,59,"13, 24, 3, 18, 34, 33, 11, 35, 28, 19, 25, 1, 4, 5, 6, 8, 9, 14, 21, 22, 30, 32, 55, 91",4043362883,30,"h12c7ocq35slzrop3ltnrsnp, f0o0jfa9hp54otpnwe09d591, an5eip4p2zmw49hh9eqksigo9, 9cy6lgb0e0cq4a7ht389qaklx, 54mmovmx3osoxgbloe9rzmx9l, cnk07o3823zl5gd7qr2bdks7p, cxjuod6b1ro67656dxwhpqqc5, bk1gdyxtfp4drwb0yotwerbsa, d5m5q6dlc7vnbs634dinbsuwa, mh8eevw5lj4i9c7ue5n9j845, 1lota2za1imhl3oydwa89u5l, 9jx56wcoj1htd69i749wfwkx5, dnk24js88d4ie661mwo7jkq95, 1fdgli7rrzvlhcs1exckc0r11, 95r0jtkw03vjohzwc8os8ielm, 2l87vg4m0glbbdvnrg4zud51x, c68syh6axbkqmcmvrpumqb8mi, 2hbduprkyabq8g1nhe6b4g3bp, 6e9fu9o226zn6jzx02jutvi3u, 4494989zl7g13nw17wan5adp1, dmza22ad3iars2svmghrwhfit, d7xfjvw4kun7fx4j9ldr6cb11, d6vg86aml1ttoyks4vvvk0smh, 31b0dvddmki2b2zvumesyrx4a",4043362891,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509866767,2,32,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2023-02-19T14:02:58.405Z,2023-02-19T14:02:58Z,4043548823,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509866791,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-02-19T14:02:58.405Z,2023-02-19T21:34:17Z,4043548961,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509866805,3,1,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,49.9,50,2023-02-19T14:02:58.540Z,2023-02-19T22:20:15Z,4045291809,178,,4043549023,56,Back,4043549027,141,55.2,4043549029,212,15.4,4043549033,279,S,4043549025,140,35.6,4043549031,213,2.9,,,,bk1gdyxtfp4drwb0yotwerbsa,T. Baldanzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509866835,4,1,1,0,2,8le3orkfz6iix3jns6g9ojqjg,0,36.3,54.5,2023-02-19T14:03:01.389Z,2023-02-19T22:20:19Z,4045291921,178,,4043549197,155,,4043549199,56,Right,4043549205,212,45.1,4043549201,140,66.8,4043549209,1,,4043549203,141,7.7,4043549207,213,5.5,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509866891,3,1,1,0,5,4raiad4l2j5lkfaz92pk4osb,0,31,92.1,2023-02-19T14:03:04.283Z,2023-02-19T22:20:26Z,4043549449,3,,4043549451,56,Left,4043549459,213,0.0,4043549453,140,61.2,4043549457,212,31.7,4045292129,388,,4043549455,141,92.3,,,,3jtsqwoi9w0dxxneld0mt5rs9,A. Terzić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509866917,5,1,1,0,8,8le3orkfz6iix3jns6g9ojqjg,0,40.7,4.6,2023-02-19T14:03:07.239Z,2023-02-19T22:20:30Z,4045292219,178,,4043549593,213,5.9,4043549589,141,0.0,4043549587,140,50.4,4043549583,157,,4043549591,212,11.0,4043549595,1,,4043549585,56,Right,54mmovmx3osoxgbloe9rzmx9l,A. Ismajli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509867057,4,5,1,0,10,4raiad4l2j5lkfaz92pk4osb,1,49.4,101.5,2023-02-19T14:03:08.736Z,2023-02-19T22:20:32Z,4043550179,56,Back,4043550203,233,6,4043550181,347,,,,,,,,,,,,,,,,,3jtsqwoi9w0dxxneld0mt5rs9,A. Terzić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509866927,6,5,1,0,10,8le3orkfz6iix3jns6g9ojqjg,0,50.6,-1.5,2023-02-19T14:03:08.736Z,2023-02-19T22:20:33Z,4043549619,56,Right,4043549621,347,,4043550247,233,4,,,,,,,,,,,,,,,,54mmovmx3osoxgbloe9rzmx9l,A. Ismajli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
