id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2512821651,230,1,1,23,27,67z1gqyiuzpmmb15q5fy7ntc4,1,27.6,50.7,2023-02-26T14:24:08.844Z,2023-02-26T21:44:21Z,4059135503,56,Back,4060752887,178,,4059135511,213,6.0,4059135505,140,35.6,4059135509,212,8.7,4059135507,141,47.2,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512821701,231,1,1,23,33,67z1gqyiuzpmmb15q5fy7ntc4,1,42.4,33,2023-02-26T14:24:14.457Z,2023-02-26T21:44:24Z,4059135825,213,5.3,4059135823,212,22.9,4059135819,140,54.2,4060753077,178,,4059135817,56,Right,4059135821,141,4.7,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512821751,232,1,1,23,36,67z1gqyiuzpmmb15q5fy7ntc4,1,56,6,2023-02-26T14:24:17.533Z,2023-02-26T21:44:27Z,4059136095,140,50.7,4059136101,213,2.0,4059136093,56,Center,4060753177,178,,4059136097,141,23.5,4059136099,212,13.1,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512821831,233,1,1,23,39,67z1gqyiuzpmmb15q5fy7ntc4,1,54.3,31.9,2023-02-26T14:24:21.062Z,2023-02-26T21:44:28Z,4059136463,213,2.0,4059136459,141,54.6,4059136457,140,47.4,4059136461,212,17.1,4060753215,178,,4059136455,56,Back,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512821841,234,1,1,23,43,67z1gqyiuzpmmb15q5fy7ntc4,0,53.4,59.6,2023-02-26T14:24:24.572Z,2023-02-26T21:44:31Z,4060753269,178,,4059136519,213,6.0,4059136511,56,Center,4059136517,212,21.3,4059136513,140,72.7,4059136515,141,50.0,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512821845,189,8,1,23,44,49rkyo4do8uwj06geomw0xr4i,1,28.3,42.9,2023-02-26T14:24:25.638Z,2023-02-26T21:44:37Z,4060753667,178,,4060136881,384,,4059136533,56,Back,,,,,,,,,,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512821857,190,49,1,23,45,49rkyo4do8uwj06geomw0xr4i,1,43.3,33.2,2023-02-26T14:24:26.734Z,2023-02-26T21:44:42Z,,,,,,,,,,,,,,,,,,,,,,,,,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512821943,191,1,1,23,46,49rkyo4do8uwj06geomw0xr4i,1,43.3,33.2,2023-02-26T14:24:27.760Z,2023-02-26T21:44:43Z,4059137021,212,6.0,4059137017,140,41.3,4059137019,141,25.0,4059137023,213,4.4,4059137015,56,Back,4060753915,178,,,,,,,,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512821953,192,1,1,23,52,49rkyo4do8uwj06geomw0xr4i,0,60.1,35.6,2023-02-26T14:24:33.608Z,2023-02-26T21:44:47Z,4059137063,140,69.2,4059137065,141,36.8,4060754047,178,,4059137059,155,,4059137069,213,0.1,4059137067,212,9.6,4059137061,56,Center,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512821971,235,8,1,23,53,67z1gqyiuzpmmb15q5fy7ntc4,1,30.9,65.7,2023-02-26T14:24:34.292Z,2023-02-26T21:44:56Z,4060137945,384,,4059137189,15,,4060754451,388,,4059137169,56,Back,,,,,,,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512821995,236,49,1,23,54,67z1gqyiuzpmmb15q5fy7ntc4,1,43.2,77.6,2023-02-26T14:24:35.657Z,2023-02-26T21:45:00Z,,,,,,,,,,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822027,237,1,1,23,55,67z1gqyiuzpmmb15q5fy7ntc4,1,43.7,78.5,2023-02-26T14:24:36.563Z,2023-02-26T21:45:08Z,4060754967,178,,4059137475,140,40.7,4059137473,56,Back,4059137477,141,71.5,4059137471,155,,4059137479,212,5.7,4059137483,213,4.1,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822043,238,1,1,23,57,67z1gqyiuzpmmb15q5fy7ntc4,0,39.7,73,2023-02-26T14:24:38.338Z,2023-02-26T21:45:13Z,4060755189,178,,4059137527,213,6.1,4059137521,140,42.7,4059137517,3,,4059137519,56,Back,4059137523,141,72.3,4059137525,212,3.2,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822067,194,49,1,23,57,49rkyo4do8uwj06geomw0xr4i,1,55.7,36.4,2023-02-26T14:24:38.710Z,2023-02-26T21:45:32Z,,,,,,,,,,,,,,,,,,,,,,,,,2zgjwhl5i4lya4hh7xed1jefp,D. Črnigoj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822079,195,1,1,23,58,49rkyo4do8uwj06geomw0xr4i,1,55.7,36.4,2023-02-26T14:24:39.674Z,2023-02-26T21:45:36Z,4059137687,140,52.5,4059137689,141,50.7,4059137691,212,10.3,4060756237,178,,4059137685,56,Center,4059137693,213,1.9,,,,,,,2zgjwhl5i4lya4hh7xed1jefp,D. Črnigoj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822039,193,43,1,23,58,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-02-26T14:24:40.081Z,2023-02-26T14:25:23Z,4059137513,285,0,4059137511,56,Center,4059141389,144,74,,,,,,,,,,,,,,,,2zgjwhl5i4lya4hh7xed1jefp,D. Črnigoj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822167,196,1,1,23,59,49rkyo4do8uwj06geomw0xr4i,1,53.7,41.5,2023-02-26T14:24:40.952Z,2023-02-26T21:45:39Z,4059138153,140,55.4,4059138155,141,57.5,4059138161,213,1.4,4060756341,178,,4059138157,212,11.0,4059138151,56,Center,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822243,197,1,1,24,3,49rkyo4do8uwj06geomw0xr4i,1,54.7,59.6,2023-02-26T14:24:45.215Z,2023-02-26T21:45:41Z,4059138475,212,8.2,4059138473,141,47.8,4060756473,178,,4059138477,213,4.5,4059138471,140,53.3,4059138469,56,Center,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822263,198,1,1,24,6,49rkyo4do8uwj06geomw0xr4i,1,52.1,42.2,2023-02-26T14:24:47.809Z,2023-02-26T21:45:42Z,4059138581,141,26.8,4059138577,56,Center,4060756557,178,,4059138579,140,60.6,4059138583,212,13.8,4059138585,213,5.4,,,,,,,2zgjwhl5i4lya4hh7xed1jefp,D. Črnigoj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822305,199,1,1,24,7,49rkyo4do8uwj06geomw0xr4i,1,60.5,26.6,2023-02-26T14:24:48.617Z,2023-02-26T21:45:45Z,4059138759,141,31.7,4059138757,140,54.1,4059138763,213,2.7,4060756675,178,,4059138755,56,Center,4059138761,212,7.6,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822381,200,1,1,24,10,49rkyo4do8uwj06geomw0xr4i,1,49.6,33.4,2023-02-26T14:24:52.118Z,2023-02-26T21:45:48Z,4059139113,141,71.9,4060756813,178,,4059139115,212,26.2,4059139109,56,Back,4059139117,213,1.6,4059139111,140,48.7,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822391,201,1,1,24,13,49rkyo4do8uwj06geomw0xr4i,1,52.7,85.3,2023-02-26T14:24:55.098Z,2023-02-26T21:45:50Z,4059139167,141,97.1,4059139171,213,0.6,4059139169,212,14.7,4059139165,140,64.4,4059139163,56,Left,4060756873,178,,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822399,202,1,1,24,17,49rkyo4do8uwj06geomw0xr4i,1,61,97.1,2023-02-26T14:24:58.385Z,2023-02-26T21:45:51Z,4059139209,140,44.7,4059139215,213,3.2,4059139207,56,Back,4059139213,212,17.2,4059139211,141,95.0,4060756967,178,,,,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822475,203,1,1,24,19,49rkyo4do8uwj06geomw0xr4i,1,45.1,93.6,2023-02-26T14:25:00.919Z,2023-02-26T21:45:54Z,4059139649,140,34.7,4059139647,56,Back,4059139651,141,61.4,4060757083,178,,4059139653,212,24.5,4059139655,213,4.2,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822513,204,1,1,24,24,49rkyo4do8uwj06geomw0xr4i,1,33.7,53.3,2023-02-26T14:25:06.072Z,2023-02-26T21:45:56Z,4060757221,178,,4059139845,140,42.9,4059139843,56,Back,4059139847,141,62.9,4059139851,213,0.6,4059139849,212,11.7,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822775,205,1,1,24,27,49rkyo4do8uwj06geomw0xr4i,1,42.9,62.9,2023-02-26T14:25:08.352Z,2023-02-26T21:45:58Z,4059141031,141,94.5,4059141037,213,1.5,4060757307,178,,4059141035,212,21.5,4059141029,140,43.9,4059141027,56,Back,,,,,,,2zgjwhl5i4lya4hh7xed1jefp,D. Črnigoj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822779,206,4,1,24,33,49rkyo4do8uwj06geomw0xr4i,1,73.4,94,2023-02-26T14:25:15.097Z,2023-02-26T21:46:02Z,4059141221,233,239,4059141057,13,,4060152803,294,,4059141071,286,,4059141061,56,Left,4059141067,152,,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512822797,239,4,1,24,33,67z1gqyiuzpmmb15q5fy7ntc4,0,26.6,6,2023-02-26T14:25:15.098Z,2023-02-26T21:46:02Z,4059141151,152,,4059141147,13,,4059141149,56,Back,4059141291,233,206,4059141155,285,,4060153025,294,,4060757461,178,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512823925,207,1,1,25,34,49rkyo4do8uwj06geomw0xr4i,1,75.6,96.9,2023-02-26T14:26:15.426Z,2023-02-26T21:46:07Z,4060156879,223,,4059146335,56,Center,4059146333,152,,4059146329,5,,4059146327,2,,4059146347,213,5.1,4059146337,140,87.3,4059146331,155,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,4059146339,141,56.1,4060757735,178,,4060156881,20,4059146345,212,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512823929,208,61,1,25,35,49rkyo4do8uwj06geomw0xr4i,1,87.8,55.9,2023-02-26T14:26:16.912Z,2023-02-26T21:46:14Z,4060758065,178,,4059146363,56,Center,,,,,,,,,,,,,,,,,,,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512823961,209,15,1,25,37,49rkyo4do8uwj06geomw0xr4i,1,85.5,47.4,2023-02-26T14:26:18.560Z,2023-02-26T21:46:18Z,4059149095,29,,4059146547,17,,4059148625,82,,4059149113,328,,4059149123,230,98.9,4059148615,20,,4060758255,178,,4059149097,55,208,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,4059149119,146,87.7,4059149105,102,49.1,4059148611,24,4059149109,103,19,4059146549,56,Center,,,4059149093,78,,4059149125,231,4059148649,233,4059149121,147,,,,49.5,240,47.7,,,,,,,,,,,,
2512823939,240,10,1,25,37,67z1gqyiuzpmmb15q5fy7ntc4,1,12.8,52.2,2023-02-26T14:26:18.620Z,2023-02-26T21:46:20Z,4059146401,56,Back,4059148719,233,209,4060758347,178,,4059146399,94,,,,,,,,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513129749,1045,43,1,25,41,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-02-26T14:26:22.305Z,2023-02-26T22:07:56Z,4060798795,233,868,4060799651,144,67,,,,,,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513129745,868,43,1,25,41,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-02-26T14:26:22.306Z,2023-02-26T22:07:56Z,4060798813,233,1045,4060799675,144,67,,,,,,,,,,,,,,,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513129959,1049,67,1,25,41,67z1gqyiuzpmmb15q5fy7ntc4,1,8.5,82.8,2023-02-26T14:26:22.335Z,2023-02-27T01:12:01Z,4060799847,233,869,,,,,,,,,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513129957,869,67,1,25,41,49rkyo4do8uwj06geomw0xr4i,0,91.5,17.2,2023-02-26T14:26:22.336Z,2023-02-26T22:08:02Z,4060799851,233,1049,,,,,,,,,,,,,,,,,,,,,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512824023,241,12,1,25,41,67z1gqyiuzpmmb15q5fy7ntc4,1,4.7,83.3,2023-02-26T14:26:22.349Z,2023-02-27T01:12:02Z,4059146827,213,0.8,4059146821,140,15.3,4059146819,56,Back,4059146825,212,16.5,4059146823,141,100.0,4059146935,167,,4060758537,178,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512824367,210,5,1,25,42,49rkyo4do8uwj06geomw0xr4i,1,83.8,-1.3,2023-02-26T14:26:23.409Z,2023-02-26T21:46:27Z,4059148595,347,,4059148593,56,Right,4059148689,233,242,,,,,,,,,,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512824033,242,5,1,25,42,67z1gqyiuzpmmb15q5fy7ntc4,0,16.2,101.3,2023-02-26T14:26:23.409Z,2023-02-26T21:46:27Z,4059148733,233,210,4059146893,347,,4059146891,56,Back,,,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512824523,211,1,1,25,59,49rkyo4do8uwj06geomw0xr4i,1,82.8,0,2023-02-26T14:26:40.372Z,2023-02-26T21:46:31Z,4059149403,56,Right,4059149411,213,2.7,4059149405,140,71.6,4059149399,107,,4059149409,212,12.8,4059149407,141,6.2,4059149629,189,,,,,ezpkmoz1z08da3o3g45m12lzp,J. Sambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512824531,212,4,1,26,5,49rkyo4do8uwj06geomw0xr4i,1,66.6,4.4,2023-02-26T14:26:46.736Z,2023-02-26T21:46:45Z,4059149439,233,243,4059149425,152,,4059149423,56,Right,4059149427,265,,4059149421,13,,4059149711,189,,4059149429,286,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512824491,243,4,1,26,5,67z1gqyiuzpmmb15q5fy7ntc4,0,33.4,95.6,2023-02-26T14:26:46.737Z,2023-02-26T21:46:44Z,4059149621,233,212,4059149563,189,,4059149259,265,,4059149257,152,,4059149261,285,,4059149253,13,,4059149255,56,Back,4060759397,178,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512824945,213,1,1,26,37,49rkyo4do8uwj06geomw0xr4i,0,74.2,5,2023-02-26T14:27:18.761Z,2023-02-26T21:46:46Z,4059151441,5,,4059151447,56,Center,4059151451,141,52.7,4059151457,1,,4059151445,152,,4060759523,178,,4059151455,213,1.1,4059151449,140,91.1,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,4060166575,223,,4059151439,2,,4059151443,155,4059151453,212,37.0,4060166577,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512826817,247,12,1,26,39,67z1gqyiuzpmmb15q5fy7ntc4,1,9,52,2023-02-26T14:27:20.582Z,2023-02-26T21:46:52Z,4059160657,212,18.4,4059160651,56,Back,4059160679,15,,4059160661,213,5.7,4060759789,388,,4059160653,140,23.2,4059160655,141,36.1,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512826795,246,43,1,26,40,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-02-26T14:27:21.526Z,2023-02-26T18:19:48Z,4059160571,56,Back,4059160573,285,0,4060173267,144,44,,,,,,,,,,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512824955,214,43,1,26,40,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-02-26T14:27:21.527Z,2023-02-26T18:19:47Z,4059151501,56,Center,4059151503,286,0,4059161009,233,246,4060173187,144,44,,,,,,,,,,,,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512824967,244,43,1,26,40,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-02-26T14:27:22.197Z,2023-02-26T14:28:31Z,4059151567,140,24.5,4059151575,213,5.7,4059151571,141,33.0,4059151573,212,20.8,4059151563,56,Back,4059151591,15,0,4059157839,144,12,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512826143,245,43,1,26,42,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-02-26T14:27:23.526Z,2023-02-26T14:31:47Z,4059157341,264,0,4059157347,285,0,4059157339,13,0,4059173737,144,4,4059158291,233,214,4059157345,152,0,4059157343,56,Back,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512825063,215,27,1,26,46,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-02-26T14:27:27.286Z,2023-02-26T21:47:25Z,4059163421,233,248,4059152065,41,Injury,4059152067,53,4u281v53ges3kimtgac0tidm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512827181,248,27,1,26,46,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-02-26T14:27:27.286Z,2023-02-26T21:47:25Z,4059162453,41,Injury,4059162455,53,erdqr6vrr5tlfypbks3og0dlh,4059163439,233,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512830401,216,43,1,31,54,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-02-26T14:32:36.013Z,2023-02-26T14:32:44Z,4059177589,55,215,4059178215,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512831561,250,43,1,33,1,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-02-26T14:33:42.807Z,2023-02-26T14:33:46Z,4059183475,144,28,4059183165,55,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512832507,217,28,1,33,56,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-02-26T14:34:37.520Z,2023-02-27T00:18:06Z,4059188073,233,251,4059187723,55,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512832571,251,28,1,33,56,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-02-26T14:34:37.520Z,2023-02-27T00:18:06Z,4059188109,233,217,4059188041,55,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512833171,252,68,1,34,28,67z1gqyiuzpmmb15q5fy7ntc4,0,0,0,2023-02-26T14:35:09.838Z,2023-02-27T00:18:24Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512833183,218,68,1,34,28,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-02-26T14:35:10.255Z,2023-02-27T00:18:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512833253,219,43,1,34,32,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-02-26T14:35:13.823Z,2023-02-26T18:20:46Z,4060176737,144,49,,,,,,,,,,,,,,,,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512833299,220,61,1,34,33,49rkyo4do8uwj06geomw0xr4i,1,69,61.5,2023-02-26T14:35:15.135Z,2023-02-27T00:18:44Z,4060981199,178,,4059192057,238,,4059191887,56,Center,,,,,,,,,,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512833461,253,49,1,34,34,67z1gqyiuzpmmb15q5fy7ntc4,1,45.1,36.1,2023-02-26T14:35:16.251Z,2023-02-27T00:19:04Z,,,,,,,,,,,,,,,,,,,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512833489,254,61,1,34,36,67z1gqyiuzpmmb15q5fy7ntc4,1,45.1,36.1,2023-02-26T14:35:18.233Z,2023-02-27T00:19:18Z,4060982519,178,,4059192781,56,Back,4059193467,238,,,,,,,,,,,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512833441,221,49,1,34,38,49rkyo4do8uwj06geomw0xr4i,1,34.2,60.6,2023-02-26T14:35:19.559Z,2023-02-27T00:19:24Z,,,,,,,,,,,,,,,,,,,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512833511,222,1,1,34,38,49rkyo4do8uwj06geomw0xr4i,0,34.2,58.1,2023-02-26T14:35:19.712Z,2023-02-27T00:19:26Z,4060982731,178,,4059192891,213,1.1,4059192889,212,13.5,4059192887,141,75.4,4059192883,56,Back,4059192885,140,40.6,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512833553,223,1,1,34,40,49rkyo4do8uwj06geomw0xr4i,1,38.5,81.8,2023-02-26T14:35:21.706Z,2023-02-27T00:19:29Z,4059193119,213,4.5,4059193113,140,34.8,4059193117,212,16.0,4059193115,141,59.0,4059193111,56,Back,4060982849,178,,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512833613,224,1,1,34,44,49rkyo4do8uwj06geomw0xr4i,1,35.2,54.8,2023-02-26T14:35:25.752Z,2023-02-27T00:19:31Z,4059193405,141,22.3,4059193399,56,Back,4059193403,140,34.5,4060982901,178,,4059193407,212,22.1,4059193409,213,4.7,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512833649,225,1,1,34,46,49rkyo4do8uwj06geomw0xr4i,1,35,19.6,2023-02-26T14:35:27.923Z,2023-02-27T00:19:34Z,4059193595,213,5.1,4059193593,212,11.3,4059193587,56,Back,4060982973,178,,4059193589,140,38.6,4059193591,141,4.0,,,,,,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
