id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2485401825,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-11-13T16:04:34.362Z,2022-11-13T16:59:53Z,3914645231,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914645223,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, dpnp9rguhhs04of6vmlw5spg5, bhi4ivjgojkot4d7za72gu2nd, acg898oezqn7590ue8x8aik89, b5cqy1xamdj38bh87gvz4iac5, 4kfx8fzf54bli2a2o0i3fvhed, 4mk6bbc9a8rhtmk8f4jj6onvt, 963czsr3yecwk4s3p1wby5x3p, 6gab9bfl0kj0hy1z0u75pl42d, euibd75fsyggns1w3xerzzrh1, 21pztrby95djexvw3m9hhzgt1, d9sakxlp96siw0z1jltszdlgp, 3jtsqwoi9w0dxxneld0mt5rs9, 476nfumr6aadvufrqk72tq5be, i4yzdkusjs6qn4v06oxj6qxh, eq7q971ebxu7ipqbyvj5n4c15, f8kcf2l4h2qzdww1vof5x9t5, 6mit9txkiacrr2dq1i27rm76d, 5bi4t2dob5mo0okdbv6sna6fo, u60zu48a4zqnupyxp2d0mqqd, 6gjn7pt0i34q45g4porckuj8p",3914902139,194,66at96kfhvigkny465lkmrnbp,3914645225,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3914902141,197,8393,3914645233,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914645229,130,8,3914645227,59,"1, 2, 3, 38, 4, 98, 11, 34, 9, 72, 8, 5, 7, 14, 15, 16, 23, 28, 31, 32, 42, 95, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485401935,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-11-13T16:04:42.177Z,2022-11-13T16:58:54Z,3914645803,30,"7kph61hobc93t2c2tl8l5j105, b33rlpjo3kx4477alx82si5wq, 3tpmw6tlijytn0ahwztvedkut, cknjube5flk1r5ppqthj82c5, cfpaejad8i9p2r1fj0wx0g222, 3sezchmdtivxl4kusvgc6j7x1, 3v1fnp5e9pxfzgou5ebrgprrp, 9sxg58hszjq17avxgumftdu22, 5awkzgwwh48prwgvxwewuc5hx, 3jln1gzc0859ymphvq83i0mp5, 11o903vztwpnmvgrinn208qnd, dmrj53hcw8vcffxx0lfudbob9, 9ncagt0ezp4f41hz3b64af1t5, eyra5urhrm92240e7qbll736d, wr2f0yl1bf68r73hkjee2pqt, b0me6l44boibnwpbtasxoy02x, ehztjmhg6fsddm1fqb00547o5, 1dwwsz1i6v8zwh802ujwf7emt, ch5rw8dgb6wh99wyhd8o3t1pl, 72vim7cq99zdjjwivwtr773vu, 68cu39v9m8pykapkh2b97ltqt, 7ox43isyywsnrfcd56nm65be, 9rs7sa9181bsys17v0naoszfu",3914899739,194,3tpmw6tlijytn0ahwztvedkut,3914645811,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914645805,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3914645809,130,8,3914645807,59,"1, 20, 19, 4, 28, 23, 33, 8, 9, 10, 17, 5, 7, 12, 14, 21, 24, 27, 32, 40, 83, 90, 96",3914899741,197,578,3914645813,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485449887,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-11-13T17:01:08.015Z,2022-11-14T01:11:03Z,3914906783,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485449891,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-11-13T17:01:08.015Z,2022-11-13T17:01:11Z,3914906789,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485449923,3,1,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,50.1,50.1,2022-11-13T17:01:08.113Z,2022-11-14T01:18:26Z,3914906979,140,31.6,3914906985,213,3.2,3914906977,56,Back,3914906983,212,19.5,3914906987,279,S,3914906981,141,48.4,3916031037,178,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485449949,4,1,1,0,3,9dntj5dioj5ex52yrgwzxrq9l,0,31.8,47.9,2022-11-13T17:01:11.136Z,2022-11-14T01:18:35Z,3915883589,157,,3914907137,1,,3914907131,141,88.3,3914907127,56,Left,3914907135,213,0.5,3914907129,140,77.1,3916031145,178,,3914907133,212,54.9,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485449983,3,1,1,0,5,4raiad4l2j5lkfaz92pk4osb,1,24.9,11.9,2022-11-13T17:01:13.927Z,2022-11-14T01:18:38Z,3916031181,388,,3914907317,141,10.6,3914907311,3,,3914907319,212,13.4,3914907315,140,37.6,3914907321,213,6.2,3914907313,56,Back,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485449989,4,49,1,0,7,4raiad4l2j5lkfaz92pk4osb,1,37.7,10.1,2022-11-13T17:01:15.377Z,2022-11-14T01:18:44Z,,,,,,,,,,,,,,,,,,,,,,,,,b5cqy1xamdj38bh87gvz4iac5,J. Ikoné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485655129,903,83,1,0,10,9dntj5dioj5ex52yrgwzxrq9l,1,69.5,98.9,2022-11-13T17:01:18.262Z,2022-11-14T01:49:46Z,3916054195,399,199672,,,,,,,,,,,,,,,,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485450039,5,1,1,0,11,4raiad4l2j5lkfaz92pk4osb,1,29.8,3.1,2022-11-13T17:01:19.651Z,2022-11-14T01:18:54Z,3914907625,140,30.4,3914907623,56,Back,3914907631,213,1.5,3914907627,141,14.2,3914907629,212,7.6,3916031379,178,,,,,,,,b5cqy1xamdj38bh87gvz4iac5,J. Ikoné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
