id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/13/value,qualifier/9/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2495034965,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-01-04T16:43:36.394Z,2023-01-04T21:19:42Z,3965652929,197,563,3965613517,59,"1, 2, 3, 32, 28, 98, 11, 42, 9, 72, 8, 4, 5, 7, 10, 15, 16, 23, 31, 34, 41, 43, 48, 50, 99",3965613519,130,8,3965613513,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, 6mit9txkiacrr2dq1i27rm76d, eq7q971ebxu7ipqbyvj5n4c15, acg898oezqn7590ue8x8aik89, b5cqy1xamdj38bh87gvz4iac5, 5bi4t2dob5mo0okdbv6sna6fo, 4mk6bbc9a8rhtmk8f4jj6onvt, 963czsr3yecwk4s3p1wby5x3p, 6gab9bfl0kj0hy1z0u75pl42d, bhi4ivjgojkot4d7za72gu2nd, euibd75fsyggns1w3xerzzrh1, 21pztrby95djexvw3m9hhzgt1, f0d8cjxx5cw5i22m0yy6azb2t, 3jtsqwoi9w0dxxneld0mt5rs9, 476nfumr6aadvufrqk72tq5be, i4yzdkusjs6qn4v06oxj6qxh, f8kcf2l4h2qzdww1vof5x9t5, 4kfx8fzf54bli2a2o0i3fvhed, da3j7qp7ed6h7nh3ppcklt5hw, eawzwll559k910exi1u6zccno, 471t4engadct4su6thk5r5qtw, 4jh6mywmhugi4ltyhq5vd5ij8, 6gjn7pt0i34q45g4porckuj8p",3965613525,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965613521,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965613523,194,66at96kfhvigkny465lkmrnbp,3965613515,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495035295,1,34,16,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-04T16:45:37.356Z,2023-01-04T17:47:52Z,3965615287,130,17,3965652927,197,16793,3965615291,194,2qdgfxqyh0bjn3alkz97py8k5,3965615293,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965615283,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3965615281,30,"b3hr4q25jvqr7565z5ydqylt5, bcqsti42fhzap385lnfe4auhh, 4d17grk2qflzake218uz76uei, thnje2i2s96fcbuscj57053p, av8588qp8e5wz3s7cg1n2qgnp, ejgtltbsu0djglqw98gywgu6t, 2qdgfxqyh0bjn3alkz97py8k5, 2zk88fh1e5js1g2jmfkrjmxka, dq037w5t3ht5zgd75mue4p1pl, duqiler25n63ksi0fxreo50mi, 6ck9f1ppvl65nui0x71q80jx1, 6r2xfmixeizxzt19lna2jjwgk, erdqr6vrr5tlfypbks3og0dlh, 4vonqsqrzoyye4vs6n7dud2p5, 1muwnu7rq4feejspx7no203px, 61phh511ju65h6coren0pbkd1, 9noq0ogmqc2cwj3nowoadcdlh, 721e4tx2wrwb4kd9w80fcq19l, 1b8uwkohkevu6ltjex0liklpl, 91sgvwun5559mwe9bszj4xql1, 98x5xrku2jffo0in2u2htazca, chjjcy789cuwlsik2ibmubtyi, 18yip8wsirmu6s0idhvapnaad, rblijalj0qnu455jtjoi3pjo, 6jwy293owzzhldv4i9wxntjv9, ahrgnlsku8ghrj2qc0s6p1rhm",3965615285,59,"16, 84, 30, 55, 5, 4, 32, 22, 47, 28, 17, 60, 3, 7, 8, 9, 10, 19, 26, 37, 38, 44, 77, 80, 89, 91",3965615289,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495042681,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-01-04T17:33:44.108Z,2023-01-05T00:05:05Z,3965656193,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495042683,2,32,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-04T17:33:44.108Z,2023-01-04T17:33:46Z,3965656195,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495042691,3,1,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,50,50,2023-01-04T17:33:44.184Z,2023-01-05T01:02:51Z,3965656243,279,S,3965656241,213,3.3,3965656237,141,44.3,3965656239,212,22.0,3966051603,178,,3965656235,140,29.4,3965656233,56,Back,,,,963czsr3yecwk4s3p1wby5x3p,A. Barák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495042695,4,1,1,0,3,4raiad4l2j5lkfaz92pk4osb,1,29.4,44.3,2023-01-04T17:33:47.112Z,2023-01-05T01:02:55Z,3965656287,212,7.4,3965656285,141,55.2,3965656281,56,Back,3965656283,140,29.4,3965656289,213,1.6,3966051643,178,,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495042697,5,1,1,0,5,4raiad4l2j5lkfaz92pk4osb,1,28.3,61.6,2023-01-04T17:33:49.928Z,2023-01-05T01:02:59Z,3965656299,141,84.2,3966051675,178,,3965656303,213,1.4,3965656301,212,15.6,3965656295,56,Back,3965656297,140,31.1,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495042699,6,1,1,0,8,4raiad4l2j5lkfaz92pk4osb,0,31.3,84.1,2023-01-04T17:33:52.641Z,2023-01-05T01:03:07Z,3966051733,178,,3965656347,140,90.8,3965656355,1,,3965656351,212,63.1,3965656353,213,6.1,3965656349,141,70.7,3965656343,155,,3965656345,56,Center,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495042701,3,52,1,0,12,67z1gqyiuzpmmb15q5fy7ntc4,1,10,26.4,2023-01-04T17:33:56.894Z,2023-01-05T01:03:10Z,3966001423,377,,3966051773,178,,,,,,,,,,,,,,,,,,,,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495042707,4,1,1,0,14,67z1gqyiuzpmmb15q5fy7ntc4,1,8.5,35.5,2023-01-04T17:33:58.675Z,2023-01-05T01:03:21Z,3965656407,212,14.9,3965656399,123,,3965656409,213,1.5,3966051865,178,,3965656401,56,Back,3965656403,140,10.1,3965656405,141,57.3,,,,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
