id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/16/value,qualifier/10/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value
2455009087,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-09-03T14:54:07.694Z,2022-09-03T15:57:13Z,3753692967,59,"16, 2, 19, 4, 20, 23, 30, 8, 9, 90, 17, 1, 5, 7, 10, 14, 21, 24, 27, 28, 32, 40, 46, 56, 83",3753692973,194,e2vtm1318mm61db2wtj4m5p79,3753692971,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754308717,197,578,3753692965,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3753692963,30,"3fpnfgoy4lbpapv2th6g60cet, e2vtm1318mm61db2wtj4m5p79, 3tpmw6tlijytn0ahwztvedkut, cknjube5flk1r5ppqthj82c5, b33rlpjo3kx4477alx82si5wq, 3sezchmdtivxl4kusvgc6j7x1, 17au7v1ocl4zab872g59821yi, 9sxg58hszjq17avxgumftdu22, 5awkzgwwh48prwgvxwewuc5hx, 7ox43isyywsnrfcd56nm65be, 11o903vztwpnmvgrinn208qnd, 7kph61hobc93t2c2tl8l5j105, dmrj53hcw8vcffxx0lfudbob9, 9ncagt0ezp4f41hz3b64af1t5, 3jln1gzc0859ymphvq83i0mp5, wr2f0yl1bf68r73hkjee2pqt, b0me6l44boibnwpbtasxoy02x, ehztjmhg6fsddm1fqb00547o5, 1dwwsz1i6v8zwh802ujwf7emt, cfpaejad8i9p2r1fj0wx0g222, ch5rw8dgb6wh99wyhd8o3t1pl, 72vim7cq99zdjjwivwtr773vu, enqcaecpt5hy0qv9x5pzmkjc9, 9vnr9uog5fmggich2i4vjxwbt, 68cu39v9m8pykapkh2b97ltqt",3753692975,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3753692969,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455010687,1,34,16,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-09-03T14:56:10.011Z,2022-09-03T16:00:27Z,3753700525,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3753700535,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3753700515,30,"c9lu69xk59a75bnpzgalh1kut, 2r6hs8npijvt4wekd059t6tx, asyzhp3qu95vmzdbau6nmoic5, q6ns1fyw7w10xkkubh8etfc9, by2gxuixij1eciu56k8mb3cgl, 4j1oq24pfi728zyl2zkpptpsl, ahgd3on22t4h7gg9ipnj1itw5, botfgp0oq4wqlwtcs9m90kded, 6d7rip50yu2j7vyk76zokeehh, 7r2tgpdrr4v6n9d2gkzwmlazt, 3ddsnnhxo0mem95lcph71ix1x, ci37qg2uu0z3nppxvn0z9034l, 9qow77e16pvlb3860yjpydryt, a5eki9p236y4zxmp9qz202pcl, aripnzu9yo2wlr8ud93ufdhih, can2l9ha4ufsxdjxdkb739fkk, ujb2hkujcnwnyrbsgk3ilmtx, 84so0uovope0pkt6cz2iisbth, 1xscywgyfqisqexmpfvbf9g45, 8kttsnok9bbh7kpy3zz3j2xg5, 19856wqwrmzmvfw9thf0tzrv9, 6zcok1vbaitp91a9nrac20t05, 6vz9qzgtbh3iqzv73xw2xaiok",3753700517,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3753700519,59,"1, 2, 36, 95, 6, 37, 23, 20, 11, 10, 77, 5, 8, 9, 12, 14, 15, 21, 22, 24, 32, 33, 45",3753700529,194,c9lu69xk59a75bnpzgalh1kut,3754293949,197,568,3753700521,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455128735,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-09-03T16:00:04.984Z,2022-09-19T11:28:11Z,3754321969,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455128769,2,32,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-09-03T16:00:04.984Z,2022-09-03T16:00:07Z,3754322041,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455128779,3,1,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,49.6,50,2022-09-03T16:00:05Z,2022-09-03T22:52:46Z,3754322117,56,Center,3754322127,212,5.5,3754322125,141,43.7,3755925833,178,,3754322133,278,,3754322131,279,S,3754322121,140,52.9,3754322129,213,5.4,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455128793,4,1,1,0,1,9dntj5dioj5ex52yrgwzxrq9l,1,54.7,34.5,2022-09-03T16:00:06.480Z,2022-09-03T22:53:13Z,3754322211,56,Right,3754322213,140,54.4,3754322223,213,4.7,3754322221,212,9.6,3754322219,141,20.4,3755926477,178,,,,,,,,7ox43isyywsnrfcd56nm65be,C. De Ketelaere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455132309,52,1,1,0,3,9dntj5dioj5ex52yrgwzxrq9l,1,53.1,13,2022-09-03T16:00:08.893Z,2022-09-03T22:53:20Z,3754340883,140,55.0,3754340881,56,Right,3755926625,178,,3754340889,213,5.0,3754340887,212,6.8,3754340885,141,3.4,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455128821,5,1,1,0,4,9dntj5dioj5ex52yrgwzxrq9l,1,57.3,5.2,2022-09-03T16:00:09.729Z,2022-09-03T22:53:26Z,3754322359,56,Back,3754322365,212,19.0,3755926789,178,,3754322367,213,3.1,3754322361,140,39.2,3754322363,141,7.1,,,,,,,17au7v1ocl4zab872g59821yi,Junior Messias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455128851,6,1,1,0,6,9dntj5dioj5ex52yrgwzxrq9l,1,39.2,7.1,2022-09-03T16:00:11.775Z,2022-09-03T22:53:31Z,3754322517,141,36.7,3754322515,140,32.2,3754322521,213,1.9,3755926909,178,,3754322513,56,Back,3754322519,212,21.4,,,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455128891,7,1,1,0,9,9dntj5dioj5ex52yrgwzxrq9l,1,32.2,36.7,2022-09-03T16:00:14.745Z,2022-09-03T22:53:34Z,3754322707,140,32.3,3754322705,56,Back,3754322713,213,1.6,3754322711,212,21.9,3755927031,178,,3754322709,141,68.9,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
