id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2469042477,9,1,1,0,38,9dntj5dioj5ex52yrgwzxrq9l,1,35.2,57.3,2022-10-08T16:00:57.706Z,2022-10-08T22:26:23Z,3828309061,140,40.1,3828309063,141,25.8,3828309067,213,4.9,3829724369,178,,3828309059,56,Back,3828309065,212,22.0,,,,,,,enqcaecpt5hy0qv9x5pzmkjc9,M. Gabbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042507,10,1,1,0,41,9dntj5dioj5ex52yrgwzxrq9l,1,40.1,25.8,2022-10-08T16:01:00.144Z,2022-10-08T22:26:26Z,3828309195,141,47.2,3829724543,178,,3828309199,213,2.2,3828309191,56,Back,3828309193,140,29.5,3828309197,212,18.3,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042537,11,1,1,0,44,9dntj5dioj5ex52yrgwzxrq9l,1,28.6,48.2,2022-10-08T16:01:03.223Z,2022-10-08T22:26:30Z,3828309361,56,Back,3828309369,213,3.1,3828309367,212,21.8,3828309363,140,7.8,3829724677,178,,3828309365,141,48.6,,,,,,,enqcaecpt5hy0qv9x5pzmkjc9,M. Gabbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042551,12,1,1,0,47,9dntj5dioj5ex52yrgwzxrq9l,0,6.9,39.5,2022-10-08T16:01:06.591Z,2022-10-08T22:26:34Z,3828309469,155,,3828309475,141,6.4,3829724745,178,,3828309471,56,Right,3828309479,213,5.8,3828309473,140,51.1,3828309477,212,51.6,3828309481,1,,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042571,8,1,1,0,50,bqbbqm98ud8obe45ds9ohgyrd,1,43.3,92.3,2022-10-08T16:01:09.587Z,2022-10-08T22:26:39Z,3828309581,56,Center,3828309589,213,5.6,3828309587,212,19.3,3828309579,3,,3828309583,140,57.8,3828309585,141,74.9,3829724937,178,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042573,9,49,1,0,52,bqbbqm98ud8obe45ds9ohgyrd,1,57.8,74.9,2022-10-08T16:01:11.042Z,2022-10-08T22:26:44Z,,,,,,,,,,,,,,,,,,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042595,10,1,1,0,53,bqbbqm98ud8obe45ds9ohgyrd,1,57.8,74.9,2022-10-08T16:01:12.033Z,2022-10-08T22:26:50Z,3828309701,213,5.3,3828309695,140,61.0,3828309699,212,5.9,3828309693,56,Center,3829725305,178,,3828309697,141,67.8,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042613,11,1,1,0,54,bqbbqm98ud8obe45ds9ohgyrd,1,57.6,66.8,2022-10-08T16:01:13.556Z,2022-10-08T22:26:56Z,3828309813,140,70.1,3828309817,212,13.8,3828309819,213,0.3,3828309811,56,Center,3828309815,141,72.9,3829725473,178,,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042621,12,1,1,0,56,bqbbqm98ud8obe45ds9ohgyrd,0,70.1,72.9,2022-10-08T16:01:15.454Z,2022-10-08T22:27:13Z,3828309947,233,13,3829725893,178,,3828309867,212,2.1,3828309863,140,72.1,3828309869,213,0.1,3828309865,141,73.1,3828309951,286,,3828309945,236,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,3828309861,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042629,13,74,1,0,56,9dntj5dioj5ex52yrgwzxrq9l,1,36.1,22.6,2022-10-08T16:01:15.511Z,2022-10-08T22:27:21Z,3828309909,56,Back,3828309965,233,12,3829726117,178,,3828309911,285,,,,,,,,,,,,,,enqcaecpt5hy0qv9x5pzmkjc9,M. Gabbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042649,14,49,1,0,58,9dntj5dioj5ex52yrgwzxrq9l,1,44.1,10.8,2022-10-08T16:01:17.248Z,2022-10-08T22:27:28Z,,,,,,,,,,,,,,,,,,,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042673,15,1,1,0,58,9dntj5dioj5ex52yrgwzxrq9l,1,44.1,10.8,2022-10-08T16:01:17.333Z,2022-10-08T22:27:34Z,3828310149,213,5.9,3828310141,56,Right,3829726497,178,,3828310147,212,16.7,3828310143,140,58.9,3828310145,141,1.9,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042679,16,61,1,1,0,9dntj5dioj5ex52yrgwzxrq9l,0,60.6,1.9,2022-10-08T16:01:19.383Z,2022-10-08T22:27:41Z,3829726707,178,,3828310181,56,Right,,,,,,,,,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042849,13,5,1,1,1,bqbbqm98ud8obe45ds9ohgyrd,1,35.4,101.6,2022-10-08T16:01:20.337Z,2022-10-08T22:27:46Z,3828311087,233,17,3828311055,56,Back,3828311057,347,,,,,,,,,,,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042683,17,5,1,1,1,9dntj5dioj5ex52yrgwzxrq9l,0,64.6,-1.6,2022-10-08T16:01:20.337Z,2022-10-08T22:27:46Z,3828310203,56,Right,3828310205,347,,3828311109,233,13,,,,,,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042861,14,1,1,1,14,bqbbqm98ud8obe45ds9ohgyrd,1,33.2,100,2022-10-08T16:01:33.561Z,2022-10-08T22:27:53Z,3828311145,141,90.9,3828311139,107,,3828311143,140,35.9,3828311147,212,7.5,3828311149,213,5.1,3828311141,56,Back,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042877,15,1,1,1,15,bqbbqm98ud8obe45ds9ohgyrd,1,35.9,90.9,2022-10-08T16:01:34.429Z,2022-10-08T22:28:00Z,3829727305,178,,3828311255,213,2.2,3828311243,140,32.9,3828311247,141,97.2,3828311251,212,5.3,3828311241,56,Back,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042955,16,1,1,1,16,bqbbqm98ud8obe45ds9ohgyrd,1,32.9,97.2,2022-10-08T16:01:35.369Z,2022-10-08T22:28:03Z,3828311671,141,85.8,3828311665,155,,3829727409,178,,3828311673,212,16.2,3828311667,56,Back,3828311669,140,46.4,3828311675,213,5.8,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042957,17,1,1,1,22,bqbbqm98ud8obe45ds9ohgyrd,0,38.6,96.8,2022-10-08T16:01:41.251Z,2022-10-08T22:28:15Z,3829727751,178,,3828311681,140,44.9,3828311683,141,95.9,3828311679,56,Back,3828311745,236,,3828311687,213,6.2,3828311751,286,,3828311685,212,6.6,35r56n0i4sbdh7n5arbt7db6d,A. Milik,3828311747,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042951,18,74,1,1,22,9dntj5dioj5ex52yrgwzxrq9l,1,60.2,3.9,2022-10-08T16:01:41.321Z,2022-10-08T22:28:29Z,3828311647,56,Right,3828311771,233,17,3829728073,178,,3828311649,285,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043107,18,5,1,1,22,bqbbqm98ud8obe45ds9ohgyrd,1,39.2,101.7,2022-10-08T16:01:41.568Z,2022-10-08T22:28:33Z,3828312429,56,Back,3828312431,347,,3828312453,233,19,,,,,,,,,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469042967,19,5,1,1,22,9dntj5dioj5ex52yrgwzxrq9l,0,60.8,-1.7,2022-10-08T16:01:41.568Z,2022-10-08T22:28:33Z,3828312467,233,18,3828311735,56,Right,3828311737,347,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043141,19,1,1,1,37,bqbbqm98ud8obe45ds9ohgyrd,1,41.9,100,2022-10-08T16:01:56.105Z,2022-10-08T22:28:37Z,3828312611,1,,3828312607,212,29.0,3828312603,140,67.9,3828312609,213,5.9,3828312601,56,Left,3828312599,107,,3828312605,141,86.9,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043161,20,43,1,1,39,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-10-08T16:01:58.118Z,2022-10-08T16:03:46Z,3828320757,144,61,3828312741,56,Back,,,,,,,,,,,,,,,,,,,enqcaecpt5hy0qv9x5pzmkjc9,M. Gabbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469044549,51,61,1,1,39,bqbbqm98ud8obe45ds9ohgyrd,1,61,91.1,2022-10-08T16:01:58.170Z,2022-10-08T22:28:50Z,3828320199,56,Left,3829728637,178,,3829728635,21,,,,,,,,,,,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043177,21,49,1,1,40,9dntj5dioj5ex52yrgwzxrq9l,1,31.3,27.8,2022-10-08T16:01:59.702Z,2022-10-08T22:28:55Z,,,,,,,,,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043213,22,1,1,1,41,9dntj5dioj5ex52yrgwzxrq9l,1,31.3,27.8,2022-10-08T16:01:59.813Z,2022-10-08T22:29:00Z,3828312975,213,2.8,3829728827,178,,3828312967,141,43.7,3828312963,140,5.4,3828312971,212,29.3,3828312959,56,Back,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043271,23,1,1,1,44,9dntj5dioj5ex52yrgwzxrq9l,0,7.5,44.2,2022-10-08T16:02:03.398Z,2022-10-08T22:29:04Z,3828313315,213,0.5,3828313305,155,,3828313309,140,45.9,3828313317,1,,3828313313,212,44.8,3829728893,178,,3828313307,56,Back,3828313311,141,73.0,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043283,20,1,1,1,47,bqbbqm98ud8obe45ds9ohgyrd,1,53.3,16.1,2022-10-08T16:02:06.193Z,2022-10-08T22:29:12Z,3828313381,140,58.4,3828313387,213,5.5,3829729165,178,,3828313383,141,8.2,3828313379,56,Right,3829729167,21,,3828313385,212,7.6,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469304629,963,43,1,1,48,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-10-08T16:02:07.493Z,2022-10-08T23:04:07Z,3829790727,178,0,3829790755,144,82,,,,,,,,,,,,,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043295,21,49,1,1,48,bqbbqm98ud8obe45ds9ohgyrd,1,58.4,8.2,2022-10-08T16:02:07.505Z,2022-10-08T22:29:16Z,,,,,,,,,,,,,,,,,,,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043329,22,1,1,1,49,bqbbqm98ud8obe45ds9ohgyrd,1,58.6,8.6,2022-10-08T16:02:08.610Z,2022-10-08T22:29:23Z,3828313579,212,17.1,3828313571,56,Center,3828313581,213,1.8,3829729527,178,,3828313573,140,55.2,3828313575,141,33.2,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043353,23,1,1,1,51,bqbbqm98ud8obe45ds9ohgyrd,1,54.4,34.3,2022-10-08T16:02:10.249Z,2022-10-08T22:29:32Z,3828313737,212,15.6,3828313733,140,39.5,3828313731,56,Back,3828313739,213,3.1,3829729749,178,,3828313735,141,34.3,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043385,24,1,1,1,53,bqbbqm98ud8obe45ds9ohgyrd,1,39,35.9,2022-10-08T16:02:12.506Z,2022-10-08T22:29:36Z,3828313929,141,66.5,3828313927,140,35.1,3829729921,178,,3828313933,213,1.8,3828313931,212,21.2,3828313925,56,Back,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043413,25,1,1,1,56,bqbbqm98ud8obe45ds9ohgyrd,1,31.7,65,2022-10-08T16:02:15.009Z,2022-10-08T22:29:42Z,3828314091,212,16.1,3828314081,56,Back,3828314093,213,4.9,3828314083,140,33.9,3829730091,178,,3828314085,141,41.5,,,,,,,3nnjep6bxxb6xwhanvqvjt39x,L. Bonucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043429,26,1,1,1,58,bqbbqm98ud8obe45ds9ohgyrd,1,34,41.5,2022-10-08T16:02:17.282Z,2022-10-08T22:29:47Z,3828314181,212,16.7,3828314177,140,45.1,3828314179,141,23.9,3828314183,213,5.5,3828314175,56,Back,3829730309,178,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043443,27,1,1,2,0,bqbbqm98ud8obe45ds9ohgyrd,1,45.2,23.9,2022-10-08T16:02:18.851Z,2022-10-08T22:29:51Z,3828314281,156,,3828314243,140,38.5,3829730363,178,,3828314247,212,14.1,3828314249,213,4.2,3828314241,56,Back,3828314245,141,5.9,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043487,28,1,1,2,2,bqbbqm98ud8obe45ds9ohgyrd,0,38.7,3.8,2022-10-08T16:02:21.553Z,2022-10-08T22:29:56Z,3828314475,140,65.1,3828314469,155,,3829730483,178,,3828314487,213,6.3,3828314483,212,27.7,3828314479,141,3.4,3828314471,56,Right,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043491,24,8,1,2,3,9dntj5dioj5ex52yrgwzxrq9l,1,42.5,94.1,2022-10-08T16:02:22.702Z,2022-10-08T22:30:10Z,3829375055,384,,3828314517,15,,3828314509,56,Back,3829730925,178,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
