id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,keyPass,qualifier/16/value,qualifier/11/value,assist
2451726911,155,49,1,16,5,2tk2l9sgktwc9jhzqdd4mpdtb,1,9.3,25.3,2022-08-27T16:47:11.113Z,2022-08-27T23:49:05Z,,,,,,,,,,,,,,,,,,,,,,,,,8lgsqmwavspz4fv7t11rb6j9,R. Karsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451726985,156,1,1,16,6,2tk2l9sgktwc9jhzqdd4mpdtb,0,9.3,25.3,2022-08-27T16:47:12.159Z,2022-08-27T23:49:12Z,3736132337,1,,3737918347,178,,3736132335,213,0.7,3736132333,212,48.2,3736132325,157,,3736132331,141,72.5,3736132327,56,Back,3736132329,140,43.5,8lgsqmwavspz4fv7t11rb6j9,R. Karsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451726979,147,44,1,16,10,bqbbqm98ud8obe45ds9ohgyrd,1,57.2,30.4,2022-08-27T16:47:16.277Z,2022-08-28T02:15:34Z,3736132301,286,,3736132299,56,Center,3736132397,233,157,,,,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451726995,157,44,1,16,10,2tk2l9sgktwc9jhzqdd4mpdtb,0,42.8,69.6,2022-08-27T16:47:16.278Z,2022-08-27T23:49:25Z,3736132385,285,,3737573229,233,147,3736132383,56,Back,,,,,,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451726991,148,1,1,16,10,bqbbqm98ud8obe45ds9ohgyrd,0,59.6,38.8,2022-08-27T16:47:16.456Z,2022-08-28T02:15:34Z,3736132371,140,60.8,3736132377,213,0.6,3737919579,388,,3736132375,212,1.5,3736132369,56,Center,3736132367,3,,3736132373,141,40.0,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727005,158,61,1,16,10,2tk2l9sgktwc9jhzqdd4mpdtb,1,43.4,71.9,2022-08-27T16:47:16.634Z,2022-08-27T23:49:41Z,3737920277,15,,3737920279,388,,3736132439,56,Back,,,,,,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728147,174,61,1,16,12,2tk2l9sgktwc9jhzqdd4mpdtb,1,37.6,72,2022-08-27T16:47:18.273Z,2022-08-27T23:51:20Z,3737924635,178,,3736138431,56,Back,,,,,,,,,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728103,153,61,1,16,12,bqbbqm98ud8obe45ds9ohgyrd,1,58.1,24.2,2022-08-27T16:47:18.344Z,2022-08-27T23:49:49Z,3737920967,178,,3736138169,56,Center,,,,,,,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727009,149,43,1,16,12,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-08-27T16:47:18.452Z,2022-08-27T16:47:31Z,3736133691,144,49,,,,,,,,,,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727211,159,4,1,16,14,2tk2l9sgktwc9jhzqdd4mpdtb,1,42,67.4,2022-08-27T16:47:20.370Z,2022-08-27T23:51:37Z,3736133515,10,,3736133517,56,Back,3736133519,152,,3736133521,286,,3736134175,233,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727325,150,4,1,16,14,bqbbqm98ud8obe45ds9ohgyrd,0,58,32.6,2022-08-27T16:47:20.371Z,2022-08-27T23:51:37Z,3737929533,178,,3736134159,285,,3736134157,152,,3736134155,56,Center,3736134153,10,,3736134249,233,159,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727431,160,1,1,16,35,2tk2l9sgktwc9jhzqdd4mpdtb,1,43.3,70.2,2022-08-27T16:47:41.595Z,2022-08-27T23:51:41Z,3736134747,5,,3736134749,152,,3736134947,189,,3736134751,56,Back,3737929725,178,,3736134753,140,45.5,3736134755,141,41.9,3736134759,213,4.8,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,3736134757,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452098091,1003,43,1,16,37,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-08-27T16:47:42.908Z,2022-08-28T00:57:29Z,3738198653,178,0,3738200359,144,82,,,,,,,,,,,,,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452097763,1002,43,1,16,38,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-08-27T16:47:43.963Z,2022-08-28T00:56:49Z,3738196629,178,0,3738197555,144,82,,,,,,,,,,,,,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727461,161,1,1,16,38,2tk2l9sgktwc9jhzqdd4mpdtb,1,46.7,43,2022-08-27T16:47:44.026Z,2022-08-27T23:51:46Z,3737930147,178,,3736134943,213,1.6,3736134937,140,46.2,3736134939,141,56.6,3736134935,56,Back,3736134941,212,9.3,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727499,162,1,1,16,41,2tk2l9sgktwc9jhzqdd4mpdtb,1,52.1,60.2,2022-08-27T16:47:46.730Z,2022-08-27T23:51:50Z,3736135099,140,74.8,3736135097,56,Left,3736135101,141,94.5,3737930419,178,,3736135103,212,33.3,3736135105,213,0.8,3736135107,1,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727563,163,1,1,16,46,2tk2l9sgktwc9jhzqdd4mpdtb,1,85.2,89.7,2022-08-27T16:47:52.492Z,2022-08-27T23:51:57Z,3736135427,141,63.2,3736135429,212,21.9,3736135423,56,Center,3736135431,213,4.1,3736135425,140,73.3,3737930805,178,,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727647,164,1,1,16,50,2tk2l9sgktwc9jhzqdd4mpdtb,1,74.2,51.9,2022-08-27T16:47:55.914Z,2022-08-27T23:52:10Z,3736135857,213,4.5,3736135855,212,18.9,3736135853,141,24.7,3736135851,140,70.5,3737931653,178,,3736135849,56,Center,,,,,,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452099385,1033,43,1,16,53,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-08-27T16:47:59.541Z,2022-08-28T00:59:19Z,3738207853,144,82,3738206313,178,0,,,,,,,,,,,,,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727659,165,1,1,16,54,2tk2l9sgktwc9jhzqdd4mpdtb,1,75.2,35.5,2022-08-27T16:48:00.625Z,2022-08-27T23:52:33Z,3736135915,212,5.0,3736135913,141,42.5,3736135917,213,1.9,3736135909,56,Center,3737933421,178,,3736135911,140,73.7,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727669,166,1,1,16,55,2tk2l9sgktwc9jhzqdd4mpdtb,1,73.7,42.5,2022-08-27T16:48:01.298Z,2022-08-27T23:52:43Z,3736135961,56,Center,3737934475,178,,3736135969,213,4.1,3736135967,212,10.5,3736135965,141,29.9,3736135963,140,68.0,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727695,167,1,1,16,56,2tk2l9sgktwc9jhzqdd4mpdtb,1,68,29.9,2022-08-27T16:48:02.395Z,2022-08-27T23:52:58Z,3736136041,56,Center,3737935511,178,,3736136049,213,5.5,3736136047,212,6.8,3736136043,140,72.5,3736136045,141,22.7,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727719,168,1,1,16,58,2tk2l9sgktwc9jhzqdd4mpdtb,0,72.4,23.8,2022-08-27T16:48:04.229Z,2022-08-27T23:53:11Z,3736136157,140,88.1,3736136159,141,52.1,3736136155,56,Center,3736136161,212,25.3,3736136153,155,,3736136163,213,0.9,3736136151,2,,3737936275,178,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,3737580763,223,,3737580765,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727757,151,12,1,16,59,bqbbqm98ud8obe45ds9ohgyrd,1,11.3,51.4,2022-08-27T16:48:05.378Z,2022-08-27T23:53:16Z,3736136375,213,6.2,3736136367,56,Back,3736136369,140,32.1,3736136373,212,21.9,3736136401,15,,3737936531,388,,3736136371,141,48.7,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452099973,1042,43,1,17,1,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-08-27T16:48:06.909Z,2022-08-28T00:59:59Z,3738210107,178,0,3738210627,144,82,,,,,,,,,,,,,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727759,169,1,1,17,1,2tk2l9sgktwc9jhzqdd4mpdtb,1,68.7,48.8,2022-08-27T16:48:06.914Z,2022-08-27T23:53:30Z,3736136381,141,38.0,3736136377,56,Center,3736136379,140,69.9,3736136385,213,4.9,3736136383,212,7.5,3737937499,178,,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727843,170,1,1,17,3,2tk2l9sgktwc9jhzqdd4mpdtb,1,69.8,43.1,2022-08-27T16:48:09.221Z,2022-08-27T23:53:42Z,3736136823,141,89.0,3736136819,56,Left,3736136825,212,32.4,3736136829,1,,3736136827,213,1.3,3737938513,178,,3736136821,140,77.9,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727881,171,1,1,17,8,2tk2l9sgktwc9jhzqdd4mpdtb,1,76.5,87.5,2022-08-27T16:48:14.384Z,2022-08-27T23:53:59Z,3737939829,178,,3736137101,141,77.3,3736137097,56,Center,3736137099,140,69.3,3736137105,213,3.9,3736137103,212,10.3,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727945,172,1,1,17,11,2tk2l9sgktwc9jhzqdd4mpdtb,0,69.6,76.7,2022-08-27T16:48:17.209Z,2022-08-27T23:54:08Z,3737940467,178,,3736137381,141,12.8,3736137373,155,,3736137383,212,55.1,3736137375,196,,3736137385,213,5.4,3736137377,56,Right,3736137379,140,100.0,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,3736137387,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727967,152,5,1,17,15,bqbbqm98ud8obe45ds9ohgyrd,1,-1.1,85.4,2022-08-27T16:48:21.267Z,2022-08-27T23:54:15Z,3736137499,56,Back,3736137501,346,,3736137511,233,173,,,,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451727949,173,5,1,17,15,2tk2l9sgktwc9jhzqdd4mpdtb,0,101.1,14.6,2022-08-27T16:48:21.267Z,2022-08-27T23:54:15Z,3736137393,56,Right,3736137565,233,152,3736137395,346,,,,,,,,,,,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728287,154,1,1,17,29,bqbbqm98ud8obe45ds9ohgyrd,1,5.6,61.6,2022-08-27T16:48:35.429Z,2022-08-27T23:54:36Z,3736142085,189,,3736139111,124,,3736139121,213,4.4,3736139117,141,55.3,3736139119,212,4.5,3736139125,237,,3736139115,140,4.4,3736139113,56,Back,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728315,156,1,1,17,39,bqbbqm98ud8obe45ds9ohgyrd,1,9,57.9,2022-08-27T16:48:45.561Z,2022-08-27T23:54:40Z,3736139259,56,Center,3736139257,155,,3736139261,140,54.7,3737943043,178,,3736139263,141,57.5,3736139265,212,48.0,3736139269,1,,3736139267,213,6.3,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728327,157,44,1,17,42,bqbbqm98ud8obe45ds9ohgyrd,1,54.3,55.2,2022-08-27T16:48:48.068Z,2022-08-28T02:15:35Z,3736139313,286,,3736139337,233,175,3736139311,56,Center,,,,,,,,,,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728289,175,44,1,17,42,2tk2l9sgktwc9jhzqdd4mpdtb,0,45.7,44.8,2022-08-27T16:48:48.069Z,2022-08-27T23:54:46Z,3736139363,233,157,3736139127,56,Back,3736139129,285,,,,,,,,,,,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728367,158,1,1,17,42,bqbbqm98ud8obe45ds9ohgyrd,1,55.6,56.3,2022-08-27T16:48:48.168Z,2022-08-28T02:15:35Z,3736139451,3,,3737943657,388,,3736139453,56,Back,3736139461,213,2.3,3736139455,140,43.6,3736139459,212,18.3,3736139457,141,75.8,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728305,155,43,1,17,42,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-08-27T16:48:48.290Z,2022-08-27T16:49:22Z,3736139193,56,Back,3736139195,140,9.0,3736139201,213,4.0,3736139199,212,17.5,3736139197,141,57.9,3736141677,144,1,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451729655,169,1,1,17,44,bqbbqm98ud8obe45ds9ohgyrd,1,45.4,74.8,2022-08-27T16:48:50.633Z,2022-08-27T23:55:18Z,3736148415,56,Back,3736148413,155,,3736148417,140,41.7,3736148419,141,94.2,3736148423,213,1.9,3737945751,178,,3736148421,212,13.8,,,,bjob8tftnxojnytcj7juo0ga2,F. Miretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728525,159,1,1,17,47,bqbbqm98ud8obe45ds9ohgyrd,1,35.9,93.3,2022-08-27T16:48:53.193Z,2022-08-27T23:55:45Z,3736140223,140,20.0,3736140225,141,89.1,3736140229,213,3.3,3736140227,212,16.9,3737947601,178,,3736140221,56,Back,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728551,160,1,1,17,58,bqbbqm98ud8obe45ds9ohgyrd,1,15.6,70.7,2022-08-27T16:49:03.660Z,2022-08-27T23:55:51Z,3737948083,178,,3736140371,56,Back,3736140373,140,35.7,3736140375,141,79.4,3736140379,213,0.3,3736140377,212,21.9,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728589,161,1,1,18,0,bqbbqm98ud8obe45ds9ohgyrd,1,34.1,78.4,2022-08-27T16:49:06.483Z,2022-08-27T23:55:58Z,3736140563,212,15.0,3736140565,213,3.6,3737948549,178,,3736140557,56,Back,3736140559,140,21.1,3736140561,141,69.3,,,,,,,bjob8tftnxojnytcj7juo0ga2,F. Miretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728647,162,1,1,18,4,bqbbqm98ud8obe45ds9ohgyrd,1,22.3,64.2,2022-08-27T16:49:09.688Z,2022-08-27T23:56:04Z,3736140895,213,0.2,3736140897,1,,3737948903,178,,3736140885,56,Center,3736140883,155,,3736140889,141,74.3,3736140887,140,54.9,3736140891,212,34.9,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728655,163,3,1,18,6,bqbbqm98ud8obe45ds9ohgyrd,0,57,77.3,2022-08-27T16:49:12.114Z,2022-08-27T23:56:17Z,3737949687,178,,3736140935,56,Center,3736141217,233,176,3737586747,464,,3736140937,286,,,,,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728703,176,7,1,18,6,2tk2l9sgktwc9jhzqdd4mpdtb,1,43,22.7,2022-08-27T16:49:12.450Z,2022-08-27T23:56:21Z,3737949889,178,,3736141157,285,,3737586855,383,,3736141155,56,Back,3736141205,233,163,,,,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728717,177,4,1,18,9,2tk2l9sgktwc9jhzqdd4mpdtb,1,42,19.2,2022-08-27T16:49:14.676Z,2022-08-27T23:56:26Z,3736141203,286,,3736141199,56,Back,3736141197,295,,3736141305,233,164,3736141201,152,,3736141195,13,,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728723,164,4,1,18,9,bqbbqm98ud8obe45ds9ohgyrd,0,58,80.8,2022-08-27T16:49:14.677Z,2022-08-27T23:56:25Z,3736141233,13,,3736141235,295,,3736141239,152,,3736141237,56,Left,3736141241,285,,3736141339,233,177,3737950109,178,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728895,178,1,1,18,19,2tk2l9sgktwc9jhzqdd4mpdtb,1,40.7,26.2,2022-08-27T16:49:25.551Z,2022-08-27T23:56:31Z,3736142141,56,Back,3736153353,189,,3736142149,213,2.2,3736142147,212,13.4,3737950505,178,,3736142145,141,42.5,3736142137,5,,3736142139,152,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,3736142143,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728911,179,1,1,18,22,2tk2l9sgktwc9jhzqdd4mpdtb,1,32.3,40.9,2022-08-27T16:49:27.902Z,2022-08-27T23:56:37Z,3737950855,178,,3736142215,56,Back,3736142219,141,70.2,3736142225,213,1.6,3736142217,140,31.8,3736142221,212,19.9,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728963,180,1,1,18,24,2tk2l9sgktwc9jhzqdd4mpdtb,1,31.8,70.2,2022-08-27T16:49:29.909Z,2022-08-27T23:56:47Z,3736142497,141,89.9,3736142499,212,14.9,3736142501,213,1.1,3736142493,56,Back,3736142495,140,38.0,3737951331,178,,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451728971,181,1,1,18,28,2tk2l9sgktwc9jhzqdd4mpdtb,1,37.2,84.8,2022-08-27T16:49:33.745Z,2022-08-27T23:56:54Z,3736142543,56,Back,3736142551,213,4.8,3736142545,140,37.6,3737951723,178,,3736142547,141,71.1,3736142549,212,9.3,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451729009,182,1,1,18,28,2tk2l9sgktwc9jhzqdd4mpdtb,0,37.6,71.1,2022-08-27T16:49:34.414Z,2022-08-28T00:07:34Z,3736142735,56,Left,3737982521,178,,3736142741,212,20.8,3736142737,140,54.1,3736142739,141,88.1,3736142743,213,0.6,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452146707,1635,67,1,18,29,bqbbqm98ud8obe45ds9ohgyrd,1,47.3,9.7,2022-08-27T16:49:35.554Z,2022-08-28T02:15:36Z,3738462939,233,1327,,,,,,,,,,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452146701,1327,67,1,18,29,2tk2l9sgktwc9jhzqdd4mpdtb,0,52.7,90.3,2022-08-27T16:49:35.555Z,2022-08-28T02:10:40Z,3738462951,233,1635,,,,,,,,,,,,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451729011,165,8,1,18,30,bqbbqm98ud8obe45ds9ohgyrd,1,46,8.4,2022-08-27T16:49:35.748Z,2022-08-28T02:15:36Z,3736142749,56,Back,3737986877,178,,3737587351,385,,,,,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451729039,166,5,1,18,31,bqbbqm98ud8obe45ds9ohgyrd,0,49.6,-1.6,2022-08-27T16:49:37.224Z,2022-08-28T00:07:59Z,3736142883,56,Back,3736142885,347,,3736142983,233,183,,,,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451729035,183,5,1,18,31,2tk2l9sgktwc9jhzqdd4mpdtb,1,50.4,101.6,2022-08-27T16:49:37.224Z,2022-08-28T00:08:00Z,3736142925,233,166,3736142879,56,Left,3736142881,347,,,,,,,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451729231,184,1,1,18,44,2tk2l9sgktwc9jhzqdd4mpdtb,1,55.6,100,2022-08-27T16:49:50.451Z,2022-08-28T00:08:07Z,3736143881,140,48.2,3736143883,141,47.5,3736143885,212,37.8,3736143879,56,Back,3736143877,107,,3736143889,1,,3736143887,213,4.5,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451729267,185,1,1,18,48,2tk2l9sgktwc9jhzqdd4mpdtb,1,48.4,41.9,2022-08-27T16:49:54.098Z,2022-08-28T00:08:40Z,3736144081,56,Right,3736144093,213,5.0,3736144089,212,25.3,3737989919,178,,3736144085,141,5.9,3736144083,140,54.3,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451729297,186,1,1,18,53,2tk2l9sgktwc9jhzqdd4mpdtb,1,44.1,32.2,2022-08-27T16:49:59.390Z,2022-08-28T00:08:47Z,3736144245,140,35.9,3736144251,213,1.9,3736144243,56,Back,3736144249,212,28.5,3736144247,141,72.2,3737990427,178,,,,,,,,8lgsqmwavspz4fv7t11rb6j9,R. Karsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451729333,187,1,1,18,56,2tk2l9sgktwc9jhzqdd4mpdtb,1,35.9,72.2,2022-08-27T16:50:02.013Z,2022-08-28T00:08:56Z,3736144421,213,1.0,3737991047,178,,3736144415,140,46.7,3736144413,56,Back,3736144419,212,19.9,3736144417,141,96.3,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451729345,188,1,1,18,57,2tk2l9sgktwc9jhzqdd4mpdtb,0,46.8,96.5,2022-08-27T16:50:03.549Z,2022-08-28T00:09:01Z,3736144479,212,23.0,3736144477,141,82.4,3736144475,140,66.7,3736144473,56,Left,3736144471,155,,3736144481,213,5.9,3737991377,178,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451729357,167,1,1,18,59,bqbbqm98ud8obe45ds9ohgyrd,0,31.5,17.1,2022-08-27T16:50:04.879Z,2022-08-28T00:09:08Z,3736144563,213,5.8,3736144553,3,,3736144555,56,Back,3736144561,212,9.3,3737991847,388,,3736144557,140,39.1,3736144559,141,10.2,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451729383,189,4,1,19,1,2tk2l9sgktwc9jhzqdd4mpdtb,1,66.9,88,2022-08-27T16:50:07.385Z,2022-08-28T00:09:55Z,3736144729,265,,3736144727,152,,3736144725,56,Left,3736144731,286,,3736144723,13,,3736144821,233,168,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
