id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2449514437,170,1,1,22,3,ap6blbxhq9elm62vw6tutzlwg,1,55.6,18.2,2022-08-21T19:07:11.177Z,2022-08-22T04:32:08Z,3724405867,56,Right,3724405875,141,6.8,3724405883,213,5.6,3725680257,178,,3724405881,212,12.9,3724405871,140,65.4,,,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449514475,171,1,1,22,6,ap6blbxhq9elm62vw6tutzlwg,1,65.4,6.8,2022-08-21T19:07:13.347Z,2022-08-22T04:32:12Z,3724406049,141,26.9,3725680283,178,,3724406051,212,14.4,3724406045,56,Center,3724406047,140,61.2,3724406053,213,1.9,,,,,,,8o8o4rxbdhv002pj0q21l0f84,D. Coppola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449514495,172,1,1,22,8,ap6blbxhq9elm62vw6tutzlwg,1,62.8,22.7,2022-08-21T19:07:15.717Z,2022-08-22T04:32:17Z,3724406175,212,6.9,3724406173,141,21.1,3725680311,178,,3724406171,140,69.3,3724406177,213,6.1,3724406169,56,Right,,,,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449514509,173,1,1,22,9,ap6blbxhq9elm62vw6tutzlwg,0,69.3,21.1,2022-08-21T19:07:16.306Z,2022-08-22T04:32:22Z,3725680351,178,,3724406245,141,19.0,3724406239,168,,3724406243,140,79.7,3724406249,213,6.2,3724406241,56,Right,3724406247,212,11.0,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449514529,188,49,1,22,11,ej5er0oyngdw138yuumwqbyqt,1,16.8,87.2,2022-08-21T19:07:18.377Z,2022-08-22T04:32:27Z,,,,,,,,,,,,,,,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449514567,189,1,1,22,12,ej5er0oyngdw138yuumwqbyqt,1,18.4,86.1,2022-08-21T19:07:19.636Z,2022-08-22T04:32:31Z,3724406615,141,69.9,3725680433,178,,3724406607,56,Back,3724406619,212,13.3,3724406623,213,5.3,3724406609,140,25.5,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449514595,190,1,1,22,13,ej5er0oyngdw138yuumwqbyqt,1,25.5,69.9,2022-08-21T19:07:20.536Z,2022-08-22T04:32:35Z,3724406775,141,69.9,3724406771,56,Back,3725680463,178,,3724406773,140,16.5,3724406779,213,3.1,3724406777,212,9.4,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449514671,191,1,1,22,15,ej5er0oyngdw138yuumwqbyqt,1,17.8,68.4,2022-08-21T19:07:23.015Z,2022-08-22T04:32:39Z,3725680483,178,,3724407207,212,13.6,3724407201,56,Back,3724407209,213,5.7,3724407203,140,28.9,3724407205,141,58.1,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449514675,192,4,1,22,17,ej5er0oyngdw138yuumwqbyqt,1,29.4,53.8,2022-08-21T19:07:24.270Z,2022-08-22T04:32:49Z,3724407237,285,,3724407241,233,174,3724407231,56,Back,3724407229,13,,3724407233,152,,3724407235,265,,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449514661,174,4,1,22,17,ap6blbxhq9elm62vw6tutzlwg,0,70.6,46.2,2022-08-21T19:07:24.271Z,2022-08-22T04:32:48Z,3724407161,13,,3724407167,265,,3724407165,152,,3725680569,178,,3724407299,233,192,3724407163,56,Center,3724407169,286,,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449514749,175,17,1,22,23,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-08-21T19:07:31.047Z,2022-08-22T04:32:53Z,3724407695,392,,3724407697,13,243,3724407693,31,,,,,,,,,,,,,,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515343,193,1,1,23,3,ej5er0oyngdw138yuumwqbyqt,1,29.7,49.3,2022-08-21T19:08:10.407Z,2022-08-22T04:32:58Z,3725680673,178,,3724411093,141,57.3,3724411095,212,7.6,3724411087,152,,3724411085,5,,3724411097,213,0.8,3724411091,140,34.8,3724411089,56,Back,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515355,194,1,1,23,3,ej5er0oyngdw138yuumwqbyqt,1,34.8,57.3,2022-08-21T19:08:11.035Z,2022-08-22T04:33:03Z,3724411141,56,Back,3724411147,212,9.0,3724411145,141,48.4,3725680723,178,,3724411149,213,3.9,3724411143,140,28.4,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515573,195,1,1,23,4,ej5er0oyngdw138yuumwqbyqt,1,28.4,48.4,2022-08-21T19:08:12.195Z,2022-08-22T04:33:10Z,3724412507,212,19.0,3724412501,56,Back,3724412509,213,3.2,3724412503,140,10.3,3725680779,178,,3724412505,141,47.9,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515653,196,1,1,23,17,ej5er0oyngdw138yuumwqbyqt,0,12.9,47.9,2022-08-21T19:08:24.305Z,2022-08-22T04:33:15Z,3724412895,140,45.8,3724412887,155,,3724412907,213,5.7,3724412899,141,13.6,3724412891,56,Back,3725680811,178,,3724412903,212,41.7,3724412909,1,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515647,176,44,1,23,20,ap6blbxhq9elm62vw6tutzlwg,1,55,82.8,2022-08-21T19:08:27.273Z,2022-08-22T05:55:21Z,3724412851,286,,3724413063,233,197,3724412849,56,Left,,,,,,,,,,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515667,197,44,1,23,20,ej5er0oyngdw138yuumwqbyqt,0,45,17.2,2022-08-21T19:08:27.274Z,2022-08-22T04:33:21Z,3724413115,233,176,3724412957,56,Back,3724412959,285,,,,,,,,,,,,,,,,,b94d67jluhh4076wp2se5fqsq,D. Kasius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515687,177,1,1,23,20,ap6blbxhq9elm62vw6tutzlwg,0,55.8,79.3,2022-08-21T19:08:27.302Z,2022-08-22T05:55:22Z,3724413071,56,Center,3724413077,212,18.6,3724413069,3,,3725680845,388,,3724413075,141,70.9,3724413073,140,72.7,3724413079,213,6.0,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515719,198,1,1,23,21,ej5er0oyngdw138yuumwqbyqt,1,29.9,26.9,2022-08-21T19:08:29.240Z,2022-08-22T04:33:32Z,3724413235,213,6.1,3725680887,388,,3724413227,56,Back,3724413233,212,8.3,3724413231,141,24.1,3724413229,140,37.6,3724413225,3,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515783,199,1,1,23,23,ej5er0oyngdw138yuumwqbyqt,0,37.5,24.1,2022-08-21T19:08:30.504Z,2022-08-22T04:33:37Z,3724413567,141,23.8,3724413561,168,,3725680933,388,,3724413569,212,8.6,3724413563,56,Back,3724413571,213,6.3,3724413565,140,45.7,3724413559,3,,b94d67jluhh4076wp2se5fqsq,D. Kasius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449516193,183,44,1,23,24,ap6blbxhq9elm62vw6tutzlwg,1,55.3,76.2,2022-08-21T19:08:32.080Z,2022-08-22T05:55:22Z,3724418071,233,202,3724415841,56,Center,3724415843,286,,,,,,,,,,,,,,,,,cu7dqkhlo7kms52cdes451bdh,P. Retsos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449516389,202,44,1,23,24,ej5er0oyngdw138yuumwqbyqt,0,44.7,23.8,2022-08-21T19:08:32.081Z,2022-08-22T04:33:45Z,3724418093,233,183,3724417999,285,,3724417997,56,Back,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515755,178,8,1,23,24,ap6blbxhq9elm62vw6tutzlwg,1,55.8,74.6,2022-08-21T19:08:32.143Z,2022-08-22T05:55:23Z,3724413395,56,Center,3725227175,385,,3725681007,388,,3724413441,15,,,,,,,,,,,,,,cu7dqkhlo7kms52cdes451bdh,P. Retsos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515803,179,49,1,23,26,ap6blbxhq9elm62vw6tutzlwg,1,43,84.3,2022-08-21T19:08:33.464Z,2022-08-22T04:33:55Z,,,,,,,,,,,,,,,,,,,,,,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515863,180,1,1,23,28,ap6blbxhq9elm62vw6tutzlwg,1,43,84.3,2022-08-21T19:08:35.510Z,2022-08-22T04:34:02Z,3724413995,212,40.2,3724414001,1,,3724413993,141,65.7,3724413991,140,6.7,3725681127,178,,3724413989,56,Back,3724413997,213,3.5,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515943,181,1,1,23,31,ap6blbxhq9elm62vw6tutzlwg,0,6.7,65.7,2022-08-21T19:08:38.807Z,2022-08-22T04:34:13Z,3724414431,140,62.1,3724414429,56,Left,3725681211,178,,3724414437,213,0.4,3724414435,212,63.2,3724414427,157,,3724414439,1,,3724414433,141,100.0,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449515947,182,5,1,23,35,ap6blbxhq9elm62vw6tutzlwg,0,63.5,101.6,2022-08-21T19:08:42.341Z,2022-08-22T04:34:20Z,3724416875,233,200,3724414453,56,Left,3724414455,347,,,,,,,,,,,,,,,,,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449516361,200,5,1,23,35,ej5er0oyngdw138yuumwqbyqt,1,36.5,-1.6,2022-08-21T19:08:42.341Z,2022-08-22T04:34:19Z,3724416763,56,Back,3724416825,233,182,3724416765,347,,,,,,,,,,,,,,,,,b94d67jluhh4076wp2se5fqsq,D. Kasius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449516333,184,27,1,23,38,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-08-21T19:08:46.176Z,2022-08-22T04:34:39Z,3724416627,246,,3724416857,233,201,3724416625,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449516367,201,27,1,23,38,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-08-21T19:08:46.176Z,2022-08-22T04:34:38Z,3724416787,246,,3724416815,233,184,3724416785,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518083,185,28,1,25,51,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-08-21T19:10:58.986Z,2022-08-22T04:34:52Z,3724562585,233,203,3724426763,55,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449517965,203,28,1,25,51,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-08-21T19:10:58.986Z,2022-08-22T04:34:53Z,3724562573,233,185,3724426101,55,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518111,204,1,1,25,56,ej5er0oyngdw138yuumwqbyqt,1,35.7,0,2022-08-21T19:11:03.955Z,2022-08-22T04:35:01Z,3724426967,212,22.0,3724426961,56,Right,3724426963,140,56.1,3724426969,213,0.2,3724426959,107,,3724426965,141,6.8,3724426971,1,,,,,b94d67jluhh4076wp2se5fqsq,D. Kasius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518133,205,1,1,25,57,ej5er0oyngdw138yuumwqbyqt,1,55.7,6.8,2022-08-21T19:11:05.105Z,2022-08-22T04:35:08Z,3724427095,140,60.7,3724427099,212,6.7,3724427093,56,Right,3724427101,213,0.7,3724427091,168,,3724427097,141,13.0,3725681571,178,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449755237,934,67,1,25,58,ej5er0oyngdw138yuumwqbyqt,1,62.2,17.3,2022-08-21T19:11:06.143Z,2022-08-22T05:55:23Z,3725732685,233,882,,,,,,,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449755233,882,67,1,25,58,ap6blbxhq9elm62vw6tutzlwg,0,37.8,82.7,2022-08-21T19:11:06.144Z,2022-08-22T05:48:16Z,3725732689,233,934,,,,,,,,,,,,,,,,,,,,,,cu7dqkhlo7kms52cdes451bdh,P. Retsos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518145,206,1,1,25,58,ej5er0oyngdw138yuumwqbyqt,0,60.7,13,2022-08-21T19:11:06.166Z,2022-08-22T05:55:23Z,3724427167,56,Right,3724427171,141,13.1,3724427229,286,,3724427223,233,186,3724427169,140,61.1,3725681665,178,,3724427175,213,0.2,3724427221,236,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,3724427173,212,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518129,186,74,1,25,58,ap6blbxhq9elm62vw6tutzlwg,1,44.2,83.2,2022-08-21T19:11:06.238Z,2022-08-22T04:35:24Z,3724427071,56,Back,3724427073,285,,3724427265,233,206,3725681689,178,,,,,,,,,,,,,,cu7dqkhlo7kms52cdes451bdh,P. Retsos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518195,187,5,1,25,59,ap6blbxhq9elm62vw6tutzlwg,0,55.8,101,2022-08-21T19:11:07.240Z,2022-08-22T04:35:28Z,3724427419,347,,3724427417,56,Left,3724428049,233,207,,,,,,,,,,,,,,,,cu7dqkhlo7kms52cdes451bdh,P. Retsos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518301,207,5,1,25,59,ej5er0oyngdw138yuumwqbyqt,1,44.2,-1,2022-08-21T19:11:07.240Z,2022-08-22T04:35:28Z,3724428003,347,,3724428031,233,187,3724428001,56,Back,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518317,208,1,1,26,8,ej5er0oyngdw138yuumwqbyqt,0,44.5,0,2022-08-21T19:11:15.885Z,2022-08-22T04:35:32Z,3724428127,141,7.0,3724428121,107,,3724428131,213,0.3,3724428123,56,Right,3724428129,212,21.3,3724428125,140,64.1,,,,,,,b94d67jluhh4076wp2se5fqsq,D. Kasius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518313,188,61,1,26,9,ap6blbxhq9elm62vw6tutzlwg,1,39.1,94.6,2022-08-21T19:11:17.172Z,2022-08-22T04:35:39Z,3725681823,178,,3724428105,56,Back,,,,,,,,,,,,,,,,,,,cu7dqkhlo7kms52cdes451bdh,P. Retsos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518357,189,1,1,26,9,ap6blbxhq9elm62vw6tutzlwg,1,44.2,91.2,2022-08-21T19:11:17.217Z,2022-08-22T04:35:48Z,3724428321,56,Left,3725681867,178,,3724428327,212,12.7,3724428325,141,84.3,3724428329,213,5.9,3724428323,140,55.4,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518363,190,49,1,26,11,ap6blbxhq9elm62vw6tutzlwg,1,55.4,84.3,2022-08-21T19:11:18.411Z,2022-08-22T04:35:58Z,,,,,,,,,,,,,,,,,,,,,,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518371,191,1,1,26,11,ap6blbxhq9elm62vw6tutzlwg,0,55.4,84.3,2022-08-21T19:11:18.465Z,2022-08-22T04:36:04Z,3724428389,56,Center,3724428395,212,11.1,3724428391,140,62.9,3724428397,213,5.5,3724428393,141,72.7,3725681935,178,,,,,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518375,209,49,1,26,13,ej5er0oyngdw138yuumwqbyqt,1,33,35.5,2022-08-21T19:11:20.863Z,2022-08-22T04:36:35Z,,,,,,,,,,,,,,,,,,,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518391,210,1,1,26,13,ej5er0oyngdw138yuumwqbyqt,1,33,35.5,2022-08-21T19:11:20.887Z,2022-08-22T04:36:28Z,3724428489,140,25.7,3724428491,141,29.9,3724428493,212,8.6,3725682043,178,,3724428487,56,Back,3724428495,213,3.6,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518519,211,1,1,26,14,ej5er0oyngdw138yuumwqbyqt,1,25.7,29.9,2022-08-21T19:11:22.059Z,2022-08-22T04:36:46Z,3724429265,140,7.6,3724429271,213,2.5,3725682103,178,,3724429267,141,49.3,3724429269,212,23.1,3724429263,56,Back,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518597,212,1,1,26,25,ej5er0oyngdw138yuumwqbyqt,1,12.9,52.2,2022-08-21T19:11:33.158Z,2022-08-22T04:36:52Z,3724429749,56,Right,3724429751,140,56.3,3724429757,213,5.7,3724429747,155,,3724429755,212,53.2,3724429753,141,11.9,3724429759,1,,3725682127,178,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518611,213,44,1,26,29,ej5er0oyngdw138yuumwqbyqt,1,57.3,14.4,2022-08-21T19:11:36.418Z,2022-08-22T05:55:24Z,3724429839,286,,3724429897,233,192,3724429837,56,Right,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518585,192,44,1,26,29,ap6blbxhq9elm62vw6tutzlwg,0,42.7,85.6,2022-08-21T19:11:36.419Z,2022-08-22T04:37:01Z,3724429919,233,213,3724429687,56,Back,3724429689,285,,,,,,,,,,,,,,,,,cu7dqkhlo7kms52cdes451bdh,P. Retsos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518615,214,1,1,26,29,ej5er0oyngdw138yuumwqbyqt,0,56.4,11.8,2022-08-21T19:11:36.476Z,2022-08-22T05:55:24Z,3724429861,141,12.5,3725682193,388,,3724429853,3,,3724429865,213,0.2,3724429859,140,59.0,3724429863,212,2.8,3724429855,168,,3724429857,56,Right,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518593,193,61,1,26,29,ap6blbxhq9elm62vw6tutzlwg,1,41.8,83,2022-08-21T19:11:36.544Z,2022-08-22T04:37:21Z,3725682269,21,,3725682237,178,,3724429713,56,Back,,,,,,,,,,,,,,,,cu7dqkhlo7kms52cdes451bdh,P. Retsos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518671,215,1,1,26,31,ej5er0oyngdw138yuumwqbyqt,1,47.2,19.6,2022-08-21T19:11:38.328Z,2022-08-22T04:37:34Z,3725682305,178,,3724430207,141,12.2,3724430205,140,55.5,3724430211,213,5.8,3724430203,56,Right,3724430209,212,10.1,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518673,216,4,1,26,32,ej5er0oyngdw138yuumwqbyqt,1,54.6,17,2022-08-21T19:11:40.004Z,2022-08-22T04:37:40Z,3724430249,233,194,3724430221,56,Right,3724430227,286,,3724430219,13,,3724430225,265,,3724430223,152,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449518655,194,4,1,26,32,ap6blbxhq9elm62vw6tutzlwg,0,45.4,83,2022-08-21T19:11:40.005Z,2022-08-22T04:37:40Z,3724430131,285,,3724430129,265,,3724430123,56,Back,3724430255,233,216,3724430119,13,,3724430127,152,,3725682325,178,,,,,cu7dqkhlo7kms52cdes451bdh,P. Retsos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449519097,217,1,1,26,54,ej5er0oyngdw138yuumwqbyqt,1,54.7,12.8,2022-08-21T19:12:01.797Z,2022-08-22T04:37:46Z,3724432605,141,16.9,3725682347,178,,3724432609,213,0.2,3724432597,5,,3724432603,140,67.8,3724432601,56,Right,3724432607,212,14.0,3724432599,152,,3cbwh4pfwae5xw072cy14gb85,L. De Silvestri,,3724584705,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449545997,443,1,1,26,55,ej5er0oyngdw138yuumwqbyqt,1,64.2,14.9,2022-08-21T19:12:02.547Z,2022-08-22T04:37:51Z,3724585453,213,0.9,3725682373,178,,3724585447,140,70.6,3724585445,56,Center,3724585449,141,26.8,3724585451,212,10.5,3724585443,189,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449519113,218,1,1,26,59,ej5er0oyngdw138yuumwqbyqt,1,69.9,33.4,2022-08-21T19:12:07.245Z,2022-08-22T04:38:00Z,3725682401,178,,3724432681,212,5.4,3724432677,140,72.9,3724432675,56,Center,3724432683,213,5.3,3724432679,141,27.0,,,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449519161,219,1,1,27,0,ej5er0oyngdw138yuumwqbyqt,0,70.1,28.3,2022-08-21T19:12:08.005Z,2022-08-22T04:38:35Z,3724432937,140,74.6,3724432939,141,39.6,3725682555,178,,3724432935,56,Center,3724432941,212,9.0,3724432945,213,1.0,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449755451,884,67,1,27,1,ap6blbxhq9elm62vw6tutzlwg,1,27.2,60.9,2022-08-21T19:12:08.683Z,2022-08-22T05:55:25Z,3725733789,233,940,,,,,,,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449755445,940,67,1,27,1,ej5er0oyngdw138yuumwqbyqt,0,72.8,39.1,2022-08-21T19:12:08.684Z,2022-08-22T05:49:49Z,3725733809,233,884,,,,,,,,,,,,,,,,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449546499,394,8,1,27,1,ap6blbxhq9elm62vw6tutzlwg,1,24.2,60.8,2022-08-21T19:12:08.707Z,2022-08-22T05:55:25Z,3725231653,385,,3725682609,178,,3724588309,56,Back,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449546443,444,61,1,27,1,ej5er0oyngdw138yuumwqbyqt,1,71.1,30.8,2022-08-21T19:12:08.716Z,2022-08-22T04:39:28Z,3724588001,56,Center,3725682811,178,,,,,,,,,,,,,,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
