id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId
2516174293,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-03-05T18:51:44.706Z,2023-03-05T19:14:59Z,4076849249,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4076849243,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4076849247,197,8380,4076849245,194,57bin6he6kbdo2bs4i78z2k0l,4076849241,130,17,4076849237,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4076849239,59,"1, 59, 37, 3, 6, 23, 4, 8, 21, 7, 25, 2, 9, 11, 14, 19, 20, 24, 52, 62, 63, 92, 99",4076849235,30,"7gu0t0g8nej405k918fwsf8id, du4ciqofpkn3nei5q3huwlnje, 9ka7y81b5kst146mhq7mom5ed, ab4kuqa33849h6z77ksuqhdk9, 7o9bkf7no8wz167ingslfimdx, 6fttn5mk6n1lstqt0dl5xzn4l, 1ftejgsl4hho40cceqne1hcyd, c5a7z6vphv9tp9ddid5jnrnx1, 93i0gcndi2m8giqqcm4knduxh, 57bin6he6kbdo2bs4i78z2k0l, 2lyib1m8bhrkcc3ukk12fbefp, 8lgsqmwavspz4fv7t11rb6j9, 363nsa82dww242zeo09wpcslx, 97mmzzi3dwdos6jtj2m05w4ph, 9ao7l82r1xd2rjnvv5u6plcr9, 1pkymw7biivk760rxhubin1ed, z0nxnl93yjtz8mty3qi5542x, cddggachzf198p1yhq9owtofd, 4cu8rbv55v6f6jiq50c4xatqs, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, a1iz91ed6hus61yhhk2r0vkd1, el58uxf7oaqu95yx1vbgmr7it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516176307,1,34,16,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-03-05T18:56:37.281Z,2023-03-05T18:57:11Z,4076860475,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4076860471,194,8yv9xuzriaecvvssfm8dlmz85,4076860473,197,71,4076860459,30,"6ofu6yc2qwp5ii9cerdq1tk9h, pconfrmsdy9aikioqz9s9lg5, 555z9bynvux7oruirg67r8i51, 2raf0uw5y2kajde0v60l4g1qt, d196vatyvq6ycn1q7d477d2i1, 8yv9xuzriaecvvssfm8dlmz85, 418gw0hpjoy8dt0ywaxjgm5pm, 2nddcty9qris2mmeldon0ogd1, 3ua8gs8tzx1dkdi9z88kjk9nt, 7glxasv2ed6ey82dknto1y66t, ahz2npxe4geixkaz25f2pc82d, c6nl81c1q4unq5js94s6s942x, f482w50k80zbyb2ykh84yijf9, cv46mxj5i98p4hgtbomxlxs7o, 3zqpvn7r1c779l9vwwh7yukfd, 3nnjep6bxxb6xwhanvqvjt39x, bjob8tftnxojnytcj7juo0ga2, 8rlf5vjyddkcid5ysa3yo7hlh, bh3b7e2qzh41dltd6h2obpln9, erwh25hbq259kqdirfufnbcb8, apdtqouzo9b02ozdxk8mx4zbp, 3o573dblmfc1o3wkkt2nva8k5, 9p621hq50jdkujzy4309sagkq, 5f5e6wufz0x041bvqzor10k16",4076860469,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4076860467,130,16,4076860463,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4076860465,59,"1, 11, 17, 12, 3, 6, 44, 25, 9, 22, 5, 7, 10, 15, 18, 19, 20, 23, 24, 30, 32, 36, 43, 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516207919,2,32,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-03-05T19:46:20.782Z,2023-03-05T19:46:23Z,4077036931,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516207911,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-03-05T19:46:20.782Z,2023-03-06T02:07:32Z,4077036873,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516207953,3,1,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,50,50,2023-03-05T19:46:20.798Z,2023-03-06T02:27:23Z,4077037065,56,Back,4077037067,140,40.2,4077703173,178,,4077037069,141,38.5,4077037073,213,3.8,4077037071,212,12.9,4077037075,279,S,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516207979,4,1,1,0,1,2tk2l9sgktwc9jhzqdd4mpdtb,1,40.4,37.1,2023-03-05T19:46:22.673Z,2023-03-06T02:27:26Z,4077037229,212,20.6,4077037231,213,4.8,4077037223,56,Back,4077037227,141,6.8,4077703207,178,,4077037225,140,41.6,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208001,5,1,1,0,4,2tk2l9sgktwc9jhzqdd4mpdtb,1,40.9,4.8,2023-03-05T19:46:25.244Z,2023-03-06T02:27:29Z,4077037319,140,28.8,4077037321,141,20.0,4077037325,213,2.5,4077703241,178,,4077037317,56,Back,4077037323,212,16.4,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208021,6,1,1,0,6,2tk2l9sgktwc9jhzqdd4mpdtb,1,27.2,20,2023-03-05T19:46:27.203Z,2023-03-06T02:27:33Z,4077037443,141,39.2,4077037447,212,13.1,4077037451,213,1.5,4077037441,140,27.8,4077703263,178,,4077037439,56,Back,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208059,7,1,1,0,8,2tk2l9sgktwc9jhzqdd4mpdtb,1,26.9,40.4,2023-03-05T19:46:29.548Z,2023-03-06T02:27:37Z,4077037657,141,80.2,4077037653,56,Back,4077037659,212,27.5,4077037661,213,1.4,4077037655,140,31.8,4077703307,178,,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208087,8,1,1,0,11,2tk2l9sgktwc9jhzqdd4mpdtb,1,33.3,82.2,2023-03-05T19:46:32.540Z,2023-03-06T02:27:40Z,4077703359,178,,4077037833,212,10.2,4077037829,140,39.0,4077037831,141,94.4,4077037835,213,0.9,4077037827,56,Back,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208117,9,1,1,0,13,2tk2l9sgktwc9jhzqdd4mpdtb,1,39.7,94.8,2023-03-05T19:46:34.082Z,2023-03-06T02:27:43Z,4077037981,140,56.5,4077037985,212,17.6,4077037987,213,0,4077037983,141,94.8,4077703373,178,,4077037979,56,Left,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208127,10,3,1,0,15,2tk2l9sgktwc9jhzqdd4mpdtb,0,59.4,96.2,2023-03-05T19:46:36.409Z,2023-03-06T02:27:48Z,4077703435,178,,4077038239,233,3,4077038019,56,Left,4077506915,464,,4077038021,286,,,,,,,,,,,2lyib1m8bhrkcc3ukk12fbefp,G. Wijnaldum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208147,3,7,1,0,15,bqbbqm98ud8obe45ds9ohgyrd,0,40.6,3.8,2023-03-05T19:46:36.735Z,2023-03-06T02:27:51Z,4077703447,178,,4077038137,285,,4077506941,384,,4077038195,233,10,4077038135,56,Back,,,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208133,11,61,1,0,16,2tk2l9sgktwc9jhzqdd4mpdtb,1,58.3,96.6,2023-03-05T19:46:36.862Z,2023-03-06T02:27:54Z,4077038063,56,Left,4077703499,178,,,,,,,,,,,,,,,,,,,,2lyib1m8bhrkcc3ukk12fbefp,G. Wijnaldum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208171,5,1,1,0,17,bqbbqm98ud8obe45ds9ohgyrd,1,41.2,5.8,2023-03-05T19:46:37.839Z,2023-03-06T02:27:57Z,4077038269,212,5.0,4077038267,141,2.9,4077038263,56,Back,4077038265,140,45.6,4077038271,213,5.9,4077703539,178,,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208151,4,49,1,0,17,bqbbqm98ud8obe45ds9ohgyrd,1,40.6,5.6,2023-03-05T19:46:38.269Z,2023-03-06T02:28:00Z,,,,,,,,,,,,,,,,,,,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208173,6,1,1,0,18,bqbbqm98ud8obe45ds9ohgyrd,0,45.3,4.2,2023-03-05T19:46:38.851Z,2023-03-06T02:28:06Z,4077038287,56,Back,4077038289,140,37.5,4077703653,178,,4077038293,212,8.2,4077038295,213,3.2,4077038291,141,4.0,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208169,12,8,1,0,18,2tk2l9sgktwc9jhzqdd4mpdtb,1,62.7,96,2023-03-05T19:46:39.706Z,2023-03-06T02:28:10Z,4077038259,56,Left,4077507259,385,,4077703747,178,,,,,,,,,,,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208249,7,5,1,0,19,bqbbqm98ud8obe45ds9ohgyrd,1,39,-1.4,2023-03-05T19:46:40.079Z,2023-03-06T02:28:14Z,4077038803,233,13,4077038799,56,Back,4077038801,347,,,,,,,,,,,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208179,13,5,1,0,19,2tk2l9sgktwc9jhzqdd4mpdtb,0,61,101.4,2023-03-05T19:46:40.079Z,2023-03-06T02:28:14Z,4077038327,347,,4077038821,233,7,4077038323,56,Left,,,,,,,,,,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208317,8,1,1,0,27,bqbbqm98ud8obe45ds9ohgyrd,1,39.4,0,2023-03-05T19:46:48.670Z,2023-03-06T02:28:21Z,4077039199,212,28.0,4077039203,1,,4077039193,56,Back,4077039197,141,37.7,4077039195,140,30.7,4077039201,213,1.9,4077039191,107,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208329,9,1,1,0,37,bqbbqm98ud8obe45ds9ohgyrd,1,35.3,32.5,2023-03-05T19:46:58.777Z,2023-03-06T02:28:25Z,4077703971,178,,4077039261,141,14.2,4077039265,213,4.8,4077039263,212,12.5,4077039257,56,Back,4077039259,140,36.2,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208373,10,1,1,0,39,bqbbqm98ud8obe45ds9ohgyrd,1,36.2,14.4,2023-03-05T19:46:59.879Z,2023-03-06T02:28:28Z,4077039519,56,Back,4077703999,178,,4077039535,213,1.8,4077039523,140,31.0,4077039527,141,45.5,4077039531,212,21.8,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208459,11,1,1,0,42,bqbbqm98ud8obe45ds9ohgyrd,1,31.2,44.5,2023-03-05T19:47:02.881Z,2023-03-06T02:28:30Z,4077704063,178,,4077039917,141,78.5,4077039913,56,Back,4077039925,213,1.4,4077039919,212,23.3,4077039915,140,33.9,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208463,12,50,1,0,47,bqbbqm98ud8obe45ds9ohgyrd,1,41.5,87.4,2023-03-05T19:47:08.315Z,2023-03-06T02:28:33Z,4077040111,233,14,4077039943,286,,4077039941,56,Back,,,,,,,,,,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516208483,14,7,1,0,47,2tk2l9sgktwc9jhzqdd4mpdtb,1,58.5,12.6,2023-03-05T19:47:08.427Z,2023-03-06T02:28:35Z,4077040019,285,,4077704199,178,,4077507823,383,,4077040017,56,Right,4077040103,233,12,,,,,,,,,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
