id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/10/value,keyPass,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,assist
2483278905,1,34,16,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2022-11-08T16:42:46.298Z,2022-12-03T18:09:38Z,3903645183,30,"h12c7ocq35slzrop3ltnrsnp, dmza22ad3iars2svmghrwhfit, 8dgh4fzut8khpt32d6dsrljsa, 9cy6lgb0e0cq4a7ht389qaklx, 54mmovmx3osoxgbloe9rzmx9l, cnk07o3823zl5gd7qr2bdks7p, d7xfjvw4kun7fx4j9ldr6cb11, bk1gdyxtfp4drwb0yotwerbsa, c68syh6axbkqmcmvrpumqb8mi, 3sehm4zmy7141wm4ecfqqoxd5, 1lota2za1imhl3oydwa89u5l, 9jx56wcoj1htd69i749wfwkx5, an5eip4p2zmw49hh9eqksigo9, dnk24js88d4ie661mwo7jkq95, 1fdgli7rrzvlhcs1exckc0r11, ewwo2c7kw1b1okrngjl4j4dm1, 2l87vg4m0glbbdvnrg4zud51x, cxjuod6b1ro67656dxwhpqqc5, 2hbduprkyabq8g1nhe6b4g3bp, 4az5n8aekw6ipzu7fagqhkys4, 39504a9fwi439uhqbwc809ene, 6e9fu9o226zn6jzx02jutvi3u, 4494989zl7g13nw17wan5adp1, f0o0jfa9hp54otpnwe09d591, d5m5q6dlc7vnbs634dinbsuwa, 5vyszdd8h7l79tlwy40lgimfo",3903645191,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903645189,130,23,3903645185,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3903679787,197,14540,3903645193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903645187,59,"13, 30, 65, 18, 34, 33, 32, 35, 9, 10, 25, 1, 3, 4, 5, 7, 8, 11, 14, 17, 20, 21, 22, 24, 28, 36",3903646015,194,1lota2za1imhl3oydwa89u5l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483278913,1,34,16,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2022-11-08T16:42:51.147Z,2022-11-08T17:32:05Z,3903645227,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3903645233,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903673201,197,545,3903645235,194,5d9i8ubibyiecxecr9jjvxexh,3903645237,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903645225,30,"af58rhtg8ck7c8g7nwfs67d91, 5d9i8ubibyiecxecr9jjvxexh, ypfascbq81vkjbe57108cpn9, 9y8fnvazj02vy31ljx3du0d79, 40msbo4o5bwx0oeuz4743w161, 2p1pns6j6id4nx3nbi7fv0wrt, 3bhy6x04rbwzk0nh1fm59dmnd, bcqutyzafpahp2ni41u2xt4gl, 1wynwp4x95o9w5tt4cdog6i1, 9bba1hgnx5mzpkzeazsoikn9x, abq67eup8kd31w8da2i0eftgp, cv0p6dzx3res3affivdwcpolx, 8n0c5t5wzfkoauryyzy8be0gl, 72im0m7d8rqpsclo4f5crqmsp, cen5nxf8sb8binjr7apt9nb2t, copo8qsmvy2fhpi1aev6f46i1, 1i23wphi202aguaeexba0le22, 896uaqjrz22q6fqjfzuwf77jd, cp13vthbds3tl1wtfelfx2evp, dpcws493fepch23sk26m1a8yd, 7knk2xsg4690hgq9us9us8ull, 9c9g2havtsf29fpt5582y8ne2, 7kbn6vt37rfgd9yszzvx9idm2, 1ct0gujao4wvj1ff3aebqgqnd",3903645229,59,"1, 22, 6, 68, 55, 3, 99, 91, 9, 21, 81, 4, 5, 7, 11, 12, 16, 17, 18, 20, 23, 31, 59, 70",3903645231,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285419,2,32,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2022-11-08T17:30:15.779Z,2022-11-08T17:30:17Z,3903682375,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285411,2,32,1,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2022-11-08T17:30:15.779Z,2022-11-09T01:15:09Z,3903682333,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285423,3,1,1,0,0,gi0l1habji5hpgar77dl5jqe,1,50,50,2022-11-08T17:30:15.840Z,2022-11-09T03:57:15Z,3903682387,141,48.7,3903682393,279,S,3904718633,178,,3903682389,212,13.8,3903682385,140,36.9,3903682391,213,3.2,3903682383,56,Back,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285425,4,1,1,0,1,gi0l1habji5hpgar77dl5jqe,1,37,48.7,2022-11-08T17:30:16.888Z,2022-11-09T03:57:19Z,3903682403,212,0.7,3903682399,140,37.2,3903682401,141,49.7,3903682397,56,Back,3903682405,213,1.3,3904718679,178,,,,,,,,40msbo4o5bwx0oeuz4743w161,L. Østigård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285441,5,1,1,0,1,gi0l1habji5hpgar77dl5jqe,1,37.3,49.7,2022-11-08T17:30:17.649Z,2022-11-09T03:57:23Z,3903682477,56,Right,3904718711,178,,3903682481,141,18.2,3903682483,212,26.6,3903682485,213,5.3,3903682479,140,52.3,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285481,6,1,1,0,3,gi0l1habji5hpgar77dl5jqe,0,53.1,17.7,2022-11-08T17:30:19.648Z,2022-11-09T03:57:28Z,3903682671,213,0.3,3903682661,155,,3903682667,141,34.2,3904718749,178,,3903682669,212,33.7,3903682665,140,83.4,3903682673,1,,3903682663,56,Center,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285451,3,8,1,0,5,8le3orkfz6iix3jns6g9ojqjg,1,22.7,65.4,2022-11-08T17:30:21.173Z,2022-11-09T03:57:43Z,3904129237,384,,3903682551,15,,3903682535,56,Back,3904718845,178,,,,,,,,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285477,4,52,1,0,8,8le3orkfz6iix3jns6g9ojqjg,1,3.9,74.1,2022-11-08T17:30:24.358Z,2022-11-09T05:27:14Z,3904769117,179,,3904130087,376,,,,,,,,,,,,,,,,,,,,h12c7ocq35slzrop3ltnrsnp,G. Vicario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
