id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/14/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2522262271,1,34,16,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2023-03-19T10:32:16.113Z,2023-03-19T11:46:38Z,4109137683,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109137675,30,"34fm990bf5wm1xkdig1pjon6y, 7kbn6vt37rfgd9yszzvx9idm2, 14vhrqvqomi57x5mtsawm44b9, e8c2o47zyuqa07lcrgzusn97u, 7wjzrrcy3fp8nq6dlanfxvqhh, acss55nkdwdtvt9zl6p1ry09h, 5qfa3h4gut5jlnfkexq5m1djp, c87f30rukjnu7v3f3iqxpkxqt, 1wnzwoisg4ctvcxsh2xnrkj4l, rktyecx75c47pgwyt4vm3i7d, 6u6mobmk6lpvwebo76ddxr3s9, ceq2btvla862pon3xhcxogdlh, 3yl0m3n14kek9pwkp7catyh9l, bf67gbxjr8fkha0e59fs6qok5, 8vom3bt6es2kp5sdl98az6gwk, bgpoqigjsb92lt6n5vrmshwwl, 151jcsoydef86be6b7rpt4bv8, 6l8t99gerta358od16upuhqz9, awpcf5w245iug4znjqctuebpx, crqk7tlewkn3ayk042yo1bfv8, dumjj0zbq26m2ub29d86sooic, 5enlho0lp6pftf8pc2q2xewpg, x1qsrbva1nlv7nvmk2an19ed",4109137685,194,1wnzwoisg4ctvcxsh2xnrkj4l,4109137681,130,17,4109137679,59,"22, 59, 3, 2, 17, 4, 20, 7, 23, 80, 37, 5, 11, 21, 26, 27, 28, 29, 30, 31, 32, 36, 99",4109137677,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109137689,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109255533,197,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522264997,1,34,16,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-03-19T10:39:04.031Z,2023-03-19T11:32:01Z,4109151677,30,"c7fky0h6gi7wmibnv2tzf6mz9, 68etig279gs3btjb7fv6rvfth, 7uf7y7xa6hy3gieetcte3td2i, m7fe173js8on94ag3htziy8l, 8o8o4rxbdhv002pj0q21l0f84, 3tuxipzf6pqvga0a12422gatx, 9sjt5rv156hr2llfu241r6cph, g64b8x11ndowv2zj29r9i311, dp1y9x5r6z1q120hj3sgyhxat, 6mybntbgl188coqd2dl6ulhm2, bo98qzo4gu0npm4pewc25ovyt, 5uro3xukpb1lsnwepj06lgzit, 9l2tdbf7p325xez7wz7wzxzh1, e5ccnxgbz5jmqwy6fza3gdsl, 9mldc318nq0tli73wjh6ueket, 20f5apcbciifqyln8hp3cziwa, kc4qkj63uqu3wnkydxtvmwh5, 2q0bx5wsc6b68vpps79hosnah, 448dubo3a0ty03v6ajxpw2k2c, 5054kfjkrimomrhilbe5j3xbe, c2ezyc2fftje7rcm5ybbuytp1, 83kdacraf2mcnbg038ld68ne2, 8kdamc6zz4bskby51c59uuntg, d3fo9td8yl4w2m2yxplsy9ogk",4109255441,197,16330,4109151679,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109151687,194,bo98qzo4gu0npm4pewc25ovyt,4109151689,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109151683,130,17,4109151681,59,"1, 5, 3, 23, 42, 27, 61, 33, 19, 25, 8, 2, 4, 11, 17, 24, 28, 29, 30, 32, 34, 38, 77, 94",4109151685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522286801,2,32,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-03-19T11:30:44.202Z,2023-03-19T11:30:44Z,4109257523,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522286807,2,32,1,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2023-03-19T11:30:44.202Z,2023-03-19T18:49:50Z,4109257569,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522286837,3,1,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,49.8,50.3,2023-03-19T11:30:44.220Z,2023-03-19T19:04:26Z,4109257673,213,3.2,4109257665,56,Back,4109257675,279,S,4109257671,212,21.3,4111337069,178,,4109257667,140,29.5,4109257669,141,50.0,,,,g64b8x11ndowv2zj29r9i311,O. Duda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522286859,4,1,1,0,2,ap6blbxhq9elm62vw6tutzlwg,0,32.9,48.7,2023-03-19T11:30:46.764Z,2023-03-19T19:04:31Z,4109257763,1,,4109257757,141,28.9,4109257759,212,39.8,4109257761,213,5.9,4111337275,178,,4109257755,140,68.6,4109257751,155,,4109257753,56,Center,8o8o4rxbdhv002pj0q21l0f84,D. Coppola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522286901,3,1,1,0,5,4plikfte18rv8v4l89z803d4y,1,27.1,72.8,2023-03-19T11:30:49.285Z,2023-03-19T19:04:35Z,4111337405,178,,4109257937,213,5.8,4109257927,3,,4109257929,56,Back,4109257931,140,48.3,4109257935,212,25.5,4109257933,141,54.6,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522286903,4,44,1,0,7,4plikfte18rv8v4l89z803d4y,1,48.2,56.3,2023-03-19T11:30:51.550Z,2023-03-19T19:56:25Z,4109257943,285,,4109257941,56,Back,4109257983,233,5,,,,,,,,,,,,,,,,1wnzwoisg4ctvcxsh2xnrkj4l,M. Gabbiadini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522286911,5,44,1,0,7,ap6blbxhq9elm62vw6tutzlwg,0,51.8,43.7,2023-03-19T11:30:51.551Z,2023-03-19T19:04:38Z,4109257959,286,,4109257957,56,Center,4109258003,233,4,,,,,,,,,,,,,,,,8o8o4rxbdhv002pj0q21l0f84,D. Coppola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522286913,5,1,1,0,7,4plikfte18rv8v4l89z803d4y,0,48.3,55.9,2023-03-19T11:30:51.657Z,2023-03-19T19:56:26Z,4109257965,56,Back,4109401527,140,49.1,4109401529,141,55.5,4109401531,212,0.9,4111337741,178,,4109401525,168,,4109401533,213,6.0,4111337743,21,,1wnzwoisg4ctvcxsh2xnrkj4l,M. Gabbiadini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522315285,411,61,1,0,7,ap6blbxhq9elm62vw6tutzlwg,1,52.1,44.9,2023-03-19T11:30:51.677Z,2023-03-19T19:04:59Z,4111338417,388,,4111338415,15,,4109401567,56,Center,,,,,,,,,,,,,,,,8o8o4rxbdhv002pj0q21l0f84,D. Coppola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522286925,6,44,1,0,9,4plikfte18rv8v4l89z803d4y,1,49.5,58.2,2023-03-19T11:30:54.155Z,2023-03-19T19:56:26Z,4109258067,233,6,4109258031,56,Back,4109258071,285,,,,,,,,,,,,,,,,,1wnzwoisg4ctvcxsh2xnrkj4l,M. Gabbiadini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522286927,6,44,1,0,9,ap6blbxhq9elm62vw6tutzlwg,0,50.5,41.8,2023-03-19T11:30:54.156Z,2023-03-19T19:05:02Z,4109258075,233,6,4109258035,56,Center,4109258037,286,,,,,,,,,,,,,,,,,8o8o4rxbdhv002pj0q21l0f84,D. Coppola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522286929,7,1,1,0,10,4plikfte18rv8v4l89z803d4y,0,46.7,54,2023-03-19T11:30:54.270Z,2023-03-19T19:56:26Z,4109258039,3,,4109258041,56,Back,4109258045,141,54.0,4109258043,140,47.9,4111338691,388,,4109258047,212,1.3,4109258049,213,0,,,,1wnzwoisg4ctvcxsh2xnrkj4l,M. Gabbiadini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522286933,7,61,1,0,10,ap6blbxhq9elm62vw6tutzlwg,1,51.4,44.1,2023-03-19T11:30:54.324Z,2023-03-19T19:05:09Z,4109258073,56,Center,4111338905,15,,4111338907,388,,,,,,,,,,,,,,,,,8o8o4rxbdhv002pj0q21l0f84,D. Coppola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522286965,8,49,1,0,11,4plikfte18rv8v4l89z803d4y,1,51.9,75.6,2023-03-19T11:30:55.468Z,2023-03-19T19:05:13Z,,,,,,,,,,,,,,,,,,,,,,,,,c87f30rukjnu7v3f3iqxpkxqt,F. Đuričić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
